"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"92203",":stat_player_game_return","201609110nyj","2","19","0","35","17.5","201609110nyj_1","Adam Jones","J/JonePa20","1","6","0","6","6.0","CIN","2016",,,
"92207",":stat_player_game_return","201609110phi","1","19","0","19","19.0","201609110phi_1","Darren Sproles","S/SproDa00","4","40","0","59","14.8","PHI","2016",,,
"92210",":stat_player_game_return","201609110nyj","1","15","0","15","15.0","201609110nyj_2","Alex Erickson","E/EricAl01","1","15","0","15","15.0","CIN","2016",,,
"92214",":stat_player_game_return","201609110nyj","3","65","0","110","36.7","201609110nyj_3","Jalin Marshall","M/MarsJa01","2","8","0","11","5.5","NYJ","2016",,,
"92216",":stat_player_game_return","201609110phi","1","23","0","23","23.0","201609110phi_2","Wendell Smallwood","S/SmalWe00","0","0","0","0","","PHI","2016",,,
"92218",":stat_player_game_return","201609080den","1","9","0","9","9.0","201609080den_1","Ted Ginn Jr.","G/GinnTe00","2","8","0","12","6.0","CAR","2016",,,
"92224",":stat_player_game_return","201609110rav","0","0","0","0","","201609110rav_1","Brandon Tate","T/TateBr00","1","21","0","21","21.0","BUF","2016",,,
"92225",":stat_player_game_return","201609080den","0","0","0","0","","201609080den_2","Jordan Norwood","N/NorwJo00","2","15","0","26","13.0","DEN","2016",,,
"92226",":stat_player_game_return","201609250jax","0","0","0","0","","201609250jax_1","Devin Hester","H/HestDe99","1","0","0","0","0.0","BAL","2016",,,
"92227",":stat_player_game_return","201609110rav","1","13","0","13","13.0","201609110rav_2","Nick O'Leary","O/OLeaNi00","0","0","0","0","","BUF","2016",,,
"92229",":stat_player_game_return","201609250jax","0","0","0","0","","201609250jax_2","Rashad Greene","G/GreeRa00","5","42","0","51","10.2","JAX","2016",,,
"92232",":stat_player_game_return","201609250jax","3","25","0","58","19.3","201609250jax_3","Corey Grant","G/GranCo00","0","0","0","0","","JAX","2016",,,
"92233",":stat_player_game_return","201609110rav","2","23","0","37","18.5","201609110rav_3","Devin Hester","H/HestDe99","2","8","0","1","0.5","BAL","2016",,,
"92236",":stat_player_game_return","201609250jax","1","0","0","0","0.0","201609250jax_4","Arrelious Benn","B/BennAr00","0","0","0","0","","JAX","2016",,,
"92249",":stat_player_game_return","201609180cle","2","48","0","80","40.0","201609180cle_1","Devin Hester","H/HestDe99","2","15","0","22","11.0","BAL","2016",,,
"92253",":stat_player_game_return","201609180cle","0","0","0","0","","201609180cle_2","Joe Haden","H/HadeJo99","1","13","0","13","13.0","CLE","2016",,,
"92255",":stat_player_game_return","201609180cle","0","0","0","0","","201609180cle_3","Tramon Williams","W/WillTr99","1","0","0","0","0.0","CLE","2016",,,
"92257",":stat_player_game_return","201609180cle","1","13","0","13","13.0","201609180cle_4","George Atkinson","A/AtkiGe01","0","0","0","0","","CLE","2016",,,
"92259",":stat_player_game_return","201609180cle","1","19","0","19","19.0","201609180cle_5","Duke Johnson","J/JohnDu00","0","0","0","0","","CLE","2016",,,
"92274",":stat_player_game_return","201609180was","1","33","0","33","33.0","201609180was_1","Lucky Whitehead","W/WhitLu00","1","7","0","7","7.0","DAL","2016",,,
"92278",":stat_player_game_return","201609180was","1","19","0","19","19.0","201609180was_2","Rod Smith","S/SmitRo06","0","0","0","0","","DAL","2016",,,
"92280",":stat_player_game_return","201609180was","0","0","0","0","","201609180was_3","Jamison Crowder","C/CrowJa00","2","21","0","30","15.0","WAS","2016",,,
"92283",":stat_player_game_return","201609180was","1","14","0","14","14.0","201609180was_4","Niles Paul","P/PaulNi00","0","0","0","0","","WAS","2016",,,
"92287",":stat_player_game_return","201609180was","1","28","0","28","28.0","201609180was_5","Chris Thompson","T/ThomCh03","0","0","0","0","","WAS","2016",,,
"92292",":stat_player_game_return","201609180pit","0","0","0","0","","201609180pit_1","Adam Jones","J/JonePa20","2","12","0","19","9.5","CIN","2016",,,
"92295",":stat_player_game_return","201609180pit","0","0","0","0","","201609180pit_2","Alex Erickson","E/EricAl01","1","0","0","0","0.0","CIN","2016",,,
"92297",":stat_player_game_return","201609110htx","0","0","0","0","","201609110htx_1","Eddie Royal","R/RoyaEd00","4","31","0","40","10.0","CHI","2016",,,
"92298",":stat_player_game_return","201609180pit","0","0","0","0","","201609180pit_3","Eli Rogers","R/RogeEl00","3","15","0","27","9.0","PIT","2016",,,
"92299",":stat_player_game_return","201609250buf","1","51","0","51","51.0","201609250buf_1","John Brown","B/BrowJo02","1","12","0","12","12.0","ARI","2016",,,
"92300",":stat_player_game_return","201609110htx","5","26","0","103","20.6","201609110htx_2","Deonte Thompson","T/ThomDe04","0","0","0","0","","CHI","2016",,,
"92301",":stat_player_game_return","201609180pit","0","0","0","0","","201609180pit_4","Antonio Brown","B/BrowAn04","2","14","0","18","9.0","PIT","2016",,,
"92302",":stat_player_game_return","201609250buf","2","20","0","35","17.5","201609250buf_2","Andre Ellington","E/ElliAn00","0","0","0","0","","ARI","2016",,,
"92303",":stat_player_game_return","201609110htx","3","28","0","73","24.3","201609110htx_3","Tyler Ervin","E/ErviTy00","3","13","0","29","9.7","HOU","2016",,,
"92304",":stat_player_game_return","201609180pit","1","22","0","22","22.0","201609180pit_5","Fitzgerald Toussaint","T/TousFi00","0","0","0","0","","PIT","2016",,,
"92305",":stat_player_game_return","201609250buf","1","20","0","20","20.0","201609250buf_3","Brandon Tate","T/TateBr00","2","31","0","39","19.5","BUF","2016",,,
"92306",":stat_player_game_return","201609250buf","2","11","0","18","9.0","201609250buf_4","Jerome Felton","F/FeltJe00","0","0","0","0","","BUF","2016",,,
"93227",":stat_player_game_return","201609260nor","2","42","0","54","27.0","201609260nor_1","Eric Weems","W/WeemEr00","0","0","0","0","","ATL","2016",,,
"93229",":stat_player_game_return","201609260nor","0","0","0","0","","201609260nor_2","De'Vante Harris","H/HarrDe04","1","0","0","0","0.0","NOR","2016",,,
"93269",":stat_player_game_return","201610090dal","0","0","0","0","","201610090dal_1","Adam Jones","J/JonePa20","1","0","0","0","0.0","CIN","2016",,,
"93273",":stat_player_game_return","201610090dal","2","24","0","46","23.0","201610090dal_2","Alex Erickson","E/EricAl01","0","0","0","0","","CIN","2016",,,
"93275",":stat_player_game_return","201610090dal","1","23","0","23","23.0","201610090dal_3","Rex Burkhead","B/BurkRe00","0","0","0","0","","CIN","2016",,,
"93278",":stat_player_game_return","201610090dal","2","30","0","45","22.5","201610090dal_4","Lucky Whitehead","W/WhitLu00","2","10","0","10","5.0","DAL","2016",,,
"93296",":stat_player_game_return","201609250dal","0","0","0","0","","201609250dal_1","Eddie Royal","R/RoyaEd00","2","9","0","17","8.5","CHI","2016",,,
"93301",":stat_player_game_return","201609250dal","1","22","0","22","22.0","201609250dal_2","Deonte Thompson","T/ThomDe04","0","0","0","0","","CHI","2016",,,
"93306",":stat_player_game_return","201609250dal","1","25","0","25","25.0","201609250dal_3","Lucky Whitehead","W/WhitLu00","1","3","0","3","3.0","DAL","2016",,,
"93309",":stat_player_game_return","201610020nwe","0","0","0","0","","201610020nwe_1","Brandon Tate","T/TateBr00","3","18","0","18","6.0","BUF","2016",,,
"93312",":stat_player_game_return","201610020nwe","0","0","0","0","","201610020nwe_2","Danny Amendola","A/AmenDa00","3","5","0","4","1.3","NWE","2016",,,
"93317",":stat_player_game_return","201610020nwe","2","18","0","30","15.0","201610020nwe_3","Cyrus Jones","J/JoneCy00","1","0","0","0","0.0","NWE","2016",,,
"93320",":stat_player_game_return","201610020sfo","1","28","0","28","28.0","201610020sfo_1","Lucky Whitehead","W/WhitLu00","2","14","0","25","12.5","DAL","2016",,,
"93322",":stat_player_game_return","201610020tam","0","0","0","0","","201610020tam_1","Jordan Norwood","N/NorwJo00","2","12","0","12","6.0","DEN","2016",,,
"93323",":stat_player_game_return","201610020sfo","0","0","0","0","","201610020sfo_2","Jeremy Kerley","K/KerlJe00","1","26","0","26","26.0","SFO","2016",,,
"93325",":stat_player_game_return","201610020tam","0","0","0","0","","201610020tam_2","Adam Humphries","H/HumpAd00","3","15","0","37","12.3","TAM","2016",,,
"93327",":stat_player_game_return","201610020sfo","1","23","0","23","23.0","201610020sfo_3","Chris Davis","D/DaviCh05","0","0","0","0","","SFO","2016",,,
"93328",":stat_player_game_return","201610020tam","2","16","0","27","13.5","201610020tam_3","Ryan Smith","S/SmitRy00","0","0","0","0","","TAM","2016",,,
"93330",":stat_player_game_return","201610020sfo","1","12","0","12","12.0","201610020sfo_4","Mike Davis","D/DaviMi01","0","0","0","0","","SFO","2016",,,
"93333",":stat_player_game_return","201609180rai","0","0","0","0","","201609180rai_1","Eric Weems","W/WeemEr00","2","73","0","73","36.5","ATL","2016",,,
"93335",":stat_player_game_return","201609180rai","1","11","0","11","11.0","201609180rai_2","Aldrick Robinson","R/RobiAl00","0","0","0","0","","ATL","2016",,,
"93336",":stat_player_game_return","201609180rai","1","24","0","24","24.0","201609180rai_3","Jalen Richard","R/RichJa01","1","0","0","0","0.0","OAK","2016",,,
"93337",":stat_player_game_return","201609180rai","2","21","0","21","10.5","201609180rai_4","Taiwan Jones","J/JoneTa00","0","0","0","0","","OAK","2016",,,
"93346",":stat_player_game_return","201609250cin","0","0","0","0","","201609250cin_1","Jordan Norwood","N/NorwJo00","1","11","0","11","11.0","DEN","2016",,,
"93347",":stat_player_game_return","201609250cin","3","46","0","83","27.7","201609250cin_2","Cody Latimer","L/LatiCo00","0","0","0","0","","DEN","2016",,,
"93349",":stat_player_game_return","201609250cin","0","0","0","0","","201609250cin_3","Alex Erickson","E/EricAl01","1","4","0","4","4.0","CIN","2016",,,
"93351",":stat_player_game_return","201609250cin","0","0","0","0","","201609250cin_4","Adam Jones","J/JonePa20","1","0","0","0","0.0","CIN","2016",,,
"93352",":stat_player_game_return","201609250cin","2","21","0","40","20.0","201609250cin_5","Rex Burkhead","B/BurkRe00","0","0","0","0","","CIN","2016",,,
"93360",":stat_player_game_return","201609250mia","0","0","0","0","","201609250mia_1","Jordan Poyer","P/PoyeJo00","1","0","0","0","0.0","CLE","2016",,,
"93361",":stat_player_game_return","201609250mia","2","17","0","30","15.0","201609250mia_2","Tracy Howard","H/HowaTr02","0","0","0","0","","CLE","2016",,,
"93362",":stat_player_game_return","201609250mia","1","21","0","21","21.0","201609250mia_3","George Atkinson","A/AtkiGe01","0","0","0","0","","CLE","2016",,,
