"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","year","_start","_end","_type"
"268071",":stat_player_game_kick","1","","200209080car","200209080car_1","Matt Stover","S/stovemat01","1","33","33","33.0","BAL","1","1","2002",,,
"268072",":stat_player_game_kick","","","200209150cle","200209150cle_1","Neil Rackers","R/rackenei01","1","-2","-2","-2.0","CIN","1","1","2002",,,
"268074",":stat_player_game_kick","","","200209150cle","200209150cle_2","Nick Harris","H/HarrNi20","4","41","140","35.0","CIN","","","2002",,,
"268075",":stat_player_game_kick","","","200209080car","200209080car_2","Dave Zastudil","Z/ZastDa20","6","47","218","36.3","BAL","","","2002",,,
"268078",":stat_player_game_kick","2","2","200209150cle","200209150cle_3","Phil Dawson","D/dawsophi01","0","","0","","CLE","2","2","2002",,,
"268079",":stat_player_game_kick","2","1","200209080car","200209080car_3","John Kasay","K/kasayjoh01","0","","0","","CAR","1","1","2002",,,
"268080",":stat_player_game_kick","1","1","200209150sfo","200209150sfo_1","Jason Elam","E/elamxjas01","0","","0","","DEN","3","3","2002",,,
"268082",":stat_player_game_kick","","","200209150cle","200209150cle_4","Chris Gardocki","G/GardCh20","5","49","235","47.0","CLE","","","2002",,,
"268083",":stat_player_game_kick","","","200209080car","200209080car_4","Todd Sauerbrun","S/SaueTo20","7","50","297","42.4","CAR","","","2002",,,
"268086",":stat_player_game_kick","","","200209150sfo","200209150sfo_2","Tom Rouen","R/rouentom01","4","46","147","36.8","DEN","","","2002",,,
"268091",":stat_player_game_kick","","","200209150sfo","200209150sfo_3","Jose Cortez","C/cortejos01","0","","0","","SFO","2","2","2002",,,
"268095",":stat_player_game_kick","","","200209150sfo","200209150sfo_4","Jason Baker","B/BakeJa20","5","48","195","39.0","SFO","","","2002",,,
"268110",":stat_player_game_kick","","","200209220atl","200209220atl_1","Nick Harris","H/HarrNi20","5","51","189","37.8","CIN","","","2002",,,
"268111",":stat_player_game_kick","1","1","200209220atl","200209220atl_2","Neil Rackers","R/rackenei01","0","","0","","CIN","","","2002",,,
"268114",":stat_player_game_kick","3","3","200209220atl","200209220atl_3","Jay Feely","F/feelyjay01","0","","0","","ATL","3","3","2002",,,
"268117",":stat_player_game_kick","1","1","200209150sea","200209150sea_1","Bill Gramatica","G/gramabil01","0","","0","","ARI","3","3","2002",,,
"268118",":stat_player_game_kick","","","200209220atl","200209220atl_4","Chris Mohr","M/MohrCh20","5","51","177","35.4","ATL","","","2002",,,
"268120",":stat_player_game_kick","","","200209150sea","200209150sea_2","Scott Player","P/PlaySc20","6","52","250","41.7","ARI","","","2002",,,
"268123",":stat_player_game_kick","2","2","200209150sea","200209150sea_3","Rian Lindell","L/linderia01","0","","0","","SEA","1","1","2002",,,
"268125",":stat_player_game_kick","","","200209150sea","200209150sea_4","Jeff Feagles","F/FeagJe20","3","46","132","44.0","SEA","","","2002",,,
"268131",":stat_player_game_kick","2","2","200209080gnb","200209080gnb_1","Jay Feely","F/feelyjay01","0","","0","","ATL","4","4","2002",,,
"268135",":stat_player_game_kick","","","200209080gnb","200209080gnb_2","Chris Mohr","M/MohrCh20","3","46","117","39.0","ATL","","","2002",,,
"268137",":stat_player_game_kick","1","","200209150atl","200209150atl_1","Paul Edinger","E/edingpau01","0","","0","","CHI","2","2","2002",,,
"268138",":stat_player_game_kick","4","3","200209080gnb","200209080gnb_3","Ryan Longwell","L/longwrya01","0","","0","","GNB","4","4","2002",,,
"268140",":stat_player_game_kick","","","200209150atl","200209150atl_2","Brad Maynard","M/MaynBr20","7","55","295","42.1","CHI","","","2002",,,
"268142",":stat_player_game_kick","","","200209080gnb","200209080gnb_4","Josh Bidwell","B/BidwJo20","2","45","72","36.0","GNB","","","2002",,,
"268144",":stat_player_game_kick","4","2","200209150atl","200209150atl_3","Jay Feely","F/feelyjay01","0","","0","","ATL","1","1","2002",,,
"268146",":stat_player_game_kick","","","200209150atl","200209150atl_4","Chris Mohr","M/MohrCh20","5","59","228","45.6","ATL","","","2002",,,
"268168",":stat_player_game_kick","2","2","200209220phi","200209220phi_1","Billy Cundiff","C/cundibil01","0","","0","","DAL","1","1","2002",,,
"268169",":stat_player_game_kick","2","1","200209080htx","200209080htx_1","Billy Cundiff","C/cundibil01","0","","0","","DAL","1","1","2002",,,
"268170",":stat_player_game_kick","","","200209220phi","200209220phi_2","Micah Knorr","K/knorrmic01","5","56","230","46.0","DAL","","","2002",,,
"268171",":stat_player_game_kick","3","3","200209220phi","200209220phi_3","David Akers","A/akersdav01","0","","0","","PHI","5","5","2002",,,
"268172",":stat_player_game_kick","","","200209080htx","200209080htx_2","Micah Knorr","K/knorrmic01","9","47","340","37.8","DAL","","","2002",,,
"268173",":stat_player_game_kick","","","200209220phi","200209220phi_4","Sean Landeta","L/LandSe20","3","63","150","50.0","PHI","","","2002",,,
"268174",":stat_player_game_kick","1","1","200209080htx","200209080htx_3","Kris Brown","B/brownkri01","0","","0","","HOU","2","2","2002",,,
"268176",":stat_player_game_kick","","","200209080htx","200209080htx_4","Chad Stanley","S/StanCh20","10","49","412","41.2","HOU","","","2002",,,
"268185",":stat_player_game_kick","4","3","200209080was","200209080was_1","Bill Gramatica","G/gramabil01","0","","0","","ARI","2","2","2002",,,
"268186",":stat_player_game_kick","","","200209080was","200209080was_2","Scott Player","P/PlaySc20","5","51","227","45.4","ARI","","","2002",,,
"268187",":stat_player_game_kick","1","1","200209080was","200209080was_3","Brett Conway","C/conwabre01","0","","0","","WAS","4","4","2002",,,
"268188",":stat_player_game_kick","","","200209080was","200209080was_4","Bryan Barker","B/BarkBr20","4","63","211","52.8","WAS","","","2002",,,
"268858",":stat_player_game_kick","2","2","200209290ram","200209290ram_1","Billy Cundiff","C/cundibil01","0","","0","","DAL","1","1","2002",,,
"268861",":stat_player_game_kick","","","200209290ram","200209290ram_2","Micah Knorr","K/knorrmic01","6","45","229","38.2","DAL","","","2002",,,
"268863",":stat_player_game_kick","2","1","200209290ram","200209290ram_3","Jeff Wilkins","W/wilkijef01","0","","0","","STL","1","1","2002",,,
"268867",":stat_player_game_kick","","","200209290ram","200209290ram_4","Mitch Berger","B/BergMi20","5","58","253","50.6","STL","","","2002",,,
"268893",":stat_player_game_kick","2","2","200209290buf","200209290buf_1","Paul Edinger","E/edingpau01","0","","0","","CHI","3","3","2002",,,
"268895",":stat_player_game_kick","4","4","200210060cle","200210060cle_1","Matt Stover","S/stovemat01","0","","0","","BAL","2","2","2002",,,
"268896",":stat_player_game_kick","","","200209290buf","200209290buf_2","Brad Maynard","M/MaynBr20","6","44","232","38.7","CHI","","","2002",,,
"268900",":stat_player_game_kick","3","2","200209290buf","200209290buf_3","Mike Hollis","H/hollimik01","0","","0","","BUF","3","3","2002",,,
"268901",":stat_player_game_kick","","","200210060cle","200210060cle_2","Dave Zastudil","Z/ZastDa20","5","56","197","39.4","BAL","","","2002",,,
"268902",":stat_player_game_kick","","","200209290buf","200209290buf_4","Brian Moorman","M/MoorBr24","3","67","153","51.0","BUF","","","2002",,,
"268903",":stat_player_game_kick","","","200210060cle","200210060cle_3","Phil Dawson","D/dawsophi01","1","16","16","16.0","CLE","1","1","2002",,,
"268907",":stat_player_game_kick","","","200210060cle","200210060cle_4","Chris Gardocki","G/GardCh20","4","52","185","46.3","CLE","","","2002",,,
"268924",":stat_player_game_kick","3","3","200210060car","200210060car_1","Bill Gramatica","G/gramabil01","0","","0","","ARI","1","1","2002",,,
"268925",":stat_player_game_kick","","","200210060car","200210060car_2","Scott Player","P/PlaySc20","7","55","328","46.9","ARI","","","2002",,,
"268929",":stat_player_game_kick","2","2","200210060car","200210060car_3","Shayne Graham","G/grahasha01","0","","0","","CAR","1","1","2002",,,
"268932",":stat_player_game_kick","","","200210060car","200210060car_4","Todd Sauerbrun","S/SaueTo20","5","55","235","47.0","CAR","","","2002",,,
"268945",":stat_player_game_kick","2","1","200209220oti","200209220oti_1","Phil Dawson","D/dawsophi01","0","","0","","CLE","4","4","2002",,,
"268946",":stat_player_game_kick","","","200209220oti","200209220oti_2","Chris Gardocki","G/GardCh20","5","49","208","41.6","CLE","","","2002",,,
"268948",":stat_player_game_kick","","","200209220oti","200209220oti_3","Joe Nedney","N/nednejoe01","0","","0","","TEN","4","4","2002",,,
"268949",":stat_player_game_kick","","","200209220oti","200209220oti_4","Craig Hentrich","H/hentrcra01","8","54","327","40.9","TEN","","","2002",,,
"268953",":stat_player_game_kick","3","1","200209300rav","200209300rav_1","Jason Elam","E/elamxjas01","0","","0","","DEN","2","2","2002",,,
"268955",":stat_player_game_kick","","","200209300rav","200209300rav_2","Tom Rouen","R/rouentom01","4","53","166","41.5","DEN","","","2002",,,
"268961",":stat_player_game_kick","2","2","200209300rav","200209300rav_3","Matt Stover","S/stovemat01","0","","0","","BAL","4","4","2002",,,
"268962",":stat_player_game_kick","","","200209300rav","200209300rav_4","Dave Zastudil","Z/ZastDa20","6","61","315","52.5","BAL","","","2002",,,
"268968",":stat_player_game_kick","3","2","200209290pit","200209290pit_1","Phil Dawson","D/dawsophi01","0","","0","","CLE","1","1","2002",,,
"268970",":stat_player_game_kick","1","","200209290gnb","200209290gnb_1","Shayne Graham","G/grahasha01","0","","0","","CAR","2","2","2002",,,
"268971",":stat_player_game_kick","","","200209290pit","200209290pit_2","Chris Gardocki","G/GardCh20","5","53","233","46.6","CLE","","","2002",,,
"268974",":stat_player_game_kick","4","3","200209290pit","200209290pit_3","Todd Peterson","P/petertod01","0","","0","","PIT","1","1","2002",,,
"268975",":stat_player_game_kick","","","200209290gnb","200209290gnb_2","Todd Sauerbrun","S/SaueTo20","7","55","330","47.1","CAR","","","2002",,,
"268977",":stat_player_game_kick","2","","200209220min","200209220min_1","Jon Hilbert","H/hilbejon01","0","","0","","CAR","3","3","2002",,,
"268978",":stat_player_game_kick","","","200209290pit","200209290pit_4","Josh Miller","M/MillJo25","4","62","169","42.3","PIT","","","2002",,,
"268979",":stat_player_game_kick","1","1","200209290gnb","200209290gnb_3","Ryan Longwell","L/longwrya01","0","","0","","GNB","2","2","2002",,,
"268981",":stat_player_game_kick","","","200209220min","200209220min_2","Todd Sauerbrun","S/SaueTo20","6","58","254","42.3","CAR","","","2002",,,
"268983",":stat_player_game_kick","","","200209290gnb","200209290gnb_4","Josh Bidwell","B/BidwJo20","8","51","341","42.6","GNB","","","2002",,,
"268984",":stat_player_game_kick","","","200209220min","200209220min_3","Gary Anderson","A/andergar02","0","","0","","MIN","2","2","2002",,,
"268988",":stat_player_game_kick","","","200209220min","200209220min_4","Kyle Richardson","R/RichKy20","6","54","258","43.0","MIN","","","2002",,,
"269002",":stat_player_game_kick","5","4","200209150min","200209150min_1","Mike Hollis","H/hollimik01","0","","0","","BUF","3","3","2002",,,
"269003",":stat_player_game_kick","","","200209150min","200209150min_2","Brian Moorman","M/MoorBr24","5","61","203","40.6","BUF","","","2002",,,
"269004",":stat_player_game_kick","3","2","200209150min","200209150min_3","Doug Brien","B/briendou01","0","","0","","MIN","5","3","2002",,,
"269005",":stat_player_game_kick","","","200209150min","200209150min_4","Kyle Richardson","R/RichKy20","3","51","140","46.7","MIN","","","2002",,,
"269394",":stat_player_game_kick","","","200210270min","200210270min_1","Paul Edinger","E/edingpau01","0","","0","","CHI","1","1","2002",,,
"269399",":stat_player_game_kick","3","2","200210130dal","200210130dal_1","Shayne Graham","G/grahasha01","0","","0","","CAR","1","1","2002",,,
"269400",":stat_player_game_kick","","","200210270min","200210270min_2","Brad Maynard","M/MaynBr20","3","47","122","40.7","CHI","","","2002",,,
"269402",":stat_player_game_kick","","","200210130dal","200210130dal_2","Todd Sauerbrun","S/SaueTo20","7","64","330","47.1","CAR","","","2002",,,
"269404",":stat_player_game_kick","3","3","200210270min","200210270min_3","Gary Anderson","A/andergar02","0","","0","","MIN","2","2","2002",,,
"269405",":stat_player_game_kick","","","200210130dal","200210130dal_3","Billy Cundiff","C/cundibil01","0","","0","","DAL","2","2","2002",,,
"269407",":stat_player_game_kick","","","200210270min","200210270min_4","Kyle Richardson","R/RichKy20","3","54","101","33.7","MIN","","","2002",,,
"269408",":stat_player_game_kick","","","200210130dal","200210130dal_4","Micah Knorr","K/knorrmic01","7","51","307","43.9","DAL","","","2002",,,
"269409",":stat_player_game_kick","2","2","200210200det","200210200det_1","Paul Edinger","E/edingpau01","0","","0","","CHI","2","2","2002",,,
"269413",":stat_player_game_kick","","","200210200det","200210200det_2","Brad Maynard","M/MaynBr20","4","55","186","46.5","CHI","","","2002",,,
"269420",":stat_player_game_kick","4","3","200210200det","200210200det_3","Jason Hanson","H/hansojas01","0","","0","","DET","2","2","2002",,,
