"_id","_labels","age","av_career","av_team","college","first_tap","games","int","label","pass_att","pass_cmp","pass_int","pass_td","pass_yd","pick","player","pos","pro_bowl","rec","rec_td","rec_yd","round","rush_att","rush_td","rush_yd","sack","solo","starter","tag","team","url_college","url_college_stats","url_player","year","year_max","_start","_end","_type"
"199081",":picks","21","74","15","California","1","149","","2007_11","3","1","0","1","8","12","Marshawn Lynch","RB","5","287","9","2214","1","2453","85","10413","","1","8","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/california/","http://www.sports-reference.com/cfb/players/marshawn-lynch-1.html","/players/L/LyncMa00.htm","2007","2019",,,
"199082",":picks","23","22","9","Nebraska","0","65","","2007_12","0","0","0","0","0","13","Adam Carriker","DE","0","0","0","0","1","0","0","0","9.0","86","3","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/nebraska/","http://www.sports-reference.com/cfb/players/adam-carriker-1.html","/players/C/CarrAd99.htm","2007","2012",,,
"199083",":picks","22","93","76","Pittsburgh","4","145","29","2007_13","0","0","0","0","0","14","Darrelle Revis","DB","7","0","0","-1","1","0","0","0","2.0","411","9","nyj","New York Jets","https://www.pro-football-reference.com/schools/pittsburgh/","http://www.sports-reference.com/cfb/players/darrelle-revis-1.html","/players/R/ReviDa99.htm","2007","2017",,,
"199084",":picks","21","72","68","Florida St.","0","172","12","2007_14","0","0","0","0","0","15","Lawrence Timmons","LB","1","0","0","0","1","0","0","0","35.5","737","9","pit","Pittsburgh Steelers","https://www.pro-football-reference.com/schools/floridast/","http://www.sports-reference.com/cfb/players/lawrence-timmons-1.html","/players/T/TimmLa99.htm","2007","2017",,,
"199085",":picks","23","2","2","Tennessee","0","14","","2007_15","0","0","0","0","0","16","Justin Harrell","DT","0","0","0","0","1","0","0","0","","17","0","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/justin-harrell-1.html","/players/H/HarrJu99.htm","2007","2010",,,
"199086",":picks","23","3","2","Florida","0","53","","2007_16","0","0","0","0","0","17","Jarvis Moss","DE","0","0","0","0","1","0","0","0","6.0","34","0","den","Denver Broncos","https://www.pro-football-reference.com/schools/florida/","http://www.sports-reference.com/cfb/players/jarvis-moss-1.html","/players/M/MossJa99.htm","2007","2011",,,
"199087",":picks","22","51","49","Michigan","0","152","27","2007_17","0","0","0","0","0","18","Leon Hall","DB","0","0","0","0","1","0","0","0","2.0","425","6","cin","Cincinnati Bengals","https://www.pro-football-reference.com/schools/michigan/","http://www.sports-reference.com/cfb/players/leon-hall-1.html","/players/H/HallLe98.htm","2007","2018",,,
"199088",":picks","22","55","53","Texas","0","154","25","2007_18","0","0","0","0","0","19","Michael Griffin","DB","2","0","0","0","1","0","0","0","7.0","605","9","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/texas/","http://www.sports-reference.com/cfb/players/michael-griffin-1.html","/players/G/GrifMi99.htm","2007","2016",,,
"199089",":picks","24","20","17","Texas","0","83","11","2007_19","0","0","0","0","0","20","Aaron Ross","DB","0","0","0","0","1","0","0","0","2.5","201","4","nyg","New York Giants","https://www.pro-football-reference.com/schools/texas/","http://www.sports-reference.com/cfb/players/aaron-ross-1.html","/players/R/RossAa99.htm","2007","2013",,,
"199090",":picks","23","63","12","Florida","0","181","38","2007_20","0","0","0","0","0","21","Reggie Nelson","DB","2","0","0","0","1","0","0","0","6.5","618","11","jax","Jacksonville Jaguars","https://www.pro-football-reference.com/schools/florida/","http://www.sports-reference.com/cfb/players/reggie-nelson-1.html","/players/N/NelsRe99.htm","2007","2018",,,
"199091",":picks","22","2","3","Notre Dame","0","24","","2007_21","550","296","17","12","3043","22","Brady Quinn","QB","0","1","0","18","1","44","1","185","","","1","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/notredame/","http://www.sports-reference.com/cfb/players/brady-quinn-1.html","/players/Q/QuinBr00.htm","2007","2012",,,
"199092",":picks","22","50","50","LSU","0","125","","2007_22","0","0","0","0","0","23","Dwayne Bowe","WR","1","537","44","7208","1","2","0","16","","","8","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/lsu/","http://www.sports-reference.com/cfb/players/dwayne-bowe-1.html","/players/B/BoweDw00.htm","2007","2015",,,
"199093",":picks","23","33","22","Miami (FL)","0","112","17","2007_23","0","0","0","0","0","24","Brandon Meriweather","DB","2","0","0","0","1","0","0","0","6.0","337","6","nwe","New England Patriots","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/brandon-meriweather-1.html","/players/M/MeriBr99.htm","2007","2015",,,
"199094",":picks","22","55","48","Miami (FL)","1","93","10","2007_24","0","0","0","0","0","25","Jon Beason","LB","3","0","0","0","1","0","0","0","4.0","526","5","car","Carolina Panthers","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/jon-beason-1.html","/players/B/BeasJo99.htm","2007","2015",,,
"199095",":picks","23","34","34","Purdue","0","104","1","2007_25","0","0","0","0","0","26","Anthony Spencer","DE","1","0","0","0","1","0","0","0","33.0","272","4","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/purdue/","http://www.sports-reference.com/cfb/players/anthony-spencer-1.html","/players/S/SpenAn99.htm","2007","2014",,,
"199096",":picks","22","26","25","Tennessee","0","103","","2007_26","0","0","0","0","0","27","Robert Meachem","WR","0","178","27","2914","1","18","1","127","","","1","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/robert-meachem-1.html","/players/M/MeacRo00.htm","2007","2014",,,
"199097",":picks","23","81","81","Central Michigan","0","181","","2007_27","0","0","0","0","0","28","Joe Staley","T","6","3","0","26","1","0","0","0","","1","12","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/centralmichigan/","http://www.sports-reference.com/cfb/players/joe-staley-2.html","/players/S/StalJo20.htm","2007","2019",,,
"199098",":picks","23","56","26","Auburn","0","129","","2007_28","0","0","0","0","0","29","Ben Grubbs","G","2","0","0","0","1","0","0","0","","","9","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/auburn/","http://www.sports-reference.com/cfb/players/ben-grubbs-1.html","/players/G/GrubBe20.htm","2007","2015",,,
"199099",":picks","21","7","7","LSU","0","25","","2007_29","0","0","0","0","0","30","Craig Davis","WR","0","51","2","558","1","4","0","13","","","0","sdg","San Diego Chargers","https://www.pro-football-reference.com/schools/lsu/","http://www.sports-reference.com/cfb/players/craig-davis-1.html","/players/D/DaviCr00.htm","2007","2010",,,
"199100",":picks","22","60","11","Miami (FL)","0","199","","2007_30","0","0","0","0","0","31","Greg Olsen","TE","3","742","60","8683","1","0","0","0","","","11","chi","Chicago Bears","https://www.pro-football-reference.com/schools/miami(fl)/","http://www.sports-reference.com/cfb/players/greg-olsen-1.html","/players/O/OlseGr00.htm","2007","2020",,,
"199101",":picks","22","16","16","Ohio St.","0","40","","2007_31","0","0","0","0","0","32","Anthony Gonzalez","WR","0","99","7","1307","1","0","0","0","","","1","clt","Indianapolis Colts","https://www.pro-football-reference.com/schools/ohiost/","http://www.sports-reference.com/cfb/players/anthony-gonzalez-1.html","/players/G/GonzAn00.htm","2007","2011",,,
"199102",":picks","22","42","4","Michigan","0","146","","2007_32","0","0","0","0","0","33","Alan Branch","DT","0","0","0","0","2","0","0","0","10.5","185","6","crd","Arizona Cardinals","https://www.pro-football-reference.com/schools/michigan/","http://www.sports-reference.com/cfb/players/alan-branch-1.html","/players/B/BranAl99.htm","2007","2017",,,
"199103",":picks","22","58","17","Penn St.","0","145","15","2007_33","0","0","0","0","0","34","Paul Posluszny","LB","1","0","0","0","2","0","0","0","16.0","882","9","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/pennst/","http://www.sports-reference.com/cfb/players/paul-posluszny-1.html","/players/P/PoluPa99.htm","2007","2017",,,
"199104",":picks","22","14","14","Tennessee","0","31","","2007_34","0","0","0","0","0","35","Arron Sears","G","0","0","0","0","2","0","0","0","","","2","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/arron-sears-1.html","/players/S/SearAr20.htm","2007","2008",,,
"199105",":picks","23","12","5","Houston","0","34","","2007_35","755","449","25","28","5206","36","Kevin Kolb","QB","0","0","0","0","2","69","2","229","","","1","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/houston/","http://www.sports-reference.com/cfb/players/kevin-kolb-1.html","/players/K/KolbKe00.htm","2007","2012",,,
"199106",":picks","22","88","64","Utah","2","201","29","2007_36","1","0","0","0","0","37","Eric Weddle","DB","6","0","0","0","2","5","0","24","9.5","903","12","sdg","San Diego Chargers","https://www.pro-football-reference.com/schools/utah/","http://www.sports-reference.com/cfb/players/eric-weddle-1.html","/players/W/WeddEr99.htm","2007","2021",,,
"199107",":picks","21","28","20","Arizona St.","0","110","","2007_37","0","0","0","0","0","38","Zach Miller","TE","1","328","20","3804","2","0","0","0","","","7","rai","Oakland Raiders","https://www.pro-football-reference.com/schools/arizonast/","http://www.sports-reference.com/cfb/players/zach-miller-1.html","/players/M/MillZa01.htm","2007","2014",,,
"199108",":picks","23","55","55","Texas","0","125","","2007_38","0","0","0","0","0","39","Justin Blalock","G","0","0","0","0","2","0","0","0","","","8","atl","Atlanta Falcons","https://www.pro-football-reference.com/schools/texas/","http://www.sports-reference.com/cfb/players/justin-blalock-1.html","/players/B/BlalJu20.htm","2007","2014",,,
"199109",":picks","26","4","2","BYU","0","9","","2007_39","239","140","7","3","1417","40","John Beck","QB","0","0","0","0","2","19","3","55","","","0","mia","Miami Dolphins","https://www.pro-football-reference.com/schools/byu/","http://www.sports-reference.com/cfb/players/john-beck-1.html","/players/B/BeckJo00.htm","2007","2011",,,
"199110",":picks","22","32","13","Arkansas","0","99","13","2007_40","0","0","0","0","0","41","Chris Houston","DB","0","0","0","0","2","0","0","0","","324","7","atl","Atlanta Falcons","https://www.pro-football-reference.com/schools/arkansas/","http://www.sports-reference.com/cfb/players/chris-houston-1.html","/players/H/HousCh99.htm","2007","2013",,,
"199111",":picks","23","17","16","Arkansas","0","40","","2007_41","0","0","0","0","0","42","Tony Ugoh","T","0","0","0","0","2","0","0","0","","","2","clt","Indianapolis Colts","https://www.pro-football-reference.com/schools/arkansas/","http://www.sports-reference.com/cfb/players/tony-ugoh-1.html","/players/U/UgohTo20.htm","2007","2011",,,
"199112",":picks","23","10","4","Michigan St.","0","38","","2007_42","659","345","24","20","4059","43","Drew Stanton","QB","0","0","0","0","2","80","2","220","","","1","det","Detroit Lions","https://www.pro-football-reference.com/schools/michiganst/","http://www.sports-reference.com/cfb/players/drew-stanton-1.html","/players/S/StanDr00.htm","2007","2017",,,
"199113",":picks","21","33","20","South Carolina","0","81","","2007_43","7","4","0","0","174","44","Sidney Rice","WR","1","243","30","3592","2","4","0","9","","","3","min","Minnesota Vikings","https://www.pro-football-reference.com/schools/socarolina/","http://www.sports-reference.com/cfb/players/sidney-rice-1.html","/players/R/RiceSi01.htm","2007","2013",,,
"199114",":picks","20","4","4","USC","0","32","","2007_44","0","0","0","0","0","45","Dwayne Jarrett","WR","0","35","1","428","2","1","0","11","","","0","car","Carolina Panthers","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/dwayne-jarrett-1.html","/players/J/JarrDw00.htm","2007","2010",,,
"199115",":picks","22","54","50","Michigan","0","110","5","2007_45","0","0","0","0","0","46","LaMarr Woodley","DE","1","0","0","0","2","0","0","0","58.0","229","7","pit","Pittsburgh Steelers","https://www.pro-football-reference.com/schools/michigan/","http://www.sports-reference.com/cfb/players/lamarr-woodley-1.html","/players/W/WoodLa99.htm","2007","2015",,,
"199116",":picks","23","75","73","Michigan","0","164","6","2007_46","0","0","0","0","0","47","David Harris","LB","0","0","0","0","2","0","0","0","36.5","725","11","nyj","New York Jets","https://www.pro-football-reference.com/schools/michigan/","http://www.sports-reference.com/cfb/players/david-harris-2.html","/players/H/HarrDa99.htm","2007","2017",,,
"199117",":picks","21","36","15","Hampton","0","128","3","2007_47","0","0","0","0","0","48","Justin Durant","LB","0","0","0","0","2","0","0","0","4.5","502","6","jax","Jacksonville Jaguars","https://www.pro-football-reference.com/schools/hampton/","","/players/D/DuraJu99.htm","2007","2017",,,
"199118",":picks","22","1","1","Arizona","0","11","","2007_48","0","0","0","0","0","50","Chris Henry","RB","0","6","0","53","2","32","2","122","","2","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/arizona/","http://www.sports-reference.com/cfb/players/chris-henry-1.html","/players/H/HenrCh01.htm","2007","2010",,,
"199119",":picks","22","23","21","USC","0","64","","2007_49","0","0","0","0","0","51","Steve Smith","WR","1","245","12","2641","2","0","0","0","","","1","nyg","New York Giants","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/steve-smith-2.html","/players/S/SmitSt02.htm","2007","2012",,,
"199120",":picks","23","11","3","Rutgers","0","88","","2007_50","0","0","0","0","0","52","Brian Leonard","RB","0","143","1","1008","2","221","0","828","","24","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/rutgers/","http://www.sports-reference.com/cfb/players/brian-leonard-1.html","/players/L/LeonBr00.htm","2007","2014",,,
"199121",":picks","22","32","22","UNLV","0","92","15","2007_51","0","0","0","0","0","53","Eric Wright","DB","0","0","0","0","2","0","0","0","1.0","333","6","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/unlv/","http://www.sports-reference.com/cfb/players/eric-wright-1.html","/players/W/WrigEr99.htm","2007","2013",,,
"199122",":picks","22","13","6","Tennessee","0","66","","2007_52","0","0","0","0","0","54","Turk McBride","DT","0","0","0","0","2","0","0","0","9.5","78","1","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/turk-mcbride-1.html","/players/M/McBrTu99.htm","2007","2012",,,
"199123",":picks","22","32","13","Maryland","0","126","15","2007_53","0","0","0","0","0","55","Josh Wilson","DB","0","0","0","0","2","0","0","0","5.5","377","6","sea","Seattle Seahawks","https://www.pro-football-reference.com/schools/maryland/","http://www.sports-reference.com/cfb/players/josh-wilson-1.html","/players/W/WilsJo99.htm","2007","2015",,,
"199124",":picks","22","11","2","Texas","0","60","","2007_54","0","0","0","0","0","56","Tim Crowder","DE","0","0","0","0","2","0","0","0","10.5","83","1","den","Denver Broncos","https://www.pro-football-reference.com/schools/texas/","http://www.sports-reference.com/cfb/players/tim-crowder-1.html","/players/C/CrowTi99.htm","2007","2011",,,
"199125",":picks","21","5","5","Notre Dame","0","29","","2007_55","0","0","0","0","0","57","Victor Abiamiri","DE","0","0","0","0","2","0","0","0","4.0","22","0","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/notredame/","http://www.sports-reference.com/cfb/players/victor-abiamiri-1.html","/players/A/AbiaVi99.htm","2007","2009",,,
"199126",":picks","22","2","1","Hawaii","0","35","","2007_56","0","0","0","0","0","58","Ikaika Alama-Francis","DE","0","0","0","0","2","0","0","0","1.0","30","0","det","Detroit Lions","https://www.pro-football-reference.com/schools/hawaii/","http://www.sports-reference.com/cfb/players/ikaika-alama-francis-1.html","/players/A/AlamIk99.htm","2007","2011",,,
"199127",":picks","22","72","71","USC","2","155","","2007_57","0","0","0","0","0","59","Ryan Kalil","C","5","0","0","0","2","0","0","0","","","9","car","Carolina Panthers","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/ryan-kalil-1.html","/players/K/KaliRy20.htm","2007","2019",,,
"199128",":picks","22","48","24","Hawaii","0","118","","2007_58","0","0","0","0","0","60","Samson Satele","C","0","1","0","-3","2","1","0","0","","","8","mia","Miami Dolphins","https://www.pro-football-reference.com/schools/hawaii/","http://www.sports-reference.com/cfb/players/samson-satele-1.html","/players/S/SateSa20.htm","2007","2014",,,
"199129",":picks","23","11","6","Boise St.","0","44","4","2007_59","0","0","0","0","0","61","Gerald Alexander","DB","0","0","0","0","2","0","0","0","2.0","121","2","det","Detroit Lions","https://www.pro-football-reference.com/schools/boisest/","http://www.sports-reference.com/cfb/players/gerald-alexander-1.html","/players/A/AlexGe99.htm","2007","2011",,,
"199130",":picks","21","16","16","Nebraska","0","54","","2007_60","0","0","0","0","0","63","Brandon Jackson","RB","0","112","2","864","2","355","7","1383","","4","1","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/nebraska/","http://www.sports-reference.com/cfb/players/brandon-jackson-2.html","/players/J/JackBr00.htm","2007","2012",,,
"199131",":picks","24","15","11","Oregon St.","0","66","5","2007_61","0","0","0","0","0","64","Sabby Piscitelli","LB","0","0","0","0","2","0","0","0","","160","1","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/oregonst/","http://www.sports-reference.com/cfb/players/sabby-piscitelli-1.html","/players/P/PiscSa99.htm","2007","2011",,,
"199132",":picks","23","5","","Georgia","0","44","","2007_62","0","0","0","0","0","65","Quentin Moses","DE","0","0","0","0","3","0","0","0","3.5","28","0","rai","Oakland Raiders","https://www.pro-football-reference.com/schools/georgia/","http://www.sports-reference.com/cfb/players/quentin-moses-1.html","/players/M/MoseQu99.htm","2007","2010",,,
"199133",":picks","22","17","5","Kent St.","0","99","8","2007_63","0","0","0","0","0","66","Usama Young","DB","0","0","0","0","3","0","0","0","6.0","221","1","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/kentst/","http://www.sports-reference.com/cfb/players/usama-young-1.html","/players/Y/YounUs99.htm","2007","2014",,,
"199134",":picks","23","0","","Boston Col.","0","1","","2007_64","0","0","0","0","0","67","James Marten","T","0","0","0","0","3","0","0","0","","","0","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/bostoncol/","http://www.sports-reference.com/cfb/players/james-marten-1.html","/players/M/MartJa21.htm","2007","2008",,,
"199135",":picks","23","18","18","New Mexico","0","81","3","2007_65","0","0","0","0","0","68","Quincy Black","LB","0","0","0","0","3","0","0","0","3.5","226","3","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/newmexico/","http://www.sports-reference.com/cfb/players/quincy-black-1.html","/players/B/BlacQu99.htm","2007","2012",,,
"199136",":picks","23","2","","Florida St.","0","7","","2007_66","0","0","0","0","0","69","Buster Davis","LB","0","0","0","0","3","0","0","0","","18","0","crd","Arizona Cardinals","https://www.pro-football-reference.com/schools/floridast/","http://www.sports-reference.com/cfb/players/buster-davis-1.html","/players/D/DaviBu99.htm","2007","2008",,,
"199137",":picks","22","33","23","Notre Dame","0","114","","2007_67","0","0","0","0","0","70","Ryan Harris","T","0","0","0","0","3","0","0","0","","1","5","den","Denver Broncos","https://www.pro-football-reference.com/schools/notredame/","http://www.sports-reference.com/cfb/players/ryan-harris-1.html","/players/H/HarrRy20.htm","2007","2016",,,
"199138",":picks","23","4","3","Florida St.","0","36","","2007_68","0","0","0","0","0","71","Lorenzo Booker","RB","0","47","0","362","3","61","0","230","","2","0","mia","Miami Dolphins","https://www.pro-football-reference.com/schools/floridast/","http://www.sports-reference.com/cfb/players/lorenzo-booker-1.html","/players/B/BookLo00.htm","2007","2011",,,
"199139",":picks","24","4","4","Fresno St.","0","27","","2007_69","0","0","0","0","0","72","Marcus McCauley","DB","0","0","0","0","3","0","0","0","","58","0","min","Minnesota Vikings","https://www.pro-football-reference.com/schools/fresnost/","http://www.sports-reference.com/cfb/players/marcus-mccauley-1.html","/players/M/McCaMa99.htm","2007","2009",,,
"199140",":picks","23","30","18","Lane","1","128","","2007_70","0","0","0","0","0","73","Jacoby Jones","WR","1","203","14","2733","3","19","0","62","","1","2","htx","Houston Texans","https://www.pro-football-reference.com/schools/lane/","","/players/J/JoneJa03.htm","2007","2015",,,
"199141",":picks","24","2","2","Kansas St.","0","34","","2007_71","0","0","0","0","0","74","Yamon Figurs","WR","0","5","1","103","3","3","0","-7","","4","0","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/kansasst/","http://www.sports-reference.com/cfb/players/yamon-figurs-1.html","/players/F/FiguYa00.htm","2007","2010",,,
"199142",":picks","22","16","4","Illinois St.","0","59","","2007_72","0","0","0","0","0","75","Laurent Robinson","WR","0","167","15","2110","3","2","0","-14","","1","1","atl","Atlanta Falcons","https://www.pro-football-reference.com/schools/illinoisst/","","/players/R/RobiLa01.htm","2007","2012",,,
"199143",":picks","22","9","4","Washington St.","0","54","","2007_73","0","0","0","0","0","76","Jason Hill","WR","0","78","9","1043","3","2","0","5","","13","1","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/washingtonst/","http://www.sports-reference.com/cfb/players/jason-hill-1.html","/players/H/HillJa00.htm","2007","2012",,,
"199144",":picks","23","2","2","Minnesota","0","123","","2007_74","0","0","0","0","0","77","Matt Spaeth","TE","0","55","10","420","3","0","0","0","","2","6","pit","Pittsburgh Steelers","https://www.pro-football-reference.com/schools/minnesota/","http://www.sports-reference.com/cfb/players/matt-spaeth-1.html","/players/S/SpaeMa00.htm","2007","2015",,,
"199145",":picks","23","46","43","San Jose St.","0","136","","2007_75","0","0","0","0","0","78","James Jones","WR","0","433","51","5861","3","0","0","0","","1","4","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/sanjosest/","http://www.sports-reference.com/cfb/players/james-jones-3.html","/players/J/JoneJa04.htm","2007","2015",,,
"199146",":picks","22","16","16","Central Florida","0","44","","2007_76","0","0","0","0","0","79","Mike Sims-Walker","WR","0","134","14","1798","3","0","0","0","","2","2","jax","Jacksonville Jaguars","https://www.pro-football-reference.com/schools/centralflorida/","http://www.sports-reference.com/cfb/players/mike-walker-1.html","/players/W/WalkMi01.htm","2007","2011",,,
"199147",":picks","23","0","0","Fresno St.","0","5","","2007_77","0","0","0","0","0","80","Paul Williams","WR","0","1","0","7","3","0","0","0","","","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/fresnost/","http://www.sports-reference.com/cfb/players/paul-williams-2.html","/players/W/WillPa00.htm","2007","2008",,,
"199148",":picks","24","4","4","Penn St.","0","36","","2007_78","0","0","0","0","0","81","Jay Alford","DT","0","0","0","0","3","0","0","0","3.5","13","0","nyg","New York Giants","https://www.pro-football-reference.com/schools/pennst/","http://www.sports-reference.com/cfb/players/jay-alford-1.html","/players/A/AlfoJa99.htm","2007","2010",,,
"199149",":picks","22","11","10","North Carolina St.","0","43","","2007_79","0","0","0","0","0","82","Tank Tyler","DT","0","0","0","0","3","0","0","0","","63","1","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/nocarolinast/","","/players/T/TyleTa99.htm","2007","2009",,,
"199150",":picks","21","47","47","Georgia","0","143","","2007_80","0","0","0","0","0","83","Charles Johnson","DE","0","0","0","0","3","0","0","0","67.5","228","8","car","Carolina Panthers","https://www.pro-football-reference.com/schools/georgia/","http://www.sports-reference.com/cfb/players/charles-johnson-1.html","/players/J/JohnCh98.htm","2007","2017",,,
"199151",":picks","23","7","4","Tennessee","0","61","2","2007_81","0","0","0","0","0","84","Jonathan Wade","DB","0","0","0","0","3","0","0","0","","104","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/tennessee/","http://www.sports-reference.com/cfb/players/jonathan-wade-1.html","/players/W/WadeJo99.htm","2007","2011",,,
"199152",":picks","22","63","50","California","0","182","1","2007_82","0","0","0","0","0","85","Brandon Mebane","DT","0","0","0","0","3","0","0","0","18.5","299","13","sea","Seattle Seahawks","https://www.pro-football-reference.com/schools/california/","http://www.sports-reference.com/cfb/players/brandon-mebane-1.html","/players/M/MebaBr99.htm","2007","2019",,,
"199153",":picks","22","92","92","Iowa","2","177","","2007_83","0","0","0","0","0","86","Marshal Yanda","T","8","0","0","0","3","0","0","0","","","10","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/iowa/","http://www.sports-reference.com/cfb/players/marshal-yanda-1.html","/players/Y/YandMa20.htm","2007","2019",,,
"199154",":picks","23","19","17","Nebraska","0","76","3","2007_84","0","0","0","0","0","87","Stewart Bradley","LB","0","0","0","0","3","0","0","0","3.0","187","2","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/nebraska/","http://www.sports-reference.com/cfb/players/stewart-bradley-1.html","/players/B/BradSt99.htm","2007","2012",,,
