"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","year","_start","_end","_type"
"162379",":stat_player_game_kick","2","2","200909200atl","200909200atl_1","John Kasay","K/kasayjoh01","0","","0","","CAR","2","2","2009",,,
"162384",":stat_player_game_kick","","","200909200atl","200909200atl_2","Jason Baker","B/BakeJa20","1","51","51","51.0","CAR","","","2009",,,
"162389",":stat_player_game_kick","","","200909200atl","200909200atl_3","Jason Elam","E/elamxjas01","0","","0","","ATL","4","4","2009",,,
"162393",":stat_player_game_kick","","","200909200atl","200909200atl_4","Michael Koenen","K/koenemic01","3","57","149","49.7","ATL","","","2009",,,
"162394",":stat_player_game_kick","","","200909200den","200909200den_1","Dave Zastudil","Z/ZastDa20","6","56","272","45.3","CLE","","","2009",,,
"162399",":stat_player_game_kick","2","2","200909200den","200909200den_2","Phil Dawson","D/dawsophi01","0","","0","","CLE","","","2009",,,
"162406",":stat_player_game_kick","4","2","200909200den","200909200den_3","Matt Prater","P/PratMa20","0","","0","","DEN","3","3","2009",,,
"162411",":stat_player_game_kick","","","200909200den","200909200den_4","Brett Kern","K/KernBr20","2","57","109","54.5","DEN","","","2009",,,
"162416",":stat_player_game_kick","1","1","200909200sdg","200909200sdg_1","Stephen Hauschka","H/HausSt00","0","","0","","BAL","4","4","2009",,,
"162418",":stat_player_game_kick","2","1","200909200jax","200909200jax_1","Neil Rackers","R/rackenei01","0","","0","","ARI","4","4","2009",,,
"162421",":stat_player_game_kick","","","200909200sdg","200909200sdg_2","Sam Koch","K/KochSa20","4","44","166","41.5","BAL","","","2009",,,
"162422",":stat_player_game_kick","","","200909200jax","200909200jax_2","Ben Graham","G/GrahBe20","3","53","139","46.3","ARI","","","2009",,,
"162424",":stat_player_game_kick","4","4","200909200sdg","200909200sdg_3","Nate Kaeding","K/kaedinat01","0","","0","","SDG","2","2","2009",,,
"162427",":stat_player_game_kick","2","1","200909200jax","200909200jax_3","Josh Scobee","S/scobejos01","0","","0","","JAX","2","2","2009",,,
"162429",":stat_player_game_kick","","","200909200sdg","200909200sdg_4","Mike Scifres","S/ScifMi20","2","41","75","37.5","SDG","","","2009",,,
"162433",":stat_player_game_kick","","","200909200jax","200909200jax_4","Adam Podlesh","P/PodlAd20","4","61","181","45.3","JAX","","","2009",,,
"162785",":stat_player_game_kick","","","200909270rav","200909270rav_1","Dave Zastudil","Z/ZastDa20","5","60","255","51.0","CLE","","","2009",,,
"162786",":stat_player_game_kick","2","2","200909130tam","200909130tam_1","Nick Folk","F/FolkNi20","0","","0","","DAL","4","4","2009",,,
"162787",":stat_player_game_kick","2","2","200909130gnb","200909130gnb_1","Robbie Gould","G/gouldrob01","0","","0","","CHI","1","1","2009",,,
"162790",":stat_player_game_kick","","","200909130tam","200909130tam_2","Mat McBriar","M/McBrMa20","4","63","219","54.8","DAL","","","2009",,,
"162791",":stat_player_game_kick","1","1","200909270rav","200909270rav_2","Billy Cundiff","C/cundibil01","0","","0","","CLE","","","2009",,,
"162792",":stat_player_game_kick","","","200909130gnb","200909130gnb_2","Brad Maynard","M/MaynBr20","4","51","198","49.5","CHI","","","2009",,,
"162795",":stat_player_game_kick","2","2","200909270rav","200909270rav_3","Stephen Hauschka","H/HausSt00","0","","0","","BAL","4","4","2009",,,
"162796",":stat_player_game_kick","3","2","200909130gnb","200909130gnb_3","Mason Crosby","C/CrosMa20","0","","0","","GNB","1","1","2009",,,
"162800",":stat_player_game_kick","2","","200909130tam","200909130tam_3","Mike Nugent","N/nugenmik01","0","","0","","TAM","3","3","2009",,,
"162801",":stat_player_game_kick","","","200909270rav","200909270rav_4","Sam Koch","K/KochSa20","4","48","176","44.0","BAL","","","2009",,,
"162803",":stat_player_game_kick","","","200909130gnb","200909130gnb_4","Jeremy Kapinos","K/KapiJe20","6","58","268","44.7","GNB","","","2009",,,
"162805",":stat_player_game_kick","","","200909130tam","200909130tam_4","Dirk Johnson","J/JohnDi20","5","48","205","41.0","TAM","","","2009",,,
"162822",":stat_player_game_kick","1","1","200909140nwe","200909140nwe_1","Rian Lindell","L/linderia01","0","","0","","BUF","3","3","2009",,,
"162824",":stat_player_game_kick","","","200909130cin","200909130cin_1","Brett Kern","K/KernBr20","8","56","340","42.5","DEN","","","2009",,,
"162826",":stat_player_game_kick","","","200909140nwe","200909140nwe_2","Brian Moorman","M/MoorBr24","4","55","171","42.8","BUF","","","2009",,,
"162827",":stat_player_game_kick","1","1","200909200gnb","200909200gnb_1","Shayne Graham","G/grahasha01","0","","0","","CIN","4","4","2009",,,
"162828",":stat_player_game_kick","","","200909200gnb","200909200gnb_2","Kevin Huber","H/HubeKe20","4","61","185","46.3","CIN","","","2009",,,
"162829",":stat_player_game_kick","3","2","200909140nwe","200909140nwe_3","Stephen Gostkowski","G/GostSt20","0","","0","","NWE","1","1","2009",,,
"162830",":stat_player_game_kick","2","2","200909130cin","200909130cin_2","Matt Prater","P/PratMa20","0","","0","","DEN","","","2009",,,
"162831",":stat_player_game_kick","","","200909140nwe","200909140nwe_4","Chris Hanson","H/HansCh20","1","42","42","42.0","NWE","","","2009",,,
"162832",":stat_player_game_kick","2","1","200909200gnb","200909200gnb_3","Mason Crosby","C/CrosMa20","0","","0","","GNB","3","3","2009",,,
"162833",":stat_player_game_kick","","","200909130cin","200909130cin_3","Shayne Graham","G/grahasha01","0","","0","","CIN","1","1","2009",,,
"162835",":stat_player_game_kick","","","200909200gnb","200909200gnb_4","Jeremy Kapinos","K/KapiJe20","6","53","259","43.2","GNB","","","2009",,,
"162836",":stat_player_game_kick","","","200909130cin","200909130cin_4","Kevin Huber","H/HubeKe20","7","55","278","39.7","CIN","","","2009",,,
"163394",":stat_player_game_kick","","","200909280dal","200909280dal_1","John Kasay","K/kasayjoh01","0","","0","","CAR","1","1","2009",,,
"163395",":stat_player_game_kick","3","3","200909270rai","200909270rai_1","Matt Prater","P/PratMa20","0","","0","","DEN","2","2","2009",,,
"163397",":stat_player_game_kick","","","200909280dal","200909280dal_2","Jason Baker","B/BakeJa20","6","56","296","49.3","CAR","","","2009",,,
"163400",":stat_player_game_kick","3","2","200909280dal","200909280dal_3","Nick Folk","F/FolkNi20","0","","0","","DAL","1","1","2009",,,
"163402",":stat_player_game_kick","","","200909270rai","200909270rai_2","Brett Kern","K/KernBr20","2","48","81","40.5","DEN","","","2009",,,
"163406",":stat_player_game_kick","","","200909280dal","200909280dal_4","Mat McBriar","M/McBrMa20","5","52","187","37.4","DAL","","","2009",,,
"163407",":stat_player_game_kick","","","200909270rai","200909270rai_3","Shane Lechler","L/LechSh20","4","53","190","47.5","OAK","","","2009",,,
"163412",":stat_player_game_kick","1","1","200909270rai","200909270rai_4","Sebastian Janikowski","J/janikseb01","0","","0","","OAK","","","2009",,,
"163426",":stat_player_game_kick","","","200910250dal","200910250dal_1","Jason Elam","E/elamxjas01","0","","0","","ATL","3","3","2009",,,
"163430",":stat_player_game_kick","","","200910250dal","200910250dal_2","Michael Koenen","K/koenemic01","5","53","230","46.0","ATL","","","2009",,,
"163432",":stat_player_game_kick","3","3","200910250dal","200910250dal_3","Nick Folk","F/FolkNi20","0","","0","","DAL","4","4","2009",,,
"163434",":stat_player_game_kick","","","200910250dal","200910250dal_4","Mat McBriar","M/McBrMa20","3","53","135","45.0","DAL","","","2009",,,
"163452",":stat_player_game_kick","","","200910040nwe","200910040nwe_1","Stephen Hauschka","H/HausSt00","0","","0","","BAL","3","3","2009",,,
"163454",":stat_player_game_kick","1","1","200909270nwe","200909270nwe_1","Jason Elam","E/elamxjas01","0","","0","","ATL","1","1","2009",,,
"163455",":stat_player_game_kick","","","200910040nwe","200910040nwe_2","Sam Koch","K/KochSa20","3","57","139","46.3","BAL","","","2009",,,
"163456",":stat_player_game_kick","1","1","200910040den","200910040den_1","Nick Folk","F/FolkNi20","0","","0","","DAL","1","1","2009",,,
"163457",":stat_player_game_kick","","","200909270nwe","200909270nwe_2","Michael Koenen","K/koenemic01","5","48","188","37.6","ATL","","","2009",,,
"163458",":stat_player_game_kick","3","2","200910110kan","200910110kan_1","Nick Folk","F/FolkNi20","0","","0","","DAL","2","2","2009",,,
"163460",":stat_player_game_kick","2","2","200910040nwe","200910040nwe_3","Stephen Gostkowski","G/GostSt20","0","","0","","NWE","3","3","2009",,,
"163461",":stat_player_game_kick","","","200910040den","200910040den_2","Mat McBriar","M/McBrMa20","6","60","296","49.3","DAL","","","2009",,,
"163462",":stat_player_game_kick","4","4","200909270nwe","200909270nwe_3","Stephen Gostkowski","G/GostSt20","0","","0","","NWE","2","2","2009",,,
"163463",":stat_player_game_kick","","","200910110kan","200910110kan_2","Mat McBriar","M/McBrMa20","4","52","172","43.0","DAL","","","2009",,,
"163464",":stat_player_game_kick","","","200910040nwe","200910040nwe_4","Chris Hanson","H/HansCh20","3","40","115","38.3","NWE","","","2009",,,
"163465",":stat_player_game_kick","1","1","200910040den","200910040den_3","Matt Prater","P/PratMa20","0","","0","","DEN","2","2","2009",,,
"163466",":stat_player_game_kick","","","200909270nwe","200909270nwe_4","Chris Hanson","H/HansCh20","2","51","87","43.5","NWE","","","2009",,,
"163469",":stat_player_game_kick","3","2","200910110kan","200910110kan_3","Ryan Succop","S/SuccRy44","0","","0","","KAN","2","2","2009",,,
"163470",":stat_player_game_kick","","","200910040den","200910040den_4","Brett Kern","K/KernBr20","6","62","305","50.8","DEN","","","2009",,,
"163474",":stat_player_game_kick","","","200910110kan","200910110kan_4","Dustin Colquitt","C/ColqDu20","8","57","330","41.3","KAN","","","2009",,,
"163488",":stat_player_game_kick","2","1","200910040mia","200910040mia_1","Rian Lindell","L/linderia01","0","","0","","BUF","1","1","2009",,,
"163490",":stat_player_game_kick","","","200910040mia","200910040mia_2","Brian Moorman","M/MoorBr24","5","61","257","51.4","BUF","","","2009",,,
"163493",":stat_player_game_kick","1","1","200910040mia","200910040mia_3","Dan Carpenter","C/CarpDa44","0","","0","","MIA","5","5","2009",,,
"163494",":stat_player_game_kick","","","200910040mia","200910040mia_4","Brandon Fields","F/FielBr20","5","53","199","39.8","MIA","","","2009",,,
"163501",":stat_player_game_kick","2","1","200909270sea","200909270sea_1","Robbie Gould","G/gouldrob01","0","","0","","CHI","2","2","2009",,,
"163503",":stat_player_game_kick","","","200909270sea","200909270sea_2","Brad Maynard","M/MaynBr20","4","66","165","41.3","CHI","","","2009",,,
"163505",":stat_player_game_kick","6","4","200909270sea","200909270sea_3","Olindo Mare","M/marexoli01","0","","0","","SEA","1","1","2009",,,
"163506",":stat_player_game_kick","","","200909270sea","200909270sea_4","Jon Ryan","R/RyanJo21","2","61","108","54.0","SEA","","","2009",,,
"163511",":stat_player_game_kick","1","1","200910110sfo","200910110sfo_1","Jason Elam","E/elamxjas01","0","","0","","ATL","6","6","2009",,,
"163513",":stat_player_game_kick","","","200910110sfo","200910110sfo_2","Michael Koenen","K/koenemic01","4","48","162","40.5","ATL","","","2009",,,
"163515",":stat_player_game_kick","2","1","200910110sfo","200910110sfo_3","Joe Nedney","N/nednejoe01","0","","0","","SFO","1","1","2009",,,
"163516",":stat_player_game_kick","","","200910110sfo","200910110sfo_4","Andy Lee","L/LeexAn20","5","51","219","43.8","SFO","","","2009",,,
"164048",":stat_player_game_kick","","","200910180pit","200910180pit_1","Billy Cundiff","C/cundibil01","0","","0","","CLE","2","2","2009",,,
"164050",":stat_player_game_kick","1","","200910180tam","200910180tam_1","John Kasay","K/kasayjoh01","0","","0","","CAR","4","4","2009",,,
"164051",":stat_player_game_kick","","","200910180pit","200910180pit_2","Dave Zastudil","Z/ZastDa20","5","52","215","43.0","CLE","","","2009",,,
"164052",":stat_player_game_kick","","","200910180tam","200910180tam_2","Jason Baker","B/BakeJa20","3","46","122","40.7","CAR","","","2009",,,
