"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"295128",":stat_player_game_return","200009100sfo","0","0","0","0","","200009100sfo_1","Eric Davis","D/DaviEr00","1","0","0","20","20.0","CAR","2000",,,
"295131",":stat_player_game_return","200009100sfo","1","0","0","10","10.0","200009100sfo_2","Chris Hetherington","H/HethCh00","0","0","0","0","","CAR","2000",,,
"295134",":stat_player_game_return","200009100sfo","6","0","0","84","14.0","200009100sfo_3","Kevin Williams","W/WillKe00","1","0","0","16","16.0","SFO","2000",,,
"295160",":stat_player_game_return","200009030was","4","0","1","164","41.0","200009030was_1","Michael Bates","B/BateMi00","0","0","0","0","","CAR","2000",,,
"295164",":stat_player_game_return","200009030was","1","0","0","25","25.0","200009030was_2","Dialleo Burks","B/BurkDi20","0","0","0","0","","CAR","2000",,,
"295168",":stat_player_game_return","200009030was","0","0","0","0","","200009030was_3","Deion Sanders","S/SandDe00","3","0","0","15","5.0","WAS","2000",,,
"295171",":stat_player_game_return","200009030was","3","0","0","53","17.7","200009030was_4","James Thrash","T/ThraJa00","0","0","0","0","","WAS","2000",,,
"295176",":stat_player_game_return","200009040ram","5","0","0","98","19.6","200009040ram_1","Deltha O'Neal","O/ONeaDe00","0","0","0","0","","DEN","2000",,,
"295179",":stat_player_game_return","200009040ram","0","0","0","0","","200009040ram_2","Az-Zahir Hakim","H/HakiAz00","1","0","1","86","86.0","STL","2000",,,
"295181",":stat_player_game_return","200009040ram","8","0","0","145","18.1","200009040ram_3","Tony Horne","H/HornTo00","0","0","0","0","","STL","2000",,,
"295184",":stat_player_game_return","200009030min","7","0","0","175","25.0","200009030min_1","Glyn Milburn","M/MilbGl00","1","0","0","12","12.0","CHI","2000",,,
"295186",":stat_player_game_return","200009030min","5","0","0","124","24.8","200009030min_2","Tyrone Carter","C/CartTy20","0","0","0","0","","MIN","2000",,,
"295204",":stat_player_game_return","200009170nyj","4","0","0","77","19.3","200009170nyj_1","Chris Watson","W/WatsCh20","3","0","0","22","7.3","BUF","2000",,,
"295206",":stat_player_game_return","200009170nyj","1","0","0","17","17.0","200009170nyj_2","Sammy Morris","M/MorrSa00","0","0","0","0","","BUF","2000",,,
"295207",":stat_player_game_return","200009170nyj","0","0","0","0","","200009170nyj_3","Dedric Ward","W/WardDe00","3","0","0","27","9.0","NYJ","2000",,,
"295208",":stat_player_game_return","200009170nyj","2","0","1","117","58.5","200009170nyj_4","Kevin Williams","W/WillKe25","0","0","0","0","","NYJ","2000",,,
"295210",":stat_player_game_return","200009170nyj","1","0","0","0","0.0","200009170nyj_5","Anthony Becht","B/BechAn00","0","0","0","0","","NYJ","2000",,,
"295226",":stat_player_game_return","200009030nyg","4","0","0","92","23.0","200009030nyg_1","MarTay Jenkins","J/JenkMa00","1","0","0","1","1.0","ARI","2000",,,
"295228",":stat_player_game_return","200009030pit","0","0","0","0","","200009030pit_1","Jermaine Lewis","L/LewiJe00","5","0","0","50","10.0","BAL","2000",,,
"295229",":stat_player_game_return","200009030nyg","0","0","0","0","","200009030nyg_2","Mac Cody","C/CodyMa00","1","0","0","16","16.0","ARI","2000",,,
"295230",":stat_player_game_return","200009100cin","0","0","0","0","","200009100cin_1","Dennis Northcutt","N/NortDe00","2","0","0","5","2.5","CLE","2000",,,
"295231",":stat_player_game_return","200009030pit","1","0","0","38","38.0","200009030pit_2","Qadry Ismail","I/IsmaQa00","0","0","0","0","","BAL","2000",,,
"295232",":stat_player_game_return","200009030nyg","0","","0","41","","200009030nyg_3","David Barrett","B/BarrDa22","","","","","","ARI","2000",,,
"295233",":stat_player_game_return","200009100cin","1","0","0","22","22.0","200009100cin_2","David Patten","P/PattDa00","0","0","0","0","","CLE","2000",,,
"295234",":stat_player_game_return","200009030pit","1","0","0","25","25.0","200009030pit_3","Hank Poteat","P/PoteHa20","0","0","0","0","","PIT","2000",,,
"295235",":stat_player_game_return","200009030nyg","0","0","0","0","","200009030nyg_4","Tiki Barber","B/BarbTi00","3","0","0","18","6.0","NYG","2000",,,
"295236",":stat_player_game_return","200009100cin","1","0","0","20","20.0","200009100cin_3","Jamel White","W/WhitJa00","0","0","0","0","","CLE","2000",,,
"295237",":stat_player_game_return","200009030pit","1","0","0","23","23.0","200009030pit_4","Hines Ward","W/WardHi00","0","0","0","0","","PIT","2000",,,
"295239",":stat_player_game_return","200009030nyg","2","0","0","27","13.5","200009030nyg_5","Ron Dixon","D/DixoRo00","0","0","0","0","","NYG","2000",,,
"295240",":stat_player_game_return","200009100cin","0","0","0","0","","200009100cin_4","Craig Yeast","Y/YeasCr00","7","0","0","35","5.0","CIN","2000",,,
"295241",":stat_player_game_return","200009100cin","4","0","0","124","31.0","200009100cin_5","Tremain Mack","M/MackTr00","0","0","0","0","","CIN","2000",,,
"295243",":stat_player_game_return","200009100cin","1","0","0","0","0.0","200009100cin_6","Nick Luchey","W/WillNi00","0","0","0","0","","CIN","2000",,,
"295251",":stat_player_game_return","200009100crd","0","0","0","0","","200009100crd_1","Wane McGarity","M/McGaWa00","2","0","1","65","32.5","DAL","2000",,,
"295252",":stat_player_game_return","200009100crd","6","0","0","97","16.2","200009100crd_2","Jason Tucker","T/TuckJa00","0","0","0","0","","DAL","2000",,,
"295253",":stat_player_game_return","200009100crd","1","0","0","18","18.0","200009100crd_3","Mac Cody","C/CodyMa00","1","0","0","7","7.0","ARI","2000",,,
"295254",":stat_player_game_return","200009100crd","4","0","0","111","27.8","200009100crd_4","MarTay Jenkins","J/JenkMa00","0","0","0","0","","ARI","2000",,,
"295261",":stat_player_game_return","200009100den","6","0","0","149","24.8","200009100den_1","Tim Dwight","D/DwigTi00","3","0","0","50","16.7","ATL","2000",,,
"295262",":stat_player_game_return","200009100den","1","0","0","8","8.0","200009100den_2","Brian Kozlowski","K/KozlBr00","0","0","0","0","","ATL","2000",,,
"295263",":stat_player_game_return","200009100den","1","0","1","100","100.0","200009100den_3","Darrick Vaughn","V/VaugDa20","0","0","0","0","","ATL","2000",,,
