"_id","_labels","def_int","def_int_long","def_int_td","def_int_yds","fumbles_forced","fumbles_rec","fumbles_rec_td","fumbles_rec_yds","game_code","label","pass_defended","player","player_code","qb_hits","sacks","tackles_assists","tackles_combined","tackles_loss","tackles_solo","team","year","_start","_end","_type"
"294820",":stat_player_game_def","","","","","0","0","0","0","200009030min","200009030min_5","0","Warrick Holdman","H/HoldWa20","","0.0","3","9","0","6","CHI","2000",,,
"294821",":stat_player_game_def","","","","","0","0","0","0","200009100sfo","200009100sfo_5","1","Lee Woodall","W/WoodLe00","","0.0","1","7","0","6","CAR","2000",,,
"294822",":stat_player_game_def","0","0","0","0","0","0","0","0","200009100cin","200009100cin_5","1","Stalin Colinet","C/ColiSt20","","1.0","0","1","1","1","CLE","2000",,,
"294823",":stat_player_game_def","","","","","0","0","0","0","200009030pit","200009030pit_5","0","Robert Bailey","B/BailRo20","","0.0","0","4","0","4","BAL","2000",,,
"294824",":stat_player_game_def","","","","","0","0","0","0","200009100crd","200009100crd_5","0","George Teague","T/TeagGe20","","0.0","3","9","0","6","DAL","2000",,,
"294825",":stat_player_game_def","0","0","0","0","0","0","0","0","200009040ram","200009040ram_5","0","Deltha O'Neal","O/ONeaDe00","","0.0","0","2","0","2","DEN","2000",,,
"294826",":stat_player_game_def","","","","","0","0","0","0","200009170nyj","200009170nyj_5","1","Antoine Winfield","W/WinfAn20","","0.0","1","5","0","4","BUF","2000",,,
"294827",":stat_player_game_def","0","0","0","0","0","1","0","0","200009030nyg","200009030nyg_5","0","Jake Plummer","P/PlumJa00","","0.0","0","0","0","0","ARI","2000",,,
"294828",":stat_player_game_def","0","0","0","0","0","0","0","0","200009100den","200009100den_6","0","Darrick Vaughn","V/VaugDa20","","0.0","0","1","0","1","ATL","2000",,,
"294829",":stat_player_game_def","","","","","0","0","0","0","200009030was","200009030was_6","0","Mike Minter","M/MintMi21","","0.0","1","5","0","4","CAR","2000",,,
"294830",":stat_player_game_def","0","0","0","0","0","0","0","0","200009100cin","200009100cin_6","0","Mike Thompson","T/ThomMi21","","1.0","0","1","1","1","CLE","2000",,,
"294831",":stat_player_game_def","","","","","0","0","0","0","200009100sfo","200009100sfo_6","0","Doug Evans","E/EvanDo21","","0.0","2","6","0","4","CAR","2000",,,
"294832",":stat_player_game_def","","","","","0","0","0","0","200009030min","200009030min_6","0","Tony Parrish","P/ParrTo20","","0.0","0","6","1","6","CHI","2000",,,
"294833",":stat_player_game_def","","","","","1","0","0","0","200009030pit","200009030pit_6","0","Corey Harris","H/HarrCo20","","0.0","1","4","0","3","BAL","2000",,,
"294834",":stat_player_game_def","","","","","0","0","0","0","200009100crd","200009100crd_6","0","Darren Hambrick","H/HambDa20","","0.0","0","7","0","7","DAL","2000",,,
"294835",":stat_player_game_def","0","0","0","0","0","0","0","0","200009040ram","200009040ram_6","0","Byron Chamberlain","C/ChamBy00","","0.0","0","1","0","1","DEN","2000",,,
"294836",":stat_player_game_def","","","","","0","0","0","0","200009170nyj","200009170nyj_6","0","Pat Williams","W/WillPa20","","0.0","1","4","0","3","BUF","2000",,,
"294837",":stat_player_game_def","","","","","0","0","0","0","200009030nyg","200009030nyg_6","0","Tom Knight","K/KnigTo20","","0.0","4","11","0","7","ARI","2000",,,
"294838",":stat_player_game_def","","","","","0","0","0","0","200009030was","200009030was_7","0","Jimmy Hitchcock","H/HitcJi20","","0.0","0","3","0","3","CAR","2000",,,
"294839",":stat_player_game_def","","","","","0","0","0","0","200009030min","200009030min_7","0","Mike Wells","W/WellMi23","","0.0","2","5","0","3","CHI","2000",,,
"294840",":stat_player_game_def","0","0","0","0","0","1","0","0","200009100den","200009100den_7","0","Brian Kozlowski","K/KozlBr00","","0.0","0","0","0","0","ATL","2000",,,
"294841",":stat_player_game_def","","","","","0","0","0","0","200009030pit","200009030pit_7","0","Peter Boulware","B/BoulPe00","","0.0","2","3","0","1","BAL","2000",,,
"294842",":stat_player_game_def","0","0","0","0","0","0","0","0","200009100cin","200009100cin_7","0","Dennis Northcutt","N/NortDe00","","0.0","0","1","0","1","CLE","2000",,,
"294843",":stat_player_game_def","","","","","0","0","0","0","200009100sfo","200009100sfo_7","0","Mike Minter","M/MintMi21","","0.0","0","5","0","5","CAR","2000",,,
"294844",":stat_player_game_def","","","","","0","0","0","0","200009100crd","200009100crd_7","0","Darren Woodson","W/WoodDa01","","0.0","3","7","0","4","DAL","2000",,,
"294845",":stat_player_game_def","0","0","0","0","0","1","0","0","200009040ram","200009040ram_7","0","Brian Griese","G/GrieBr00","","0.0","","","","","DEN","2000",,,
"294846",":stat_player_game_def","","","","","","0","0","0","200009030nyg","200009030nyg_7","","Mao Tosi","T/TosiMa20","","0.0","4","11","0","7","ARI","2000",,,
