"_id","_labels","fumbles","fumbles_lost","game_code","label","pass_att","pass_cmp","pass_int","pass_long","pass_rating","pass_sacked","pass_sacked_yds","pass_td","pass_yds","player","player_code","rec","rec_long","rec_td","rec_yds","rush_att","rush_long","rush_td","rush_yds","targets","team","year","_start","_end","_type"
"302349",":stat_player_game_off","2","0","200012300nor","200012300nor_9","29","16","1","50","111.5","2","15","4","266","Aaron Brooks","B/BrooAa00","0","0","0","0","10","9","0","26","0","NOR","2000",,,
"302354",":stat_player_game_off","1","1","200101060rai","200101060rai_9","18","12","0","32","109.3","3","16","1","143","Rich Gannon","G/GannRi00","0","0","0","0","5","10","0","31","0","OAK","2000",,,
"302355",":stat_player_game_off","0","","200012300nor","200012300nor_10","0","0","0","0","","","","0","0","Terry Allen","A/AlleTe00","1","6","0","6","16","9","0","21","1","NOR","2000",,,
"302359",":stat_player_game_off","0","","200101060rai","200101060rai_10","0","0","0","0","","","","0","0","Tyrone Wheatley","W/WheaTy00","0","0","0","0","19","7","1","56","0","OAK","2000",,,
"302360",":stat_player_game_off","0","","200012300nor","200012300nor_11","0","0","0","0","","","","0","0","Chad Morton","M/MortCh00","2","23","0","34","2","5","0","5","5","NOR","2000",,,
"302363",":stat_player_game_off","0","","200012300nor","200012300nor_12","0","0","0","0","","","","0","0","Jerald Moore","M/MoorJe00","0","0","0","0","3","1","0","1","0","NOR","2000",,,
"302366",":stat_player_game_off","0","","200101060rai","200101060rai_11","0","0","0","0","","","","0","0","Terry Kirby","K/KirbTe00","2","32","0","35","11","17","0","37","3","OAK","2000",,,
"302369",":stat_player_game_off","0","","200012300nor","200012300nor_13","0","0","0","0","","","","0","0","Robert Wilson","W/WilsRo01","3","21","1","41","0","0","0","0","4","NOR","2000",,,
"302370",":stat_player_game_off","0","","200101060rai","200101060rai_12","0","0","0","0","","","","0","0","Randy Jordan","J/JordRa00","2","9","0","14","5","9","0","15","3","OAK","2000",,,
"302371",":stat_player_game_off","0","","200012300nor","200012300nor_14","0","0","0","0","","","","0","0","Jake Reed","R/ReedJa00","3","12","0","27","0","0","0","0","6","NOR","2000",,,
"302375",":stat_player_game_off","0","","200101060rai","200101060rai_13","0","0","0","0","","","","0","0","Napoleon Kaufman","K/KaufNa00","0","0","0","0","1","4","0","4","0","OAK","2000",,,
"302376",":stat_player_game_off","0","","200012300nor","200012300nor_15","0","0","0","0","","","","0","0","Andrew Glover","G/GlovAn00","1","16","0","16","0","0","0","0","3","NOR","2000",,,
"302381",":stat_player_game_off","0","","200012300nor","200012300nor_16","0","0","0","0","","","","0","0","Joe Horn","H/HornJo00","0","0","0","0","0","0","0","0","1","NOR","2000",,,
"302383",":stat_player_game_off","0","","200101060rai","200101060rai_14","0","0","0","0","","","","0","0","Zack Crockett","C/CrocZa00","1","9","0","9","1","3","0","3","2","OAK","2000",,,
"302384",":stat_player_game_off","0","","200012300nor","200012300nor_17","0","0","0","0","","","","0","0","Willie Jackson","J/JackWi00","6","50","3","142","1","-3","0","-3","9","NOR","2000",,,
"302387",":stat_player_game_off","0","","200101060rai","200101060rai_15","0","0","0","0","","","","0","0","Andre Rison","R/RisoAn00","2","14","0","28","0","0","0","0","2","OAK","2000",,,
"302393",":stat_player_game_off","0","","200101060rai","200101060rai_16","0","0","0","0","","","","0","0","Tim Brown","B/BrowTi00","2","15","0","27","0","0","0","0","2","OAK","2000",,,
"302397",":stat_player_game_off","0","","200101060rai","200101060rai_17","0","0","0","0","","","","0","0","Jeremy Brigham","B/BrigJe00","1","17","0","17","0","0","0","0","2","OAK","2000",,,
"302403",":stat_player_game_off","0","","200101060rai","200101060rai_18","0","0","0","0","","","","0","0","Rickey Dudley","D/DudlRi00","0","0","0","0","0","0","0","0","2","OAK","2000",,,
"302408",":stat_player_game_off","0","","200101060rai","200101060rai_19","0","0","0","0","","","","0","0","Bobby Hoying","H/HoyiBo00","0","0","0","0","2","-1","0","-2","0","OAK","2000",,,
"302411",":stat_player_game_off","0","","200101060rai","200101060rai_20","0","0","0","0","","","","0","0","James Jett","J/JettJa00","2","7","1","13","1","-4","0","-4","2","OAK","2000",,,
"305684",":stat_player_game_off","0","","200101060min","200101060min_1","48","30","2","48","76.3","2","9","2","295","Aaron Brooks","B/BrooAa00","0","0","0","0","5","13","0","29","0","NOR","2000",,,
"305694",":stat_player_game_off","0","","200101060min","200101060min_2","0","0","0","0","","","","0","0","Chad Morton","M/MortCh00","13","18","0","106","5","9","0","25","14","NOR","2000",,,
"305695",":stat_player_game_off","0","","200101060min","200101060min_3","0","0","0","0","","","","0","0","Ricky Williams","W/WillRi00","1","2","0","2","6","7","0","14","2","NOR","2000",,,
"305700",":stat_player_game_off","0","","200101060min","200101060min_4","0","0","0","0","","","","0","0","Terry Allen","A/AlleTe00","0","0","0","0","1","1","0","1","0","NOR","2000",,,
"305705",":stat_player_game_off","0","","200101060min","200101060min_5","0","0","0","0","","","","0","0","Willie Jackson","J/JackWi00","9","48","1","125","0","0","0","0","14","NOR","2000",,,
"305710",":stat_player_game_off","0","","200101060min","200101060min_6","0","0","0","0","","","","0","0","Jake Reed","R/ReedJa00","2","16","0","29","0","0","0","0","8","NOR","2000",,,
"305715",":stat_player_game_off","0","","200101060min","200101060min_7","0","0","0","0","","","","0","0","Robert Wilson","W/WilsRo01","1","14","0","14","0","0","0","0","3","NOR","2000",,,
"305719",":stat_player_game_off","0","","200101060min","200101060min_8","0","0","0","0","","","","0","0","Keith Poole","P/PoolKe00","2","7","0","12","0","0","0","0","3","NOR","2000",,,
"305724",":stat_player_game_off","0","","200101060min","200101060min_9","0","0","0","0","","","","0","0","Andrew Glover","G/GlovAn00","1","5","0","5","0","0","0","0","3","NOR","2000",,,
"305729",":stat_player_game_off","0","","200101060min","200101060min_10","0","0","0","0","","","","0","0","Dave Stachelski","S/StacDa00","1","2","1","2","0","0","0","0","1","NOR","2000",,,
"305734",":stat_player_game_off","1","0","200101060min","200101060min_11","31","17","0","68","120.6","0","0","3","302","Daunte Culpepper","C/CulpDa00","0","0","0","0","4","30","0","51","0","MIN","2000",,,
"305739",":stat_player_game_off","0","","200101060min","200101060min_12","0","0","0","0","","","","0","0","Robert Smith","S/SmitRo00","2","20","0","25","25","25","1","74","3","MIN","2000",,,
"305746",":stat_player_game_off","0","","200101060min","200101060min_13","0","0","0","0","","","","0","0","Harold Morrow","M/MorrHa00","0","0","0","0","3","2","0","2","0","MIN","2000",,,
"305750",":stat_player_game_off","0","","200101060min","200101060min_14","0","0","0","0","","","","0","0","Randy Moss","M/MossRa00","2","68","2","121","0","0","0","0","7","MIN","2000",,,
"305755",":stat_player_game_off","0","","200101060min","200101060min_15","0","0","0","0","","","","0","0","Cris Carter","C/CartCr00","8","34","1","120","0","0","0","0","13","MIN","2000",,,
"305758",":stat_player_game_off","0","","200101060min","200101060min_16","0","0","0","0","","","","0","0","Jim Kleinsasser","K/KleiJi00","2","11","0","18","0","0","0","0","2","MIN","2000",,,
"305762",":stat_player_game_off","0","","200101060min","200101060min_17","0","0","0","0","","","","0","0","Troy Walters","W/WaltTr00","1","7","0","7","0","0","0","0","1","MIN","2000",,,
"305768",":stat_player_game_off","0","","200101060min","200101060min_18","0","0","0","0","","","","0","0","Andrew Jordan","J/JordAn00","1","6","0","6","0","0","0","0","1","MIN","2000",,,
"305770",":stat_player_game_off","0","","200101060min","200101060min_19","0","0","0","0","","","","0","0","Johnny McWilliams","M/McWiJo00","1","5","0","5","0","0","0","0","2","MIN","2000",,,
"305776",":stat_player_game_off","0","","200101060min","200101060min_20","0","0","0","0","","","","0","0","Matthew Hatchette","H/HatcMa00","0","0","0","0","0","0","0","0","2","MIN","2000",,,
"306174",":stat_player_game_off","1","1","200101140nyg","200101140nyg_1","28","13","3","13","13.7","4","18","0","78","Daunte Culpepper","C/CulpDa00","0","0","0","0","2","6","0","10","0","MIN","2000",,,
"306175",":stat_player_game_off","0","","200101140nyg","200101140nyg_2","0","0","0","0","","","","0","0","Robert Smith","S/SmitRo00","2","7","0","-2","7","25","0","44","4","MIN","2000",,,
"306176",":stat_player_game_off","1","1","200101070nyg","200101070nyg_1","41","20","1","21","59.1","6","41","1","181","Donovan McNabb","M/McNaDo00","0","0","0","0","5","7","0","17","0","PHI","2000",,,
"306177",":stat_player_game_off","1","1","200012310phi","200012310phi_1","31","17","0","41","70.8","4","22","0","171","Shaun King","K/KingSh00","0","0","0","0","4","4","0","7","0","TAM","2000",,,
"306183",":stat_player_game_off","0","","200101140nyg","200101140nyg_3","0","0","0","0","","","","0","0","Cris Carter","C/CartCr00","3","13","0","24","0","0","0","0","7","MIN","2000",,,
"306184",":stat_player_game_off","0","","200101070nyg","200101070nyg_2","0","0","0","0","","","","0","0","Brian Mitchell","M/MitcBr00","3","11","0","27","3","8","0","18","4","PHI","2000",,,
"306187",":stat_player_game_off","0","","200012310phi","200012310phi_2","0","0","0","0","","","","0","0","Mike Alstott","A/AlstMi00","2","8","0","14","7","18","0","42","2","TAM","2000",,,
"306188",":stat_player_game_off","0","","200101140nyg","200101140nyg_4","0","0","0","0","","","","0","0","Chris Walsh","W/WalsCh00","3","11","0","23","0","0","0","0","3","MIN","2000",,,
"306189",":stat_player_game_off","0","","200101070nyg","200101070nyg_3","0","0","0","0","","","","0","0","Chris Warren","W/WarrCh00","2","13","0","14","6","8","0","11","2","PHI","2000",,,
"306193",":stat_player_game_off","0","","200012310phi","200012310phi_3","0","0","0","0","","","","0","0","Warrick Dunn","D/DunnWa00","5","12","0","28","8","4","0","1","8","TAM","2000",,,
"306194",":stat_player_game_off","0","","200101140nyg","200101140nyg_5","0","0","0","0","","","","0","0","Randy Moss","M/MossRa00","2","13","0","18","0","0","0","0","7","MIN","2000",,,
"306197",":stat_player_game_off","0","","200101070nyg","200101070nyg_4","0","0","0","0","","","","0","0","Charles Johnson","J/JohnCh00","5","21","0","53","0","0","0","0","9","PHI","2000",,,
"306199",":stat_player_game_off","0","","200101140nyg","200101140nyg_6","0","0","0","0","","","","0","0","Johnny McWilliams","M/McWiJo00","1","9","0","9","0","0","0","0","1","MIN","2000",,,
"306201",":stat_player_game_off","0","","200012310phi","200012310phi_4","0","0","0","0","","","","0","0","Keyshawn Johnson","J/JohnKe00","6","41","0","106","0","0","0","0","10","TAM","2000",,,
"306202",":stat_player_game_off","1","1","200101070nyg","200101070nyg_5","0","0","0","0","","","","0","0","Torrance Small","S/SmalTo00","4","12","1","39","0","0","0","0","10","PHI","2000",,,
