"_id","_labels","def_int","def_int_long","def_int_td","def_int_yds","fumbles_forced","fumbles_rec","fumbles_rec_td","fumbles_rec_yds","game_code","label","pass_defended","player","player_code","qb_hits","sacks","tackles_assists","tackles_combined","tackles_loss","tackles_solo","team","year","_start","_end","_type"
"281486",":stat_player_game_def","1","0","0","0","0","0","0","0","200109090min","200109090min_1","1","Rashard Anderson","A/AndeRa21","","0.0","1","6","0","5","CAR","2001",,,
"281487",":stat_player_game_def","0","0","0","0","0","0","0","0","200109090rav","200109090rav_1","1","R.W. McQuarters","M/McQuR.20","","0.0","4","12","0","8","CHI","2001",,,
"281488",":stat_player_game_def","1","0","0","0","1","0","0","0","200109230clt","200109230clt_1","1","Antoine Winfield","W/WinfAn20","","0.0","2","4","0","2","BUF","2001",,,
"281489",":stat_player_game_def","1","0","0","-6","0","0","0","0","200109090sfo","200109090sfo_1","1","Shane Dronett","D/DronSh20","","0.0","0","1","0","1","ATL","2001",,,
"281490",":stat_player_game_def","0","0","0","0","1","0","0","0","200109300phi","200109300phi_1","0","Peppi Zellner","Z/ZellPe20","","1.0","1","7","2","6","DAL","2001",,,
"281491",":stat_player_game_def","1","25","0","25","0","0","0","0","200110070phi","200110070phi_1","1","Kwamie Lassiter","L/LassKw20","","0.0","4","8","0","4","ARI","2001",,,
"281492",":stat_player_game_def","1","0","0","0","0","0","0","0","200110140chi","200110140chi_1","1","Kwamie Lassiter","L/LassKw20","","0.0","0","6","0","6","ARI","2001",,,
"281493",":stat_player_game_def","0","0","0","0","0","0","0","0","200109230cin","200109230cin_1","0","Jamie Sharper","S/SharJa20","","1.0","2","7","2","5","BAL","2001",,,
"281494",":stat_player_game_def","1","27","0","27","0","0","0","0","200109230atl","200109230atl_1","1","Doug Evans","E/EvanDo21","","0.0","0","2","0","2","CAR","2001",,,
"281495",":stat_player_game_def","1","1","0","1","1","1","0","0","200109300den","200109300den_1","1","Corey Harris","H/HarrCo20","","0.0","0","8","0","8","BAL","2001",,,
"281496",":stat_player_game_def","1","0","0","0","0","0","0","0","200109090min","200109090min_2","2","Jimmy Hitchcock","H/HitcJi20","","0.0","2","6","0","4","CAR","2001",,,
"281497",":stat_player_game_def","1","48","1","48","0","0","0","0","200109230clt","200109230clt_2","1","Nate Clements","C/ClemNa99","","0.0","1","1","0","0","BUF","2001",,,
"281498",":stat_player_game_def","0","0","0","0","0","0","0","0","200109090sfo","200109090sfo_2","0","Keith Brooking","B/BrooKe00","","1.0","2","13","1","11","ATL","2001",,,
"281499",":stat_player_game_def","0","0","0","0","0","1","0","0","200109090rav","200109090rav_2","1","Jerry Azumah","A/AzumJe00","","0.0","1","3","0","2","CHI","2001",,,
"281500",":stat_player_game_def","1","7","0","7","0","0","0","0","200110140chi","200110140chi_2","1","David Barrett","B/BarrDa22","","0.0","1","3","0","2","ARI","2001",,,
"281501",":stat_player_game_def","0","0","0","0","1","0","0","0","200110070phi","200110070phi_2","1","Rob Fredrickson","F/FredRo20","","1.0","4","11","0","7","ARI","2001",,,
"281502",":stat_player_game_def","0","0","0","0","0","0","0","0","200109230cin","200109230cin_2","0","Michael McCrary","M/McCrMi00","","1.0","2","5","2","3","BAL","2001",,,
"281503",":stat_player_game_def","0","0","0","0","0","0","0","0","200109300phi","200109300phi_2","0","Michael Myers","M/MyerMi20","","1.0","2","5","1","3","DAL","2001",,,
"281504",":stat_player_game_def","0","0","0","0","1","0","0","0","200109230atl","200109230atl_2","0","Mike Rucker","R/RuckMi20","","1.0","0","2","0","2","CAR","2001",,,
