"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"110549",":stat_player_game_return","201509270dal","1","23","0","23","23.0","201509270dal_1","Eric Weems","W/WeemEr00","0","0","0","0","","ATL","2015",,,
"110823",":stat_player_game_return","201509270dal","0","0","0","0","","201509270dal_2","Cole Beasley","B/BeasCo00","2","12","0","20","10.0","DAL","2015",,,
"110828",":stat_player_game_return","201509270dal","1","28","0","28","28.0","201509270dal_3","Lance Dunbar","D/DunbLa00","1","4","0","4","4.0","DAL","2015",,,
"110830",":stat_player_game_return","201509130rai","0","0","0","0","","201509130rai_1","Adam Jones","J/JonePa20","2","18","0","23","11.5","CIN","2015",,,
"110832",":stat_player_game_return","201509200phi","0","0","0","0","","201509200phi_1","Cole Beasley","B/BeasCo00","2","1","0","1","0.5","DAL","2015",,,
"110835",":stat_player_game_return","201509130jax","0","0","0","0","","201509130jax_1","Ted Ginn Jr.","G/GinnTe00","3","37","0","46","15.3","CAR","2015",,,
"110836",":stat_player_game_return","201509130den","0","0","0","0","","201509130den_1","Steve Smith Sr.","S/SmitSt01","2","22","0","32","16.0","BAL","2015",,,
"110837",":stat_player_game_return","201509200phi","1","31","0","31","31.0","201509200phi_2","Lance Dunbar","D/DunbLa00","0","0","0","0","","DAL","2015",,,
"110839",":stat_player_game_return","201509130rai","2","8","0","14","7.0","201509130rai_2","Brandon Tate","T/TateBr00","0","0","0","0","","CIN","2015",,,
"110840",":stat_player_game_return","201509130jax","0","0","0","0","","201509130jax_2","Rashad Greene","G/GreeRa00","1","9","0","9","9.0","JAX","2015",,,
"110841",":stat_player_game_return","201509130den","1","10","0","10","10.0","201509130den_2","Nick Boyle","B/BoylNi00","0","0","0","0","","BAL","2015",,,
"110842",":stat_player_game_return","201509200phi","0","0","0","0","","201509200phi_3","Darren Sproles","S/SproDa00","2","15","0","20","10.0","PHI","2015",,,
"110844",":stat_player_game_return","201509130jax","1","40","0","40","40.0","201509130jax_3","Corey Grant","G/GranCo00","0","0","0","0","","JAX","2015",,,
"110845",":stat_player_game_return","201509130rai","0","0","0","0","","201509130rai_3","T.J. Carrie","C/CarrTr00","3","11","0","27","9.0","OAK","2015",,,
"110847",":stat_player_game_return","201509130den","0","0","0","0","","201509130den_3","Emmanuel Sanders","S/SandEm00","3","13","0","20","6.7","DEN","2015",,,
"110848",":stat_player_game_return","201509200phi","1","21","0","21","21.0","201509200phi_4","Josh Huff","H/HuffJo00","0","0","0","0","","PHI","2015",,,
"110850",":stat_player_game_return","201509130rai","2","33","0","61","30.5","201509130rai_4","Taiwan Jones","J/JoneTa00","0","0","0","0","","OAK","2015",,,
"110851",":stat_player_game_return","201509130rai","1","8","0","8","8.0","201509130rai_5","Lee Smith","S/SmitLe00","0","0","0","0","","OAK","2015",,,
"110863",":stat_player_game_return","201509170kan","1","21","0","21","21.0","201509170kan_1","Andre Caldwell","C/CaldAn00","0","0","0","0","","DEN","2015",,,
"110864",":stat_player_game_return","201509170kan","0","0","0","0","","201509170kan_2","De'Anthony Thomas","T/ThomDe05","4","8","0","15","3.8","KAN","2015",,,
"110865",":stat_player_game_return","201509170kan","1","21","0","21","21.0","201509170kan_3","Knile Davis","D/DaviKn00","0","0","0","0","","KAN","2015",,,
"110875",":stat_player_game_return","201509200rai","1","29","0","29","29.0","201509200rai_1","Michael Campanaro","C/CampMi02","0","0","0","0","","BAL","2015",,,
"110876",":stat_player_game_return","201509200rai","0","0","0","0","","201509200rai_2","T.J. Carrie","C/CarrTr00","2","5","0","5","2.5","OAK","2015",,,
"110894",":stat_player_game_return","201509200nyg","1","21","0","21","21.0","201509200nyg_1","Eric Weems","W/WeemEr00","1","10","0","10","10.0","ATL","2015",,,
"110896",":stat_player_game_return","201509200nyg","1","10","0","10","10.0","201509200nyg_2","Terron Ward","W/WardTe00","0","0","0","0","","ATL","2015",,,
"110897",":stat_player_game_return","201509130nyj","0","0","0","0","","201509130nyj_1","Travis Benjamin","B/BenjTr00","1","10","0","10","10.0","CLE","2015",,,
"110898",":stat_player_game_return","201509200nyg","2","41","0","77","38.5","201509200nyg_3","Dwayne Harris","H/HarrDw00","4","29","0","66","16.5","NYG","2015",,,
"110899",":stat_player_game_return","201509130nyj","1","27","0","27","27.0","201509130nyj_2","Shaun Draughn","D/DrauSh00","0","0","0","0","","CLE","2015",,,
"110901",":stat_player_game_return","201509130nyj","0","0","0","0","","201509130nyj_3","Jeremy Kerley","K/KerlJe00","2","12","0","13","6.5","NYJ","2015",,,
"110902",":stat_player_game_return","201509130nyj","1","13","0","13","13.0","201509130nyj_4","Kellen Davis","D/DaviKe01","0","0","0","0","","NYJ","2015",,,
"110908",":stat_player_game_return","201509200chi","0","0","0","0","","201509200chi_1","JJ Nelson","N/NelsJJ00","1","0","0","0","0.0","ARI","2015",,,
"110909",":stat_player_game_return","201509200chi","0","0","0","0","","201509200chi_2","Patrick Peterson","P/PetePa00","1","6","0","6","6.0","ARI","2015",,,
"110910",":stat_player_game_return","201509200chi","1","108","1","108","108.0","201509200chi_3","David Johnson","J/JohnDa08","0","0","0","0","","ARI","2015",,,
"110911",":stat_player_game_return","201509200chi","1","9","0","9","9.0","201509200chi_4","Kerwynn Williams","W/WillKe05","0","0","0","0","","ARI","2015",,,
"110912",":stat_player_game_return","201509200chi","3","31","0","86","28.7","201509200chi_5","Marc Mariani","M/MariMa00","1","20","0","20","20.0","CHI","2015",,,
"111453",":stat_player_game_return","201510110kan","0","0","0","0","","201510110kan_1","Marc Mariani","M/MariMa00","3","13","0","20","6.7","CHI","2015",,,
"111459",":stat_player_game_return","201510110kan","1","19","0","19","19.0","201510110kan_2","De'Anthony Thomas","T/ThomDe05","3","10","0","17","5.7","KAN","2015",,,
"111462",":stat_player_game_return","201510110kan","1","11","0","11","11.0","201510110kan_3","Anthony Sherman","S/SherAn00","0","0","0","0","","KAN","2015",,,
"111478",":stat_player_game_return","201510040nor","1","17","0","17","17.0","201510040nor_1","Lance Dunbar","D/DunbLa00","0","0","0","0","","DAL","2015",,,
"111485",":stat_player_game_return","201510040nor","1","23","0","23","23.0","201510040nor_2","Darren McFadden","M/McFaDa00","0","0","0","0","","DAL","2015",,,
"111487",":stat_player_game_return","201509270sea","1","27","0","27","27.0","201509270sea_1","Marc Mariani","M/MariMa00","0","0","0","0","","CHI","2015",,,
"111489",":stat_player_game_return","201510040nor","1","34","0","34","34.0","201510040nor_3","Marcus Murphy","M/MurpMa03","3","20","0","34","11.3","NOR","2015",,,
"111490",":stat_player_game_return","201509270sea","1","105","1","105","105.0","201509270sea_2","Tyler Lockett","L/LockTy00","3","10","0","9","3.0","SEA","2015",,,
"111491",":stat_player_game_return","201509270sea","0","0","0","0","","201509270sea_3","Richard Sherman","S/SherRi00","1","64","0","64","64.0","SEA","2015",,,
"111509",":stat_player_game_return","201510180sea","0","0","0","0","","201510180sea_1","Ted Ginn Jr.","G/GinnTe00","2","11","0","18","9.0","CAR","2015",,,
"111514",":stat_player_game_return","201510180sea","2","14","0","27","13.5","201510180sea_2","Tyler Lockett","L/LockTy00","4","10","0","28","7.0","SEA","2015",,,
"111529",":stat_player_game_return","201510040sdg","0","0","0","0","","201510040sdg_1","Travis Benjamin","B/BenjTr00","2","31","0","41","20.5","CLE","2015",,,
"111530",":stat_player_game_return","201510040tam","0","0","0","0","","201510040tam_1","Ted Ginn Jr.","G/GinnTe00","2","5","0","5","2.5","CAR","2015",,,
"111531",":stat_player_game_return","201509270det","0","0","0","0","","201509270det_1","Emmanuel Sanders","S/SandEm00","2","8","0","13","6.5","DEN","2015",,,
"111532",":stat_player_game_return","201509270mia","0","0","0","0","","201509270mia_1","Marcus Thigpen","T/ThigMa00","2","7","0","7","3.5","BUF","2015",,,
"111534",":stat_player_game_return","201510040sdg","3","38","0","110","36.7","201510040sdg_2","Justin Gilbert","G/GilbJu00","0","0","0","0","","CLE","2015",,,
"111535",":stat_player_game_return","201509270det","0","0","0","0","","201509270det_2","T.J. Jones","J/JoneT.00","1","28","0","28","28.0","DET","2015",,,
"111536",":stat_player_game_return","201510040tam","1","26","0","26","26.0","201510040tam_2","Fozzy Whittaker","W/WhitFo00","0","0","0","0","","CAR","2015",,,
"111538",":stat_player_game_return","201509270mia","1","18","0","18","18.0","201509270mia_2","Jarvis Landry","L/LandJa00","1","19","0","19","19.0","MIA","2015",,,
"111539",":stat_player_game_return","201510040sdg","0","0","0","0","","201510040sdg_3","Keenan Allen","A/AlleKe00","1","5","0","5","5.0","SDG","2015",,,
"111540",":stat_player_game_return","201510040tam","3","38","0","92","30.7","201510040tam_3","Bobby Rainey","R/RainBo00","2","15","0","15","7.5","TAM","2015",,,
"111542",":stat_player_game_return","201509270mia","2","31","0","45","22.5","201509270mia_3","Damien Williams","W/WillDa05","0","0","0","0","","MIA","2015",,,
"111543",":stat_player_game_return","201510040sdg","4","30","0","107","26.8","201510040sdg_4","Branden Oliver","O/OlivBr01","0","0","0","0","","SDG","2015",,,
"111545",":stat_player_game_return","201509270mia","1","0","0","0","0.0","201509270mia_4","Kelvin Sheppard","S/ShepKe00","0","0","0","0","","MIA","2015",,,
"111546",":stat_player_game_return","201510040sdg","1","5","0","5","5.0","201510040sdg_5","John Phillips","P/PhilJo00","0","0","0","0","","SDG","2015",,,
"111551",":stat_player_game_return","201509270rav","0","0","0","0","","201509270rav_1","Brandon Tate","T/TateBr00","3","18","0","25","8.3","CIN","2015",,,
"111553",":stat_player_game_return","201509270rav","1","32","0","32","32.0","201509270rav_2","Adam Jones","J/JonePa20","1","0","0","0","0.0","CIN","2015",,,
"111555",":stat_player_game_return","201509270rav","1","26","0","26","26.0","201509270rav_3","Michael Campanaro","C/CampMi02","2","21","0","35","17.5","BAL","2015",,,
"111557",":stat_player_game_return","201510010pit","1","24","0","24","24.0","201510010pit_1","Michael Campanaro","C/CampMi02","1","14","0","14","14.0","BAL","2015",,,
"111558",":stat_player_game_return","201510010pit","0","0","0","0","","201510010pit_2","Antonio Brown","B/BrowAn04","3","29","0","51","17.0","PIT","2015",,,
"111559",":stat_player_game_return","201510010pit","1","31","0","31","31.0","201510010pit_3","Dri Archer","A/ArchDr00","0","0","0","0","","PIT","2015",,,
"112114",":stat_player_game_return","201510180pit","0","0","0","0","","201510180pit_1","Patrick Peterson","P/PetePa00","2","17","0","23","11.5","ARI","2015",,,
"112116",":stat_player_game_return","201510180pit","6","32","0","123","20.5","201510180pit_2","David Johnson","J/JohnDa08","0","0","0","0","","ARI","2015",,,
"112122",":stat_player_game_return","201510180pit","0","0","0","0","","201510180pit_3","Antonio Brown","B/BrowAn04","1","8","0","8","8.0","PIT","2015",,,
"112126",":stat_player_game_return","201510180pit","4","35","0","89","22.3","201510180pit_4","Dri Archer","A/ArchDr00","0","0","0","0","","PIT","2015",,,
"112132",":stat_player_game_return","201510180sfo","1","41","0","41","41.0","201510180sfo_1","Jeremy Ross","R/RossJe01","1","9","0","9","9.0","BAL","2015",,,
"112135",":stat_player_game_return","201510180sfo","0","0","0","0","","201510180sfo_2","Jarryd Hayne","H/HaynJa00","1","4","0","4","4.0","SFO","2015",,,
"112136",":stat_player_game_return","201510110rai","0","0","0","0","","201510110rai_1","Emmanuel Sanders","S/SandEm00","1","4","0","4","4.0","DEN","2015",,,
"112139",":stat_player_game_return","201510110rai","2","31","0","54","27.0","201510110rai_2","Omar Bolden","B/BoldOm00","0","0","0","0","","DEN","2015",,,
"112143",":stat_player_game_return","201510110rai","0","0","0","0","","201510110rai_3","Amari Cooper","C/CoopAm00","1","18","0","18","18.0","OAK","2015",,,
"112147",":stat_player_game_return","201510110rai","1","27","0","27","27.0","201510110rai_4","Roy Helu","H/HeluRo00","0","0","0","0","","OAK","2015",,,
"112151",":stat_player_game_return","201510110rai","1","18","0","18","18.0","201510110rai_5","Marcel Reece","R/ReecMa00","0","0","0","0","","OAK","2015",,,
"112156",":stat_player_game_return","201510110oti","0","0","0","0","","201510110oti_1","Denarius Moore","M/MoorDe02","3","27","0","40","13.3","BUF","2015",,,
"112157",":stat_player_game_return","201510110rai","0","0","0","0","","201510110rai_6","Lorenzo Alexander","A/AlexLo99","0","7","0","7","","OAK","2015",,,
"112160",":stat_player_game_return","201510110oti","1","24","0","24","24.0","201510110oti_2","Percy Harvin","H/HarvPe00","0","0","0","0","","BUF","2015",,,
"112163",":stat_player_game_return","201510110det","0","0","0","0","","201510110det_1","Brittan Golden","G/GoldBr00","1","6","0","6","6.0","ARI","2015",,,
"112164",":stat_player_game_return","201510110oti","1","20","0","20","20.0","201510110oti_3","Dexter McCluster","M/McClDe00","5","26","0","66","13.2","TEN","2015",,,
"112166",":stat_player_game_return","201510110det","0","0","0","0","","201510110det_2","Patrick Peterson","P/PetePa00","1","10","0","10","10.0","ARI","2015",,,
"112168",":stat_player_game_return","201510110oti","2","25","0","33","16.5","201510110oti_4","Bishop Sankey","S/SankBi00","0","0","0","0","","TEN","2015",,,
"112170",":stat_player_game_return","201510110det","1","35","0","35","35.0","201510110det_3","David Johnson","J/JohnDa08","0","0","0","0","","ARI","2015",,,
"112173",":stat_player_game_return","201510110det","2","34","0","53","26.5","201510110det_4","T.J. Jones","J/JoneT.00","2","2","0","2","1.0","DET","2015",,,
