"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"240706",":stat_player_game_return","200409190rai","0","0","0","0","","200409190rai_1","Nate Clements","C/ClemNa99","2","0","0","9","4.5","BUF","2004",,,
"240709",":stat_player_game_return","200409190rai","2","0","0","42","21.0","200409190rai_2","London Fletcher","F/FletLo20","0","0","0","0","","BUF","2004",,,
"240711",":stat_player_game_return","200409190rai","2","0","0","48","24.0","200409190rai_3","Terrence McGee","M/McGeTe99","0","0","0","0","","BUF","2004",,,
"240714",":stat_player_game_return","200409190rai","0","0","0","0","","200409190rai_4","Phillip Buchanon","B/BuchPh20","1","0","0","15","15.0","OAK","2004",,,
"240717",":stat_player_game_return","200409190rai","1","0","0","10","10.0","200409190rai_5","Ronald Curry","C/CurrRo01","0","0","0","0","","OAK","2004",,,
"240720",":stat_player_game_return","200409190rai","1","0","0","7","7.0","200409190rai_6","Carlos Francis","F/FranCa20","0","0","0","0","","OAK","2004",,,
"240723",":stat_player_game_return","200409190rai","1","0","0","6","6.0","200409190rai_7","Jerry Porter","P/PortJe00","0","0","0","0","","OAK","2004",,,
"240730",":stat_player_game_return","200409190kan","0","0","0","0","","200409190kan_1","Eugene Baker","B/BakeEu00","3","0","0","18","6.0","CAR","2004",,,
"240732",":stat_player_game_return","200409190kan","2","0","0","61","30.5","200409190kan_2","Rod Smart","S/SmarRo00","0","0","0","0","","CAR","2004",,,
"240734",":stat_player_game_return","200409190kan","4","0","0","59","14.8","200409190kan_3","Dante Hall","H/HallDa00","2","0","0","19","9.5","KAN","2004",,,
"240748",":stat_player_game_return","200409190dal","0","0","0","0","","200409190dal_1","Dennis Northcutt","N/NortDe00","1","0","0","11","11.0","CLE","2004",,,
"240750",":stat_player_game_return","200409190dal","2","0","0","15","7.5","200409190dal_2","Dee Brown","B/BrowDe02","0","0","0","0","","CLE","2004",,,
"240752",":stat_player_game_return","200409190dal","1","0","0","6","6.0","200409190dal_3","Aaron Shea","S/SheaAa00","0","0","0","0","","CLE","2004",,,
"240756",":stat_player_game_return","200409190dal","0","0","0","0","","200409190dal_4","Dedric Ward","W/WardDe00","2","0","0","9","4.5","DAL","2004",,,
"240761",":stat_player_game_return","200409190dal","0","0","0","0","","200409190dal_5","Terence Newman","N/NewmTe20","1","0","0","7","7.0","DAL","2004",,,
"240763",":stat_player_game_return","200409190dal","2","0","0","40","20.0","200409190dal_6","ReShard Lee","L/LeexRe00","0","0","0","0","","DAL","2004",,,
"240765",":stat_player_game_return","200409120sfo","4","0","0","49","12.3","200409120sfo_1","Allen Rossum","R/RossAl99","3","0","0","19","6.3","ATL","2004",,,
"240766",":stat_player_game_return","200409190dal","1","0","0","22","22.0","200409190dal_7","Jacques Reeves","R/ReevJa20","0","0","0","0","","DAL","2004",,,
"240768",":stat_player_game_return","200409120sfo","3","0","0","57","19.0","200409120sfo_2","Arnaz Battle","B/BattAr00","3","0","0","4","1.3","SFO","2004",,,
