"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","year","_start","_end","_type"
"226995",":stat_player_game_kick","1","1","200509250mia","200509250mia_1","John Kasay","K/kasayjoh01","0","","0","","CAR","3","3","2005",,,
"226996",":stat_player_game_kick","","","200509250mia","200509250mia_2","Jason Baker","B/BakeJa20","5","52","227","45.4","CAR","","","2005",,,
"227001",":stat_player_game_kick","2","2","200509250mia","200509250mia_3","Olindo Mare","M/marexoli01","0","","0","","MIA","3","3","2005",,,
"227003",":stat_player_game_kick","","","200509250mia","200509250mia_4","Donnie Jones","J/JoneDo21","6","55","268","44.7","MIA","","","2005",,,
"227015",":stat_player_game_kick","1","1","200509250buf","200509250buf_1","Todd Peterson","P/petertod01","0","","0","","ATL","3","3","2005",,,
"227019",":stat_player_game_kick","","","200509250buf","200509250buf_2","Michael Koenen","K/koenemic01","4","48","144","36.0","ATL","","","2005",,,
"227022",":stat_player_game_kick","3","3","200509250buf","200509250buf_3","Rian Lindell","L/linderia01","0","","0","","BUF","1","1","2005",,,
"227024",":stat_player_game_kick","","","200509250buf","200509250buf_4","Brian Moorman","M/MoorBr24","3","60","141","47.0","BUF","","","2005",,,
"227038",":stat_player_game_kick","","","200509110was","200509110was_1","Doug Brien","B/briendou01","0","","0","","CHI","1","1","2005",,,
"227041",":stat_player_game_kick","1","1","200509110mia","200509110mia_1","Jason Elam","E/elamxjas01","0","","0","","DEN","1","1","2005",,,
"227042",":stat_player_game_kick","","","200509110was","200509110was_2","Brad Maynard","M/MaynBr20","7","49","292","41.7","CHI","","","2005",,,
"227043",":stat_player_game_kick","1","1","200509180sea","200509180sea_1","Todd Peterson","P/petertod01","0","","0","","ATL","1","1","2005",,,
"227044",":stat_player_game_kick","2","2","200509110cle","200509110cle_1","Shayne Graham","G/grahasha01","0","","0","","CIN","3","3","2005",,,
"227045",":stat_player_game_kick","","","200509110mia","200509110mia_2","Todd Sauerbrun","S/SaueTo20","7","58","318","45.4","DEN","","","2005",,,
"227046",":stat_player_game_kick","","","200509110was","200509110was_3","Andy Groom","G/GrooAn20","3","39","113","37.7","WAS","","","2005",,,
"227049",":stat_player_game_kick","","","200509180sea","200509180sea_2","Michael Koenen","K/koenemic01","7","67","347","49.6","ATL","","","2005",,,
"227050",":stat_player_game_kick","","","200509110cle","200509110cle_2","Kyle Larson","L/LarsKy20","3","57","142","47.3","CIN","","","2005",,,
"227051",":stat_player_game_kick","2","2","200509110mia","200509110mia_3","Olindo Mare","M/marexoli01","0","","0","","MIA","4","4","2005",,,
"227053",":stat_player_game_kick","3","3","200509110was","200509110was_4","John Hall","H/hallxjoh01","0","","0","","WAS","","","2005",,,
"227054",":stat_player_game_kick","2","2","200509110cle","200509110cle_3","Phil Dawson","D/dawsophi01","0","","0","","CLE","1","1","2005",,,
"227055",":stat_player_game_kick","","","200509110mia","200509110mia_4","Donnie Jones","J/JoneDo21","3","49","142","47.3","MIA","","","2005",,,
"227056",":stat_player_game_kick","","","200509180sea","200509180sea_3","Josh Brown","B/brownjos01","1","20","20","20.0","SEA","3","3","2005",,,
"227059",":stat_player_game_kick","","","200509110cle","200509110cle_4","Kyle Richardson","R/RichKy20","2","56","91","45.5","CLE","","","2005",,,
"227061",":stat_player_game_kick","","","200509180sea","200509180sea_4","Leo Araguz","A/AragLe20","6","50","249","41.5","SEA","","","2005",,,
"227075",":stat_player_game_kick","2","2","200509180gnb","200509180gnb_1","Phil Dawson","D/dawsophi01","0","","0","","CLE","3","2","2005",,,
"227079",":stat_player_game_kick","","","200509180gnb","200509180gnb_2","Kyle Richardson","R/RichKy20","4","48","178","44.5","CLE","","","2005",,,
"227083",":stat_player_game_kick","1","1","200509180gnb","200509180gnb_3","Ryan Longwell","L/longwrya01","0","","0","","GNB","3","3","2005",,,
"227085",":stat_player_game_kick","","","200509180gnb","200509180gnb_4","B.J. Sander","S/SandB.20","3","50","103","34.3","GNB","","","2005",,,
"227088",":stat_player_game_kick","1","1","200509180oti","200509180oti_1","Matt Stover","S/stovemat01","0","","0","","BAL","1","1","2005",,,
"227091",":stat_player_game_kick","","","200509180oti","200509180oti_2","Dave Zastudil","Z/ZastDa20","9","53","379","42.1","BAL","","","2005",,,
"227093",":stat_player_game_kick","3","3","200509180oti","200509180oti_3","Rob Bironas","B/bironrob01","0","","0","","TEN","2","2","2005",,,
"227096",":stat_player_game_kick","","","200509180oti","200509180oti_4","Craig Hentrich","H/hentrcra01","8","56","359","44.9","TEN","","","2005",,,
"227098",":stat_player_game_kick","2","2","200509110nyg","200509110nyg_1","Neil Rackers","R/rackenei01","0","","0","","ARI","1","1","2005",,,
"227101",":stat_player_game_kick","","","200509110nyg","200509110nyg_2","Scott Player","P/PlaySc20","7","53","312","44.6","ARI","","","2005",,,
"227103",":stat_player_game_kick","","","200509110nyg","200509110nyg_3","Jay Feely","F/feelyjay01","0","","0","","NYG","6","6","2005",,,
"227104",":stat_player_game_kick","","","200509110nyg","200509110nyg_4","Jeff Feagles","F/FeagJe20","6","56","252","42.0","NYG","","","2005",,,
"227110",":stat_player_game_kick","","","200509110sdg","200509110sdg_1","Jose Cortez","C/cortejos01","0","","0","","DAL","4","4","2005",,,
"227113",":stat_player_game_kick","","","200509110sdg","200509110sdg_2","Mat McBriar","M/McBrMa20","3","42","124","41.3","DAL","","","2005",,,
"227115",":stat_player_game_kick","1","1","200509110sdg","200509110sdg_3","Nate Kaeding","K/kaedinat01","0","","0","","SDG","3","3","2005",,,
"227117",":stat_player_game_kick","","","200509110sdg","200509110sdg_4","Mike Scifres","S/ScifMi20","2","45","63","31.5","SDG","","","2005",,,
"227797",":stat_player_game_kick","4","2","200510020jax","200510020jax_1","Jason Elam","E/elamxjas01","0","","0","","DEN","2","2","2005",,,
"227800",":stat_player_game_kick","","","200510020jax","200510020jax_2","Todd Sauerbrun","S/SaueTo20","4","56","194","48.5","DEN","","","2005",,,
"227802",":stat_player_game_kick","2","2","200510020rai","200510020rai_1","Jose Cortez","C/cortejos01","0","","0","","DAL","1","1","2005",,,
"227806",":stat_player_game_kick","","","200510020rai","200510020rai_2","Mat McBriar","M/McBrMa20","5","56","224","44.8","DAL","","","2005",,,
"227807",":stat_player_game_kick","","","200510020jax","200510020jax_3","Josh Scobee","S/scobejos01","0","","0","","JAX","1","1","2005",,,
"227810",":stat_player_game_kick","","","200510020jax","200510020jax_4","Chris Hanson","H/HansCh20","6","51","251","41.8","JAX","","","2005",,,
"227812",":stat_player_game_kick","4","4","200510020rai","200510020rai_3","Sebastian Janikowski","J/janikseb01","0","","0","","OAK","1","1","2005",,,
"227814",":stat_player_game_kick","","","200510020rai","200510020rai_4","Shane Lechler","L/LechSh20","4","59","181","45.3","OAK","","","2005",,,
"227826",":stat_player_game_kick","3","1","200510090crd","200510090crd_1","John Kasay","K/kasayjoh01","0","","0","","CAR","3","3","2005",,,
"227828",":stat_player_game_kick","","","200510090crd","200510090crd_2","Jason Baker","B/BakeJa20","5","52","214","42.8","CAR","","","2005",,,
"227829",":stat_player_game_kick","","","200509250clt","200509250clt_1","Kyle Richardson","R/RichKy20","5","54","209","41.8","CLE","","","2005",,,
"227830",":stat_player_game_kick","2","2","200510090crd","200510090crd_3","Neil Rackers","R/rackenei01","0","","0","","ARI","2","2","2005",,,
"227831",":stat_player_game_kick","2","2","200509250clt","200509250clt_2","Phil Dawson","D/dawsophi01","0","","0","","CLE","","","2005",,,
"227834",":stat_player_game_kick","","","200510090crd","200510090crd_4","Scott Player","P/PlaySc20","3","44","127","42.3","ARI","","","2005",,,
"227835",":stat_player_game_kick","2","2","200509250clt","200509250clt_3","Mike Vanderjagt","V/vandemik01","0","","0","","IND","1","1","2005",,,
"227836",":stat_player_game_kick","","","200509180tam","200509180tam_1","Brian Moorman","M/MoorBr24","7","60","305","43.6","BUF","","","2005",,,
"227840",":stat_player_game_kick","","","200509250clt","200509250clt_4","Hunter Smith","S/SmitHu21","3","47","120","40.0","IND","","","2005",,,
"227841",":stat_player_game_kick","1","1","200509180tam","200509180tam_2","Rian Lindell","L/linderia01","0","","0","","BUF","","","2005",,,
"227844",":stat_player_game_kick","1","1","200509250chi","200509250chi_1","Shayne Graham","G/grahasha01","0","","0","","CIN","3","3","2005",,,
"227847",":stat_player_game_kick","1","1","200509180tam","200509180tam_3","Matt Bryant","B/bryanmat01","0","","0","","TAM","2","2","2005",,,
"227848",":stat_player_game_kick","2","1","200510090cle","200510090cle_1","Robbie Gould","G/gouldrob01","0","","0","","CHI","1","1","2005",,,
"227849",":stat_player_game_kick","","","200509250chi","200509250chi_2","Kyle Larson","L/LarsKy20","9","55","360","40.0","CIN","","","2005",,,
"227851",":stat_player_game_kick","","","200510090cle","200510090cle_2","Brad Maynard","M/MaynBr20","4","56","179","44.8","CHI","","","2005",,,
"227852",":stat_player_game_kick","","","200509180tam","200509180tam_4","Josh Bidwell","B/BidwJo20","6","61","277","46.2","TAM","","","2005",,,
"227853",":stat_player_game_kick","1","","200509250chi","200509250chi_3","Doug Brien","B/briendou01","0","","0","","CHI","1","1","2005",,,
"227855",":stat_player_game_kick","2","2","200510090cle","200510090cle_3","Phil Dawson","D/dawsophi01","0","","0","","CLE","2","2","2005",,,
"227858",":stat_player_game_kick","","","200509250chi","200509250chi_4","Brad Maynard","M/MaynBr20","6","51","253","42.2","CHI","","","2005",,,
"227860",":stat_player_game_kick","","","200510090cle","200510090cle_4","Kyle Richardson","R/RichKy20","6","47","248","41.3","CLE","","","2005",,,
"227884",":stat_player_game_kick","2","2","200510160nor","200510160nor_1","Todd Peterson","P/petertod01","0","","0","","ATL","4","4","2005",,,
"227885",":stat_player_game_kick","","","200509250sfo","200509250sfo_1","Jose Cortez","C/cortejos01","0","","0","","DAL","3","2","2005",,,
"227886",":stat_player_game_kick","","","200510160nor","200510160nor_2","Michael Koenen","K/koenemic01","4","54","189","47.3","ATL","","","2005",,,
"227887",":stat_player_game_kick","","","200509250sfo","200509250sfo_2","Mat McBriar","M/McBrMa20","3","52","126","42.0","DAL","","","2005",,,
"227888",":stat_player_game_kick","2","1","200510160nor","200510160nor_3","John Carney","C/carnejoh01","0","","0","","NOR","4","4","2005",,,
"227890",":stat_player_game_kick","1","1","200509250sfo","200509250sfo_3","Joe Nedney","N/nednejoe01","0","","0","","SFO","4","4","2005",,,
"227891",":stat_player_game_kick","","","200510160nor","200510160nor_4","Mitch Berger","B/BergMi20","2","41","73","36.5","NOR","","","2005",,,
"227892",":stat_player_game_kick","","","200509250sfo","200509250sfo_4","Andy Lee","L/LeexAn20","5","48","199","39.8","SFO","","","2005",,,
"227903",":stat_player_game_kick","","","200509250sea","200509250sea_1","Scott Player","P/PlaySc20","5","56","243","48.6","ARI","","","2005",,,
"227904",":stat_player_game_kick","4","4","200509250sea","200509250sea_2","Neil Rackers","R/rackenei01","0","","0","","ARI","","","2005",,,
"227905",":stat_player_game_kick","3","3","200509250sea","200509250sea_3","Josh Brown","B/brownjos01","0","","0","","SEA","4","4","2005",,,
"227906",":stat_player_game_kick","","","200509250sea","200509250sea_4","Leo Araguz","A/AragLe20","4","39","145","36.3","SEA","","","2005",,,
"228232",":stat_player_game_kick","4","3","200510230nyg","200510230nyg_1","Jason Elam","E/elamxjas01","0","","0","","DEN","2","2","2005",,,
"228237",":stat_player_game_kick","","","200510230nyg","200510230nyg_2","Todd Sauerbrun","S/SaueTo20","3","39","103","34.3","DEN","","","2005",,,
"228238",":stat_player_game_kick","1","1","200510230nyg","200510230nyg_3","Jay Feely","F/feelyjay01","0","","0","","NYG","3","3","2005",,,
"228241",":stat_player_game_kick","","","200510230nyg","200510230nyg_4","Jeff Feagles","F/FeagJe20","4","49","184","46.0","NYG","","","2005",,,
"228289",":stat_player_game_kick","1","1","200511060mia","200511060mia_1","Todd Peterson","P/petertod01","0","","0","","ATL","2","2","2005",,,
"228292",":stat_player_game_kick","","","200511060mia","200511060mia_2","Michael Koenen","K/koenemic01","3","48","114","38.0","ATL","","","2005",,,
"228295",":stat_player_game_kick","1","1","200511060mia","200511060mia_3","Olindo Mare","M/marexoli01","0","","0","","MIA","1","1","2005",,,
"228297",":stat_player_game_kick","","","200511060mia","200511060mia_4","Donnie Jones","J/JoneDo21","6","54","261","43.5","MIA","","","2005",,,
"228310",":stat_player_game_kick","1","","200510020nor","200510020nor_1","Rian Lindell","L/linderia01","0","","0","","BUF","1","1","2005",,,
"228312",":stat_player_game_kick","","","200510020nor","200510020nor_2","Brian Moorman","M/MoorBr24","5","59","267","53.4","BUF","","","2005",,,
"228314",":stat_player_game_kick","5","4","200510020nor","200510020nor_3","John Carney","C/carnejoh01","0","","0","","NOR","1","1","2005",,,
"228316",":stat_player_game_kick","2","2","200510090jax","200510090jax_1","Shayne Graham","G/grahasha01","0","","0","","CIN","2","2","2005",,,
"228318",":stat_player_game_kick","","","200510020nor","200510020nor_4","Mitch Berger","B/BergMi20","4","54","160","40.0","NOR","","","2005",,,
"228320",":stat_player_game_kick","","","200510090jax","200510090jax_2","Kyle Larson","L/LarsKy20","5","75","216","43.2","CIN","","","2005",,,
"228323",":stat_player_game_kick","3","3","200510300htx","200510300htx_1","Phil Dawson","D/dawsophi01","0","","0","","CLE","1","1","2005",,,
"228324",":stat_player_game_kick","3","3","200510090jax","200510090jax_3","Josh Scobee","S/scobejos01","0","","0","","JAX","2","2","2005",,,
"228326",":stat_player_game_kick","","","200510300htx","200510300htx_2","Kyle Richardson","R/RichKy20","4","53","132","33.0","CLE","","","2005",,,
"228328",":stat_player_game_kick","","","200510090jax","200510090jax_4","Chris Hanson","H/HansCh20","5","44","199","39.8","JAX","","","2005",,,
"228331",":stat_player_game_kick","5","4","200510300htx","200510300htx_3","Kris Brown","B/brownkri01","0","","0","","HOU","1","1","2005",,,
"228334",":stat_player_game_kick","","","200510300htx","200510300htx_4","Chad Stanley","S/StanCh20","4","50","156","39.0","HOU","","","2005",,,
"228352",":stat_player_game_kick","","","200510160rav","200510160rav_1","Kyle Richardson","R/RichKy20","6","61","302","50.3","CLE","","","2005",,,
"228353",":stat_player_game_kick","1","1","200510160rav","200510160rav_2","Phil Dawson","D/dawsophi01","0","","0","","CLE","","","2005",,,
"228354",":stat_player_game_kick","3","3","200510160rav","200510160rav_3","Matt Stover","S/stovemat01","0","","0","","BAL","1","1","2005",,,
"228356",":stat_player_game_kick","","","200510160rav","200510160rav_4","Dave Zastudil","Z/ZastDa20","5","60","238","47.6","BAL","","","2005",,,
"228359",":stat_player_game_kick","2","2","200510300dal","200510300dal_1","Neil Rackers","R/rackenei01","0","","0","","ARI","1","1","2005",,,
"228361",":stat_player_game_kick","1","1","200510090det","200510090det_1","Matt Stover","S/stovemat01","0","","0","","BAL","2","2","2005",,,
"228362",":stat_player_game_kick","","","200510300dal","200510300dal_2","Scott Player","P/PlaySc20","5","48","214","42.8","ARI","","","2005",,,
"228364",":stat_player_game_kick","","","200510090det","200510090det_2","Dave Zastudil","Z/ZastDa20","4","53","164","41.0","BAL","","","2005",,,
"228366",":stat_player_game_kick","2","2","200510300dal","200510300dal_3","Shaun Suisham","S/suishsha01","0","","0","","DAL","4","4","2005",,,
"228368",":stat_player_game_kick","","","200510090det","200510090det_3","Jason Hanson","H/hansojas01","0","","0","","DET","5","5","2005",,,
"228369",":stat_player_game_kick","","","200510300dal","200510300dal_4","Mat McBriar","M/McBrMa20","3","55","160","53.3","DAL","","","2005",,,
"228370",":stat_player_game_kick","","","200510090det","200510090det_4","Nick Harris","H/HarrNi20","4","52","185","46.3","DET","","","2005",,,
