"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"227005",":stat_player_game_return","200509250mia","0","0","0","0","","200509250mia_1","Chris Gamble","G/GambCh20","2","0","0","17","8.5","CAR","2005",,,
"227009",":stat_player_game_return","200509250mia","1","0","0","12","12.0","200509250mia_2","Steve Smith Sr.","S/SmitSt01","1","0","0","0","0.0","CAR","2005",,,
"227010",":stat_player_game_return","200509250mia","3","0","0","73","24.3","200509250mia_3","Rod Smart","S/SmarRo00","0","0","0","0","","CAR","2005",,,
"227013",":stat_player_game_return","200509250mia","4","0","0","80","20.0","200509250mia_4","Wes Welker","W/WelkWe00","1","0","0","4","4.0","MIA","2005",,,
"227027",":stat_player_game_return","200509250buf","0","0","0","0","","200509250buf_1","DeAngelo Hall","H/HallDe99","1","0","0","10","10.0","ATL","2005",,,
"227028",":stat_player_game_return","200509250buf","0","0","0","0","","200509250buf_2","Michael Jenkins","J/JenkMi00","1","0","0","4","4.0","ATL","2005",,,
"227032",":stat_player_game_return","200509250buf","4","0","0","56","14.0","200509250buf_3","Romby Bryant","B/BryaRo00","0","0","0","0","","ATL","2005",,,
"227034",":stat_player_game_return","200509250buf","0","0","0","0","","200509250buf_4","Jonathan Smith","S/SmitJo00","2","0","0","24","12.0","BUF","2005",,,
"227036",":stat_player_game_return","200509250buf","2","0","0","55","27.5","200509250buf_5","Terrence McGee","M/McGeTe99","0","0","0","0","","BUF","2005",,,
"227057",":stat_player_game_return","200509110was","0","0","0","0","","200509110was_1","Bernard Berrian","B/BerrBe00","2","0","0","-3","-1.5","CHI","2005",,,
"227060",":stat_player_game_return","200509110was","4","0","0","70","17.5","200509110was_2","Mark Bradley","B/BradMa00","0","0","0","0","","CHI","2005",,,
"227062",":stat_player_game_return","200509110mia","3","0","0","79","26.3","200509110mia_1","Darrent Williams","W/WillDa21","1","0","0","13","13.0","DEN","2005",,,
"227063",":stat_player_game_return","200509110cle","0","0","0","0","","200509110cle_1","Keiwan Ratliff","R/RatlKe20","2","0","0","18","9.0","CIN","2005",,,
"227064",":stat_player_game_return","200509110was","1","0","0","16","16.0","200509110was_3","Antonio Brown","B/BrowAn01","2","0","0","5","2.5","WAS","2005",,,
"227065",":stat_player_game_return","200509110mia","2","0","0","39","19.5","200509110mia_2","Charlie Adams","A/AdamCh00","0","0","0","0","","DEN","2005",,,
"227066",":stat_player_game_return","200509180sea","0","0","0","0","","200509180sea_1","Brian Finneran","F/FinnBr00","1","0","0","2","2.0","ATL","2005",,,
