"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","_start","_end","_type"
"9244",":stat_player_game_return","202109120ram","4","50","0","106","26.5","202109120ram_2","Khalil Herbert","H/HerbKh00","0","0","0","0","","CHI",,,
"9267",":stat_player_game_return","202109120nyg","0","0","0","0","","202109120nyg_1","Diontae Spencer","S/SpenDi00","2","13","0","24","12.0","DEN",,,
"9268",":stat_player_game_return","202109190chi","0","0","0","0","","202109190chi_1","Darius Phillips","P/PhilDa02","1","15","0","15","15.0","CIN",,,
"9269",":stat_player_game_return","202109190crd","0","0","0","0","","202109190crd_1","Dede Westbrook","W/WestDe00","3","15","0","21","7.0","MIN",,,
"9276",":stat_player_game_return","202109190chi","3","27","0","54","18.0","202109190chi_2","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"9278",":stat_player_game_return","202109120nyg","0","0","0","0","","202109120nyg_2","Jabrill Peppers","P/PeppJa00","1","2","0","2","2.0","NYG",,,
"9280",":stat_player_game_return","202109190crd","1","22","0","22","22.0","202109190crd_2","Ihmir Smith-Marsette","S/SmitIh00","0","0","0","0","","MIN",,,
"9284",":stat_player_game_return","202109190chi","1","10","0","10","10.0","202109190chi_3","Darnell Mooney","M/MoonDa00","0","0","0","0","","CHI",,,
"9287",":stat_player_game_return","202109190crd","1","21","0","21","21.0","202109190crd_3","Rondale Moore","M/MoorRo02","3","8","0","19","6.3","ARI",,,
"9288",":stat_player_game_return","202109120nyg","2","38","0","66","33.0","202109120nyg_3","C.J. Board","B/BoarC.00","0","0","0","0","","NYG",,,
"9290",":stat_player_game_return","202109260sfo","0","0","0","0","","202109260sfo_1","Amari Rodgers","R/RodgAm00","1","6","0","6","6.0","GNB",,,
"9294",":stat_player_game_return","202109190crd","1","14","0","14","14.0","202109190crd_4","Demetrius Harris","H/HarrDe03","0","0","0","0","","ARI",,,
"9296",":stat_player_game_return","202109260sfo","1","21","0","21","21.0","202109260sfo_2","Kylin Hill","H/HillKy00","0","0","0","0","","GNB",,,
"9299",":stat_player_game_return","202109190sea","6","19","0","100","16.7","202109190sea_1","Chester Rogers","R/RogeCh02","3","13","0","32","10.7","TEN",,,
"9305",":stat_player_game_return","202109260sfo","0","0","0","0","","202109260sfo_3","Brandon Aiyuk","A/AiyuBr00","2","14","0","23","11.5","SFO",,,
"9308",":stat_player_game_return","202109190sea","3","18","0","30","10.0","202109190sea_2","DeeJay Dallas","D/DallDe00","0","0","0","0","","SEA",,,
"9310",":stat_player_game_return","202109190jax","0","0","0","0","","202109190jax_1","Diontae Spencer","S/SpenDi00","2","25","0","29","14.5","DEN",,,
"9317",":stat_player_game_return","202109260sfo","3","68","0","104","34.7","202109260sfo_4","Trenton Cannon","C/CannTr00","0","0","0","0","","SFO",,,
"9322",":stat_player_game_return","202109190jax","2","102","1","120","60.0","202109190jax_2","Jamal Agnew","A/AgneJa00","1","2","0","2","2.0","JAX",,,
"9333",":stat_player_game_return","202109260oti","1","16","0","16","16.0","202109260oti_1","Isaiah Rodgers","R/RodgIs00","0","0","0","0","","IND",,,
"9334",":stat_player_game_return","202109120clt","0","0","0","0","","202109120clt_1","Freddie Swain","S/SwaiFr00","2","9","0","15","7.5","SEA",,,
"9342",":stat_player_game_return","202109260oti","1","17","0","17","17.0","202109260oti_2","Jordan Wilkins","W/WilkJo01","0","0","0","0","","IND",,,
"9344",":stat_player_game_return","202109120clt","1","22","0","22","22.0","202109120clt_2","DeeJay Dallas","D/DallDe00","0","0","0","0","","SEA",,,
"9349",":stat_player_game_return","202109120clt","0","0","0","0","","202109120clt_3","Nyheim Hines","H/HineNy00","1","7","0","7","7.0","IND",,,
"9350",":stat_player_game_return","202109260oti","0","0","0","0","","202109260oti_3","Chester Rogers","R/RogeCh02","3","18","0","44","14.7","TEN",,,
"9355",":stat_player_game_return","202109160was","0","0","0","0","","202109160was_1","Jabrill Peppers","P/PeppJa00","2","8","0","8","4.0","NYG",,,
"9358",":stat_player_game_return","202109120clt","2","22","0","41","20.5","202109120clt_4","Isaiah Rodgers","R/RodgIs00","0","0","0","0","","IND",,,
"9359",":stat_player_game_return","202109260oti","2","16","0","31","15.5","202109260oti_4","Jeremy McNichols","M/McNiJe00","0","0","0","0","","TEN",,,
"9365",":stat_player_game_return","202109160was","1","20","0","20","20.0","202109160was_2","C.J. Board","B/BoarC.00","0","0","0","0","","NYG",,,
"9370",":stat_player_game_return","202109160was","4","27","0","83","20.8","202109160was_3","DeAndre Carter","C/CartDe02","0","0","0","0","","WAS",,,
"10422",":stat_player_game_return","202109260pit","0","0","0","0","","202109260pit_1","Darius Phillips","P/PhilDa02","2","16","0","9","4.5","CIN",,,
"10429",":stat_player_game_return","202109260pit","2","30","0","53","26.5","202109260pit_2","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"10433",":stat_player_game_return","202109260ram","2","24","0","48","24.0","202109260ram_1","Jaelon Darden","D/DardJa00","1","4","0","4","4.0","TAM",,,
"10438",":stat_player_game_return","202109260pit","1","22","0","22","22.0","202109260pit_3","Ray-Ray McCloud","M/McClRa00","1","14","0","14","14.0","PIT",,,
"10441",":stat_player_game_return","202109260ram","0","0","0","0","","202109260ram_2","Tutu Atwell","A/AtweTu00","1","9","0","9","9.0","LAR",,,
"10444",":stat_player_game_return","202110030nwe","1","13","0","13","13.0","202110030nwe_1","Jaydon Mickens","M/MickJa01","2","12","0","12","6.0","TAM",,,
"10449",":stat_player_game_return","202110030nwe","1","10","0","10","10.0","202110030nwe_2","Tyler Johnson","J/JohnTy00","0","0","0","0","","TAM",,,
"10458",":stat_player_game_return","202110030nwe","0","0","0","0","","202110030nwe_3","Gunner Olszewski","O/OlszGu00","2","11","0","17","8.5","NWE",,,
"10463",":stat_player_game_return","202110030nwe","1","25","0","25","25.0","202110030nwe_4","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"10479",":stat_player_game_return","202109120buf","0","0","0","0","","202109120buf_1","Ray-Ray McCloud","M/McClRa00","1","5","0","5","5.0","PIT",,,
"10488",":stat_player_game_return","202109120buf","4","75","0","143","35.8","202109120buf_2","Isaiah McKenzie","M/McKeIs00","1","1","0","1","1.0","BUF",,,
"10499",":stat_player_game_return","202109260kan","0","0","0","0","","202109260kan_1","K.J. Hill","H/HillKJ00","1","0","0","0","0.0","LAC",,,
"10504",":stat_player_game_return","202109190rav","0","3","0","3","","202109190rav_1","Mecole Hardman","H/HardMe00","1","13","0","13","13.0","KAN",,,
"10505",":stat_player_game_return","202109260kan","2","20","0","37","18.5","202109260kan_2","Larry Rountree","R/RounLa00","0","0","0","0","","LAC",,,
"10513",":stat_player_game_return","202109260kan","0","0","0","0","","202109260kan_3","Mecole Hardman","H/HardMe00","2","17","0","7","3.5","KAN",,,
"10514",":stat_player_game_return","202109190rav","3","33","0","46","15.3","202109190rav_2","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"10516",":stat_player_game_return","202110030phi","4","32","0","109","27.3","202110030phi_1","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"10520",":stat_player_game_return","202109260kan","1","30","0","30","30.0","202109260kan_4","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"10524",":stat_player_game_return","202110030phi","2","14","0","14","7.0","202110030phi_2","Quez Watkins","W/WatkQu00","0","0","0","0","","PHI",,,
"10526",":stat_player_game_return","202109260cle","0","0","0","0","","202109260cle_1","Nsimba Webster","W/WebsNs00","2","4","0","4","2.0","CHI",,,
"10528",":stat_player_game_return","202109190rav","1","9","0","9","9.0","202109190rav_3","Michael Burton","B/BurtMi00","0","0","0","0","","KAN",,,
"10531",":stat_player_game_return","202110030phi","1","44","0","44","44.0","202110030phi_3","Jalen Reagor","R/ReagJa00","0","0","0","0","","PHI",,,
"10533",":stat_player_game_return","202109260cle","4","39","0","115","28.8","202109260cle_2","Khalil Herbert","H/HerbKh00","0","0","0","0","","CHI",,,
"10535",":stat_player_game_return","202109190rav","1","25","0","25","25.0","202109190rav_4","Mike Hughes","H/HughMi00","0","0","0","0","","KAN",,,
"10540",":stat_player_game_return","202109260cle","0","0","0","0","","202109260cle_3","Demetric Felton","F/FeltDe00","7","24","0","103","14.7","CLE",,,
"10543",":stat_player_game_return","202109190rav","0","0","0","0","","202109190rav_5","Devin Duvernay","D/DuveDe00","1","16","0","16","16.0","BAL",,,
"10558",":stat_player_game_return","202110030nyj","0","0","0","0","","202110030nyj_1","Chester Rogers","R/RogeCh02","3","22","0","44","14.7","TEN",,,
"10566",":stat_player_game_return","202110030nyj","1","24","0","24","24.0","202110030nyj_2","Braxton Berrios","B/BerrBr00","2","18","0","32","16.0","NYJ",,,
"10569",":stat_player_game_return","202109190phi","0","0","0","0","","202109190phi_1","Brandon Aiyuk","A/AiyuBr00","1","13","0","13","13.0","SFO",,,
"10573",":stat_player_game_return","202110030nyj","3","26","0","57","19.0","202110030nyj_3","Ty Johnson","J/JohnTy02","0","0","0","0","","NYJ",,,
"10576",":stat_player_game_return","202109190phi","1","11","0","11","11.0","202109190phi_2","Trenton Cannon","C/CannTr00","0","0","0","0","","SFO",,,
"10585",":stat_player_game_return","202109190phi","0","0","0","0","","202109190phi_3","Jalen Reagor","R/ReagJa00","2","11","0","13","6.5","PHI",,,
"10596",":stat_player_game_return","202109190phi","1","20","0","20","20.0","202109190phi_4","Quez Watkins","W/WatkQu00","0","0","0","0","","PHI",,,
"11633",":stat_player_game_return","202109260min","1","21","0","21","21.0","202109260min_1","DeeJay Dallas","D/DallDe00","0","0","0","0","","SEA",,,
"11636",":stat_player_game_return","202110100rai","3","32","0","69","23.0","202110100rai_1","Jakeem Grant","G/GranJa00","2","21","0","38","19.0","CHI",,,
"11642",":stat_player_game_return","202109260min","0","0","0","0","","202109260min_2","Dede Westbrook","W/WestDe00","2","0","0","-1","-0.5","MIN",,,
"11645",":stat_player_game_return","202110100rai","0","0","0","0","","202110100rai_2","Hunter Renfrow","R/RenfHu00","1","9","0","9","9.0","LVR",,,
"11649",":stat_player_game_return","202109260min","2","24","0","40","20.0","202109260min_3","Ihmir Smith-Marsette","S/SmitIh00","0","0","0","0","","MIN",,,
"11650",":stat_player_game_return","202109300cin","1","27","0","27","27.0","202109300cin_1","Jamal Agnew","A/AgneJa00","0","0","0","0","","JAX",,,
"11655",":stat_player_game_return","202110100rai","2","20","0","35","17.5","202110100rai_3","Kenyan Drake","D/DrakKe00","0","0","0","0","","LVR",,,
"11656",":stat_player_game_return","202109190pit","0","0","0","0","","202109190pit_1","Hunter Renfrow","R/RenfHu00","2","16","0","26","13.0","LVR",,,
"11659",":stat_player_game_return","202109190pit","1","22","0","22","22.0","202109190pit_2","Henry Ruggs III","R/RuggHe00","0","0","0","0","","LVR",,,
"11666",":stat_player_game_return","202109300cin","2","24","0","43","21.5","202109300cin_2","Darius Phillips","P/PhilDa02","2","10","0","9","4.5","CIN",,,
"11669",":stat_player_game_return","202109190pit","4","28","0","92","23.0","202109190pit_3","Ray-Ray McCloud","M/McClRa00","2","15","0","21","10.5","PIT",,,
"11680",":stat_player_game_return","202110100jax","4","24","0","85","21.3","202110100jax_1","Jamal Agnew","A/AgneJa00","0","0","0","0","","JAX",,,
"11714",":stat_player_game_return","202109190car","5","39","0","156","31.2","202109190car_1","Deonte Harty","H/HarrDe07","0","0","0","0","","NOR",,,
"11717",":stat_player_game_return","202110100cin","0","0","0","0","","202110100cin_1","Amari Rodgers","R/RodgAm00","2","8","0","9","4.5","GNB",,,
"11723",":stat_player_game_return","202109190car","1","17","0","17","17.0","202109190car_2","Alex Armah","A/ArmaAl00","0","0","0","0","","NOR",,,
"11727",":stat_player_game_return","202110100cin","1","16","0","16","16.0","202110100cin_2","Kylin Hill","H/HillKy00","0","0","0","0","","GNB",,,
"11728",":stat_player_game_return","202110030min","0","0","0","0","","202110030min_1","Demetric Felton","F/FeltDe00","5","9","0","25","5.0","CLE",,,
"11730",":stat_player_game_return","202109190car","0","0","0","0","","202109190car_3","Alex Erickson","E/EricAl01","4","14","0","24","6.0","CAR",,,
"11733",":stat_player_game_return","202110030min","1","26","0","26","26.0","202110030min_2","Anthony Schwartz","S/SchwAn00","0","0","0","0","","CLE",,,
"11734",":stat_player_game_return","202110100cin","0","0","0","0","","202110100cin_3","Darius Phillips","P/PhilDa02","1","2","0","2","2.0","CIN",,,
"11741",":stat_player_game_return","202110030nor","1","15","0","15","15.0","202110030nor_1","C.J. Board","B/BoarC.00","1","26","0","26","26.0","NYG",,,
"11744",":stat_player_game_return","202110100cin","4","44","0","120","30.0","202110100cin_4","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"11745",":stat_player_game_return","202110030min","0","0","0","0","","202110030min_3","Dede Westbrook","W/WestDe00","2","11","0","11","5.5","MIN",,,
"11750",":stat_player_game_return","202110030nor","2","24","0","40","20.0","202110030nor_2","Deonte Harty","H/HarrDe07","1","9","0","9","9.0","NOR",,,
"11757",":stat_player_game_return","202110030min","1","26","0","26","26.0","202110030min_4","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"11800",":stat_player_game_return","202109260rai","1","15","0","15","15.0","202109260rai_1","Jakeem Grant","G/GranJa00","3","12","0","27","9.0","MIA",,,
"11812",":stat_player_game_return","202109260rai","0","0","0","0","","202109260rai_2","Hunter Renfrow","R/RenfHu00","2","7","0","9","4.5","LVR",,,
"11814",":stat_player_game_return","202109260rai","1","15","0","15","15.0","202109260rai_3","Henry Ruggs III","R/RuggHe00","0","0","0","0","","LVR",,,
"12813",":stat_player_game_return","202110140phi","0","0","0","0","","202110140phi_1","Jaydon Mickens","M/MickJa01","3","12","0","21","7.0","TAM",,,
"12820",":stat_player_game_return","202110140phi","0","0","0","0","","202110140phi_2","Jalen Reagor","R/ReagJa00","1","0","0","0","0.0","PHI",,,
"12884",":stat_player_game_return","202110070sea","3","25","0","61","20.3","202110070sea_1","Tutu Atwell","A/AtweTu00","1","11","0","11","11.0","LAR",,,
"12890",":stat_player_game_return","202110170chi","0","0","0","0","","202110170chi_1","Amari Rodgers","R/RodgAm00","2","16","0","16","8.0","GNB",,,
"12894",":stat_player_game_return","202110070sea","1","12","0","12","12.0","202110070sea_2","Cooper Kupp","K/KuppCo00","0","0","0","0","","LAR",,,
"12898",":stat_player_game_return","202110170chi","1","23","0","23","23.0","202110170chi_2","Kylin Hill","H/HillKy00","0","0","0","0","","GNB",,,
"12904",":stat_player_game_return","202110070sea","0","0","0","0","","202110070sea_3","Freddie Swain","S/SwaiFr00","1","13","0","13","13.0","SEA",,,
"12910",":stat_player_game_return","202110170chi","3","30","0","83","27.7","202110170chi_3","Jakeem Grant","G/GranJa00","2","11","0","11","5.5","CHI",,,
"12912",":stat_player_game_return","202110070sea","2","24","0","46","23.0","202110070sea_4","DeeJay Dallas","D/DallDe00","0","0","0","0","","SEA",,,
"12918",":stat_player_game_return","202110170chi","1","27","0","27","27.0","202110170chi_4","Artavis Pierce","P/PierAr00","0","0","0","0","","CHI",,,
"12919",":stat_player_game_return","202110030mia","0","0","0","0","","202110030mia_1","Nyheim Hines","H/HineNy00","2","0","0","-1","-0.5","IND",,,
"12927",":stat_player_game_return","202110030mia","2","23","0","44","22.0","202110030mia_2","Isaiah Rodgers","R/RodgIs00","0","0","0","0","","IND",,,
"12928",":stat_player_game_return","202109260nwe","1","16","0","16","16.0","202109260nwe_1","Deonte Harty","H/HarrDe07","1","25","0","25","25.0","NOR",,,
"12930",":stat_player_game_return","202110100htx","3","26","0","65","21.7","202110100htx_1","Gunner Olszewski","O/OlszGu00","1","13","0","13","13.0","NWE",,,
"12932",":stat_player_game_return","202110240rav","0","0","0","0","","202110240rav_1","Darius Phillips","P/PhilDa02","3","13","0","20","6.7","CIN",,,
"12933",":stat_player_game_return","202110100dal","2","33","0","54","27.0","202110100dal_1","C.J. Board","B/BoarC.00","1","7","0","7","7.0","NYG",,,
"12936",":stat_player_game_return","202110030mia","0","0","0","0","","202110030mia_3","Jakeem Grant","G/GranJa00","3","14","0","13","4.3","MIA",,,
"12938",":stat_player_game_return","202109260nwe","0","0","0","0","","202109260nwe_2","Gunner Olszewski","O/OlszGu00","3","18","0","30","10.0","NWE",,,
"12939",":stat_player_game_return","202110100htx","3","24","0","70","23.3","202110100htx_2","Andre Roberts","R/RobeAn00","1","11","0","11","11.0","HOU",,,
"12940",":stat_player_game_return","202110170was","0","0","0","0","","202110170was_1","Mecole Hardman","H/HardMe00","2","31","0","56","28.0","KAN",,,
"12941",":stat_player_game_return","202110240rav","2","24","0","45","22.5","202110240rav_2","Devin Duvernay","D/DuveDe00","2","21","0","37","18.5","BAL",,,
"12942",":stat_player_game_return","202110100dal","0","0","0","0","","202110100dal_2","CeeDee Lamb","L/LambCe00","1","17","0","17","17.0","DAL",,,
"12947",":stat_player_game_return","202110170was","1","23","0","23","23.0","202110170was_2","Byron Pringle","P/PrinBy00","0","0","0","0","","KAN",,,
"12956",":stat_player_game_return","202110170was","3","23","0","57","19.0","202110170was_3","DeAndre Carter","C/CartDe02","0","0","0","0","","WAS",,,
"12984",":stat_player_game_return","202110170det","0","0","0","0","","202110170det_1","Trenton Irwin","I/IrwiTr00","2","15","0","26","13.0","CIN",,,
"12992",":stat_player_game_return","202110170det","0","0","0","0","","202110170det_2","Darius Phillips","P/PhilDa02","1","0","0","0","0.0","CIN",,,
"13000",":stat_player_game_return","202110170det","1","2","0","2","2.0","202110170det_3","Germaine Pratt","P/PratGe00","0","0","0","0","","CIN",,,
"13009",":stat_player_game_return","202110170det","0","0","0","0","","202110170det_4","Kalif Raymond","R/RaymKa00","3","14","0","25","8.3","DET",,,
"13015",":stat_player_game_return","202110170det","4","28","0","89","22.3","202110170det_5","Tom Kennedy","K/KennTo01","0","0","0","0","","DET",,,
"14095",":stat_player_game_return","202110100tam","0","0","0","0","","202110100tam_1","Jaydon Mickens","M/MickJa01","1","0","0","0","0.0","TAM",,,
"14117",":stat_player_game_return","202110280crd","0","0","0","0","","202110280crd_1","Amari Rodgers","R/RodgAm00","2","7","0","12","6.0","GNB",,,
"14125",":stat_player_game_return","202110280crd","1","13","0","13","13.0","202110280crd_2","Kylin Hill","H/HillKy00","0","0","0","0","","GNB",,,
"14127",":stat_player_game_return","202110170jax","2","20","0","38","19.0","202110170jax_1","Jaylen Waddle","W/WaddJa00","0","0","0","0","","MIA",,,
"14133",":stat_player_game_return","202110280crd","2","28","0","48","24.0","202110280crd_3","Rondale Moore","M/MoorRo02","3","14","0","14","4.7","ARI",,,
"14136",":stat_player_game_return","202110170jax","3","23","0","55","18.3","202110170jax_2","Jamal Agnew","A/AgneJa00","0","0","0","0","","JAX",,,
"14137",":stat_player_game_return","202110170car","0","0","0","0","","202110170car_1","Dede Westbrook","W/WestDe00","3","7","0","7","2.3","MIN",,,
"14142",":stat_player_game_return","202110280crd","1","12","0","12","12.0","202110280crd_4","Demetrius Harris","H/HarrDe03","0","0","0","0","","ARI",,,
"14144",":stat_player_game_return","202110170car","2","45","0","68","34.0","202110170car_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"14151",":stat_player_game_return","202110170car","0","0","0","0","","202110170car_3","Alex Erickson","E/EricAl01","2","4","0","5","2.5","CAR",,,
"14155",":stat_player_game_return","202110170nwe","0","0","0","0","","202110170nwe_1","Cedrick Wilson Jr.","W/WilsCe01","2","0","0","-1","-0.5","DAL",,,
"14160",":stat_player_game_return","202110170car","1","24","0","24","24.0","202110170car_4","Shi Smith","S/SmitSh03","0","0","0","0","","CAR",,,
"14165",":stat_player_game_return","202110170nwe","3","27","0","74","24.7","202110170nwe_2","Tony Pollard","P/PollTo00","0","0","0","0","","DAL",,,
"14167",":stat_player_game_return","202110110rav","0","0","0","0","","202110110rav_1","Nyheim Hines","H/HineNy00","3","13","0","30","10.0","IND",,,
"14169",":stat_player_game_return","202110310sea","4","20","0","68","17.0","202110310sea_1","Jamal Agnew","A/AgneJa00","2","13","0","17","8.5","JAX",,,
"14176",":stat_player_game_return","202110110rav","2","26","0","46","23.0","202110110rav_2","Ashton Dulin","D/DuliAs00","0","0","0","0","","IND",,,
"14177",":stat_player_game_return","202110170nwe","2","24","0","47","23.5","202110170nwe_3","Gunner Olszewski","O/OlszGu00","1","23","0","23","23.0","NWE",,,
"14179",":stat_player_game_return","202110310sea","1","13","0","13","13.0","202110310sea_2","Dan Arnold","A/ArnoDa00","0","0","0","0","","JAX",,,
"14185",":stat_player_game_return","202110110rav","5","27","0","111","22.2","202110110rav_3","Devin Duvernay","D/DuveDe00","1","0","0","0","0.0","BAL",,,
"14186",":stat_player_game_return","202110310sea","0","0","0","0","","202110310sea_3","Freddie Swain","S/SwaiFr00","1","20","0","20","20.0","SEA",,,
"14193",":stat_player_game_return","202110310sea","1","21","0","21","21.0","202110310sea_4","DeeJay Dallas","D/DallDe00","0","0","0","0","","SEA",,,
"14195",":stat_player_game_return","202110310nyj","1","18","0","18","18.0","202110310nyj_1","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"14200",":stat_player_game_return","202110310sea","1","44","1","44","44.0","202110310sea_5","Travis Homer","H/HomeTr00","0","0","0","0","","SEA",,,
"14203",":stat_player_game_return","202110310nyj","2","35","0","59","29.5","202110310nyj_2","Braxton Berrios","B/BerrBr00","1","16","0","16","16.0","NYJ",,,
"14256",":stat_player_game_return","202110030buf","4","18","0","67","16.8","202110030buf_1","Andre Roberts","R/RobeAn00","1","6","0","6","6.0","HOU",,,
"14265",":stat_player_game_return","202110030buf","1","20","0","20","20.0","202110030buf_2","Isaiah McKenzie","M/McKeIs00","4","12","0","24","6.0","BUF",,,
"14266",":stat_player_game_return","202110170nyg","2","19","0","26","13.0","202110170nyg_1","Tutu Atwell","A/AtweTu00","2","17","0","28","14.0","LAR",,,
"14274",":stat_player_game_return","202110170nyg","0","0","0","0","","202110170nyg_2","Cooper Kupp","K/KuppCo00","1","8","0","8","8.0","LAR",,,
"14281",":stat_player_game_return","202110170nyg","1","18","0","18","18.0","202110170nyg_3","Jake Funk","F/FunkJa00","0","0","0","0","","LAR",,,
"14290",":stat_player_game_return","202110170nyg","4","37","0","112","28.0","202110170nyg_4","C.J. Board","B/BoarC.00","0","0","0","0","","NYG",,,
"14298",":stat_player_game_return","202110170nyg","2","22","0","33","16.5","202110170nyg_5","Darnay Holmes","H/HolmDa01","0","0","0","0","","NYG",,,
"15360",":stat_player_game_return","202109260den","1","21","0","21","21.0","202109260den_1","Braxton Berrios","B/BerrBr00","0","0","0","0","","NYJ",,,
"15367",":stat_player_game_return","202109260den","0","0","0","0","","202109260den_2","Diontae Spencer","S/SpenDi00","2","11","0","16","8.0","DEN",,,
"15387",":stat_player_game_return","202110100was","0","0","0","0","","202110100was_1","Alvin Kamara","K/KamaAl00","3","14","0","29","9.7","NOR",,,
"15395",":stat_player_game_return","202110100sdg","0","0","0","0","","202110100sdg_1","Demetric Felton","F/FeltDe00","2","9","0","17","8.5","CLE",,,
"15396",":stat_player_game_return","202110100was","1","27","0","27","27.0","202110100was_2","Deonte Harty","H/HarrDe07","0","0","0","0","","NOR",,,
"15403",":stat_player_game_return","202110100sdg","5","30","0","109","21.8","202110100sdg_2","Anthony Schwartz","S/SchwAn00","0","0","0","0","","CLE",,,
"15405",":stat_player_game_return","202110100was","2","26","0","48","24.0","202110100was_3","DeAndre Carter","C/CartDe02","1","10","0","10","10.0","WAS",,,
"15422",":stat_player_game_return","202110100sdg","0","0","0","0","","202110100sdg_3","K.J. Hill","H/HillKJ00","1","12","0","12","12.0","LAC",,,
"15431",":stat_player_game_return","202110100sdg","3","16","0","45","15.0","202110100sdg_4","Larry Rountree","R/RounLa00","0","0","0","0","","LAC",,,
"15437",":stat_player_game_return","202110310buf","0","0","0","0","","202110310buf_1","Jevon Holland","H/HollJe02","3","8","0","12","4.0","MIA",,,
"15438",":stat_player_game_return","202109270dal","0","0","0","0","","202109270dal_1","Jalen Reagor","R/ReagJa00","3","5","0","-2","-0.7","PHI",,,
"15440",":stat_player_game_return","202111070kan","1","3","0","3","3.0","202111070kan_1","Amari Rodgers","R/RodgAm00","2","15","0","15","7.5","GNB",,,
"15442",":stat_player_game_return","202110100sdg","1","13","0","13","13.0","202110100sdg_5","Nasir Adderley","A/AddeNa00","0","0","0","0","","LAC",,,
"15446",":stat_player_game_return","202110310buf","2","18","0","25","12.5","202110310buf_2","Jaylen Waddle","W/WaddJa00","0","0","0","0","","MIA",,,
"15447",":stat_player_game_return","202109270dal","0","0","0","0","","202109270dal_2","CeeDee Lamb","L/LambCe00","1","8","0","8","8.0","DAL",,,
"15450",":stat_player_game_return","202110310htx","0","0","0","0","","202110310htx_1","Tutu Atwell","A/AtweTu00","3","2","0","2","0.7","LAR",,,
"15451",":stat_player_game_return","202111070kan","2","26","0","45","22.5","202111070kan_2","Malik Taylor","T/TaylMa01","1","0","0","0","0.0","GNB",,,
"15454",":stat_player_game_return","202111210rai","2","32","0","57","28.5","202111210rai_1","Darius Phillips","P/PhilDa02","2","10","0","10","5.0","CIN",,,
"15456",":stat_player_game_return","202110310htx","1","8","0","8","8.0","202110310htx_2","Cooper Kupp","K/KuppCo00","0","0","0","0","","LAR",,,
"15458",":stat_player_game_return","202109270dal","0","0","0","0","","202109270dal_3","Cedrick Wilson Jr.","W/WilsCe01","1","5","0","5","5.0","DAL",,,
"15459",":stat_player_game_return","202110310buf","2","19","0","37","18.5","202110310buf_3","Isaiah McKenzie","M/McKeIs00","2","16","0","25","12.5","BUF",,,
"15460",":stat_player_game_return","202111070kan","1","12","0","12","12.0","202111070kan_3","Mecole Hardman","H/HardMe00","2","3","0","3","1.5","KAN",,,
"15461",":stat_player_game_return","202111210rai","0","0","0","0","","202111210rai_2","Hunter Renfrow","R/RenfHu00","2","12","0","23","11.5","LVR",,,
"15467",":stat_player_game_return","202110310htx","1","44","0","44","44.0","202110310htx_3","Tremon Smith","S/SmitTr04","1","1","0","1","1.0","HOU",,,
"15468",":stat_player_game_return","202111210rai","3","24","0","51","17.0","202111210rai_3","Kenyan Drake","D/DrakKe00","0","0","0","0","","LVR",,,
"15496",":stat_player_game_return","202110170rav","3","18","0","50","16.7","202110170rav_1","K.J. Hill","H/HillKJ00","0","0","0","0","","LAC",,,
"15498",":stat_player_game_return","202110240sfo","0","0","0","0","","202110240sfo_1","Nyheim Hines","H/HineNy00","1","5","0","5","5.0","IND",,,
"15505",":stat_player_game_return","202110240sfo","1","14","0","14","14.0","202110240sfo_2","Zach Pascal","P/PascZa00","0","0","0","0","","IND",,,
"15509",":stat_player_game_return","202110170rav","2","22","0","32","16.0","202110170rav_2","Jalen Guyton","G/GuytJa01","0","0","0","0","","LAC",,,
"15513",":stat_player_game_return","202110240sfo","0","0","0","0","","202110240sfo_3","Brandon Aiyuk","A/AiyuBr00","2","8","0","8","4.0","SFO",,,
"15516",":stat_player_game_return","202110170rav","2","47","0","70","35.0","202110170rav_3","Devin Duvernay","D/DuveDe00","3","17","0","44","14.7","BAL",,,
"15523",":stat_player_game_return","202110240sfo","0","0","0","0","","202110240sfo_4","Mohamed Sanu","S/SanuMo00","1","13","0","13","13.0","SFO",,,
"15529",":stat_player_game_return","202110240sfo","3","27","0","59","19.7","202110240sfo_5","Trenton Cannon","C/CannTr00","0","0","0","0","","SFO",,,
"15538",":stat_player_game_return","202110240sfo","2","33","0","60","30.0","202110240sfo_6","Deebo Samuel","S/SamuDe00","0","0","0","0","","SFO",,,
"16534",":stat_player_game_return","202111150sfo","4","26","0","76","19.0","202111150sfo_1","J.J. Koski","K/KoskJJ00","0","0","0","0","","LAR",,,
