"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","_start","_end","_type"
"2984",":stat_player_game_kick","5","4","202109260det","202109260det_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","1","1",,,
"2985",":stat_player_game_kick","2","1","202109260jax","202109260jax_1","Matt Prater","P/PratMa20","0","0","0","","ARI","4","4",,,
"2987",":stat_player_game_kick","","","202109230htx","202109230htx_2","Joseph Charlton","C/CharJo01","3","42","111","37.0","CAR","","",,,
"2996",":stat_player_game_kick","1","1","202110100kan","202110100kan_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","5","5",,,
"3007",":stat_player_game_kick","2","2","202112050pit","202112050pit_3","Chris Boswell","B/BoswCh00","0","0","0","","PIT","1","",,,
"3010",":stat_player_game_kick","2","2","202111070nor","202111070nor_3","Brian Johnson","J/JohnBr05","0","0","0","","NOR","1","1",,,
"3011",":stat_player_game_kick","","","202110100kan","202110100kan_2","Matt Haack","H/HaacMa00","4","48","160","40.0","BUF","","",,,
"3012",":stat_player_game_kick","","","202109260jax","202109260jax_2","Andy Lee","L/LeexAn20","5","59","253","50.6","ARI","","",,,
"3018",":stat_player_game_kick","2","2","202112050chi","202112050chi_1","Matt Prater","P/PratMa20","0","0","0","","ARI","3","3",,,
"3022",":stat_player_game_kick","","","202109260det","202109260det_2","Sam Koch","K/KochSa20","3","54","137","45.7","BAL","","",,,
"3024",":stat_player_game_kick","1","1","202109230htx","202109230htx_3","Joey Slye","S/SlyeJo00","0","0","0","","HOU","1","",,,
"3025",":stat_player_game_kick","","","202112050chi","202112050chi_2","Andy Lee","L/LeexAn20","2","58","99","49.5","ARI","","",,,
"3026",":stat_player_game_kick","2","2","202110100kan","202110100kan_3","Harrison Butker","B/ButkHa00","0","0","0","","KAN","2","2",,,
"3032",":stat_player_game_kick","","","202111070nor","202111070nor_4","Blake Gillikin","G/GillBl00","3","45","122","40.7","NOR","","",,,
"3034",":stat_player_game_kick","1","1","202111070sfo","202111070sfo_1","Matt Prater","P/PratMa20","0","0","0","","ARI","4","4",,,
"3040",":stat_player_game_kick","","","202109230htx","202109230htx_4","Cameron Johnston","J/JohnCa02","6","53","267","44.5","HOU","","",,,
"3041",":stat_player_game_kick","","","202112050pit","202112050pit_4","Pressley Harvin III","H/HarvPr00","5","64","217","43.4","PIT","","",,,
"3048",":stat_player_game_kick","","","202111070sfo","202111070sfo_2","Andy Lee","L/LeexAn20","4","53","207","51.8","ARI","","",,,
"3051",":stat_player_game_kick","1","1","202109260det","202109260det_3","Ryan Santoso","S/SantRy00","0","0","0","","DET","2","2",,,
"3052",":stat_player_game_kick","","","202110100kan","202110100kan_4","Tommy Townsend","T/TownTo01","2","46","88","44.0","KAN","","",,,
"3059",":stat_player_game_kick","3","3","202111210chi","202111210chi_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","1","1",,,
"3062",":stat_player_game_kick","","","202109260det","202109260det_4","Jack Fox","F/FoxxJa01","6","59","273","45.5","DET","","",,,
"3068",":stat_player_game_kick","","","202109260jax","202109260jax_3","Josh Lambo","L/LambJo00","0","0","0","","JAX","3","1",,,
"3074",":stat_player_game_kick","2","1","202109120oti","202109120oti_1","Matt Prater","P/PratMa20","0","0","0","","ARI","5","5",,,
"3078",":stat_player_game_kick","","","202112050chi","202112050chi_3","Cairo Santos","S/SantCa01","0","0","0","","CHI","2","2",,,
"3083",":stat_player_game_kick","","","202109260jax","202109260jax_4","Logan Cooke","C/CookLo00","6","56","289","48.2","JAX","","",,,
"3084",":stat_player_game_kick","1","1","202109260nyg","202109260nyg_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","2","2",,,
"3085",":stat_player_game_kick","","","202111210chi","202111210chi_2","Sam Koch","K/KochSa20","6","57","260","43.3","BAL","","",,,
"3086",":stat_player_game_kick","","","202112050chi","202112050chi_4","Pat O'Donnell","O/ODonPa00","2","53","91","45.5","CHI","","",,,
"3089",":stat_player_game_kick","","","202109120oti","202109120oti_2","Andy Lee","L/LeexAn20","3","58","144","48.0","ARI","","",,,
"3104",":stat_player_game_kick","","","202109260nyg","202109260nyg_2","Cameron Nizialek","N/NiziCa00","6","58","284","47.3","ATL","","",,,
"3105",":stat_player_game_kick","1","","202109120oti","202109120oti_3","Michael Badgley","B/BadgMi00","0","0","0","","TEN","2","1",,,
"3108",":stat_player_game_kick","1","1","202111070sfo","202111070sfo_3","Robbie Gould","G/gouldrob01","0","0","0","","SFO","2","2",,,
"3109",":stat_player_game_kick","","","202111280jax","202111280jax_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","3","3",,,
"3113",":stat_player_game_kick","2","1","202111110mia","202111110mia_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","1","1",,,
"3117",":stat_player_game_kick","1","","202111210chi","202111210chi_3","Cairo Santos","S/SantCa01","0","0","0","","CHI","1","1",,,
"3128",":stat_player_game_kick","","","202111070jax","202111070jax_1","Matt Haack","H/HaacMa00","3","59","148","49.3","BUF","","",,,
"3129",":stat_player_game_kick","","","202109120oti","202109120oti_4","Brett Kern","K/KernBr20","3","59","151","50.3","TEN","","",,,
"3130",":stat_player_game_kick","","","202111070sfo","202111070sfo_4","Mitch Wishnowsky","W/WishMi00","4","57","163","40.8","SFO","","",,,
"3131",":stat_player_game_kick","","","202109260nyg","202109260nyg_3","Riley Dixon","D/DixoRi00","5","55","229","45.8","NYG","","",,,
"3133",":stat_player_game_kick","3","3","202110170cle","202110170cle_1","Matt Prater","P/PratMa20","0","0","0","","ARI","4","4",,,
"3134",":stat_player_game_kick","","","202111280jax","202111280jax_2","Thomas Morstead","M/MorsTh00","5","55","224","44.8","ATL","","",,,
"3135",":stat_player_game_kick","","","202111210chi","202111210chi_4","Pat O'Donnell","O/ODonPa00","5","53","205","41.0","CHI","","",,,
"3141",":stat_player_game_kick","","","202111280jax","202111280jax_3","Logan Cooke","C/CookLo00","3","44","130","43.3","JAX","","",,,
"3144",":stat_player_game_kick","","","202111110mia","202111110mia_2","Sam Koch","K/KochSa20","8","53","321","40.1","BAL","","",,,
"3150",":stat_player_game_kick","2","2","202111070jax","202111070jax_2","Tyler Bass","B/BassTy00","0","0","0","","BUF","","",,,
"3155",":stat_player_game_kick","","","202110170cle","202110170cle_2","Andy Lee","L/LeexAn20","2","57","101","50.5","ARI","","",,,
"3162",":stat_player_game_kick","3","3","202111110mia","202111110mia_3","Jason Sanders","S/SandJa00","0","0","0","","MIA","1","1",,,
"3167",":stat_player_game_kick","2","2","202109260nyg","202109260nyg_4","Graham Gano","G/GanoGr44","0","0","0","","NYG","","",,,
"3175",":stat_player_game_kick","","","202110170cle","202110170cle_3","Chase McLaughlin","M/McLaCh00","0","0","0","","CLE","2","2",,,
"3177",":stat_player_game_kick","","","202111110mia","202111110mia_4","Michael Palardy","P/PalaMi00","8","52","348","43.5","MIA","","",,,
"3178",":stat_player_game_kick","2","2","202111280jax","202111280jax_4","Matthew Wright","W/WrigMa00","0","0","0","","JAX","","",,,
"3179",":stat_player_game_kick","3","3","202110030den","202110030den_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","2","2",,,
"3196",":stat_player_game_kick","","","202110030den","202110030den_2","Sam Koch","K/KochSa20","7","57","335","47.9","BAL","","",,,
"3206",":stat_player_game_kick","","","202111070jax","202111070jax_3","Logan Cooke","C/CookLo00","4","53","180","45.0","JAX","","",,,
"3211",":stat_player_game_kick","","","202110170cle","202110170cle_4","Jamie Gillan","G/GillJa00","2","54","106","53.0","CLE","","",,,
"3219",":stat_player_game_kick","1","1","202109190tam","202109190tam_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","2","2",,,
"3221",":stat_player_game_kick","3","3","202112120car","202112120car_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","2","2",,,
"3232",":stat_player_game_kick","3","3","202110240mia","202110240mia_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","3","3",,,
"3234",":stat_player_game_kick","4","3","202111070jax","202111070jax_4","Matthew Wright","W/WrigMa00","0","0","0","","JAX","","",,,
"3237",":stat_player_game_kick","","","202112120car","202112120car_2","Thomas Morstead","M/MorsTh00","2","64","110","55.0","ATL","","",,,
"3239",":stat_player_game_kick","","","202110030den","202110030den_3","Brandon McManus","M/McMaBr01","0","0","0","","DEN","1","1",,,
"3240",":stat_player_game_kick","3","3","202110180oti","202110180oti_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","2","2",,,
"3242",":stat_player_game_kick","","","202109190tam","202109190tam_2","Cameron Nizialek","N/NiziCa00","4","54","157","39.3","ATL","","",,,
"3243",":stat_player_game_kick","4","4","202110310atl","202110310atl_1","Zane Gonzalez","G/GonzZa00","0","0","0","","CAR","1","1",,,
"3246",":stat_player_game_kick","","","202110180oti","202110180oti_2","Matt Haack","H/HaacMa00","2","53","93","46.5","BUF","","",,,
"3249",":stat_player_game_kick","","","202110240mia","202110240mia_2","Dustin Colquitt","C/ColqDu20","3","50","126","42.0","ATL","","",,,
"3253",":stat_player_game_kick","","","202112120car","202112120car_3","Zane Gonzalez","G/GonzZa00","0","0","0","","CAR","3","3",,,
"3255",":stat_player_game_kick","","","202110240nyg","202110240nyg_1","Ryan Winslow","W/WinsRy00","7","46","258","36.9","CAR","","",,,
"3256",":stat_player_game_kick","","","202109190tam","202109190tam_3","Ryan Succop","S/SuccRy44","0","0","0","","TAM","7","6",,,
"3259",":stat_player_game_kick","","","202110310atl","202110310atl_2","Lac Edwards","E/EdwaLa01","4","49","175","43.8","CAR","","",,,
"3261",":stat_player_game_kick","","","202109190tam","202109190tam_4","Bradley Pinion","P/PiniBr00","4","57","189","47.3","TAM","","",,,
"3263",":stat_player_game_kick","2","2","202110180oti","202110180oti_3","Randy Bullock","B/BullRa00","0","0","0","","TEN","4","4",,,
"3266",":stat_player_game_kick","1","","202110240mia","202110240mia_3","Jason Sanders","S/SandJa00","0","0","0","","MIA","4","4",,,
"3269",":stat_player_game_kick","1","1","202110240nyg","202110240nyg_2","Zane Gonzalez","G/GonzZa00","0","0","0","","CAR","","",,,
"3270",":stat_player_game_kick","","","202112120car","202112120car_4","Lac Edwards","E/EdwaLa01","2","54","87","43.5","CAR","","",,,
"3271",":stat_player_game_kick","1","","202109190mia","202109190mia_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","5","5",,,
"3280",":stat_player_game_kick","3","2","202110310atl","202110310atl_3","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","1","1",,,
"3281",":stat_player_game_kick","","","202110030den","202110030den_4","Sam Martin","M/MartSa01","10","68","491","49.1","DEN","","",,,
"3285",":stat_player_game_kick","1","1","202111250nor","202111250nor_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","4","4",,,
"3288",":stat_player_game_kick","3","3","202110240nyg","202110240nyg_3","Graham Gano","G/GanoGr44","0","0","0","","NYG","2","2",,,
"3289",":stat_player_game_kick","","","202110180oti","202110180oti_4","Johnny Townsend","T/TownJo01","2","63","107","53.5","TEN","","",,,
"3292",":stat_player_game_kick","","","202109190mia","202109190mia_2","Matt Haack","H/HaacMa00","4","54","184","46.0","BUF","","",,,
"3293",":stat_player_game_kick","","","202110240mia","202110240mia_4","Michael Palardy","P/PalaMi00","3","58","154","51.3","MIA","","",,,
"3302",":stat_player_game_kick","","","202110310atl","202110310atl_4","Dustin Colquitt","C/ColqDu20","4","55","190","47.5","ATL","","",,,
"3308",":stat_player_game_kick","","","202110240nyg","202110240nyg_4","Riley Dixon","D/DixoRi00","5","51","229","45.8","NYG","","",,,
"3319",":stat_player_game_kick","","","202109190mia","202109190mia_3","Michael Palardy","P/PalaMi00","5","61","222","44.4","MIA","","",,,
"3339",":stat_player_game_kick","","","202111250nor","202111250nor_2","Matt Haack","H/HaacMa00","3","48","127","42.3","BUF","","",,,
"3350",":stat_player_game_kick","","","202111250nor","202111250nor_3","Blake Gillikin","G/GillBl00","5","53","235","47.0","NOR","","",,,
"3379",":stat_player_game_kick","3","1","202111210sea","202111210sea_1","Matt Prater","P/PratMa20","0","0","0","","ARI","3","2",,,
"3384",":stat_player_game_kick","","","202111210sea","202111210sea_2","Andy Lee","L/LeexAn20","4","48","165","41.3","ARI","","",,,
"3396",":stat_player_game_kick","2","2","202111210sea","202111210sea_3","Jason Myers","M/MyerJa00","0","0","0","","SEA","1","1",,,
"3408",":stat_player_game_kick","","","202111210sea","202111210sea_4","Michael Dickson","D/DickMi00","5","60","257","51.4","SEA","","",,,
"3417",":stat_player_game_kick","","","202111140dal","202111140dal_1","Dustin Colquitt","C/ColqDu20","4","66","231","57.8","ATL","","",,,
"3437",":stat_player_game_kick","1","1","202111140dal","202111140dal_2","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","","",,,
"3453",":stat_player_game_kick","","","202111140dal","202111140dal_3","Lirim Hajrullahu","H/HajrLi00","0","0","0","","DAL","5","5",,,
"3473",":stat_player_game_kick","1","1","202111140nyj","202111140nyj_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","6","6",,,
"3484",":stat_player_game_kick","","","202111140dal","202111140dal_4","Bryan Anger","A/AngeBr00","4","60","190","47.5","DAL","","",,,
"3499",":stat_player_game_kick","","","202111140nyj","202111140nyj_2","Matt Haack","H/HaacMa00","2","41","78","39.0","BUF","","",,,
"3523",":stat_player_game_kick","1","1","202111140nyj","202111140nyj_3","Matt Ammendola","A/AmmeMa00","0","0","0","","NYJ","2","2",,,
"3543",":stat_player_game_kick","","","202111140nyj","202111140nyj_4","Braden Mann","M/MannBr01","3","46","135","45.0","NYJ","","",,,
"5510",":stat_player_game_kick","2","2","202112120tam","202112120tam_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","3","3",,,
"5517",":stat_player_game_kick","","","202112120tam","202112120tam_2","Matt Haack","H/HaacMa00","6","63","286","47.7","BUF","","",,,
"5525",":stat_player_game_kick","2","2","202112120tam","202112120tam_3","Ryan Succop","S/SuccRy44","0","0","0","","TAM","3","3",,,
"5531",":stat_player_game_kick","","","202201170ram","202201170ram_1","Andy Lee","L/LeexAn20","5","54","241","48.2","ARI","","",,,
"5534",":stat_player_game_kick","","","202112120tam","202112120tam_4","Bradley Pinion","P/PiniBr00","5","55","196","39.2","TAM","","",,,
"5547",":stat_player_game_kick","1","1","202201170ram","202201170ram_2","Matt Prater","P/PratMa20","0","0","0","","ARI","","",,,
"5554",":stat_player_game_kick","2","2","202201170ram","202201170ram_3","Matt Gay","G/GayxMa00","0","0","0","","LAR","4","4",,,
"5558",":stat_player_game_kick","","","202201170ram","202201170ram_4","Johnny Hekker","H/HekkJo00","5","45","198","39.6","LAR","","",,,
"5559",":stat_player_game_kick","2","2","202201020buf","202201020buf_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","1","1",,,
"5566",":stat_player_game_kick","","","202201020buf","202201020buf_2","Thomas Morstead","M/MorsTh00","4","48","159","39.8","ATL","","",,,
"5567",":stat_player_game_kick","4","4","202201020dal","202201020dal_1","Matt Prater","P/PratMa20","0","0","0","","ARI","1","1",,,
"5570",":stat_player_game_kick","3","3","202112120cle","202112120cle_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","1","1",,,
"5574",":stat_player_game_kick","","","202201020buf","202201020buf_3","Tyler Bass","B/BassTy00","0","0","0","","BUF","3","3",,,
"5577",":stat_player_game_kick","","","202112120cle","202112120cle_2","Sam Koch","K/KochSa20","5","60","228","45.6","BAL","","",,,
"5579",":stat_player_game_kick","","","202201020dal","202201020dal_2","Andy Lee","L/LeexAn20","3","47","121","40.3","ARI","","",,,
"5582",":stat_player_game_kick","","","202112190det","202112190det_1","Andy Lee","L/LeexAn20","3","49","132","44.0","ARI","","",,,
"5583",":stat_player_game_kick","2","1","202112120cle","202112120cle_3","Chase McLaughlin","M/McLaCh00","0","0","0","","CLE","3","3",,,
"5588",":stat_player_game_kick","1","","202201020dal","202201020dal_3","Greg Zuerlein","Z/ZuerGr00","0","0","0","","DAL","2","2",,,
"5589",":stat_player_game_kick","","","202112120cle","202112120cle_4","Dustin Colquitt","C/ColqDu20","5","43","196","39.2","CLE","","",,,
"5590",":stat_player_game_kick","2","2","202112190det","202112190det_2","Matt Prater","P/PratMa20","0","0","0","","ARI","","",,,
"5591",":stat_player_game_kick","","","202201020dal","202201020dal_4","Bryan Anger","A/AngeBr00","4","57","195","48.8","DAL","","",,,
"5597",":stat_player_game_kick","3","3","202112190det","202112190det_3","Riley Patterson","P/PattRi01","0","0","0","","DET","3","3",,,
"5600",":stat_player_game_kick","2","2","202112190sfo","202112190sfo_1","Younghoe Koo","K/KooxYo00","0","0","0","","ATL","1","1",,,
"5604",":stat_player_game_kick","","","202112190det","202112190det_4","Jack Fox","F/FoxxJa01","3","55","133","44.3","DET","","",,,
"5606",":stat_player_game_kick","","","202112190sfo","202112190sfo_2","Thomas Morstead","M/MorsTh00","2","53","99","49.5","ATL","","",,,
"5609",":stat_player_game_kick","","","202112260cin","202112260cin_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","3","3",,,
"5616",":stat_player_game_kick","1","1","202112190sfo","202112190sfo_3","Robbie Gould","G/gouldrob01","0","0","0","","SFO","4","4",,,
"5617",":stat_player_game_kick","","","202112260cin","202112260cin_2","Sam Koch","K/KochSa20","3","47","133","44.3","BAL","","",,,
"5622",":stat_player_game_kick","3","2","202112260cin","202112260cin_3","Evan McPherson","M/McPhEv00","0","0","0","","CIN","5","5",,,
"5624",":stat_player_game_kick","","","202112190sfo","202112190sfo_4","Mitch Wishnowsky","W/WishMi00","4","60","196","49.0","SFO","","",,,
"5739",":stat_player_game_kick","1","1","202111280mia","202111280mia_1","Zane Gonzalez","G/GonzZa00","0","0","0","","CAR","1","1",,,
"5748",":stat_player_game_kick","","","202111280mia","202111280mia_2","Lac Edwards","E/EdwaLa01","5","58","261","52.2","CAR","","",,,
"5755",":stat_player_game_kick","2","2","202111280mia","202111280mia_3","Jason Sanders","S/SandJa00","0","0","0","","MIA","4","3",,,
"5759",":stat_player_game_kick","4","4","202111140crd","202111140crd_1","Zane Gonzalez","G/GonzZa00","0","0","0","","CAR","2","2",,,
"5763",":stat_player_game_kick","","","202111280mia","202111280mia_4","Michael Palardy","P/PalaMi00","4","46","162","40.5","MIA","","",,,
"5767",":stat_player_game_kick","","","202111140crd","202111140crd_2","Lac Edwards","E/EdwaLa01","3","55","153","51.0","CAR","","",,,
"5775",":stat_player_game_kick","1","1","202111140crd","202111140crd_3","Matt Prater","P/PratMa20","0","0","0","","ARI","1","1",,,
"5781",":stat_player_game_kick","","","202111140crd","202111140crd_4","Andy Lee","L/LeexAn20","4","51","194","48.5","ARI","","",,,
"6747",":stat_player_game_kick","2","1","202201020nor","202201020nor_1","Lirim Hajrullahu","H/HajrLi00","0","0","0","","CAR","1","1",,,
"6753",":stat_player_game_kick","","","202201020nor","202201020nor_2","Lac Edwards","E/EdwaLa01","5","62","235","47.0","CAR","","",,,
"6763",":stat_player_game_kick","4","4","202201020nor","202201020nor_3","Brett Maher","M/MaheBr01","0","0","0","","NOR","1","",,,
"6771",":stat_player_game_kick","","","202201020nor","202201020nor_4","Blake Gillikin","G/GillBl00","5","63","215","43.0","NOR","","",,,
"6800",":stat_player_game_kick","2","2","202109190clt","202109190clt_1","Matt Gay","G/GayxMa00","0","0","0","","LAR","3","3",,,
"6806",":stat_player_game_kick","","","202109190clt","202109190clt_2","Johnny Hekker","H/HekkJo00","3","46","109","36.3","LAR","","",,,
"6812",":stat_player_game_kick","2","2","202112260nwe","202112260nwe_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","3","3",,,
"6813",":stat_player_game_kick","3","3","202109190clt","202109190clt_3","Rodrigo Blankenship","B/BlanRo03","0","0","0","","IND","1","1",,,
"6820",":stat_player_game_kick","","","202109190clt","202109190clt_4","Rigoberto Sanchez","S/SancRi00","2","45","85","42.5","IND","","",,,
"6821",":stat_player_game_kick","","","202112260nwe","202112260nwe_2","Nick Folk","F/FolkNi20","0","0","0","","NWE","3","3",,,
"6823",":stat_player_game_kick","1","1","202109120cin","202109120cin_1","Greg Joseph","J/JoseGr00","0","0","0","","MIN","3","3",,,
"6829",":stat_player_game_kick","","","202112260nwe","202112260nwe_3","Jake Bailey","B/BailJa00","3","63","158","52.7","NWE","","",,,
"6833",":stat_player_game_kick","","","202109120cin","202109120cin_2","Jordan Berry","B/BerrJo00","8","63","402","50.3","MIN","","",,,
"6834",":stat_player_game_kick","","","202201230kan","202201230kan_1","Tyler Bass","B/BassTy00","0","0","0","","BUF","4","4",,,
"6840",":stat_player_game_kick","","","202201230kan","202201230kan_2","Matt Haack","H/HaacMa00","4","50","175","43.8","BUF","","",,,
"6841",":stat_player_game_kick","2","2","202109120cin","202109120cin_3","Evan McPherson","M/McPhEv00","0","0","0","","CIN","3","3",,,
"6848",":stat_player_game_kick","","","202109120cin","202109120cin_4","Kevin Huber","H/HubeKe20","7","61","332","47.4","CIN","","",,,
"6849",":stat_player_game_kick","1","1","202109120nwe","202109120nwe_1","Jason Sanders","S/SandJa00","0","0","0","","MIA","2","2",,,
"6851",":stat_player_game_kick","4","3","202201230kan","202201230kan_3","Harrison Butker","B/ButkHa00","0","0","0","","KAN","4","3",,,
"6854",":stat_player_game_kick","","","202109120nwe","202109120nwe_2","Michael Palardy","P/PalaMi00","4","52","180","45.0","MIA","","",,,
"6859",":stat_player_game_kick","","","202201230kan","202201230kan_4","Tommy Townsend","T/TownTo01","2","50","88","44.0","KAN","","",,,
"6862",":stat_player_game_kick","1","1","202201090tam","202201090tam_1","Lirim Hajrullahu","H/HajrLi00","0","0","0","","CAR","2","2",,,
"6863",":stat_player_game_kick","3","3","202109120nwe","202109120nwe_3","Nick Folk","F/FolkNi20","0","0","0","","NWE","1","1",,,
"6869",":stat_player_game_kick","","","202109120nwe","202109120nwe_4","Jake Bailey","B/BailJa00","2","62","99","49.5","NWE","","",,,
"6871",":stat_player_game_kick","","","202201090tam","202201090tam_2","Lac Edwards","E/EdwaLa01","2","50","85","42.5","CAR","","",,,
"6878",":stat_player_game_kick","3","2","202201090tam","202201090tam_3","Ryan Succop","S/SuccRy44","0","0","0","","TAM","5","5",,,
"6882",":stat_player_game_kick","","","202109120nor","202109120nor_1","Corey Bojorquez","B/BojoCo00","4","59","176","44.0","GNB","","",,,
"6885",":stat_player_game_kick","","","202201090tam","202201090tam_4","Bradley Pinion","P/PiniBr00","3","46","133","44.3","TAM","","",,,
"6891",":stat_player_game_kick","1","1","202109120nor","202109120nor_2","Mason Crosby","C/CrosMa20","0","0","0","","GNB","","",,,
"6895",":stat_player_game_kick","","","202112190buf","202112190buf_1","Lac Edwards","E/EdwaLa01","4","54","182","45.5","CAR","","",,,
"6899",":stat_player_game_kick","1","1","202109120nor","202109120nor_3","Aldrick Rosas","R/RosaAl00","0","0","0","","NOR","5","5",,,
"6903",":stat_player_game_kick","1","1","202112190buf","202112190buf_2","Tyler Bass","B/BassTy00","0","0","0","","BUF","4","4",,,
"6908",":stat_player_game_kick","","","202109120nor","202109120nor_4","Blake Gillikin","G/GillBl00","2","58","103","51.5","NOR","","",,,
"6914",":stat_player_game_kick","","","202112190buf","202112190buf_3","Matt Haack","H/HaacMa00","5","43","188","37.6","BUF","","",,,
"6924",":stat_player_game_kick","","","202109120kan","202109120kan_1","Chase McLaughlin","M/McLaCh00","0","0","0","","CLE","3","3",,,
"6934",":stat_player_game_kick","","","202109120kan","202109120kan_2","Jamie Gillan","G/GillJa00","1","52","52","52.0","CLE","","",,,
"6940",":stat_player_game_kick","2","2","202109120kan","202109120kan_3","Harrison Butker","B/ButkHa00","0","0","0","","KAN","3","3",,,
"6948",":stat_player_game_kick","","","202109120kan","202109120kan_4","Tommy Townsend","T/TownTo01","2","47","91","45.5","KAN","","",,,
"7999",":stat_player_game_kick","4","4","202109190nyj","202109190nyj_1","Nick Folk","F/FolkNi20","0","0","0","","NWE","2","1",,,
"8007",":stat_player_game_kick","","","202109190nyj","202109190nyj_2","Jake Bailey","B/BailJa00","5","60","219","43.8","NWE","","",,,
"8011",":stat_player_game_kick","2","2","202109190sdg","202109190sdg_1","Greg Zuerlein","Z/ZuerGr00","0","0","0","","DAL","2","2",,,
"8015",":stat_player_game_kick","","","202109190nyj","202109190nyj_3","Thomas Morstead","M/MorsTh00","1","45","45","45.0","NYJ","","",,,
"8016",":stat_player_game_kick","","","202109190sdg","202109190sdg_2","Bryan Anger","A/AngeBr00","1","44","44","44.0","DAL","","",,,
"8023",":stat_player_game_kick","3","2","202109190nyj","202109190nyj_4","Matt Ammendola","A/AmmeMa00","0","0","0","","NYJ","","",,,
"8027",":stat_player_game_kick","4","3","202109190sdg","202109190sdg_3","Tristan Vizcaino","V/VizcTr00","0","0","0","","LAC","","",,,
"8048",":stat_player_game_kick","5","3","202109090tam","202109090tam_1","Greg Zuerlein","Z/ZuerGr00","0","0","0","","DAL","3","2",,,
"8057",":stat_player_game_kick","1","","202109120htx","202109120htx_1","Josh Lambo","L/LambJo00","0","0","0","","JAX","3","3",,,
"8060",":stat_player_game_kick","","","202109090tam","202109090tam_2","Bryan Anger","A/AngeBr00","3","62","147","49.0","DAL","","",,,
"8064",":stat_player_game_kick","1","1","202109090tam","202109090tam_3","Ryan Succop","S/SuccRy44","0","0","0","","TAM","4","4",,,
