"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"320734",":stat_player_game_return","199809270ram","3","0","0","55","18.3","199809270ram_1","Eric Metcalf","M/MetcEr00","4","0","0","10","2.5","ARI","1998",,,
"320738",":stat_player_game_return","199810110sea","0","0","0","0","","199810110sea_1","Darrien Gordon","G/GordDa20","5","0","0","88","17.6","DEN","1998",,,
"320739",":stat_player_game_return","199809130mia","2","0","0","42","21.0","199809130mia_1","Kevin Williams","W/WillKe00","3","0","0","9","3.0","BUF","1998",,,
"320741",":stat_player_game_return","199809270ram","0","0","0","0","","199809270ram_2","Eddie Kennison","K/KennEd00","2","0","0","3","1.5","STL","1998",,,
"320743",":stat_player_game_return","199809270was","0","0","0","0","","199809270was_1","Darrien Gordon","G/GordDa20","1","0","0","13","13.0","DEN","1998",,,
"320746",":stat_player_game_return","199810110sea","4","0","0","88","22.0","199810110sea_2","Vaughn Hebron","H/HebrVa00","0","0","0","0","","DEN","1998",,,
"320748",":stat_player_game_return","199809130mia","1","0","0","17","17.0","199809130mia_2","Sam Gash","G/GashSa00","0","0","0","0","","BUF","1998",,,
"320749",":stat_player_game_return","199809270ram","4","0","0","75","18.8","199809270ram_3","Tony Horne","H/HornTo00","0","0","0","0","","STL","1998",,,
"320751",":stat_player_game_return","199809270was","2","0","0","66","33.0","199809270was_2","Vaughn Hebron","H/HebrVa00","0","0","0","0","","DEN","1998",,,
"320757",":stat_player_game_return","199809270was","1","0","0","18","18.0","199809270was_3","Derek Loville","L/LoviDe00","0","0","0","0","","DEN","1998",,,
"320758",":stat_player_game_return","199809130mia","0","0","0","0","","199809130mia_3","Terrell Buckley","B/BuckTe20","3","0","0","35","11.7","MIA","1998",,,
"320759",":stat_player_game_return","199810110sea","0","0","0","0","","199810110sea_3","Joey Galloway","G/GallJo00","5","0","0","26","5.2","SEA","1998",,,
"320765",":stat_player_game_return","199809270was","5","0","0","111","22.2","199809270was_4","Brian Mitchell","M/MitcBr00","2","0","0","19","9.5","WAS","1998",,,
"320766",":stat_player_game_return","199809130mia","1","0","0","41","41.0","199809130mia_4","John Avery","A/AverJo00","0","0","0","0","","MIA","1998",,,
"320767",":stat_player_game_return","199809130det","0","0","0","0","","199809130det_1","Damon Gibson","G/GibsDa00","5","0","1","82","16.4","CIN","1998",,,
"320768",":stat_player_game_return","199810110sea","0","0","0","0","","199810110sea_4","Kerry Joseph","J/JoseKe20","1","0","0","7","7.0","SEA","1998",,,
"320769",":stat_player_game_return","199809130nor","0","0","0","0","","199809130nor_1","Winslow Oliver","O/OlivWi00","3","0","0","19","6.3","CAR","1998",,,
"320770",":stat_player_game_return","199809270sfo","6","0","0","127","21.2","199809270sfo_1","Tim Dwight","D/DwigTi00","3","0","0","36","12.0","ATL","1998",,,
"320771",":stat_player_game_return","199810110nyg","4","0","0","89","22.3","199810110nyg_1","Tim Dwight","D/DwigTi00","5","0","0","46","9.2","ATL","1998",,,
"320772",":stat_player_game_return","199809210nyg","0","0","0","0","","199809210nyg_1","Deion Sanders","S/SandDe00","5","0","1","100","20.0","DAL","1998",,,
"320773",":stat_player_game_return","199810040atl","9","0","0","200","22.2","199810040atl_1","Michael Bates","B/BateMi00","0","0","0","0","","CAR","1998",,,
"320774",":stat_player_game_return","199809130det","2","0","0","44","22.0","199809130det_2","Tremain Mack","M/MackTr00","0","0","0","0","","CIN","1998",,,
"320775",":stat_player_game_return","199810110sea","3","0","0","52","17.3","199810110sea_5","Ahman Green","G/GreeAh00","0","0","0","0","","SEA","1998",,,
"320776",":stat_player_game_return","199809270sfo","0","0","0","0","","199809270sfo_2","R.W. McQuarters","M/McQuR.20","3","0","0","46","15.3","SFO","1998",,,
"320777",":stat_player_game_return","199809130nor","5","0","0","122","24.4","199809130nor_2","Michael Bates","B/BateMi00","0","0","0","0","","CAR","1998",,,
"320778",":stat_player_game_return","199810110nyg","1","0","0","7","7.0","199810110nyg_2","Amani Toomer","T/ToomAm00","1","0","0","6","6.0","NYG","1998",,,
"320779",":stat_player_game_return","199809210nyg","1","0","0","16","16.0","199809210nyg_2","Kevin Mathis","M/MathKe20","1","0","0","-2","-2.0","DAL","1998",,,
"320780",":stat_player_game_return","199810040atl","4","0","1","169","42.3","199810040atl_2","Tim Dwight","D/DwigTi00","0","0","0","0","","ATL","1998",,,
"320781",":stat_player_game_return","199809130det","2","0","0","55","27.5","199809130det_3","Terry Fair","F/FairTe20","3","0","0","34","11.3","DET","1998",,,
"320782",":stat_player_game_return","199810110sea","1","0","0","25","25.0","199810110sea_6","Steve Broussard","B/BrouSt00","0","0","0","0","","SEA","1998",,,
"320783",":stat_player_game_return","199809270sfo","2","0","0","30","15.0","199809270sfo_3","Chuck Levy","L/LevyCh00","0","0","0","0","","SFO","1998",,,
"320784",":stat_player_game_return","199809210nyg","2","0","0","28","14.0","199809210nyg_3","Amani Toomer","T/ToomAm00","5","0","0","41","8.2","NYG","1998",,,
