"_id","_labels","age","av_career","av_team","college","first_tap","games","int","label","pass_att","pass_cmp","pass_int","pass_td","pass_yd","pick","player","pos","pro_bowl","rec","rec_td","rec_yd","round","rush_att","rush_td","rush_yd","sack","solo","starter","tag","team","url_college","url_college_stats","url_player","year","year_max","_start","_end","_type"
"212884",":picks","23","0","0","Mississippi St.","0","1","","2006_173","0","0","0","0","0","186","Tre Stallings","G","0","0","0","0","6","0","0","0","","","0","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/mississippist/","http://www.sports-reference.com/cfb/players/tre-stallings-1.html","/players/S/StalTr20.htm","2006","2007",,,
"212885",":picks","22","47","47","Kansas St.","0","103","","2006_174","0","0","0","0","0","187","Jeromey Clary","T","0","1","0","-8","6","0","0","0","","","6","sdg","San Diego Chargers","https://www.pro-football-reference.com/schools/kansasst/","http://www.sports-reference.com/cfb/players/jeromey-clary-1.html","/players/C/ClarJe20.htm","2006","2013",,,
"212886",":picks","23","11","8","TCU","0","83","4","2006_175","0","0","0","0","0","189","Drew Coleman","DB","0","0","0","0","6","0","0","0","8.0","132","0","nyj","New York Jets","https://www.pro-football-reference.com/schools/tcu/","http://www.sports-reference.com/cfb/players/drew-coleman-1.html","/players/C/ColeDr20.htm","2006","2011",,,
"212887",":picks","24","2","2","San Diego St.","0","31","","2006_176","0","0","0","0","0","190","Jeff Webb","WR","0","36","1","382","6","1","0","5","","6","0","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/sandiegost/","http://www.sports-reference.com/cfb/players/jeff-webb-2.html","/players/W/WebbJe00.htm","2006","2008",,,
"212888",":picks","22","29","","Florida","0","96","1","2006_177","0","0","0","0","0","191","Jeremy Mincey","DE","0","0","0","0","6","0","0","0","26.0","152","4","nwe","New England Patriots","https://www.pro-football-reference.com/schools/florida/","http://www.sports-reference.com/cfb/players/jeremy-mincey-1.html","/players/M/MincJe99.htm","2006","2015",,,
"212889",":picks","23","5","4","North Carolina St.","0","62","","2006_178","0","0","0","0","0","192","Marcus Hudson","DB","0","0","0","0","6","0","0","0","","71","0","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/nocarolinast/","http://www.sports-reference.com/cfb/players/marcus-hudson-1.html","/players/H/HudsMa20.htm","2006","2010",,,
"212890",":picks","22","0","0","Texas A&M","0","7","","2006_179","0","0","0","0","0","193","Reggie McNeal","QB","0","0","0","0","6","1","0","8","","","0","cin","Cincinnati Bengals","https://www.pro-football-reference.com/schools/texasam/","http://www.sports-reference.com/cfb/players/reggie-mcneal-1.html","/players/M/McNeRe00.htm","2006","2006",,,
"212891",":picks","23","8","3","Toledo","0","37","","2006_180","709","375","24","21","4057","194","Bruce Gradkowski","QB","0","0","0","0","6","88","0","329","","","1","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/toledo/","http://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html","/players/G/GradBr00.htm","2006","2014",,,
"212892",":picks","23","27","27","Georgia","0","142","","2006_181","0","0","0","0","0","196","Kedric Golston","DT","0","0","0","0","6","0","0","0","7.0","137","4","was","Washington Redskins","https://www.pro-football-reference.com/schools/georgia/","http://www.sports-reference.com/cfb/players/kedric-golston-1.html","/players/G/GolsKe20.htm","2006","2016",,,
"212893",":picks","23","5","5","LSU","0","16","","2006_182","0","0","0","0","0","197","Melvin Oliver","DE","0","0","0","0","6","0","0","0","1.0","35","1","sfo","San Francisco 49ers","https://www.pro-football-reference.com/schools/lsu/","http://www.sports-reference.com/cfb/players/melvin-oliver-1.html","/players/O/OlivMe20.htm","2006","2006",,,
"212894",":picks","22","52","30","Oklahoma St.","0","134","","2006_183","0","0","0","0","0","199","Charlie Johnson","T","0","1","0","-2","6","0","0","0","","","7","clt","Indianapolis Colts","https://www.pro-football-reference.com/schools/oklahomast/","http://www.sports-reference.com/cfb/players/charlie-johnson-1.html","/players/J/JohnCh23.htm","2006","2014",,,
"212895",":picks","24","25","25","Nebraska","0","256","","2006_184","8","7","0","0","82","203","Sam Koch","P","1","0","0","0","6","7","1","10","","15","0","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/nebraska/","http://www.sports-reference.com/cfb/players/sam-koch-1.html","/players/K/KochSa20.htm","2006","2021",,,
"212896",":picks","22","4","2","USC","0","34","1","2006_185","0","0","0","0","0","204","LaJuan Ramsey","DT","0","0","0","0","6","0","0","0","1.0","23","0","phi","Philadelphia Eagles","https://www.pro-football-reference.com/schools/usc/","http://www.sports-reference.com/cfb/players/lajuan-ramsey-1.html","/players/R/RamsLa20.htm","2006","2009",,,
"212897",":picks","24","5","3","Nebraska","0","45","","2006_186","0","0","0","0","0","206","Le Kevin Smith","DT","0","0","0","0","6","0","0","0","1.0","19","0","nwe","New England Patriots","https://www.pro-football-reference.com/schools/nebraska/","http://www.sports-reference.com/cfb/players/le-kevin-smith-1.html","/players/S/SmitLe20.htm","2006","2010",,,
"212898",":picks","22","63","40","Howard","0","209","25","2006_187","0","0","0","0","0","207","Antoine Bethea","DB","3","0","0","0","6","0","0","0","9.5","995","12","clt","Indianapolis Colts","https://www.pro-football-reference.com/schools/howard/","","/players/B/BethAn20.htm","2006","2019",,,
"212899",":picks","21","5","2","Wyoming","0","73","3","2006_188","0","0","0","0","0","208","Derrick Martin","DB","0","0","0","0","6","0","0","0","1.0","77","0","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/wyoming/","http://www.sports-reference.com/cfb/players/derrick-martin-1.html","/players/M/MartDe22.htm","2006","2013",,,
"212900",":picks","23","0","0","Penn St.","0","16","1","2006_189","0","0","0","0","0","209","Ethan Kilmer","WR","0","0","0","0","7","0","0","0","","14","0","cin","Cincinnati Bengals","https://www.pro-football-reference.com/schools/pennst/","http://www.sports-reference.com/cfb/players/ethan-kilmer-1.html","/players/K/KilmEt00.htm","2006","2006",,,
"212901",":picks","22","50","50","Northwestern","0","158","","2006_190","0","0","0","0","0","210","Zach Strief","G","0","0","0","0","7","0","0","0","","1","6","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/northwestern/","http://www.sports-reference.com/cfb/players/zach-strief-1.html","/players/S/StriZa20.htm","2006","2017",,,
"212902",":picks","23","8","3","Weber St.","0","72","","2006_191","0","0","0","0","0","211","Pat McQuistan","T","0","0","0","0","7","0","0","0","","1","0","dal","Dallas Cowboys","https://www.pro-football-reference.com/schools/weberst/","","/players/M/McQuPa20.htm","2006","2012",,,
"212903",":picks","22","9","0","Texas St.","0","95","","2006_192","0","0","0","0","0","212","Fred Evans","DT","0","0","0","0","7","0","0","0","3.0","66","0","mia","Miami Dolphins","https://www.pro-football-reference.com/schools/texasst/","","/players/E/EvanFr21.htm","2006","2013",,,
"212904",":picks","24","0","0","Syracuse","0","3","","2006_193","0","0","0","0","0","213","James Wyche","DE","0","0","0","0","7","0","0","0","","1","0","jax","Jacksonville Jaguars","https://www.pro-football-reference.com/schools/syracuse/","http://www.sports-reference.com/cfb/players/james-wyche-1.html","/players/W/WychJa00.htm","2006","2009",,,
"212905",":picks","23","5","5","Michigan St.","0","51","","2006_194","0","0","0","0","0","214","Chris Morris","C","0","0","0","0","7","0","0","0","","","1","rai","Oakland Raiders","https://www.pro-football-reference.com/schools/michiganst/","","/players/M/MorrCh21.htm","2006","2010",,,
"212906",":picks","22","53","43","Samford","1","133","18","2006_195","0","0","0","0","0","215","Cortland Finnegan","DB","1","0","0","0","7","0","0","0","7.0","541","7","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/samford/","","/players/F/FinnCo20.htm","2006","2015",,,
"212907",":picks","22","4","4","New Mexico","0","16","","2006_196","0","0","0","0","0","216","Terrance Pennington","T","0","0","0","0","7","0","0","0","","","1","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/newmexico/","","/players/P/PennTe20.htm","2006","2007",,,
"212908",":picks","23","1","","BYU","0","21","","2006_197","0","0","0","0","0","218","Todd Watkins","WR","0","8","0","90","7","0","0","0","","5","0","crd","Arizona Cardinals","https://www.pro-football-reference.com/schools/byu/","http://www.sports-reference.com/cfb/players/todd-watkins-1.html","/players/W/WatkTo20.htm","2006","2009",,,
"212909",":picks","23","1","","Syracuse","0","12","","2006_198","0","0","0","0","0","219","Ryan LaCasse","LB","0","0","0","0","7","0","0","0","","6","0","rav","Baltimore Ravens","https://www.pro-football-reference.com/schools/syracuse/","http://www.sports-reference.com/cfb/players/ryan-lacasse-1.html","/players/L/LaCaRy20.htm","2006","2006",,,
"212910",":picks","23","0","","Nebraska","0","2","","2006_199","0","0","0","0","0","220","Titus Adams","DT","0","0","0","0","7","0","0","0","","1","0","nyj","New York Jets","https://www.pro-football-reference.com/schools/nebraska/","http://www.sports-reference.com/cfb/players/titus-adams-1.html","/players/A/AdamTi00.htm","2006","2009",,,
"212911",":picks","22","1","1","Northwestern","0","12","","2006_200","0","0","0","0","0","221","Tim McGarigle","LB","0","0","0","0","7","0","0","0","","6","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/northwestern/","http://www.sports-reference.com/cfb/players/tim-mcgarigle-1.html","/players/M/McGaTi99.htm","2006","2007",,,
"212912",":picks","23","1","1","Virginia Tech","0","12","","2006_201","0","0","0","0","0","222","Justin Hamilton","RB","0","0","0","0","7","0","0","0","","13","0","cle","Cleveland Browns","https://www.pro-football-reference.com/schools/virginiatech/","http://www.sports-reference.com/cfb/players/justin-hamilton-1.html","/players/H/HamiJu20.htm","2006","2008",,,
"212913",":picks","23","0","","North Carolina","0","6","","2006_202","0","0","0","0","0","225","Chase Page","DT","0","0","0","0","7","0","0","0","","4","0","sdg","San Diego Chargers","https://www.pro-football-reference.com/schools/nocarolina/","http://www.sports-reference.com/cfb/players/chase-page-1.html","/players/P/PageCh99.htm","2006","2007",,,
"212914",":picks","22","4","4","Texas","0","13","","2006_203","0","0","0","0","0","226","Rodrique Wright","DT","0","0","0","0","7","0","0","0","1.5","28","0","mia","Miami Dolphins","https://www.pro-football-reference.com/schools/texas/","http://www.sports-reference.com/cfb/players/rodrique-wright-1.html","/players/W/WrigRo99.htm","2006","2008",,,
"212915",":picks","21","18","16","UCLA","0","74","12","2006_204","0","0","0","0","0","228","Jarrad Page","DB","0","0","0","0","7","1","0","4","1.0","190","2","kan","Kansas City Chiefs","https://www.pro-football-reference.com/schools/ucla/","http://www.sports-reference.com/cfb/players/jarrad-page-1.html","/players/P/PageJa20.htm","2006","2011",,,
"212916",":picks","22","3","3","Baylor","0","30","","2006_205","0","0","0","0","0","229","Willie Andrews","DB","0","0","0","0","7","0","0","0","","12","0","nwe","New England Patriots","https://www.pro-football-reference.com/schools/baylor/","http://www.sports-reference.com/cfb/players/willie-andrews-1.html","/players/A/AndrWi20.htm","2006","2007",,,
"212917",":picks","22","10","","Auburn","0","61","","2006_206","0","0","0","0","0","233","Devin Aromashodu","WR","0","78","5","1193","7","0","0","0","","3","0","mia","Miami Dolphins","https://www.pro-football-reference.com/schools/auburn/","http://www.sports-reference.com/cfb/players/devin-aromashodu-1.html","/players/A/AromDe00.htm","2006","2012",,,
"212918",":picks","23","34","2","Virginia Tech","0","110","","2006_207","0","0","0","0","0","234","Will Montgomery","G","0","0","0","0","7","0","0","0","","","4","car","Carolina Panthers","https://www.pro-football-reference.com/schools/virginiatech/","","/players/M/MontWi20.htm","2006","2015",,,
"212919",":picks","21","1","1","Florida","0","11","1","2006_208","0","0","0","0","0","236","Dee Webb","DB","0","0","0","0","7","0","0","0","","15","0","jax","Jacksonville Jaguars","https://www.pro-football-reference.com/schools/florida/","","/players/W/WebbDe20.htm","2006","2006",,,
"212920",":picks","21","1","1","Auburn","0","14","","2006_209","0","0","0","0","0","237","Stanley McClover","DE","0","0","0","0","7","0","0","0","1.0","7","0","car","Carolina Panthers","https://www.pro-football-reference.com/schools/auburn/","http://www.sports-reference.com/cfb/players/stanley-mcclover-1.html","/players/M/McClSt20.htm","2006","2008",,,
"212921",":picks","22","5","4","Wake Forest","0","43","","2006_210","0","0","0","0","0","239","Ryan Plackemeier","P","0","0","0","0","7","1","0","0","","1","0","sea","Seattle Seahawks","https://www.pro-football-reference.com/schools/wakeforest/","http://www.sports-reference.com/cfb/players/ryan-plackemeier-1.html","/players/P/PlacRy20.htm","2006","2008",,,
"212922",":picks","23","0","0","Clemson","0","3","","2006_211","0","0","0","0","0","241","Charles Bennett","LB","0","0","0","0","7","0","0","0","","1","0","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/clemson/","http://www.sports-reference.com/cfb/players/charles-bennett-1.html","/players/B/BennCh21.htm","2006","2006",,,
"212923",":picks","22","5","5","Minnesota","0","19","","2006_212","0","0","0","0","0","242","Mark Setterstrom","G","0","0","0","0","7","0","0","0","","","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/minnesota/","","/players/S/SettMa20.htm","2006","2009",,,
"212924",":picks","23","0","","Missouri","0","8","","2006_213","0","0","0","0","0","243","Tony Palmer","G","0","0","0","0","7","0","0","0","","","0","ram","St. Louis Rams","https://www.pro-football-reference.com/schools/missouri/","","/players/P/PalmTo21.htm","2006","2007",,,
"212925",":picks","24","0","","Michigan","0","11","","2006_214","0","0","0","0","0","244","Tim Massaquoi","TE","0","0","0","0","7","0","0","0","","","0","tam","Tampa Bay Buccaneers","https://www.pro-football-reference.com/schools/michigan/","http://www.sports-reference.com/cfb/players/tim-massaquoi-1.html","/players/M/MassTi20.htm","2006","2007",,,
"212926",":picks","26","0","0","Utah","0","3","","2006_215","0","0","0","0","0","245","Spencer Toone","LB","0","0","0","0","7","0","0","0","","","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/utah/","http://www.sports-reference.com/cfb/players/spencer-toone-1.html","/players/T/ToonSp20.htm","2006","2006",,,
"212927",":picks","22","3","1","Utah","0","36","","2006_216","0","0","0","0","0","246","Quinton Ganther","RB","0","17","0","151","7","80","3","280","","5","0","oti","Tennessee Titans","https://www.pro-football-reference.com/schools/utah/","http://www.sports-reference.com/cfb/players/quinton-ganther-1.html","/players/G/GantQu00.htm","2006","2010",,,
"212928",":picks","21","3","3","Tulane","0","32","","2006_217","0","0","0","0","0","247","Anthony Cannon","LB","0","0","0","0","7","0","0","0","","17","0","det","Detroit Lions","https://www.pro-football-reference.com/schools/tulane/","http://www.sports-reference.com/cfb/players/anthony-cannon-1.html","/players/C/CannAn20.htm","2006","2008",,,
"212929",":picks","23","1","1","California","0","7","","2006_218","0","0","0","0","0","248","Aaron Merz","G","0","0","0","0","7","0","0","0","","","0","buf","Buffalo Bills","https://www.pro-football-reference.com/schools/california/","http://www.sports-reference.com/cfb/players/aaron-merz-1.html","/players/M/MerzAa20.htm","2006","2006",,,
"212930",":picks","22","10","10","Auburn","0","69","","2006_219","0","0","0","0","0","249","Ben Obomanu","WR","0","88","7","1217","7","4","0","41","","23","0","sea","Seattle Seahawks","https://www.pro-football-reference.com/schools/auburn/","http://www.sports-reference.com/cfb/players/ben-obomanu-1.html","/players/O/ObomBe00.htm","2006","2013",,,
"212931",":picks","23","7","7","Colorado St.","0","67","","2006_220","0","0","0","0","0","251","David Anderson","WR","0","88","4","965","7","0","0","0","","8","0","htx","Houston Texans","https://www.pro-football-reference.com/schools/coloradost/","http://www.sports-reference.com/cfb/players/david-anderson-1.html","/players/A/AndeDa01.htm","2006","2011",,,
"212932",":picks","23","72","72","Hofstra","0","146","","2006_221","0","0","0","0","0","252","Marques Colston","WR","0","711","72","9759","7","2","0","7","","1","7","nor","New Orleans Saints","https://www.pro-football-reference.com/schools/hofstra/","","/players/C/ColsMa00.htm","2006","2015",,,
"212933",":picks","24","6","","NW Missouri St.","0","78","","2006_222","0","0","0","0","0","253","Dave Tollefson","DE","0","0","0","0","7","0","0","0","10.5","62","0","gnb","Green Bay Packers","https://www.pro-football-reference.com/schools/nwmissourist/","","/players/T/TollDa99.htm","2006","2012",,,
