"_id","_labels","def_int","def_int_long","def_int_td","def_int_yds","fumbles_forced","fumbles_rec","fumbles_rec_td","fumbles_rec_yds","game_code","label","pass_defended","player","player_code","qb_hits","sacks","tackles_assists","tackles_combined","tackles_loss","tackles_solo","team","year","_start","_end","_type"
"212966",":stat_player_game_def","0","0","0","0","0","0","0","0","200609100tam","200609100tam_6","0","Justin Green","G/GreeJu00","0","0.0","0","1","0","1","BAL","2006",,,
"212967",":stat_player_game_def","","","","","0","0","0","0","200609100jax","200609100jax_6","2","Terence Newman","N/NewmTe20","0","0.0","0","5","0","5","DAL","2006",,,
"212968",":stat_player_game_def","0","0","0","0","0","1","0","0","200609240pit","200609240pit_6","0","Tony Stewart","S/StewTo00","0","0.0","0","0","0","0","CIN","2006",,,
"212969",":stat_player_game_def","0","0","0","0","0","1","0","-3","200609100kan","200609100kan_7","0","Carson Palmer","P/PalmCa00","0","0.0","0","0","0","0","CIN","2006",,,
"212970",":stat_player_game_def","0","0","0","0","0","0","0","0","200609100nwe","200609100nwe_7","0","Ryan Neufeld","N/NeufRy00","0","0.0","1","2","0","1","BUF","2006",,,
"212971",":stat_player_game_def","","","","","0","0","0","0","200609170sea","200609170sea_7","0","Kendrick Clancy","C/ClanKe20","0","0.0","1","5","0","4","ARI","2006",,,
"212972",":stat_player_game_def","0","0","0","0","0","0","0","0","200609170cin","200609170cin_6","0","Matt Stewart","S/StewMa21","1","1.0","0","1","1","1","CLE","2006",,,
"212973",":stat_player_game_def","","","","","0","0","0","0","200609100ram","200609100ram_7","0","Michael Myers","M/MyerMi20","0","0.0","3","6","3","3","DEN","2006",,,
"212974",":stat_player_game_def","0","0","0","0","0","0","0","0","200609100gnb","200609100gnb_7","0","Devin Hester","H/HestDe99","0","0.0","0","1","0","1","CHI","2006",,,
"212975",":stat_player_game_def","0","0","0","0","0","1","0","0","200609100car","200609100car_7","0","Alge Crumpler","C/CrumAl00","0","0.0","0","0","0","0","ATL","2006",,,
"212976",":stat_player_game_def","0","0","0","0","0","0","0","0","200609100tam","200609100tam_7","0","Ovie Mughelli","M/MughOv00","0","0.0","0","1","0","1","BAL","2006",,,
"212977",":stat_player_game_def","","","","","0","0","0","0","200609100jax","200609100jax_7","0","Pat Watkins","W/WatkPa20","0","0.0","0","5","0","5","DAL","2006",,,
"212978",":stat_player_game_def","0","0","0","0","0","1","0","8","200609240pit","200609240pit_7","0","Kenny Watson","W/WatsKe00","0","0.0","0","0","0","0","CIN","2006",,,
"212979",":stat_player_game_def","0","0","0","0","0","1","0","0","200609100nwe","200609100nwe_8","0","Sam Aiken","A/AikeSa00","0","0.0","0","0","0","0","BUF","2006",,,
"212980",":stat_player_game_def","0","0","0","0","0","0","0","0","200609170cin","200609170cin_7","0","Josh Cribbs","C/CribJo01","0","0.0","0","2","0","2","CLE","2006",,,
"212981",":stat_player_game_def","","","","","0","0","0","0","200609100kan","200609100kan_8","0","Brian Simmons","S/SimmBr20","0","0.0","1","8","0","7","CIN","2006",,,
"212982",":stat_player_game_def","","","","","0","0","0","0","200609100ram","200609100ram_8","0","John Lynch","L/LyncJo00","0","0.0","1","5","0","4","DEN","2006",,,
"212983",":stat_player_game_def","","","","","0","0","0","0","200609170sea","200609170sea_8","0","Aaron Francisco","F/FranAa20","0","0.0","2","4","0","2","ARI","2006",,,
"212984",":stat_player_game_def","0","0","0","0","0","0","0","0","200609100gnb","200609100gnb_8","0","Brad Maynard","M/MaynBr20","0","0.0","0","1","0","1","CHI","2006",,,
"212985",":stat_player_game_def","","","","","0","0","0","0","200609100car","200609100car_8","0","Demorrio Williams","W/WillDe22","0","0.0","3","8","0","5","ATL","2006",,,
"212986",":stat_player_game_def","0","0","0","0","0","0","0","0","200609100tam","200609100tam_8","0","Daniel Wilcox","W/WilcDa01","0","0.0","0","1","0","1","BAL","2006",,,
