"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","year","_start","_end","_type"
"55789",":stat_player_game_return","201109180oti","0","0","0","0","","201109180oti_1","Lardarius Webb","W/WebbLa99","1","4","0","4","4.0","BAL","2011",,,
"55799",":stat_player_game_return","201109180oti","3","77","0","125","41.7","201109180oti_2","David Reed","R/ReedDa00","0","0","0","0","","BAL","2011",,,
"55810",":stat_player_game_return","201109180oti","1","15","0","15","15.0","201109180oti_3","Vonta Leach","L/LeacVo00","0","0","0","0","","BAL","2011",,,
"55816",":stat_player_game_return","201109180oti","0","2","0","2","","201109180oti_4","Bryan Mattison","M/MattBr20","0","0","0","0","","BAL","2011",,,
"55819",":stat_player_game_return","201109180nor","2","29","0","47","23.5","201109180nor_1","Devin Hester","H/HestDe99","1","-4","0","-4","-4.0","CHI","2011",,,
"55824",":stat_player_game_return","201109180clt","2","52","0","80","40.0","201109180clt_1","Josh Cribbs","C/CribJo01","2","43","0","52","26.0","CLE","2011",,,
"55825",":stat_player_game_return","201109180oti","0","0","0","0","","201109180oti_5","Marc Mariani","M/MariMa00","3","7","0","17","5.7","TEN","2011",,,
"55828",":stat_player_game_return","201109180nor","1","30","0","30","30.0","201109180nor_2","Johnny Knox","K/KnoxJo00","0","0","0","0","","CHI","2011",,,
"55833",":stat_player_game_return","201109180clt","3","32","0","66","22.0","201109180clt_2","Joe Lefeged","L/LefeJo00","0","0","0","0","","IND","2011",,,
"55837",":stat_player_game_return","201109180nor","1","24","0","24","24.0","201109180nor_3","Darren Sproles","S/SproDa00","2","1","0","1","0.5","NOR","2011",,,
"55838",":stat_player_game_return","201109180was","0","0","0","0","","201109180was_1","Patrick Peterson","P/PetePa00","2","29","0","30","15.0","ARI","2011",,,
"55839",":stat_player_game_return","201109110nyj","0","0","0","0","","201109110nyj_1","Dwayne Harris","H/HarrDw00","2","11","0","17","8.5","DAL","2011",,,
"55840",":stat_player_game_return","201109110crd","0","0","0","0","","201109110crd_1","Armanti Edwards","E/EdwaAr00","4","10","0","19","4.8","CAR","2011",,,
"55843",":stat_player_game_return","201109180was","2","32","0","62","31.0","201109180was_2","A.J. Jefferson","J/JeffA.00","0","0","0","0","","ARI","2011",,,
"55844",":stat_player_game_return","201109110crd","2","31","0","49","24.5","201109110crd_2","Mike Goodson","G/GoodMi00","0","0","0","0","","CAR","2011",,,
"55845",":stat_player_game_return","201109110chi","2","20","0","33","16.5","201109110chi_1","Eric Weems","W/WeemEr00","3","8","0","10","3.3","ATL","2011",,,
"55847",":stat_player_game_return","201109110crd","0","0","0","0","","201109110crd_3","Patrick Peterson","P/PetePa00","2","89","1","98","49.0","ARI","2011",,,
"55848",":stat_player_game_return","201109180was","4","31","0","105","26.3","201109180was_3","Brandon Banks","B/BankBr00","4","35","0","73","18.3","WAS","2011",,,
"55849",":stat_player_game_return","201109110chi","3","23","0","53","17.7","201109110chi_2","Devin Hester","H/HestDe99","1","14","0","14","14.0","CHI","2011",,,
"55850",":stat_player_game_return","201109110nyj","0","0","0","0","","201109110nyj_2","Dez Bryant","B/BryaDe01","1","12","0","12","12.0","DAL","2011",,,
"55852",":stat_player_game_return","201109110crd","2","33","0","60","30.0","201109110crd_4","LaRod Stephens-Howling","S/StepLa00","0","0","0","0","","ARI","2011",,,
"55855",":stat_player_game_return","201109110nyj","1","14","0","14","14.0","201109110nyj_3","DeMarco Murray","M/MurrDe00","0","0","0","0","","DAL","2011",,,
"55858",":stat_player_game_return","201109110nyj","1","16","0","16","16.0","201109110nyj_4","John Phillips","P/PhilJo00","0","0","0","0","","DAL","2011",,,
"55861",":stat_player_game_return","201109110nyj","0","0","0","0","","201109110nyj_5","Jeremy Kerley","K/KerlJe00","3","7","0","13","4.3","NYJ","2011",,,
"55862",":stat_player_game_return","201109110cle","4","35","0","92","23.0","201109110cle_1","Brandon Tate","T/TateBr00","1","15","0","15","15.0","CIN","2011",,,
"55865",":stat_player_game_return","201109110nyj","3","22","0","51","17.0","201109110nyj_6","Antonio Cromartie","C/CromAn20","0","0","0","0","","NYJ","2011",,,
"55866",":stat_player_game_return","201109110cle","3","51","0","91","30.3","201109110cle_2","Josh Cribbs","C/CribJo01","6","21","0","58","9.7","CLE","2011",,,
"55869",":stat_player_game_return","201109110nyj","1","27","0","27","27.0","201109110nyj_7","Joe McKnight","M/McKnJo00","0","0","0","0","","NYJ","2011",,,
"55870",":stat_player_game_return","201109110kan","0","0","0","0","","201109110kan_1","Roscoe Parrish","P/ParrRo00","4","28","0","35","8.8","BUF","2011",,,
"55872",":stat_player_game_return","201109110kan","1","21","0","21","21.0","201109110kan_2","Brad Smith","S/SmitBr01","0","0","0","0","","BUF","2011",,,
"55874",":stat_player_game_return","201109110kan","3","22","0","55","18.3","201109110kan_3","Javier Arenas","A/ArenJa99","1","15","0","15","15.0","KAN","2011",,,
"55876",":stat_player_game_return","201109110kan","4","35","0","92","23.0","201109110kan_4","Dexter McCluster","M/McClDe00","0","0","0","0","","KAN","2011",,,
"55877",":stat_player_game_return","201109250sea","0","0","0","0","","201109250sea_1","Patrick Peterson","P/PetePa00","4","12","0","19","4.8","ARI","2011",,,
"55878",":stat_player_game_return","201109250sea","3","51","0","88","29.3","201109250sea_2","A.J. Jefferson","J/JeffA.00","0","0","0","0","","ARI","2011",,,
"55879",":stat_player_game_return","201109250sea","2","29","0","29","14.5","201109250sea_3","Leon Washington","W/WashLe00","3","13","0","27","9.0","SEA","2011",,,
"56385",":stat_player_game_return","201110020chi","0","0","0","0","","201110020chi_1","Armanti Edwards","E/EdwaAr00","2","6","0","7","3.5","CAR","2011",,,
"56390",":stat_player_game_return","201110020chi","4","30","0","94","23.5","201110020chi_2","Mike Goodson","G/GoodMi00","0","0","0","0","","CAR","2011",,,
"56395",":stat_player_game_return","201110020chi","2","28","0","51","25.5","201110020chi_3","Jordan Pugh","P/PughJo99","0","0","0","0","","CAR","2011",,,
"56398",":stat_player_game_return","201110020chi","2","73","0","73","36.5","201110020chi_4","Devin Hester","H/HestDe99","1","69","1","69","69.0","CHI","2011",,,
"56403",":stat_player_game_return","201109180den","0","0","0","0","","201109180den_1","Brandon Tate","T/TateBr00","5","16","0","29","5.8","CIN","2011",,,
"56404",":stat_player_game_return","201110020chi","1","20","0","20","20.0","201110020chi_5","Kahlil Bell","B/BellKa00","0","0","0","0","","CHI","2011",,,
"56407",":stat_player_game_return","201110020chi","1","32","0","32","32.0","201110020chi_6","Johnny Knox","K/KnoxJo00","0","0","0","0","","CHI","2011",,,
