"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","year","_start","_end","_type"
"121",":stat_player_game_kick","","","201310060crd","201310060crd_1","Brad Nortman","N/NortBr00","4","63","195","48.8","CAR","","","2013",,,
"131",":stat_player_game_kick","2","2","201310060crd","201310060crd_2","Graham Gano","G/GanoGr44","0","","0","","CAR","","","2013",,,
"139",":stat_player_game_kick","2","2","201310060crd","201310060crd_3","Jay Feely","F/feelyjay01","0","","0","","ARI","2","2","2013",,,
"143",":stat_player_game_kick","","","201310060crd","201310060crd_4","Dave Zastudil","Z/ZastDa20","4","56","199","49.8","ARI","","","2013",,,
"163",":stat_player_game_kick","","","201309290cle","201309290cle_1","Kevin Huber","H/HubeKe20","4","43","155","38.8","CIN","","","2013",,,
"170",":stat_player_game_kick","2","2","201309290cle","201309290cle_2","Mike Nugent","N/nugenmik01","0","","0","","CIN","","","2013",,,
"174",":stat_player_game_kick","3","1","201309290cle","201309290cle_3","Billy Cundiff","C/cundibil01","0","","0","","CLE","2","2","2013",,,
"180",":stat_player_game_kick","","","201309290cle","201309290cle_4","Spencer Lanning","L/LannSp00","5","59","214","42.8","CLE","","","2013",,,
"193",":stat_player_game_kick","","","201309220nor","201309220nor_1","Jay Feely","F/feelyjay01","0","","0","","ARI","1","1","2013",,,
"200",":stat_player_game_kick","","","201309220nor","201309220nor_2","Dave Zastudil","Z/ZastDa20","8","60","326","40.8","ARI","","","2013",,,
"203",":stat_player_game_kick","1","1","201309220nor","201309220nor_3","Garrett Hartley","H/HartGa00","0","","0","","NOR","4","4","2013",,,
"208",":stat_player_game_kick","","","201309220nor","201309220nor_4","Thomas Morstead","M/MorsTh00","4","58","198","49.5","NOR","","","2013",,,
"212",":stat_player_game_kick","","","201309220nyj","201309220nyj_1","Shawn Powell","P/PoweSh00","7","66","357","51.0","BUF","","","2013",,,
"214",":stat_player_game_kick","2","2","201309290tam","201309290tam_1","Jay Feely","F/feelyjay01","0","","0","","ARI","1","1","2013",,,
"220",":stat_player_game_kick","4","4","201309220nyj","201309220nyj_2","Dan Carpenter","C/CarpDa44","0","","0","","BUF","","","2013",,,
"222",":stat_player_game_kick","","","201309290tam","201309290tam_2","Dave Zastudil","Z/ZastDa20","7","59","320","45.7","ARI","","","2013",,,
"224",":stat_player_game_kick","2","2","201309220nyj","201309220nyj_3","Nick Folk","F/FolkNi20","0","","0","","NYJ","3","3","2013",,,
"227",":stat_player_game_kick","1","1","201309290tam","201309290tam_3","Rian Lindell","L/linderia01","0","","0","","TAM","1","1","2013",,,
"229",":stat_player_game_kick","1","","201309290sdg","201309290sdg_1","Dan Bailey","B/BailDa00","0","","0","","DAL","3","3","2013",,,
"230",":stat_player_game_kick","","","201309220nyj","201309220nyj_4","Ryan Quigley","Q/QuigRy00","7","44","294","42.0","NYJ","","","2013",,,
"233",":stat_player_game_kick","","","201309290sdg","201309290sdg_2","Chris Jones","J/JoneCh02","5","51","203","40.6","DAL","","","2013",,,
