"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","_start","_end","_type"
"22034",":stat_player_game_return","201910310crd","2","30","0","40","20.0","201910310crd_2","Pharoh Cooper","C/CoopPh00","3","9","0","17","5.7","ARI",,,
"22037",":stat_player_game_return","201910200det","1","17","0","17","17.0","201910200det_3","C.J. Ham","H/HamxC.00","0","0","0","0","","MIN",,,
"22041",":stat_player_game_return","201910310crd","1","15","0","15","15.0","201910310crd_3","Trent Sherfield","S/SherTr00","0","0","0","0","","ARI",,,
"22042",":stat_player_game_return","201910270det","1","21","0","21","21.0","201910270det_3","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"22043",":stat_player_game_return","201910200det","1","29","0","29","29.0","201910200det_4","Jamal Agnew","A/AgneJa00","1","0","0","0","0.0","DET",,,
"22046",":stat_player_game_return","201910270det","0","0","0","0","","201910270det_4","Danny Amendola","A/AmenDa00","1","4","0","4","4.0","DET",,,
"22068",":stat_player_game_return","201910270jax","2","21","0","31","15.5","201910270jax_1","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"22077",":stat_player_game_return","201910270jax","2","25","0","49","24.5","201910270jax_2","Tyler Ervin","E/ErviTy00","3","2","0","3","1.0","JAX",,,
"22081",":stat_player_game_return","201910210nyj","0","0","0","0","","201910210nyj_1","Gunner Olszewski","O/OlszGu00","2","22","0","24","12.0","NWE",,,
"22086",":stat_player_game_return","201910270jax","0","0","0","0","","201910270jax_3","Dede Westbrook","W/WestDe00","2","24","0","22","11.0","JAX",,,
"22088",":stat_player_game_return","201910210nyj","1","26","0","26","26.0","201910210nyj_2","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"22093",":stat_player_game_return","201910210nyj","1","19","0","19","19.0","201910210nyj_3","Julian Edelman","E/EdelJu00","0","0","0","0","","NWE",,,
"22109",":stat_player_game_return","201910210nyj","0","0","0","0","","201910210nyj_4","Braxton Berrios","B/BerrBr00","3","7","0","14","4.7","NYJ",,,
"22117",":stat_player_game_return","201910210nyj","3","25","0","67","22.3","201910210nyj_5","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"23138",":stat_player_game_return","201911030sea","3","39","0","78","26.0","201911030sea_1","T.J. Logan","L/LogaT.00","3","19","0","32","10.7","TAM",,,
"23147",":stat_player_game_return","201911030sea","0","0","0","0","","201911030sea_2","Tyler Lockett","L/LockTy00","2","8","0","15","7.5","SEA",,,
"23160",":stat_player_game_return","201911030mia","1","25","0","25","25.0","201911030mia_1","Braxton Berrios","B/BerrBr00","0","0","0","0","","NYJ",,,
"23166",":stat_player_game_return","201910270oti","2","25","0","47","23.5","201910270oti_1","T.J. Logan","L/LogaT.00","3","40","0","45","15.0","TAM",,,
"23168",":stat_player_game_return","201911030mia","1","78","0","78","78.0","201911030mia_2","Vyncint Smith","S/SmitVy00","0","0","0","0","","NYJ",,,
"23175",":stat_player_game_return","201910270oti","1","45","0","45","45.0","201910270oti_2","Kalif Raymond","R/RaymKa00","0","0","0","0","","TEN",,,
"23177",":stat_player_game_return","201911030mia","0","0","0","0","","201911030mia_3","Preston Williams","W/WillPr01","2","10","0","19","9.5","MIA",,,
"23181",":stat_player_game_return","201910270buf","0","0","0","0","","201910270buf_1","Boston Scott","S/ScotBo02","1","6","0","6","6.0","PHI",,,
"23186",":stat_player_game_return","201911240phi","0","0","0","0","","201911240phi_1","David Moore","M/MoorDa03","3","12","0","20","6.7","SEA",,,
"23187",":stat_player_game_return","201911030mia","3","22","0","36","12.0","201911030mia_4","Jakeem Grant","G/GranJa00","0","0","0","0","","MIA",,,
"23189",":stat_player_game_return","201910270buf","1","16","0","16","16.0","201910270buf_2","Dallas Goedert","G/GoedDa00","0","0","0","0","","PHI",,,
"23193",":stat_player_game_return","201911240phi","1","29","0","29","29.0","201911240phi_2","Travis Homer","H/HomeTr00","0","0","0","0","","SEA",,,
"23194",":stat_player_game_return","201911030mia","1","14","0","14","14.0","201911030mia_5","Durham Smythe","S/SmytDu00","0","0","0","0","","MIA",,,
"23197",":stat_player_game_return","201910270buf","1","24","0","24","24.0","201910270buf_3","Miles Sanders","S/SandMi01","0","0","0","0","","PHI",,,
"23198",":stat_player_game_return","201911240phi","0","0","0","0","","201911240phi_3","Greg Ward","W/WardGr02","1","-3","0","-3","-3.0","PHI",,,
"23200",":stat_player_game_return","201910130sdg","1","9","0","9","9.0","201910130sdg_1","Ryan Switzer","S/SwitRy00","2","9","0","14","7.0","PIT",,,
"23203",":stat_player_game_return","201910270buf","2","32","0","50","25.0","201910270buf_4","Andre Roberts","R/RobeAn00","0","0","0","0","","BUF",,,
"23206",":stat_player_game_return","201911240phi","2","26","0","45","22.5","201911240phi_4","Boston Scott","S/ScotBo02","0","0","0","0","","PHI",,,
"23209",":stat_player_game_return","201910130sdg","2","26","0","49","24.5","201910130sdg_2","Desmond King","K/KingDe01","1","7","0","7","7.0","LAC",,,
"23212",":stat_player_game_return","201910130sdg","2","29","0","48","24.0","201910130sdg_3","Troymaine Pope","P/PopeTr00","0","0","0","0","","LAC",,,
"23221",":stat_player_game_return","201911110sfo","3","22","0","43","14.3","201911110sfo_1","Tyler Lockett","L/LockTy00","1","20","0","20","20.0","SEA",,,
"23227",":stat_player_game_return","201911110sfo","0","0","0","0","","201911110sfo_2","David Moore","M/MoorDa03","1","4","0","4","4.0","SEA",,,
"23234",":stat_player_game_return","201911110sfo","1","22","0","22","22.0","201911110sfo_3","Richie James","J/JameRi00","3","2","0","2","0.7","SFO",,,
"23239",":stat_player_game_return","201911030rav","2","27","0","53","26.5","201911030rav_1","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"23246",":stat_player_game_return","201911030rav","0","0","0","0","","201911030rav_2","Cyrus Jones","J/JoneCy00","2","7","0","7","3.5","BAL",,,
"23255",":stat_player_game_return","201911030rav","2","14","0","24","12.0","201911030rav_3","Justice Hill","H/HillJu00","0","0","0","0","","BAL",,,
"23263",":stat_player_game_return","201911030rav","1","14","0","14","14.0","201911030rav_4","Chris Moore","M/MoorCh00","0","0","0","0","","BAL",,,
"23265",":stat_player_game_return","201911030kan","0","0","0","0","","201911030kan_1","Mike Hughes","H/HughMi00","5","10","0","29","5.8","MIN",,,
"23270",":stat_player_game_return","201911100nyj","0","0","0","0","","201911100nyj_1","Golden Tate","T/TateGo00","1","8","0","8","8.0","NYG",,,
"23272",":stat_player_game_return","201911030kan","4","34","0","101","25.3","201911030kan_2","Mecole Hardman","H/HardMe00","2","15","0","17","8.5","KAN",,,
"23278",":stat_player_game_return","201911100nyj","1","19","0","19","19.0","201911100nyj_2","Corey Ballentine","B/BallCo00","0","0","0","0","","NYG",,,
"23287",":stat_player_game_return","201911100nyj","1","15","0","15","15.0","201911100nyj_3","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"23296",":stat_player_game_return","201911100nyj","0","0","0","0","","201911100nyj_4","Braxton Berrios","B/BerrBr00","3","17","0","29","9.7","NYJ",,,
"23303",":stat_player_game_return","201911100nyj","2","21","0","39","19.5","201911100nyj_5","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"24300",":stat_player_game_return","201912080ram","0","0","0","0","","201912080ram_1","David Moore","M/MoorDa03","2","3","0","3","1.5","SEA",,,
"24306",":stat_player_game_return","201912080ram","0","0","0","0","","201912080ram_2","Nsimba Webster","W/WebsNs00","2","0","0","-1","-0.5","LAR",,,
"24312",":stat_player_game_return","201912080ram","2","20","0","35","17.5","201912080ram_3","Darrell Henderson","H/HendDa00","0","0","0","0","","LAR",,,
"24339",":stat_player_game_return","201912020sea","2","22","0","41","20.5","201912020sea_1","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"24342",":stat_player_game_return","201911240chi","0","0","0","0","","201911240chi_1","Golden Tate","T/TateGo00","2","12","0","12","6.0","NYG",,,
"24349",":stat_player_game_return","201911240chi","1","23","0","23","23.0","201911240chi_2","Jabrill Peppers","P/PeppJa00","1","40","0","40","40.0","NYG",,,
"24352",":stat_player_game_return","201912010htx","0","0","0","0","","201912010htx_1","Mohamed Sanu","S/SanuMo00","1","6","0","6","6.0","NWE",,,
"24355",":stat_player_game_return","201912020sea","1","16","0","16","16.0","201912020sea_2","C.J. Ham","H/HamxC.00","0","0","0","0","","MIN",,,
"24358",":stat_player_game_return","201911240chi","3","25","0","63","21.0","201911240chi_3","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"24361",":stat_player_game_return","201912010htx","1","15","0","15","15.0","201912010htx_2","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"24363",":stat_player_game_return","201912020sea","0","0","0","0","","201912020sea_3","David Moore","M/MoorDa03","1","9","0","9","9.0","SEA",,,
"24366",":stat_player_game_return","201911240chi","0","0","0","0","","201911240chi_4","Tarik Cohen","C/CoheTa00","1","1","0","1","1.0","CHI",,,
"24367",":stat_player_game_return","201912010htx","0","0","0","0","","201912010htx_3","DeAndre Carter","C/CartDe02","2","14","0","24","12.0","HOU",,,
"24372",":stat_player_game_return","201912020sea","2","27","0","51","25.5","201912020sea_4","Travis Homer","H/HomeTr00","0","0","0","0","","SEA",,,
"24373",":stat_player_game_return","201911140cle","0","0","0","0","","201911140cle_1","Diontae Johnson","J/JohnDi01","1","10","0","10","10.0","PIT",,,
"24380",":stat_player_game_return","201911140cle","0","0","0","0","","201911140cle_2","Cameron Sutton","S/SuttCa00","1","8","0","8","8.0","PIT",,,
"24388",":stat_player_game_return","201911140cle","2","16","0","32","16.0","201911140cle_3","Tony Brooks-James","B/BrooTo01","0","0","0","0","","PIT",,,
"24394",":stat_player_game_return","201911140cle","0","0","0","0","","201911140cle_4","Dontrell Hilliard","H/HillDo00","2","11","0","16","8.0","CLE",,,
"24397",":stat_player_game_return","201911170tam","0","0","0","0","","201911170tam_1","Alvin Kamara","K/KamaAl00","3","27","0","32","10.7","NOR",,,
"24403",":stat_player_game_return","201911140cle","2","28","0","50","25.0","201911140cle_5","Tavierre Thomas","T/ThomTa01","0","0","0","0","","CLE",,,
"24405",":stat_player_game_return","201911170tam","1","12","0","12","12.0","201911170tam_2","Taysom Hill","H/HillTa00","0","0","0","0","","NOR",,,
"24407",":stat_player_game_return","201911170phi","0","0","0","0","","201911170phi_1","Mohamed Sanu","S/SanuMo00","3","14","0","23","7.7","NWE",,,
"24408",":stat_player_game_return","201912010mia","0","0","0","0","","201912010mia_1","Marcus Sherels","S/SherMa20","2","0","0","0","0.0","MIA",,,
"24413",":stat_player_game_return","201911170phi","2","25","0","42","21.0","201911170phi_2","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"24416",":stat_player_game_return","201912010mia","1","6","0","6","6.0","201912010mia_2","Durham Smythe","S/SmytDu00","0","0","0","0","","MIA",,,
"24421",":stat_player_game_return","201911170tam","1","16","0","16","16.0","201911170tam_3","T.J. Logan","L/LogaT.00","1","7","0","7","7.0","TAM",,,
"24427",":stat_player_game_return","201911170phi","3","26","0","60","20.0","201911170phi_3","Boston Scott","S/ScotBo02","2","7","0","13","6.5","PHI",,,
"24450",":stat_player_game_return","201911100dal","1","29","0","29","29.0","201911100dal_1","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"24461",":stat_player_game_return","201911100dal","0","0","0","0","","201911100dal_2","Tavon Austin","A/AustTa00","1","0","0","0","0.0","DAL",,,
"24468",":stat_player_game_return","201911170was","1","13","0","13","13.0","201911170was_1","Braxton Berrios","B/BerrBr00","3","16","0","43","14.3","NYJ",,,
"24477",":stat_player_game_return","201911170was","1","27","0","27","27.0","201911170was_2","Vyncint Smith","S/SmitVy00","0","0","0","0","","NYJ",,,
"24485",":stat_player_game_return","201911170was","0","0","0","0","","201911170was_3","Trey Quinn","Q/QuinTr00","2","9","0","9","4.5","WAS",,,
"24493",":stat_player_game_return","201911170was","6","30","0","143","23.8","201911170was_4","Steven Sims","S/SimsSt00","0","0","0","0","","WAS",,,
"25488",":stat_player_game_return","201912010rav","2","26","0","47","23.5","201912010rav_1","Richie James","J/JameRi00","0","0","0","0","","SFO",,,
"25493",":stat_player_game_return","201912010rav","2","20","0","34","17.0","201912010rav_2","De'Anthony Thomas","T/ThomDe05","1","18","0","18","18.0","BAL",,,
"25514",":stat_player_game_return","201912080nor","1","21","0","21","21.0","201912080nor_1","Richie James","J/JameRi00","1","3","0","3","3.0","SFO",,,
"25521",":stat_player_game_return","201912080nor","5","51","0","155","31.0","201912080nor_2","Deonte Harty","H/HarrDe07","2","25","0","37","18.5","NOR",,,
"25530",":stat_player_game_return","201912150car","1","14","0","14","14.0","201912150car_1","Travis Homer","H/HomeTr00","0","0","0","0","","SEA",,,
"25557",":stat_player_game_return","201912010jax","0","0","0","0","","201912010jax_1","T.J. Logan","L/LogaT.00","2","13","0","18","9.0","TAM",,,
"25563",":stat_player_game_return","201912090phi","0","0","0","0","","201912090phi_1","Da'Mari Scott","S/ScotDa02","1","8","0","8","8.0","NYG",,,
"25564",":stat_player_game_return","201912010jax","0","0","0","0","","201912010jax_2","Dede Westbrook","W/WestDe00","2","43","0","48","24.0","JAX",,,
"25574",":stat_player_game_return","201912010jax","1","25","0","25","25.0","201912010jax_3","Michael Walker","W/WalkMi00","0","0","0","0","","JAX",,,
"25575",":stat_player_game_return","201912090phi","0","0","0","0","","201912090phi_2","Golden Tate","T/TateGo00","1","3","0","3","3.0","NYG",,,
"25577",":stat_player_game_return","201911280atl","2","18","0","30","15.0","201911280atl_1","Deonte Harty","H/HarrDe07","1","0","0","0","0.0","NOR",,,
"25583",":stat_player_game_return","201912090phi","0","0","0","0","","201912090phi_3","Greg Ward","W/WardGr02","3","16","0","23","7.7","PHI",,,
"25585",":stat_player_game_return","201911280atl","1","8","0","8","8.0","201911280atl_2","Jason Vander Laan","V/VandJa00","0","0","0","0","","NOR",,,
"25591",":stat_player_game_return","201912090phi","1","28","0","28","28.0","201912090phi_4","Boston Scott","S/ScotBo02","0","0","0","0","","PHI",,,
"25592",":stat_player_game_return","201912150sdg","1","25","0","25","25.0","201912150sdg_1","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"25594",":stat_player_game_return","201911240cin","0","0","0","0","","201911240cin_1","Diontae Johnson","J/JohnDi01","4","7","0","21","5.3","PIT",,,
"25595",":stat_player_game_return","201911280atl","2","47","0","76","38.0","201911280atl_3","Kenjon Barner","B/BarnKe00","2","2","0","0","0.0","ATL",,,
"25597",":stat_player_game_return","201911240atl","0","0","0","0","","201911240atl_1","T.J. Logan","L/LogaT.00","2","11","0","13","6.5","TAM",,,
"25598",":stat_player_game_return","201912010cin","2","19","0","32","16.0","201912010cin_1","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"25601",":stat_player_game_return","201911240cin","1","16","0","16","16.0","201911240cin_2","Kerrith Whyte Jr","W/WhytKe00","0","0","0","0","","PIT",,,
"25602",":stat_player_game_return","201912150sdg","3","34","0","48","16.0","201912150sdg_2","Troymaine Pope","P/PopeTr00","0","0","0","0","","LAC",,,
"25605",":stat_player_game_return","201911240atl","0","0","0","0","","201911240atl_2","Kenjon Barner","B/BarnKe00","3","6","0","8","2.7","ATL",,,
"25608",":stat_player_game_return","201911240cin","0","0","0","0","","201911240cin_3","Alex Erickson","E/EricAl01","4","9","0","18","4.5","CIN",,,
"25614",":stat_player_game_return","201911240cin","4","27","0","94","23.5","201911240cin_4","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"25617",":stat_player_game_return","201912010cin","1","9","0","9","9.0","201912010cin_2","Alex Erickson","E/EricAl01","3","7","0","6","2.0","CIN",,,
"25625",":stat_player_game_return","201912010cin","2","25","0","41","20.5","201912010cin_3","Brandon Wilson","W/WilsBr01","0","0","0","0","","CIN",,,
"26625",":stat_player_game_return","202001050phi","0","0","0","0","","202001050phi_1","David Moore","M/MoorDa03","1","5","0","5","5.0","SEA",,,
"26629",":stat_player_game_return","202001050phi","3","27","0","60","20.0","202001050phi_2","Tyler Lockett","L/LockTy00","0","0","0","0","","SEA",,,
"26635",":stat_player_game_return","202001050phi","1","24","0","24","24.0","202001050phi_3","Boston Scott","S/ScotBo02","0","0","0","0","","PHI",,,
"26658",":stat_player_game_return","201912290sea","1","0","0","0","0.0","201912290sea_1","Richie James","J/JameRi00","2","6","0","6","3.0","SFO",,,
"26662",":stat_player_game_return","201912290sea","0","0","0","0","","201912290sea_2","David Moore","M/MoorDa03","1","16","0","16","16.0","SEA",,,
"26670",":stat_player_game_return","201912290sea","1","17","0","17","17.0","201912290sea_3","Tyler Lockett","L/LockTy00","0","0","0","0","","SEA",,,
"26721",":stat_player_game_return","201912150cin","0","0","0","0","","201912150cin_1","Mohamed Sanu","S/SanuMo00","1","1","0","1","1.0","NWE",,,
"26723",":stat_player_game_return","202001120gnb","0","0","0","0","","202001120gnb_1","David Moore","M/MoorDa03","1","10","0","10","10.0","SEA",,,
"26729",":stat_player_game_return","201912150cin","2","22","0","42","21.0","201912150cin_2","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"26732",":stat_player_game_return","201912150was","1","29","0","29","29.0","201912150was_1","Boston Scott","S/ScotBo02","0","0","0","0","","PHI",,,
"26733",":stat_player_game_return","202001120gnb","5","25","0","97","19.4","202001120gnb_2","Travis Homer","H/HomeTr00","0","0","0","0","","SEA",,,
"26736",":stat_player_game_return","201912290nyg","0","0","0","0","","201912290nyg_1","Greg Ward","W/WardGr02","2","6","0","3","1.5","PHI",,,
"26738",":stat_player_game_return","201912150cin","2","21","0","36","18.0","201912150cin_3","Darius Phillips","P/PhilDa02","1","9","0","9","9.0","CIN",,,
"26741",":stat_player_game_return","202001120gnb","1","12","0","12","12.0","202001120gnb_3","Tyler Ervin","E/ErviTy00","1","6","0","6","6.0","GNB",,,
"26745",":stat_player_game_return","201912290nyg","1","4","0","4","4.0","201912290nyg_2","Boston Scott","S/ScotBo02","0","0","0","0","","PHI",,,
"26746",":stat_player_game_return","201912120rav","0","0","0","0","","201912120rav_1","Braxton Berrios","B/BerrBr00","3","21","0","48","16.0","NYJ",,,
"26747",":stat_player_game_return","201912150cin","0","0","0","0","","201912150cin_4","Alex Erickson","E/EricAl01","1","0","0","0","0.0","CIN",,,
"26749",":stat_player_game_return","202001120gnb","1","10","0","10","10.0","202001120gnb_4","B.J. Goodson","G/GoodB.00","0","0","0","0","","GNB",,,
"26750",":stat_player_game_return","201912150was","3","41","0","89","29.7","201912150was_2","Steven Sims","S/SimsSt00","2","11","0","8","4.0","WAS",,,
"26753",":stat_player_game_return","201912290nyg","0","0","0","0","","201912290nyg_3","Golden Tate","T/TateGo00","3","17","0","25","8.3","NYG",,,
"26756",":stat_player_game_return","201912120rav","4","34","0","93","23.3","201912120rav_2","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"26758",":stat_player_game_return","201912150det","0","0","0","0","","201912150det_1","Jamel Dean","D/DeanJa00","1","0","0","0","0.0","TAM",,,
"26762",":stat_player_game_return","201912290nyg","1","17","0","17","17.0","201912290nyg_4","Da'Mari Scott","S/ScotDa02","1","-3","0","-3","-3.0","NYG",,,
"26764",":stat_player_game_return","201912120rav","3","37","0","86","28.7","201912120rav_3","Vyncint Smith","S/SmitVy00","0","0","0","0","","NYJ",,,
"26766",":stat_player_game_return","201912150det","2","23","0","43","21.5","201912150det_2","Dare Ogunbowale","O/OgunDa00","0","0","0","0","","TAM",,,
"26770",":stat_player_game_return","201912290nyg","4","32","0","98","24.5","201912290nyg_5","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"26773",":stat_player_game_return","201912120rav","1","5","0","5","5.0","201912120rav_4","De'Anthony Thomas","T/ThomDe05","1","8","0","8","8.0","BAL",,,
"26778",":stat_player_game_return","201912290buf","0","0","0","0","","201912290buf_1","Braxton Berrios","B/BerrBr00","1","9","0","9","9.0","NYJ",,,
"26786",":stat_player_game_return","201912290buf","1","16","0","16","16.0","201912290buf_2","Vyncint Smith","S/SmitVy00","0","0","0","0","","NYJ",,,
"26795",":stat_player_game_return","201912290buf","3","24","0","65","21.7","201912290buf_3","Isaiah McKenzie","M/McKeIs00","1","4","0","4","4.0","BUF",,,
"26805",":stat_player_game_return","201912080crd","0","0","0","0","","201912080crd_1","Diontae Johnson","J/JohnDi01","2","85","1","86","43.0","PIT",,,
"26814",":stat_player_game_return","201912080crd","2","12","0","24","12.0","201912080crd_2","Kerrith Whyte Jr","W/WhytKe00","0","0","0","0","","PIT",,,
"26824",":stat_player_game_return","201912080crd","3","32","0","68","22.7","201912080crd_3","Pharoh Cooper","C/CoopPh00","1","29","0","29","29.0","ARI",,,
"27839",":stat_player_game_return","201909080phi","0","0","0","0","","201909080phi_1","Trey Quinn","Q/QuinTr00","1","11","0","11","11.0","WAS",,,
"27846",":stat_player_game_return","201909080phi","3","19","0","46","15.3","201909080phi_2","Steven Sims","S/SimsSt00","0","0","0","0","","WAS",,,
"27849",":stat_player_game_return","202002020kan","3","29","0","58","19.3","202002020kan_1","Mecole Hardman","H/HardMe00","0","0","0","0","","KAN",,,
"27852",":stat_player_game_return","201909080phi","0","0","0","0","","201909080phi_3","Darren Sproles","S/SproDa00","4","17","0","46","11.5","PHI",,,
"27856",":stat_player_game_return","202002020kan","4","19","0","61","15.3","202002020kan_2","Richie James","J/JameRi00","1","0","0","0","0.0","SFO",,,
"27871",":stat_player_game_return","201909080cle","2","17","0","27","13.5","201909080cle_1","Darius Jennings","J/JennDa00","0","0","0","0","","TEN",,,
"27872",":stat_player_game_return","202001110sfo","0","0","0","0","","202001110sfo_1","Marcus Sherels","S/SherMa20","2","0","0","0","0.0","MIN",,,
"27876",":stat_player_game_return","201909080cle","1","23","0","23","23.0","201909080cle_2","Adoree' Jackson","J/JackAd00","0","0","0","0","","TEN",,,
"27882",":stat_player_game_return","201909080cle","3","32","0","80","26.7","201909080cle_3","Dontrell Hilliard","H/HillDo00","1","18","0","18","18.0","CLE",,,
"27883",":stat_player_game_return","202001110sfo","5","39","0","148","29.6","202001110sfo_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"27888",":stat_player_game_return","201909080cle","1","23","0","23","23.0","201909080cle_4","D'Ernest Johnson","J/JohnDE04","0","0","0","0","","CLE",,,
"27890",":stat_player_game_return","202001110sfo","1","22","0","22","22.0","202001110sfo_3","Richie James","J/JameRi00","3","18","0","23","7.7","SFO",,,
"27897",":stat_player_game_return","201912220was","2","35","0","59","29.5","201912220was_1","Da'Mari Scott","S/ScotDa02","2","7","0","6","3.0","NYG",,,
"27900",":stat_player_game_return","201912220was","1","27","0","27","27.0","201912220was_2","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"27909",":stat_player_game_return","201912220was","1","25","0","25","25.0","201912220was_3","Steven Sims","S/SimsSt00","0","0","0","0","","WAS",,,
"27944",":stat_player_game_return","201912290rav","0","0","0","0","","201912290rav_1","Diontae Johnson","J/JohnDi01","2","13","0","24","12.0","PIT",,,
"27953",":stat_player_game_return","201912290rav","2","21","0","24","12.0","201912290rav_2","Kerrith Whyte Jr","W/WhytKe00","0","0","0","0","","PIT",,,
"27957",":stat_player_game_return","201912220nyj","0","0","0","0","","201912220nyj_1","Diontae Johnson","J/JohnDi01","3","17","0","40","13.3","PIT",,,
"27963",":stat_player_game_return","201912290rav","1","8","0","8","8.0","201912290rav_3","Benny Snell Jr.","S/SnelBe00","0","0","0","0","","PIT",,,
"27965",":stat_player_game_return","201912220nyj","3","24","0","65","21.7","201912220nyj_2","Kerrith Whyte Jr","W/WhytKe00","0","0","0","0","","PIT",,,
"27973",":stat_player_game_return","201912290rav","1","31","0","31","31.0","201912290rav_4","De'Anthony Thomas","T/ThomDe05","2","6","0","2","1.0","BAL",,,
"27974",":stat_player_game_return","201912220nyj","1","0","0","0","0.0","201912220nyj_3","Braxton Berrios","B/BerrBr00","1","20","0","20","20.0","NYJ",,,
"27978",":stat_player_game_return","201912290car","0","0","0","0","","201912290car_1","Deonte Harty","H/HarrDe07","2","15","0","19","9.5","NOR",,,
"27983",":stat_player_game_return","201912290rav","1","19","0","19","19.0","201912290rav_5","Willie Snead","S/SneaWi00","0","0","0","0","","BAL",,,
"27985",":stat_player_game_return","201912220nyj","1","12","0","12","12.0","201912220nyj_4","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"27989",":stat_player_game_return","201912290car","0","0","0","0","","201912290car_2","Chris Hogan","H/HogaCh00","2","5","0","4","2.0","CAR",,,
"27996",":stat_player_game_return","202001050nor","0","0","0","0","","202001050nor_1","Marcus Sherels","S/SherMa20","2","10","0","17","8.5","MIN",,,
"27997",":stat_player_game_return","201912290car","1","25","0","25","25.0","201912290car_3","DeAndrew White","W/WhitDe01","0","0","0","0","","CAR",,,
"28000",":stat_player_game_return","202001050nor","1","3","0","3","3.0","202001050nor_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"28009",":stat_player_game_return","202001050nor","4","54","0","133","33.3","202001050nor_3","Deonte Harty","H/HarrDe07","4","17","0","44","11.0","NOR",,,
"28018",":stat_player_game_return","202001050nor","1","15","0","15","15.0","202001050nor_4","Ricky Ortiz","O/OrtiRi00","0","0","0","0","","NOR",,,
"28052",":stat_player_game_return","201912220oti","4","47","0","150","37.5","201912220oti_1","Deonte Harty","H/HarrDe07","4","12","0","21","5.3","NOR",,,
"28059",":stat_player_game_return","201912220oti","1","12","0","12","12.0","201912220oti_2","Dwayne Washington","W/WashDw00","0","0","0","0","","NOR",,,
"28066",":stat_player_game_return","201912220oti","4","26","0","83","20.8","201912220oti_3","Kalif Raymond","R/RaymKa00","3","14","0","37","12.3","TEN",,,
"29031",":stat_player_game_return","201909190jax","0","0","0","0","","201909190jax_1","Adoree' Jackson","J/JackAd00","1","0","0","0","0.0","TEN",,,
"29039",":stat_player_game_return","201909190jax","1","25","0","25","25.0","201909190jax_2","Darius Jennings","J/JennDa00","0","0","0","0","","TEN",,,
"29043",":stat_player_game_return","201909190jax","0","0","0","0","","201909190jax_3","Dede Westbrook","W/WestDe00","2","9","0","11","5.5","JAX",,,
"29052",":stat_player_game_return","201912010clt","0","0","0","0","","201912010clt_1","Adam Humphries","H/HumpAd00","2","6","0","8","4.0","TEN",,,
"29060",":stat_player_game_return","201912010clt","0","0","0","0","","201912010clt_2","Nyheim Hines","H/HineNy00","2","23","0","32","16.0","IND",,,
"29068",":stat_player_game_return","201912010clt","1","15","0","15","15.0","201912010clt_3","Jordan Wilkins","W/WilkJo01","0","0","0","0","","IND",,,
"29093",":stat_player_game_return","201911030buf","0","0","0","0","","201911030buf_1","Trey Quinn","Q/QuinTr00","1","0","0","0","0.0","WAS",,,
"29100",":stat_player_game_return","201911030buf","3","22","0","56","18.7","201911030buf_2","Steven Sims","S/SimsSt00","0","0","0","0","","WAS",,,
"29108",":stat_player_game_return","201911030buf","1","24","0","24","24.0","201911030buf_3","Patrick DiMarco","D/DiMaPa00","0","0","0","0","","BUF",,,
"29110",":stat_player_game_return","201910240min","2","31","0","54","27.0","201910240min_1","Steven Sims","S/SimsSt00","0","0","0","0","","WAS",,,
"29117",":stat_player_game_return","201911030buf","1","66","0","66","66.0","201911030buf_4","Andre Roberts","R/RobeAn00","0","0","0","0","","BUF",,,
"29119",":stat_player_game_return","201910130den","0","0","0","0","","201910130den_1","Adam Humphries","H/HumpAd00","3","11","0","19","6.3","TEN",,,
"29123",":stat_player_game_return","201911030car","0","0","0","0","","201911030car_1","Adam Humphries","H/HumpAd00","1","11","0","11","11.0","TEN",,,
