"_id","_labels","game_code","kick_ret","kick_ret_long","kick_ret_td","kick_ret_yds","kick_ret_yds_per_ret","label","player","player_code","punt_ret","punt_ret_long","punt_ret_td","punt_ret_yds","punt_ret_yds_per_ret","team","_start","_end","_type"
"14840",":stat_player_game_return","201912010crd","1","14","0","14","14.0","201912010crd_1","Jojo Natson","N/NatsJo00","1","6","0","6","6.0","LAR",,,
"14842",":stat_player_game_return","201910270htx","1","18","0","18","18.0","201910270htx_1","Dwayne Harris","H/HarrDw00","1","0","0","0","0.0","OAK",,,
"14843",":stat_player_game_return","201912150nyg","2","30","0","55","27.5","201912150nyg_1","Trevor Davis","D/DaviTr03","0","0","0","0","","MIA",,,
"14850",":stat_player_game_return","201912010crd","0","0","0","0","","201912010crd_2","Pharoh Cooper","C/CoopPh00","1","5","0","5","5.0","ARI",,,
"14851",":stat_player_game_return","201910270htx","0","0","0","0","","201910270htx_2","Trevor Davis","D/DaviTr03","1","3","0","3","3.0","OAK",,,
"14852",":stat_player_game_return","201912150nyg","1","34","0","34","34.0","201912150nyg_2","Da'Mari Scott","S/ScotDa02","1","9","0","9","9.0","NYG",,,
"14856",":stat_player_game_return","201910270htx","1","22","0","22","22.0","201910270htx_3","DeAndre Carter","C/CartDe02","4","14","0","32","8.0","HOU",,,
"14858",":stat_player_game_return","201912150nyg","2","28","0","49","24.5","201912150nyg_3","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"14869",":stat_player_game_return","201912080nyj","0","0","0","0","","201912080nyj_1","Marcus Sherels","S/SherMa20","1","7","0","7","7.0","MIA",,,
"14875",":stat_player_game_return","201912160nor","1","19","0","19","19.0","201912160nor_1","Nyheim Hines","H/HineNy00","0","0","0","0","","IND",,,
"14877",":stat_player_game_return","201912080nyj","1","13","0","13","13.0","201912080nyj_2","Durham Smythe","S/SmytDu00","0","0","0","0","","MIA",,,
"14883",":stat_player_game_return","201912160nor","0","0","0","0","","201912160nor_2","Deonte Harty","H/HarrDe07","3","15","0","29","9.7","NOR",,,
"14887",":stat_player_game_return","201912080nyj","0","0","0","0","","201912080nyj_3","Braxton Berrios","B/BerrBr00","1","12","0","12","12.0","NYJ",,,
"14890",":stat_player_game_return","201912080jax","1","18","0","18","18.0","201912080jax_1","Desmond King","K/KingDe01","2","1","0","1","0.5","LAC",,,
"14892",":stat_player_game_return","201912080min","0","0","0","0","","201912080min_1","Danny Amendola","A/AmenDa00","2","8","0","11","5.5","DET",,,
"14895",":stat_player_game_return","201912080nyj","4","29","0","90","22.5","201912080nyj_4","Ty Montgomery","M/MontTy01","0","0","0","0","","NYJ",,,
"14900",":stat_player_game_return","201912080jax","2","24","0","43","21.5","201912080jax_2","Justin Jackson","J/JackJu01","0","0","0","0","","LAC",,,
"14903",":stat_player_game_return","201912080min","1","23","0","23","23.0","201912080min_2","Chris Lacy","L/LacyCh00","0","0","0","0","","DET",,,
"14906",":stat_player_game_return","201912080jax","4","27","0","74","18.5","201912080jax_3","Michael Walker","W/WalkMi00","1","5","0","5","5.0","JAX",,,
"14911",":stat_player_game_return","201912080min","0","0","0","0","","201912080min_3","Mike Hughes","H/HughMi00","4","17","0","43","10.8","MIN",,,
"14914",":stat_player_game_return","201912080jax","0","0","0","0","","201912080jax_4","Dede Westbrook","W/WestDe00","1","-4","0","-4","-4.0","JAX",,,
"14916",":stat_player_game_return","201912080min","1","14","0","14","14.0","201912080min_4","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"14919",":stat_player_game_return","201911170rav","3","28","0","70","23.3","201911170rav_1","DeAndre Carter","C/CartDe02","0","0","0","0","","HOU",,,
"14926",":stat_player_game_return","201911170rav","2","15","0","16","8.0","201911170rav_2","De'Anthony Thomas","T/ThomDe05","2","4","0","4","2.0","BAL",,,
"16017",":stat_player_game_return","201912220den","0","0","0","0","","201912220den_1","Jamal Agnew","A/AgneJa00","3","64","1","75","25.0","DET",,,
"16023",":stat_player_game_return","201912220den","1","47","0","47","47.0","201912220den_2","Diontae Spencer","S/SpenDi00","2","14","0","22","11.0","DEN",,,
"16040",":stat_player_game_return","201912290jax","1","24","0","24","24.0","201912290jax_1","Nyheim Hines","H/HineNy00","2","18","0","20","10.0","IND",,,
"16048",":stat_player_game_return","201912290jax","3","46","0","90","30.0","201912290jax_2","Ashton Dulin","D/DuliAs00","0","0","0","0","","IND",,,
"16051",":stat_player_game_return","201912150rai","0","0","0","0","","201912150rai_1","Dede Westbrook","W/WestDe00","1","8","0","8","8.0","JAX",,,
"16053",":stat_player_game_return","201912150dal","0","0","0","0","","201912150dal_1","Nsimba Webster","W/WebsNs00","1","0","0","0","0.0","LAR",,,
"16056",":stat_player_game_return","201912290jax","0","0","0","0","","201912290jax_3","Dede Westbrook","W/WestDe00","1","5","0","5","5.0","JAX",,,
"16057",":stat_player_game_return","201912150rai","1","35","0","35","35.0","201912150rai_2","Michael Walker","W/WalkMi00","0","0","0","0","","JAX",,,
"16063",":stat_player_game_return","201912150dal","1","23","0","23","23.0","201912150dal_2","Darrell Henderson","H/HendDa00","0","0","0","0","","LAR",,,
"16065",":stat_player_game_return","201911030sdg","5","36","0","123","24.6","201911030sdg_1","Tremon Smith","S/SmitTr04","1","0","0","0","0.0","GNB",,,
"16066",":stat_player_game_return","201912150rai","2","26","0","37","18.5","201912150rai_3","Jalen Richard","R/RichJa01","1","2","0","2","2.0","OAK",,,
"16067",":stat_player_game_return","201912290jax","3","59","0","110","36.7","201912290jax_4","Keelan Cole","C/ColeKe00","0","0","0","0","","JAX",,,
"16070",":stat_player_game_return","201911030sdg","2","21","0","34","17.0","201911030sdg_2","Desmond King","K/KingDe01","2","1","0","1","0.5","LAC",,,
"16071",":stat_player_game_return","201912150dal","0","0","0","0","","201912150dal_3","Tavon Austin","A/AustTa00","2","12","0","20","10.0","DAL",,,
"16075",":stat_player_game_return","201912290kan","3","28","0","64","21.3","201912290kan_1","Justin Jackson","J/JackJu01","0","0","0","0","","LAC",,,
"16078",":stat_player_game_return","201912290kan","1","13","0","13","13.0","201912290kan_2","Desmond King","K/KingDe01","0","0","0","0","","LAC",,,
"16081",":stat_player_game_return","201912290nwe","1","18","0","18","18.0","201912290nwe_1","Trevor Davis","D/DaviTr03","2","7","0","7","3.5","MIA",,,
"16084",":stat_player_game_return","201912290kan","1","22","0","22","22.0","201912290kan_3","Troymaine Pope","P/PopeTr00","0","0","0","0","","LAC",,,
"16086",":stat_player_game_return","201912290nwe","0","0","0","0","","201912290nwe_2","Mohamed Sanu","S/SanuMo00","1","7","0","7","7.0","NWE",,,
"16093",":stat_player_game_return","201912290kan","2","104","1","117","58.5","201912290kan_4","Mecole Hardman","H/HardMe00","3","15","0","21","7.0","KAN",,,
"16095",":stat_player_game_return","201912290nwe","1","38","0","38","38.0","201912290nwe_3","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"16118",":stat_player_game_return","201912210tam","0","0","0","0","","201912210tam_1","DeAndre Carter","C/CartDe02","1","10","0","10","10.0","HOU",,,
"16128",":stat_player_game_return","201912210tam","0","0","0","0","","201912210tam_2","Spencer Schnell","S/SchnSp00","2","2","0","3","1.5","TAM",,,
"16130",":stat_player_game_return","201912150oti","2","31","0","54","27.0","201912150oti_1","DeAndre Carter","C/CartDe02","0","0","0","0","","HOU",,,
"16136",":stat_player_game_return","201912210tam","5","18","0","74","14.8","201912210tam_3","Dare Ogunbowale","O/OgunDa00","0","0","0","0","","TAM",,,
"16140",":stat_player_game_return","201912150oti","3","24","0","55","18.3","201912150oti_2","Kalif Raymond","R/RaymKa00","1","8","0","8","8.0","TEN",,,
"16147",":stat_player_game_return","201912150oti","0","0","0","0","","201912150oti_3","LeShaun Sims","S/SimsLe00","1","11","0","11","11.0","TEN",,,
"16161",":stat_player_game_return","201912080nwe","3","31","0","73","24.3","201912080nwe_1","Mecole Hardman","H/HardMe00","3","9","0","20","6.7","KAN",,,
"16168",":stat_player_game_return","201912080nwe","4","23","0","76","19.0","201912080nwe_2","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"16177",":stat_player_game_return","201912080nwe","1","21","0","21","21.0","201912080nwe_3","James White","W/WhitJa02","0","0","0","0","","NWE",,,
"17224",":stat_player_game_return","202001120kan","2","26","0","47","23.5","202001120kan_1","DeAndre Carter","C/CartDe02","1","11","0","11","11.0","HOU",,,
"17236",":stat_player_game_return","201912220sdg","0","0","0","0","","201912220sdg_1","Hunter Renfrow","R/RenfHu00","3","13","0","33","11.0","OAK",,,
"17237",":stat_player_game_return","202001120kan","1","4","0","4","4.0","202001120kan_2","Cullen Gillaspia","G/GillCu00","0","0","0","0","","HOU",,,
"17245",":stat_player_game_return","202001120kan","6","58","0","142","23.7","202001120kan_3","Mecole Hardman","H/HardMe00","1","1","0","1","1.0","KAN",,,
"17246",":stat_player_game_return","201912220sdg","0","0","0","0","","201912220sdg_2","Jalen Richard","R/RichJa01","1","8","0","8","8.0","OAK",,,
"17247",":stat_player_game_return","201912210sfo","1","27","0","27","27.0","201912210sfo_1","Nsimba Webster","W/WebsNs00","2","1","0","1","0.5","LAR",,,
"17253",":stat_player_game_return","201912220sdg","2","26","0","51","25.5","201912220sdg_3","Keisean Nixon","N/NixoKe00","0","0","0","0","","OAK",,,
"17254",":stat_player_game_return","202001120kan","0","0","0","0","","202001120kan_4","Tyreek Hill","H/HillTy00","1","0","0","0","0.0","KAN",,,
"17255",":stat_player_game_return","201912210sfo","1","81","0","81","81.0","201912210sfo_2","Richie James","J/JameRi00","0","0","0","0","","SFO",,,
"17260",":stat_player_game_return","201912220sdg","2","20","0","39","19.5","201912220sdg_4","Desmond King","K/KingDe01","3","11","0","21","7.0","LAC",,,
"17266",":stat_player_game_return","201912220chi","2","32","0","57","28.5","201912220chi_1","Mecole Hardman","H/HardMe00","2","9","0","10","5.0","KAN",,,
"17268",":stat_player_game_return","201912220sdg","1","34","0","34","34.0","201912220sdg_5","Troymaine Pope","P/PopeTr00","0","0","0","0","","LAC",,,
"17272",":stat_player_game_return","201912220atl","0","0","0","0","","201912220atl_1","Dede Westbrook","W/WestDe00","1","7","0","7","7.0","JAX",,,
"17273",":stat_player_game_return","201912220chi","0","0","0","0","","201912220chi_2","Tarik Cohen","C/CoheTa00","2","10","0","18","9.0","CHI",,,
"17279",":stat_player_game_return","201912220atl","2","30","0","57","28.5","201912220atl_2","Michael Walker","W/WalkMi00","0","0","0","0","","JAX",,,
"17281",":stat_player_game_return","201912220chi","1","11","0","11","11.0","201912220chi_3","J.P. Holtz","H/HoltJ.01","0","0","0","0","","CHI",,,
"17283",":stat_player_game_return","201911240sfo","2","21","0","40","20.0","201911240sfo_1","Tremon Smith","S/SmitTr04","2","-1","0","-3","-1.5","GNB",,,
"17289",":stat_player_game_return","201912220chi","1","26","0","26","26.0","201912220chi_4","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","CHI",,,
"17290",":stat_player_game_return","201912220atl","3","15","0","43","14.3","201912220atl_3","Kenjon Barner","B/BarnKe00","3","12","0","20","6.7","ATL",,,
"17291",":stat_player_game_return","201911240sfo","0","0","0","0","","201911240sfo_2","Richie James","J/JameRi00","3","10","0","14","4.7","SFO",,,
"17296",":stat_player_game_return","201912290den","0","0","0","0","","201912290den_1","Hunter Renfrow","R/RenfHu00","2","5","0","5","2.5","OAK",,,
"17302",":stat_player_game_return","201912290den","1","12","0","12","12.0","201912290den_2","Keisean Nixon","N/NixoKe00","0","0","0","0","","OAK",,,
"17309",":stat_player_game_return","201912290den","2","22","0","42","21.0","201912290den_3","Diontae Spencer","S/SpenDi00","1","4","0","4","4.0","DEN",,,
"17317",":stat_player_game_return","201912290den","1","-14","0","-14","-14.0","201912290den_4","Tim Patrick","P/PatrTi00","0","0","0","0","","DEN",,,
"17335",":stat_player_game_return","201911240nyj","4","22","0","70","17.5","201911240nyj_1","Trevor Davis","D/DaviTr03","2","11","0","14","7.0","OAK",,,
"17345",":stat_player_game_return","201911240nyj","0","0","0","0","","201911240nyj_2","Braxton Berrios","B/BerrBr00","1","26","0","26","26.0","NYJ",,,
"17353",":stat_player_game_return","201911240nyj","1","19","0","19","19.0","201911240nyj_3","Vyncint Smith","S/SmitVy00","0","0","0","0","","NYJ",,,
"17382",":stat_player_game_return","201912010nyg","3","33","0","72","24.0","201912010nyg_1","Tremon Smith","S/SmitTr04","1","3","0","3","3.0","GNB",,,
"17390",":stat_player_game_return","201912010nyg","0","0","0","0","","201912010nyg_2","Da'Mari Scott","S/ScotDa02","1","12","0","12","12.0","NYG",,,
"17401",":stat_player_game_return","201912010nyg","6","23","0","116","19.3","201912010nyg_3","Cody Latimer","L/LatiCo00","0","0","0","0","","NYG",,,
"17408",":stat_player_game_return","201912010kan","2","18","0","32","16.0","201912010kan_1","Trevor Davis","D/DaviTr03","1","3","0","3","3.0","OAK",,,
"17420",":stat_player_game_return","201912010kan","3","23","0","60","20.0","201912010kan_2","Jalen Richard","R/RichJa01","0","0","0","0","","OAK",,,
"17426",":stat_player_game_return","201912010kan","1","23","0","23","23.0","201912010kan_3","Mecole Hardman","H/HardMe00","0","0","0","0","","KAN",,,
"18408",":stat_player_game_return","201909080tam","0","0","0","0","","201909080tam_1","Bobo Wilson","W/WilsJe00","1","0","0","0","0.0","TAM",,,
"18417",":stat_player_game_return","201909080tam","3","21","0","60","20.0","201909080tam_2","T.J. Logan","L/LogaT.00","0","0","0","0","","TAM",,,
"18434",":stat_player_game_return","201909150gnb","0","0","0","0","","201909150gnb_1","Chad Beebe","B/BeebCh00","4","15","0","25","6.3","MIN",,,
"18438",":stat_player_game_return","202001190sfo","2","23","0","29","14.5","202001190sfo_1","Tyler Ervin","E/ErviTy00","0","0","0","0","","GNB",,,
"18441",":stat_player_game_return","201909150gnb","0","0","0","0","","201909150gnb_2","Trevor Davis","D/DaviTr03","2","0","0","0","0.0","GNB",,,
"18445",":stat_player_game_return","202001190sfo","2","18","0","29","14.5","202001190sfo_2","Richie James","J/JameRi00","1","26","0","26","26.0","SFO",,,
"18454",":stat_player_game_return","201909080dal","0","0","0","0","","201909080dal_1","Jabrill Peppers","P/PeppJa00","2","5","0","7","3.5","NYG",,,
"18462",":stat_player_game_return","201909080dal","2","28","0","46","23.0","201909080dal_2","Corey Ballentine","B/BallCo00","0","0","0","0","","NYG",,,
"18469",":stat_player_game_return","201909080dal","1","0","0","0","0.0","201909080dal_3","Randall Cobb","C/CobbRa00","0","0","0","0","","DAL",,,
"18482",":stat_player_game_return","201912290det","4","33","0","89","22.3","201912290det_1","Tyler Ervin","E/ErviTy00","2","16","0","17","8.5","GNB",,,
"18489",":stat_player_game_return","201912290det","0","0","0","0","","201912290det_2","Jamal Agnew","A/AgneJa00","1","11","0","11","11.0","DET",,,
"18516",":stat_player_game_return","201912230min","0","0","0","0","","201912230min_1","Tyler Ervin","E/ErviTy00","4","11","0","26","6.5","GNB",,,
"18523",":stat_player_game_return","201912230min","0","0","0","0","","201912230min_2","Mike Hughes","H/HughMi00","1","23","0","23","23.0","MIN",,,
"18534",":stat_player_game_return","201909080nwe","2","26","0","43","21.5","201909080nwe_1","Ryan Switzer","S/SwitRy00","0","0","0","0","","PIT",,,
"18541",":stat_player_game_return","201909220tam","0","0","0","0","","201909220tam_1","T.J. Jones","J/JoneT.00","1","13","0","13","13.0","NYG",,,
"18543",":stat_player_game_return","201909080nwe","0","0","0","0","","201909080nwe_2","Gunner Olszewski","O/OlszGu00","2","20","0","35","17.5","NWE",,,
"18546",":stat_player_game_return","201909150pit","0","0","0","0","","201909150pit_1","Tyler Lockett","L/LockTy00","2","10","0","10","5.0","SEA",,,
"18550",":stat_player_game_return","201909220tam","1","22","0","22","22.0","201909220tam_2","Corey Ballentine","B/BallCo00","0","0","0","0","","NYG",,,
"18552",":stat_player_game_return","201909080nwe","2","20","0","35","17.5","201909080nwe_3","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"18553",":stat_player_game_return","201909150pit","2","12","0","23","11.5","201909150pit_2","Rashaad Penny","P/PennRa00","0","0","0","0","","SEA",,,
"18559",":stat_player_game_return","201909220tam","0","0","0","0","","201909220tam_3","Bobo Wilson","W/WilsJe00","5","8","0","9","1.8","TAM",,,
"18562",":stat_player_game_return","201909150pit","0","0","0","0","","201909150pit_3","Diontae Johnson","J/JohnDi01","1","11","0","11","11.0","PIT",,,
"18571",":stat_player_game_return","201909150pit","0","0","0","0","","201909150pit_4","Ryan Switzer","S/SwitRy00","1","1","0","1","1.0","PIT",,,
"18594",":stat_player_game_return","201909150cin","1","13","0","13","13.0","201909150cin_1","Richie James","J/JameRi00","2","4","0","4","2.0","SFO",,,
"18601",":stat_player_game_return","201909150cin","4","37","0","100","25.0","201909150cin_2","Darius Phillips","P/PhilDa02","0","0","0","0","","CIN",,,
"18607",":stat_player_game_return","201909150cin","1","14","0","14","14.0","201909150cin_3","Giovani Bernard","B/BernGi00","0","0","0","0","","CIN",,,
"19593",":stat_player_game_return","201909260gnb","2","67","0","77","38.5","201909260gnb_1","Miles Sanders","S/SandMi01","0","0","0","0","","PHI",,,
"19600",":stat_player_game_return","201909260gnb","0","0","0","0","","201909260gnb_2","Darrius Shepherd ","S/ShepDa00","1","0","0","0","0.0","GNB",,,
"19607",":stat_player_game_return","201909260gnb","2","25","0","45","22.5","201909260gnb_3","Tremon Smith","S/SmitTr04","0","0","0","0","","GNB",,,
"19649",":stat_player_game_return","201909220sea","2","32","0","60","30.0","201909220sea_1","Deonte Harty","H/HarrDe07","3","53","1","53","17.7","NOR",,,
"19656",":stat_player_game_return","201909220sea","1","0","0","0","0.0","201909220sea_2","Ted Ginn Jr.","G/GinnTe00","0","0","0","0","","NOR",,,
"19660",":stat_player_game_return","201909150ram","0","0","0","0","","201909150ram_1","Deonte Harty","H/HarrDe07","3","19","0","34","11.3","NOR",,,
"19662",":stat_player_game_return","201909120car","0","0","0","0","","201909120car_1","Bobo Wilson","W/WilsJe00","3","11","0","21","7.0","TAM",,,
"19665",":stat_player_game_return","201909220sea","2","29","0","47","23.5","201909220sea_3","Tyler Lockett","L/LockTy00","3","8","0","12","4.0","SEA",,,
"19666",":stat_player_game_return","201909290crd","1","21","0","21","21.0","201909290crd_1","Tyler Lockett","L/LockTy00","2","0","0","-3","-1.5","SEA",,,
"19667",":stat_player_game_return","201909120car","0","0","0","0","","201909120car_2","Ray-Ray McCloud","M/McClRa00","4","39","0","39","9.8","CAR",,,
"19669",":stat_player_game_return","201909150ram","0","0","0","0","","201909150ram_2","Jojo Natson","N/NatsJo00","2","32","0","42","21.0","LAR",,,
"19671",":stat_player_game_return","201910060nyg","1","9","0","9","9.0","201910060nyg_1","Marcus Sherels","S/SherMa20","1","15","0","15","15.0","MIN",,,
"19675",":stat_player_game_return","201909290crd","0","0","0","0","","201909290crd_2","Christian Kirk","K/KirkCh01","1","1","0","1","1.0","ARI",,,
"19676",":stat_player_game_return","201909120car","1","21","0","21","21.0","201909120car_3","Chris Hogan","H/HogaCh00","0","0","0","0","","CAR",,,
"19678",":stat_player_game_return","201910060nyg","1","33","0","33","33.0","201910060nyg_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"19681",":stat_player_game_return","201909290chi","0","0","0","0","","201909290chi_1","Marcus Sherels","S/SherMa20","4","9","0","12","3.0","MIN",,,
"19686",":stat_player_game_return","201910060nyg","0","0","0","0","","201910060nyg_3","Golden Tate","T/TateGo00","1","17","0","17","17.0","NYG",,,
"19690",":stat_player_game_return","201909290chi","0","0","0","0","","201909290chi_2","Tarik Cohen","C/CoheTa00","1","16","0","16","16.0","CHI",,,
"19691",":stat_player_game_return","201910060nyg","2","52","0","76","38.0","201910060nyg_4","Corey Ballentine","B/BallCo00","0","0","0","0","","NYG",,,
"19694",":stat_player_game_return","201909220nwe","0","0","0","0","","201909220nwe_1","Gunner Olszewski","O/OlszGu00","8","13","0","44","5.5","NWE",,,
"19753",":stat_player_game_return","201909150atl","0","0","0","0","","201909150atl_1","Darren Sproles","S/SproDa00","1","8","0","8","8.0","PHI",,,
"19763",":stat_player_game_return","201909150atl","3","26","0","73","24.3","201909150atl_2","Corey Clement","C/ClemCo00","0","0","0","0","","PHI",,,
"19770",":stat_player_game_return","201909150atl","2","29","0","52","26.0","201909150atl_3","Miles Sanders","S/SandMi01","0","0","0","0","","PHI",,,
"19779",":stat_player_game_return","201909150atl","0","0","0","0","","201909150atl_4","Kenjon Barner","B/BarnKe00","3","6","0","12","4.0","ATL",,,
"19789",":stat_player_game_return","201909150mia","0","0","0","0","","201909150mia_1","Gunner Olszewski","O/OlszGu00","3","6","0","9","3.0","NWE",,,
"19798",":stat_player_game_return","201909150mia","1","39","0","39","39.0","201909150mia_2","Jakeem Grant","G/GranJa00","2","5","0","5","2.5","MIA",,,
"20758",":stat_player_game_return","201910130cle","1","21","0","21","21.0","201910130cle_1","Tyler Lockett","L/LockTy00","0","0","0","0","","SEA",,,
"20766",":stat_player_game_return","201910130cle","0","0","0","0","","201910130cle_2","Jarvis Landry","L/LandJa00","1","5","0","5","5.0","CLE",,,
"20772",":stat_player_game_return","201910130cle","2","74","0","102","51.0","201910130cle_3","Dontrell Hilliard","H/HillDo00","0","0","0","0","","CLE",,,
"20774",":stat_player_game_return","201910100nwe","2","29","0","53","26.5","201910100nwe_1","Corey Ballentine","B/BallCo00","0","0","0","0","","NYG",,,
"20780",":stat_player_game_return","201910100nwe","0","0","0","0","","201910100nwe_2","Gunner Olszewski","O/OlszGu00","1","10","0","10","10.0","NWE",,,
"20788",":stat_player_game_return","201910100nwe","1","28","0","28","28.0","201910100nwe_3","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"20802",":stat_player_game_return","201909290ram","2","21","0","34","17.0","201909290ram_1","T.J. Logan","L/LogaT.00","0","0","0","0","","TAM",,,
"20813",":stat_player_game_return","201909290ram","1","22","0","22","22.0","201909290ram_2","Jojo Natson","N/NatsJo00","0","0","0","0","","LAR",,,
"20831",":stat_player_game_return","201910130min","0","0","0","0","","201910130min_1","Boston Scott","S/ScotBo02","2","13","0","16","8.0","PHI",,,
"20839",":stat_player_game_return","201910130min","1","15","0","15","15.0","201910130min_2","Miles Sanders","S/SandMi01","0","0","0","0","","PHI",,,
"20845",":stat_player_game_return","201910130min","0","0","0","0","","201910130min_3","Marcus Sherels","S/SherMa20","1","6","0","6","6.0","MIN",,,
"20852",":stat_player_game_return","201910130ram","1","18","0","18","18.0","201910130ram_1","Richie James","J/JameRi00","3","18","0","38","12.7","SFO",,,
"20859",":stat_player_game_return","201910130ram","3","27","0","74","24.7","201910130ram_2","Jojo Natson","N/NatsJo00","1","8","0","8","8.0","LAR",,,
"20865",":stat_player_game_return","201909290buf","2","26","0","43","21.5","201909290buf_1","Brandon Bolden","B/BoldBr00","0","0","0","0","","NWE",,,
"20874",":stat_player_game_return","201909290buf","2","40","0","71","35.5","201909290buf_2","Andre Roberts","R/RobeAn00","6","13","0","48","8.0","BUF",,,
"20890",":stat_player_game_return","201909220sfo","0","0","0","0","","201909220sfo_1","Ryan Switzer","S/SwitRy00","1","0","0","0","0.0","PIT",,,
"20896",":stat_player_game_return","201909220sfo","2","21","0","42","21.0","201909220sfo_2","Johnny Holton","H/HoltJo00","0","0","0","0","","PIT",,,
"20904",":stat_player_game_return","201909220sfo","2","26","0","48","24.0","201909220sfo_3","Richie James","J/JameRi00","5","15","0","53","10.6","SFO",,,
"20910",":stat_player_game_return","201910060phi","0","0","0","0","","201910060phi_1","Braxton Berrios","B/BerrBr00","2","12","0","12","6.0","NYJ",,,
"20913",":stat_player_game_return","201910200was","0","0","0","0","","201910200was_1","Richie James","J/JameRi00","2","17","0","30","15.0","SFO",,,
"20919",":stat_player_game_return","201910060phi","2","28","0","46","23.0","201910060phi_2","Trenton Cannon","C/CannTr00","0","0","0","0","","NYJ",,,
"20926",":stat_player_game_return","201910200was","0","0","0","0","","201910200was_2","Trey Quinn","Q/QuinTr00","1","0","0","0","0.0","WAS",,,
"20927",":stat_player_game_return","201910060was","0","0","0","0","","201910060was_1","Gunner Olszewski","O/OlszGu00","3","19","0","49","16.3","NWE",,,
"20929",":stat_player_game_return","201910060phi","0","0","0","0","","201910060phi_3","Darren Sproles","S/SproDa00","3","16","0","28","9.3","PHI",,,
"20933",":stat_player_game_return","201910060was","0","0","0","0","","201910060was_2","Trey Quinn","Q/QuinTr00","1","9","0","9","9.0","WAS",,,
"20934",":stat_player_game_return","201910200was","3","24","0","63","21.0","201910200was_3","Steven Sims","S/SimsSt00","0","0","0","0","","WAS",,,
"20937",":stat_player_game_return","201910060phi","0","0","0","0","","201910060phi_4","Nelson Agholor","A/AghoNe00","2","4","0","7","3.5","PHI",,,
"20943",":stat_player_game_return","201910060phi","0","0","0","0","","201910060phi_5","Corey Clement","C/ClemCo00","1","0","0","0","0.0","PHI",,,
"20951",":stat_player_game_return","201910060phi","1","24","0","24","24.0","201910060phi_6","Miles Sanders","S/SandMi01","0","0","0","0","","PHI",,,
"21925",":stat_player_game_return","201910130jax","1","21","0","21","21.0","201910130jax_1","Deonte Harty","H/HarrDe07","2","9","0","12","6.0","NOR",,,
"21930",":stat_player_game_return","201910130jax","0","0","0","0","","201910130jax_2","Dede Westbrook","W/WestDe00","1","0","0","0","0.0","JAX",,,
"21966",":stat_player_game_return","201910200chi","3","32","0","54","18.0","201910200chi_1","Deonte Harty","H/HarrDe07","5","23","0","46","9.2","NOR",,,
"21971",":stat_player_game_return","201910270atl","1","21","0","21","21.0","201910270atl_1","Tyler Lockett","L/LockTy00","0","0","0","0","","SEA",,,
"21979",":stat_player_game_return","201910270atl","1","22","0","22","22.0","201910270atl_2","Kenjon Barner","B/BarnKe00","3","6","0","8","2.7","ATL",,,
"21981",":stat_player_game_return","201910200chi","0","0","0","0","","201910200chi_2","Tarik Cohen","C/CoheTa00","2","10","0","6","3.0","CHI",,,
"21990",":stat_player_game_return","201910200chi","4","102","1","163","40.8","201910200chi_3","Cordarrelle Patterson","P/PattCo00","0","0","0","0","","CHI",,,
"21996",":stat_player_game_return","201910060nor","1","19","0","19","19.0","201910060nor_1","T.J. Logan","L/LogaT.00","0","0","0","0","","TAM",,,
"22000",":stat_player_game_return","201910060nor","1","19","0","19","19.0","201910060nor_2","Dare Ogunbowale","O/OgunDa00","0","0","0","0","","TAM",,,
"22008",":stat_player_game_return","201910060nor","0","0","0","0","","201910060nor_3","Deonte Harty","H/HarrDe07","3","5","0","8","2.7","NOR",,,
"22009",":stat_player_game_return","201910200dal","0","0","0","0","","201910200dal_1","Boston Scott","S/ScotBo02","1","8","0","8","8.0","PHI",,,
"22013",":stat_player_game_return","201910200dal","2","22","0","37","18.5","201910200dal_2","Miles Sanders","S/SandMi01","0","0","0","0","","PHI",,,
"22020",":stat_player_game_return","201910200det","0","0","0","0","","201910200det_1","Mike Hughes","H/HughMi00","2","9","0","9","4.5","MIN",,,
"22021",":stat_player_game_return","201910200dal","0","0","0","0","","201910200dal_3","Tavon Austin","A/AustTa00","1","6","0","6","6.0","DAL",,,
"22023",":stat_player_game_return","201910270det","0","0","0","0","","201910270det_1","Jabrill Peppers","P/PeppJa00","1","2","0","2","2.0","NYG",,,
"22026",":stat_player_game_return","201910310crd","4","23","0","70","17.5","201910310crd_1","Richie James","J/JameRi00","3","10","0","25","8.3","SFO",,,
"22028",":stat_player_game_return","201910200dal","0","0","0","0","","201910200dal_4","Randall Cobb","C/CobbRa00","1","6","0","6","6.0","DAL",,,
"22029",":stat_player_game_return","201910200det","3","38","0","88","29.3","201910200det_2","Ameer Abdullah","A/AbduAm00","0","0","0","0","","MIN",,,
"22031",":stat_player_game_return","201910270det","5","30","0","102","20.4","201910270det_2","Darius Slayton","S/SlayDa01","0","0","0","0","","NYG",,,
