"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","_start","_end","_type"
"30197",":stat_player_game_kick","","","201912290htx","201912290htx_4","Bryan Anger","A/AngeBr00","5","58","248","49.6","HOU","","",,,
"35463",":stat_player_game_kick","1","1","201909080nyj","201909080nyj_1","Stephen Hauschka","H/HausSt00","0","0","0","","BUF","2","2",,,
"35480",":stat_player_game_kick","","","201909080nyj","201909080nyj_2","Corey Bojorquez","B/BojoCo00","3","60","130","43.3","BUF","","",,,
"35488",":stat_player_game_kick","4","3","201909090rai","201909090rai_1","Brandon McManus","M/McMaBr01","0","0","0","","DEN","1","1",,,
"35494",":stat_player_game_kick","","","201909090rai","201909090rai_2","Colby Wadman","W/WadmCo00","3","64","145","48.3","DEN","","",,,
"35497",":stat_player_game_kick","1","","201909080nyj","201909080nyj_3","Kaare Vedvik","V/VedvKa00","0","0","0","","NYJ","1","",,,
"35502",":stat_player_game_kick","1","1","201909090rai","201909090rai_3","Daniel Carlson","C/CarlDa00","0","0","0","","OAK","3","3",,,
"35503",":stat_player_game_kick","","","201909080nyj","201909080nyj_4","Lac Edwards","E/EdwaLa01","7","54","304","43.4","NYJ","","",,,
"35506",":stat_player_game_kick","3","3","201909150den","201909150den_1","Eddy Pineiro","P/PineEd00","0","0","0","","CHI","1","1",,,
"35510",":stat_player_game_kick","","","201909090rai","201909090rai_4","AJ Cole III","C/ColeAJ01","3","52","134","44.7","OAK","","",,,
"35514",":stat_player_game_kick","","","201909150den","201909150den_2","Pat O'Donnell","O/ODonPa00","5","75","287","57.4","CHI","","",,,
"35522",":stat_player_game_kick","","","201909150den","201909150den_3","Colby Wadman","W/WadmCo00","5","52","200","40.0","DEN","","",,,
"35523",":stat_player_game_kick","3","2","201909080sea","201909080sea_1","Randy Bullock","B/BullRa00","0","0","0","","CIN","2","2",,,
"35532",":stat_player_game_kick","","","201909080sea","201909080sea_2","Kevin Huber","H/HubeKe20","4","51","177","44.3","CIN","","",,,
"35534",":stat_player_game_kick","2","2","201909150den","201909150den_4","Brandon McManus","M/McMaBr01","0","0","0","","DEN","","",,,
"35540",":stat_player_game_kick","1","1","201909220buf","201909220buf_1","Randy Bullock","B/BullRa00","0","0","0","","CIN","2","2",,,
"35542",":stat_player_game_kick","","","201909080sea","201909080sea_3","Jason Myers","M/MyerJa00","0","0","0","","SEA","3","3",,,
"35545",":stat_player_game_kick","","","201909150nyg","201909150nyg_1","Stephen Hauschka","H/HausSt00","0","0","0","","BUF","4","4",,,
"35547",":stat_player_game_kick","","","201909220buf","201909220buf_2","Kevin Huber","H/HubeKe20","6","48","243","40.5","CIN","","",,,
"35548",":stat_player_game_kick","","","201909080sea","201909080sea_4","Michael Dickson","D/DickMi00","8","60","376","47.0","SEA","","",,,
"35550",":stat_player_game_kick","","","201909150nyg","201909150nyg_2","Corey Bojorquez","B/BojoCo00","7","63","325","46.4","BUF","","",,,
"35551",":stat_player_game_kick","1","1","201909220crd","201909220crd_1","Joey Slye","S/SlyeJo00","0","0","0","","CAR","5","5",,,
"35554",":stat_player_game_kick","3","2","201909220buf","201909220buf_3","Stephen Hauschka","H/HausSt00","0","0","0","","BUF","1","1",,,
"35556",":stat_player_game_kick","","","201909220crd","201909220crd_2","Michael Palardy","P/PalaMi00","3","53","145","48.3","CAR","","",,,
"35559",":stat_player_game_kick","","","201909220buf","201909220buf_4","Corey Bojorquez","B/BojoCo00","5","42","173","34.6","BUF","","",,,
"35567",":stat_player_game_kick","3","3","201909160nyj","201909160nyj_1","Austin Seibert","S/SeibAu00","0","0","0","","CLE","2","2",,,
"35570",":stat_player_game_kick","1","","201909150nyg","201909150nyg_3","Aldrick Rosas","R/RosaAl00","0","0","0","","NYG","2","2",,,
"35572",":stat_player_game_kick","2","2","201909220crd","201909220crd_3","Zane Gonzalez","G/GonzZa00","2","44","84","42.0","ARI","2","2",,,
"35573",":stat_player_game_kick","","","201909160nyj","201909160nyj_2","Jamie Gillan","G/GillJa00","6","47","231","38.5","CLE","","",,,
"35575",":stat_player_game_kick","","","201909150nyg","201909150nyg_4","Riley Dixon","D/DixoRi00","5","58","242","48.4","NYG","","",,,
"35577",":stat_player_game_kick","","","201909160nyj","201909160nyj_3","Lac Edwards","E/EdwaLa01","7","55","329","47.0","NYJ","","",,,
"35579",":stat_player_game_kick","1","1","201909080mia","201909080mia_1","Justin Tucker","T/TuckJu00","0","0","0","","BAL","8","8",,,
"35580",":stat_player_game_kick","","","201909220crd","201909220crd_4","Andy Lee","L/LeexAn20","3","53","128","42.7","ARI","","",,,
"35581",":stat_player_game_kick","","","201909150rav","201909150rav_1","Andy Lee","L/LeexAn20","5","59","267","53.4","ARI","","",,,
"35583",":stat_player_game_kick","","","201909080mia","201909080mia_2","Sam Koch","K/KochSa20","1","56","56","56.0","BAL","","",,,
"35586",":stat_player_game_kick","3","3","201909150rav","201909150rav_2","Zane Gonzalez","G/GonzZa00","0","0","0","","ARI","","",,,
"35589",":stat_player_game_kick","1","1","201909160nyj","201909160nyj_4","Sam Ficken","F/FickSa00","0","0","0","","NYJ","","",,,
"35591",":stat_player_game_kick","1","1","201909080mia","201909080mia_3","Jason Sanders","S/SandJa00","0","0","0","","MIA","1","1",,,
"35595",":stat_player_game_kick","3","3","201909150rav","201909150rav_3","Justin Tucker","T/TuckJu00","0","0","0","","BAL","2","2",,,
"35597",":stat_player_game_kick","","","201909080mia","201909080mia_4","Matt Haack","H/HaacMa00","6","58","322","53.7","MIA","","",,,
"35602",":stat_player_game_kick","","","201909150rav","201909150rav_4","Sam Koch","K/KochSa20","3","49","129","43.0","BAL","","",,,
