"_id","_labels","blitzes","def_air_yds","def_cmp","def_cmp_perc","def_cmp_td","def_cmp_yds","def_int","def_pass_rating","def_targets","def_tgt_yds_per_att","def_yac","def_yds_per_cmp","def_yds_per_target","game_code","label","player","player_code","pressures","qb_hurry","qb_knockdown","sacks","tackles_combined","tackles_missed","tackles_missed_pct","team","_start","_end","_type"
"0",":stat_player_game_def_adv","0","13","1","50.0%","0","18","0","81.2","2","9.0","5","18.0","9.0","201909090rai","201909090rai_22","Curtis Riley","R/RileCu00","0","0","0","0.0","1","0","0.0%","OAK",,,
"1",":stat_player_game_def_adv","5","54","2","100.0%","0","94","0","118.7","2","27.0","40","47.0","47.0","201909150rav","201909150rav_17","Tony Jefferson","J/JeffTo00","0","0","0","0.0","4","1","20.0%","BAL",,,
"2",":stat_player_game_def_adv","2","32","3","75.0%","1","34","0","139.6","4","9.3","2","11.3","8.5","201909220buf","201909220buf_20","Jordan Poyer","P/PoyeJo00","1","1","0","0.0","11","0","0.0%","BUF",,,
"3",":stat_player_game_def_adv","3","9","2","50.0%","0","9","0","56.2","4","14.0","0","4.5","2.3","201909080sea","201909080sea_19","Bradley McDougald","M/McDoBr01","1","1","0","0.0","4","0","0.0%","SEA",,,
"4",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909160nyj","201909160nyj_23","Leonard Williams","W/WillLe02","3","1","2","0.0","2","1","33.3%","NYJ",,,
"5",":stat_player_game_def_adv","0","","0","0.0%","","","1","0.0","4","20.8","","","0.0","201909080mia","201909080mia_15","Marlon Humphrey","H/HumpMa00","0","0","0","0.0","1","0","0.0%","BAL",,,
"6",":stat_player_game_def_adv","1","22","2","66.7%","0","22","0","88.2","3","8.3","0","11.0","7.3","201909220crd","201909220crd_19","Tramaine Brock","B/BrocTr00","0","0","0","0.0","4","1","20.0%","ARI",,,
"7",":stat_player_game_def_adv","1","-6","2","33.3%","0","5","0","42.4","6","10.8","11","2.5","0.8","201909150den","201909150den_20","Justin Simmons","S/SimmJu00","1","1","0","0.0","9","1","10.0%","DEN",,,
"8",":stat_player_game_def_adv","1","-5","1","100.0%","0","4","0","83.3","1","-5.0","9","4.0","4.0","201909080nyj","201909080nyj_23","Jordan Jenkins","J/JenkJo01","1","0","0","1.0","3","0","0.0%","NYJ",,,
"9",":stat_player_game_def_adv","0","5","1","100.0%","0","5","0","87.5","1","5.0","0","5.0","5.0","201909090rai","201909090rai_23","Gareon Conley","C/ConlGa00","0","0","0","0.0","4","0","0.0%","OAK",,,
"10",":stat_player_game_def_adv","1","","0","0.0%","","","0","39.6","1","-4.0","","","0.0","201909150nyg","201909150nyg_23","Markus Golden","G/GoldMa00","2","0","0","1.0","6","0","0.0%","NYG",,,
"11",":stat_player_game_def_adv","4","14","2","100.0%","0","32","0","118.7","2","7.0","18","16.0","16.0","201909150rav","201909150rav_18","Chris Board","B/BoarCh00","0","0","0","0.0","1","0","0.0%","BAL",,,
"12",":stat_player_game_def_adv","0","-5","2","100.0%","0","5","0","79.2","2","-2.5","10","2.5","2.5","201909220buf","201909220buf_21","Siran Neal","N/NealSi00","0","0","0","0.0","5","2","28.6%","BUF",,,
"13",":stat_player_game_def_adv","0","21","2","33.3%","0","24","0","46.5","6","9.8","3","12.0","4.0","201909080sea","201909080sea_20","Shaquill Griffin","G/GrifSh00","0","0","0","0.0","3","0","0.0%","SEA",,,
"14",":stat_player_game_def_adv","1","18","1","50.0%","0","33","0","95.8","2","17.5","15","33.0","16.5","201909220crd","201909220crd_20","Budda Baker","B/BakeBu00","0","0","0","0.0","5","0","0.0%","ARI",,,
"15",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909160nyj","201909160nyj_24","Henry Anderson","A/AndeHe00","2","2","0","0.0","2","0","0.0%","NYJ",,,
"16",":stat_player_game_def_adv","0","56","6","100.0%","3","117","0","158.3","6","9.3","61","19.5","19.5","201909080mia","201909080mia_16","Minkah Fitzpatrick","F/FitzMi00","0","0","0","0.0","6","1","14.3%","MIA",,,
"17",":stat_player_game_def_adv","1","5","1","100.0%","0","5","0","87.5","1","5.0","0","5.0","5.0","201909090rai","201909090rai_24","Vontaze Burfict","B/BurfVo00","0","0","0","0.0","6","0","0.0%","OAK",,,
"18",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150nyg","201909150nyg_24","Dexter Lawrence","L/LawrDe03","1","1","0","0.0","4","1","20.0%","NYG",,,
"19",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080nyj","201909080nyj_24","Henry Anderson","A/AndeHe00","4","1","3","0.0","2","0","0.0%","NYJ",,,
"20",":stat_player_game_def_adv","2","-1","1","100.0%","0","6","0","91.7","1","-1.0","7","6.0","6.0","201909150den","201909150den_21","Bradley Chubb","C/ChubBr00","4","3","1","0.0","6","3","33.3%","DEN",,,
"21",":stat_player_game_def_adv","0","43","1","33.3%","1","55","0","121.5","3","18.0","12","55.0","18.3","201909080sea","201909080sea_21","Tedric Thompson","T/ThomTe00","0","0","0","0.0","3","0","0.0%","SEA",,,
"22",":stat_player_game_def_adv","6","7","2","50.0%","0","44","0","89.6","4","6.3","37","22.0","11.0","201909220buf","201909220buf_22","Tremaine Edmunds","E/EdmuTr01","0","0","0","0.0","3","1","25.0%","BUF",,,
"23",":stat_player_game_def_adv","5","","0","","","","0","","0","","","","","201909220crd","201909220crd_21","Terrell Suggs","S/SuggTe99","1","1","0","0.0","1","0","0.0%","ARI",,,
"24",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080nyj","201909080nyj_25","Steve McLendon","M/McLeSt00","1","1","0","0.0","1","0","0.0%","NYJ",,,
"25",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150nyg","201909150nyg_25","B.J. Hill","H/HillB.00","1","1","0","0.0","3","1","25.0%","NYG",,,
"26",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150den","201909150den_22","Malik Reed","R/ReedMa01","1","1","0","0.0","1","0","0.0%","DEN",,,
"27",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909090rai","201909090rai_25","Benson Mayowa","M/MayoBe00","2","0","0","2.0","3","0","0.0%","OAK",,,
"28",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080sea","201909080sea_22","Rasheem Green","G/GreeRa01","3","2","0","1.0","2","0","0.0%","SEA",,,
"29",":stat_player_game_def_adv","10","-5","1","100.0%","0","18","0","118.7","1","-5.0","23","18.0","18.0","201909150rav","201909150rav_19","Matt Judon","J/JudoMa00","3","0","2","1.0","4","0","0.0%","BAL",,,
"30",":stat_player_game_def_adv","4","0","1","50.0%","0","2","0","56.2","2","2.0","2","2.0","1.0","201909220buf","201909220buf_23","Matt Milano","M/MilaMa00","1","1","0","0.0","5","1","16.7%","BUF",,,
"31",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080nyj","201909080nyj_26","Tarell Basham","B/BashTa00","1","1","0","0.0","1","0","0.0%","NYJ",,,
"32",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150nyg","201909150nyg_26","Olsen Pierre","P/PierOl00","1","0","0","1.0","1","0","0.0%","NYG",,,
"33",":stat_player_game_def_adv","10","","0","","","","0","","0","","","","","201909160nyj","201909160nyj_25","Blake Cashman","C/CashBl00","1","0","0","0.5","6","0","0.0%","NYJ",,,
"34",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080sea","201909080sea_23","Quinton Jefferson","J/JeffQu00","3","0","1","2.0","6","1","14.3%","SEA",,,
"35",":stat_player_game_def_adv","0","23","6","100.0%","2","82","0","158.3","6","3.8","59","13.7","13.7","201909080mia","201909080mia_17","Eric Rowe","R/RoweEr00","0","0","0","0.0","11","2","15.4%","MIA",,,
"36",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","201909150den","201909150den_23","Von Miller","M/MillVo00","1","1","0","0.0","2","0","0.0%","DEN",,,
"37",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909090rai","201909090rai_26","Arden Key","K/KeyxAr00","1","0","1","0.0","1","0","0.0%","OAK",,,
"38",":stat_player_game_def_adv","0","11","1","100.0%","0","13","0","118.7","1","11.0","2","13.0","13.0","201909150rav","201909150rav_20","Cyrus Jones","J/JoneCy00","0","0","0","0.0","3","0","0.0%","BAL",,,
"39",":stat_player_game_def_adv","0","4","1","100.0%","0","10","0","108.3","1","4.0","6","10.0","10.0","201909220buf","201909220buf_24","Micah Hyde","H/HydeMi00","0","0","0","0.0","5","0","0.0%","BUF",,,
"40",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","23.0","","","0.0","201909080nyj","201909080nyj_27","Marcus Maye","M/MayeMa00","0","0","0","0.0","5","0","0.0%","NYJ",,,
"41",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","1.0","","","0.0","201909150nyg","201909150nyg_27","Ryan Connelly","C/ConnRy00","1","1","0","0.0","6","0","0.0%","NYG",,,
"42",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909160nyj","201909160nyj_26","Kyle Phillips","P/PhilKy00","1","1","0","0.0","2","0","0.0%","NYJ",,,
"43",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909090rai","201909090rai_27","Maxx Crosby","C/CrosMa00","0","0","0","0.0","5","1","16.7%","OAK",,,
"44",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080sea","201909080sea_24","Jadeveon Clowney","C/ClowJa00","2","1","0","1.0","2","0","0.0%","SEA",,,
"45",":stat_player_game_def_adv","0","34","4","100.0%","0","53","0","118.7","4","8.5","19","13.3","13.3","201909080mia","201909080mia_18","Walt Aikens","A/AikeWa00","0","0","0","0.0","6","0","0.0%","MIA",,,
"46",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150den","201909150den_24","Shelby Harris","H/HarrSh00","1","1","0","0.0","5","0","0.0%","DEN",,,
"47",":stat_player_game_def_adv","11","","0","","","","0","","0","","","","","201909150rav","201909150rav_21","Pernell McPhee","M/McPhPe00","2","1","0","1.0","4","0","0.0%","BAL",,,
"48",":stat_player_game_def_adv","0","19","1","14.3%","0","26","2","3.0","7","13.7","7","26.0","3.7","201909220buf","201909220buf_25","Tre'Davious White","W/WhitTr01","0","0","0","0.0","2","1","33.3%","BUF",,,
"49",":stat_player_game_def_adv","1","","0","0.0%","","","0","39.6","1","22.0","","","0.0","201909080nyj","201909080nyj_28","Brian Poole","P/PoolBr01","0","0","0","0.0","1","0","0.0%","NYJ",,,
"50",":stat_player_game_def_adv","2","","0","0.0%","","","0","39.6","2","39.0","","","0.0","201909150nyg","201909150nyg_28","Grant Haley","H/HaleGr00","0","0","0","0.0","1","1","50.0%","NYG",,,
"51",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","-2.0","","","0.0","201909150den","201909150den_25","DeMarcus Walker","W/WalkDe03","1","1","0","0.0","1","0","0.0%","DEN",,,
"52",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080sea","201909080sea_25","Bryan Mone","M/MoneBr00","1","1","0","0.0","3","0","0.0%","SEA",,,
"53",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909160nyj","201909160nyj_27","Bronson Kaufusi","K/KaufBr01","1","0","0","0.5","3","0","0.0%","NYJ",,,
"54",":stat_player_game_def_adv","2","18","2","100.0%","0","27","0","118.7","2","9.0","9","13.5","13.5","201909080mia","201909080mia_19","Reshad Jones","J/JoneRe99","1","1","0","0.0","5","0","0.0%","MIA",,,
"55",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150rav","201909150rav_22","Brandon Williams","W/WillBr02","1","0","1","0.0","0","1","100.0%","BAL",,,
"56",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909220buf","201909220buf_26","Jordan Phillips","P/PhilJo01","2","0","1","1.0","3","0","0.0%","BUF",,,
"57",":stat_player_game_def_adv","1","","0","0.0%","","","0","39.6","1","9.0","","","0.0","201909080nyj","201909080nyj_29","Harvey Langi","L/LangHa00","0","0","0","0.0","0","0","","NYJ",,,
"58",":stat_player_game_def_adv","1","","0","","","","0","","0","","","","","201909160nyj","201909160nyj_28","Rontez Miles","M/MileRo00","0","0","0","0.0","2","0","0.0%","NYJ",,,
"59",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150den","201909150den_26","Adam Gotsis","G/GotsAd00","1","1","0","0.0","2","1","33.3%","DEN",,,
"60",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080sea","201909080sea_26","Branden Jackson","J/JackBr04","1","1","0","0.0","2","0","0.0%","SEA",,,
"61",":stat_player_game_def_adv","0","66","2","100.0%","1","72","0","158.3","2","33.0","6","36.0","36.0","201909080mia","201909080mia_20","Jamal Perry ","W/WiltJo01","0","0","0","0.0","1","0","0.0%","MIA",,,
"62",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","201909150rav","201909150rav_23","Anthony Levine","L/LeviAn00","1","0","1","0.0","0","0","","BAL",,,
"63",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909220buf","201909220buf_27","Jerry Hughes","H/HughJe99","2","2","0","0.0","1","0","0.0%","BUF",,,
"64",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909150den","201909150den_27","Derek Wolfe","W/WolfDe00","0","0","0","0.0","5","1","16.7%","DEN",,,
"65",":stat_player_game_def_adv","1","","0","0.0%","","","0","39.6","1","5.0","","","0.0","201909150nyg","201909150nyg_29","Antoine Bethea","B/BethAn20","0","0","0","0.0","10","0","0.0%","NYG",,,
"66",":stat_player_game_def_adv","7","","0","","","","0","","0","","","","","201909150rav","201909150rav_24","Tyus Bowser","B/BowsTy00","1","1","0","0.0","1","0","0.0%","BAL",,,
"67",":stat_player_game_def_adv","5","4","1","100.0%","0","7","0","95.8","1","4.0","3","7.0","7.0","201909080mia","201909080mia_21","Samuel Eguavoen","E/EguaSa00","1","0","0","0.5","5","2","28.6%","MIA",,,
"68",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080sea","201909080sea_27","Al Woods","W/WoodAl99","0","0","0","0.0","2","1","33.3%","SEA",,,
"69",":stat_player_game_def_adv","1","","0","","","","0","","0","","","","","201909150rav","201909150rav_25","Earl Thomas","T/ThomEa99","0","0","0","0.0","1","0","0.0%","BAL",,,
"70",":stat_player_game_def_adv","1","8","1","100.0%","0","9","0","104.2","1","8.0","1","9.0","9.0","201909080mia","201909080mia_22","Raekwon McMillan","M/McMiRa02","0","0","0","0.0","4","0","0.0%","MIA",,,
"71",":stat_player_game_def_adv","7","","0","","","","0","","0","","","","","201909150rav","201909150rav_26","Patrick Ricard","R/RicaPa00","0","0","0","0.0","1","0","0.0%","BAL",,,
"72",":stat_player_game_def_adv","0","9","1","100.0%","0","12","0","116.7","1","9.0","3","12.0","12.0","201909080mia","201909080mia_23","Xavien Howard","H/HowaXa00","0","0","0","0.0","5","0","0.0%","MIA",,,
"73",":stat_player_game_def_adv","8","","0","","","","0","","0","","","","","201909150rav","201909150rav_27","Tim Williams","W/WillTi00","0","0","0","0.0","2","0","0.0%","BAL",,,
"74",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080mia","201909080mia_24","Jonathan Ledbetter","L/LedbJo01","2","1","0","0.5","4","1","20.0%","MIA",,,
"75",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080mia","201909080mia_25","Charles Harris","H/HarrCh03","1","1","0","0.0","2","0","0.0%","MIA",,,
"76",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080mia","201909080mia_26","Bobby McCain","M/McCaBo01","0","0","0","0.0","3","1","25.0%","MIA",,,
"77",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","2","21.5","","","0.0","201909080mia","201909080mia_27","Chris Lammons","L/LammCh00","0","0","0","0.0","0","0","","MIA",,,
"78",":stat_player_game_def_adv","5","","0","","","","0","","0","","","","","201909080mia","201909080mia_28","Avery Moss","M/MossAv00","0","0","0","0.0","5","1","16.7%","MIA",,,
"79",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","201909080mia","201909080mia_29","Jerome Baker","B/BakeJe00","0","0","0","0.0","9","0","0.0%","MIA",,,
"80",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080mia","201909080mia_30","John Jenkins","J/JenkJo00","0","0","0","0.0","4","1","20.0%","MIA",,,
"81",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080mia","201909080mia_31","Christian Wilkins","W/WilkCh00","0","0","0","0.0","4","1","20.0%","MIA",,,
"82",":stat_player_game_def_adv","3","","0","","","","0","","0","","","","","201909080mia","201909080mia_32","James Crawford","C/CrawJa01","0","0","0","0.0","1","0","0.0%","MIA",,,
"687",":stat_player_game_def_adv","3","-31","9","100.0%","0","59","0","94.0","9","-3.4","90","6.6","6.6","201909300pit","201909300pit_1","Nick Vigil","V/VigiNi00","0","0","0","0.0","11","2","15.4%","CIN",,,
"691",":stat_player_game_def_adv","0","13","4","57.1%","0","22","0","62.8","7","4.4","9","5.5","3.1","201909220gnb","201909220gnb_1","De'Vante Bausby","B/BausDe00","0","0","0","0.0","3","1","25.0%","DEN",,,
"700",":stat_player_game_def_adv","2","46","2","66.7%","1","46","0","149.3","3","17.0","0","23.0","15.3","201909220gnb","201909220gnb_2","Kareem Jackson","J/JackKa99","1","1","0","0.0","4","0","0.0%","DEN",,,
"926",":stat_player_game_def_adv","5","16","4","100.0%","1","51","0","158.3","4","4.0","35","12.8","12.8","201909300pit","201909300pit_2","Shawn Williams","W/WillSh02","0","0","0","0.0","9","0","0.0%","CIN",,,
"934",":stat_player_game_def_adv","0","30","3","75.0%","1","49","0","155.2","4","13.0","19","16.3","12.3","201909300pit","201909300pit_3","Dre Kirkpatrick","K/KirkDr00","0","0","0","0.0","6","0","0.0%","CIN",,,
"942",":stat_player_game_def_adv","1","16","3","75.0%","0","32","0","97.9","4","3.3","16","10.7","8.0","201909300pit","201909300pit_4","Preston Brown","B/BrowPr00","0","0","0","0.0","7","0","0.0%","CIN",,,
"943",":stat_player_game_def_adv","1","22","5","71.4%","0","39","0","84.8","7","7.0","17","7.8","5.6","201909290htx","201909290htx_1","Shaq Thompson","T/ThomSh01","1","0","0","1.0","12","0","0.0%","CAR",,,
"945",":stat_player_game_def_adv","3","20","2","66.7%","0","31","0","100.7","3","8.7","11","15.5","10.3","201909220gnb","201909220gnb_3","Josey Jewell","J/JeweJo00","0","0","0","0.0","0","0","","DEN",,,
"949",":stat_player_game_def_adv","0","11","2","100.0%","0","17","0","102.1","2","5.5","6","8.5","8.5","201909300pit","201909300pit_5","William Jackson III","J/JackWi02","0","0","0","0.0","2","0","0.0%","CIN",,,
"950",":stat_player_game_def_adv","0","30","2","66.7%","0","36","0","107.6","3","10.7","6","18.0","12.0","201909220gnb","201909220gnb_4","Chris Harris Jr.","H/HarrCh01","0","0","0","0.0","3","0","0.0%","DEN",,,
"951",":stat_player_game_def_adv","3","12","4","100.0%","0","22","0","89.6","4","3.0","10","5.5","5.5","201909290htx","201909290htx_2","Jermaine Carter Jr.","C/CartJe00","0","0","0","0.0","6","1","14.3%","CAR",,,
"955",":stat_player_game_def_adv","0","57","8","61.5%","1","78","0","104.0","13","11.5","21","9.8","6.0","201909150was","201909150was_1","Byron Jones","J/JoneBy00","0","0","0","0.0","8","1","11.1%","DAL",,,
"956",":stat_player_game_def_adv","0","5","1","100.0%","0","6","0","91.7","1","5.0","1","6.0","6.0","201909080min","201909080min_1","Desmond Trufant","T/TrufDe00","0","0","0","0.0","0","0","","ATL",,,
"957",":stat_player_game_def_adv","0","-4","4","100.0%","0","25","0","92.7","4","-1.0","29","6.3","6.3","201909290htx","201909290htx_3","Luke Kuechly","K/KuecLu00","0","0","0","0.0","8","0","0.0%","CAR",,,
"960",":stat_player_game_def_adv","0","49","7","87.5%","0","65","1","60.9","8","7.6","16","9.3","8.1","201909230was","201909230was_1","Kyle Fuller","F/FullKy00","0","0","0","0.0","7","0","0.0%","CHI",,,
"962",":stat_player_game_def_adv","3","20","5","83.3%","1","39","0","133.3","6","4.0","19","7.8","6.5","201909150was","201909150was_2","Jaylon Smith","S/SmitJa05","0","0","0","0.0","11","0","0.0%","DAL",,,
"964",":stat_player_game_def_adv","0","1","2","100.0%","0","20","0","108.3","2","0.5","19","10.0","10.0","201909300pit","201909300pit_6","Jessie Bates III","B/BateJe00","0","0","0","0.0","6","1","14.3%","CIN",,,
"965",":stat_player_game_def_adv","0","48","9","81.8%","1","71","0","123.9","11","4.8","23","7.9","6.5","201910060cin","201910060cin_1","Byron Murphy","M/MurpBy00","0","0","0","0.0","9","1","10.0%","ARI",,,
"966",":stat_player_game_def_adv","0","26","3","50.0%","0","32","0","66.0","6","16.7","6","10.7","5.3","201909290htx","201909290htx_4","James Bradberry","B/BradJa00","0","0","0","0.0","5","0","0.0%","CAR",,,
"967",":stat_player_game_def_adv","0","41","5","71.4%","1","54","0","133.3","7","10.9","13","10.8","7.7","201909230was","201909230was_2","Prince Amukamara","A/AmukPr00","0","0","0","0.0","3","1","25.0%","CHI",,,
"968",":stat_player_game_def_adv","5","6","1","100.0%","0","19","0","118.7","1","6.0","13","19.0","19.0","201909220gnb","201909220gnb_5","Von Miller","M/MillVo00","2","2","0","0.0","3","0","0.0%","DEN",,,
"970",":stat_player_game_def_adv","2","17","5","71.4%","0","42","0","86.6","7","2.9","25","8.4","6.0","201909150was","201909150was_3","Anthony Brown","B/BrowAn02","0","0","0","0.0","2","3","60.0%","DAL",,,
"971",":stat_player_game_def_adv","2","22","5","71.4%","1","44","0","127.4","7","4.1","22","8.8","6.3","201909230was","201909230was_3","Buster Skrine","S/SkriBu00","0","0","0","0.0","7","0","0.0%","CHI",,,
"972",":stat_player_game_def_adv","0","4","5","62.5%","0","23","0","66.7","8","1.5","19","4.6","2.9","201910060cin","201910060cin_2","Tramaine Brock","B/BrocTr00","0","0","0","0.0","4","0","0.0%","ARI",,,
"975",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909080min","201909080min_2","Kemal Ishmael","I/IshmKe00","0","0","0","0.0","0","1","100.0%","ATL",,,
"976",":stat_player_game_def_adv","11","58","5","100.0%","0","91","0","118.7","5","11.6","33","18.2","18.2","201909220kan","201909220kan_1","Patrick Onwuasor","O/OnwuPa00","1","0","1","0.0","7","0","0.0%","BAL",,,
"978",":stat_player_game_def_adv","2","2","1","100.0%","0","8","0","100.0","1","2.0","6","8.0","8.0","201909300pit","201909300pit_7","LaRoy Reynolds","R/ReynLa00","0","0","0","0.0","2","0","0.0%","CIN",,,
"979",":stat_player_game_def_adv","6","-10","3","75.0%","0","37","0","103.1","4","-1.0","47","12.3","9.3","201909230was","201909230was_4","Danny Trevathan","T/TrevDa00","2","0","1","1.0","8","0","0.0%","CHI",,,
"980",":stat_player_game_def_adv","3","11","3","100.0%","0","27","0","104.2","3","3.7","16","9.0","9.0","201909290htx","201909290htx_5","Eric Reid","R/ReidEr00","0","0","0","0.0","6","3","33.3%","CAR",,,
"982",":stat_player_game_def_adv","2","1","1","50.0%","0","10","0","64.6","2","4.5","9","10.0","5.0","201909220gnb","201909220gnb_6","Todd Davis","D/DaviTo01","0","0","0","0.0","3","0","0.0%","DEN",,,
"983",":stat_player_game_def_adv","0","62","8","80.0%","1","120","0","150.0","10","8.8","58","15.0","12.0","201909290rav","201909290rav_1","T.J. Carrie","C/CarrTr00","0","0","0","0.0","7","1","12.5%","CLE",,,
"984",":stat_player_game_def_adv","1","15","5","100.0%","0","33","0","94.2","5","3.0","18","6.6","6.6","201909220kan","201909220kan_2","Chuck Clark","C/ClarCh00","0","0","0","0.0","6","0","0.0%","BAL",,,
"985",":stat_player_game_def_adv","1","25","3","100.0%","0","31","2","70.1","3","8.3","6","10.3","10.3","201909230was","201909230was_5","Ha Ha Clinton-Dix","C/ClinHa00","1","1","0","0.0","9","0","0.0%","CHI",,,
"986",":stat_player_game_def_adv","1","-2","2","28.6%","0","15","1","0.0","7","13.1","17","7.5","2.1","201909290htx","201909290htx_6","Ross Cockrell","C/CockRo00","0","0","0","0.0","3","2","40.0%","CAR",,,
"987",":stat_player_game_def_adv","0","1","4","66.7%","0","9","0","70.1","6","2.0","8","2.3","1.5","201909150was","201909150was_4","Xavier Woods","W/WoodXa00","0","0","0","0.0","6","1","14.3%","DAL",,,
"988",":stat_player_game_def_adv","10","3","4","80.0%","0","31","0","92.5","5","1.6","28","7.8","6.2","201910060cin","201910060cin_3","Haason Reddick","R/ReddHa00","0","0","0","0.0","6","1","14.3%","ARI",,,
"990",":stat_player_game_def_adv","0","13","1","100.0%","0","16","0","118.7","1","13.0","3","16.0","16.0","201909080min","201909080min_3","Stephen Weatherly","W/WeatSt00","1","1","0","0.0","0","0","","MIN",,,
"991",":stat_player_game_def_adv","0","1","1","100.0%","0","4","0","83.3","1","1.0","3","4.0","4.0","201909220gnb","201909220gnb_7","Justin Simmons","S/SimmJu00","0","0","0","0.0","3","0","0.0%","DEN",,,
"992",":stat_player_game_def_adv","6","27","5","83.3%","0","56","0","105.6","6","5.2","29","11.2","9.3","201909290rav","201909290rav_2","Mack Wilson","W/WilsMa03","0","0","0","0.0","7","2","22.2%","CLE",,,
"993",":stat_player_game_def_adv","1","52","4","66.7%","1","55","0","135.4","6","14.8","3","13.8","9.2","201909220kan","201909220kan_3","Brandon Carr","C/CarrBr99","1","0","1","0.0","4","0","0.0%","BAL",,,
"994",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909290htx","201909290htx_7","Brian Burns","B/BurnBr00","4","1","2","0.5","2","0","0.0%","CAR",,,
"995",":stat_player_game_def_adv","1","3","3","42.9%","0","50","0","67.6","7","7.3","47","16.7","7.1","201909230was","201909230was_6","Roquan Smith","S/SmitRo07","0","0","0","0.0","6","0","0.0%","CHI",,,
"997",":stat_player_game_def_adv","0","13","3","100.0%","0","41","0","118.7","3","4.3","28","13.7","13.7","201909150was","201909150was_5","Leighton Vander Esch","V/VandLe00","0","0","0","0.0","5","0","0.0%","DAL",,,
"998",":stat_player_game_def_adv","1","-3","1","100.0%","0","5","0","87.5","1","-3.0","8","5.0","5.0","201909300pit","201909300pit_8","Germaine Pratt","P/PratGe00","0","0","0","0.0","2","0","0.0%","CIN",,,
"999",":stat_player_game_def_adv","0","24","3","75.0%","0","27","0","92.7","4","6.0","3","9.0","6.8","201910060cin","201910060cin_4","Jalen Thompson","T/ThomJa04","0","0","0","0.0","8","1","11.1%","ARI",,,
"1000",":stat_player_game_def_adv","1","9","3","100.0%","0","33","0","112.5","3","3.0","24","11.0","11.0","201909220kan","201909220kan_4","Anthony Averett","A/AverAn00","0","0","0","0.0","1","2","66.7%","BAL",,,
"1001",":stat_player_game_def_adv","1","25","3","75.0%","2","28","0","133.3","4","9.0","3","9.3","7.0","201909290rav","201909290rav_3","Damarious Randall","R/RandDa00","1","0","0","1.0","3","0","0.0%","CLE",,,
"1002",":stat_player_game_def_adv","0","2","1","100.0%","1","2","0","118.7","1","2.0","0","2.0","2.0","201909080min","201909080min_4","Mark Fields II","F/FielMa01","0","0","0","0.0","0","1","100.0%","MIN",,,
"1003",":stat_player_game_def_adv","1","2","2","66.7%","0","18","0","82.6","3","1.3","16","9.0","6.0","201909230was","201909230was_7","Eddie Jackson","J/JackEd01","0","0","0","0.0","3","1","25.0%","CHI",,,
"1004",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","201909290htx","201909290htx_8","Mario Addison","A/AddiMa00","2","0","0","2.0","4","0","0.0%","CAR",,,
"1005",":stat_player_game_def_adv","0","12","3","50.0%","0","22","0","59.0","6","3.3","10","7.3","3.7","201909150was","201909150was_6","Jeff Heath","H/HeatJe00","0","0","0","0.0","4","0","0.0%","DAL",,,
