"_id","_labels","game_code","label","player","player_code","rec","rec_adot","rec_air_yds","rec_air_yds_per_rec","rec_broken_tackles","rec_broken_tackles_per_rec","rec_drop_pct","rec_drops","rec_first_down","rec_pass_rating","rec_target_int","rec_td","rec_yac","rec_yac_per_rec","rec_yds","targets","team","_start","_end","_type"
"8029",":stat_player_game_rec_adv","201912220mia","201912220mia_17","Christian Wilkins","W/WilkCh00","1","0.0","0","0.0","0","","0.0","0","1","118.7","0","1","1","1.0","1","1","MIA",,,
"8030",":stat_player_game_rec_adv","201912220cle","201912220cle_17","Stephen Carlson","C/CarlSt00","1","6.0","6","6.0","0","","0.0","0","","95.8","0","0","1","1.0","7","1","CLE",,,
"8031",":stat_player_game_rec_adv","201912290tam","201912290tam_13","Justin Watson","W/WatsJu01","2","12.3","24","12.0","0","","25.0","1","1","32.3","1","0","3","1.5","27","4","TAM",,,
"8038",":stat_player_game_rec_adv","201912220cle","201912220cle_18","Ricky Seals-Jones","S/SealRi00","1","21.5","19","19.0","0","","0.0","0","1","91.7","0","0","4","4.0","23","2","CLE",,,
"8039",":stat_player_game_rec_adv","201912290tam","201912290tam_14","Cameron Brate","B/BratCa00","1","3.3","1","1.0","0","","0.0","0","1","42.4","1","1","1","1.0","2","3","TAM",,,
"8047",":stat_player_game_rec_adv","201912290tam","201912290tam_15","Cyril Grayson","G/GrayCy01","1","2.0","2","2.0","0","","0.0","0","","79.2","0","0","1","1.0","3","1","TAM",,,
"8048",":stat_player_game_rec_adv","201912220cle","201912220cle_19","Nick Chubb","C/ChubNi00","0","0.0","0","","0","","0.0","0","0","39.6","0","0","0","","0","1","CLE",,,
"8056",":stat_player_game_rec_adv","201912220cle","201912220cle_20","Damion Ratley","R/RatlDa00","0","14.0","0","","0","","0.0","0","","39.6","0","0","0","","0","3","CLE",,,
"8058",":stat_player_game_rec_adv","201912290tam","201912290tam_16","Tanner Hudson","H/HudsTa00","0","2.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","TAM",,,
"8951",":stat_player_game_rec_adv","201909220cle","201909220cle_1","Cooper Kupp","K/KuppCo00","11","6.3","64","5.8","0","","0.0","0","6","141.3","0","2","37","3.4","101","12","LAR",,,
"8960",":stat_player_game_rec_adv","201909090nor","201909090nor_1","DeAndre Hopkins","H/HopkDe00","8","13.1","86","10.8","0","","23.1","3","6","128.5","0","2","25","3.1","111","13","HOU",,,
"8961",":stat_player_game_rec_adv","201909150htx","201909150htx_1","DJ Chark","C/CharDJ00","7","8.1","46","6.6","0","","0.0","0","3","129.2","0","1","9","1.3","55","9","JAX",,,
"8962",":stat_player_game_rec_adv","201909220cle","201909220cle_2","Brandin Cooks","C/CookBr00","8","12.7","86","10.8","0","","8.3","1","7","61.8","1","0","26","3.3","112","12","LAR",,,
"8971",":stat_player_game_rec_adv","201909150det","201909150det_1","Keenan Allen","A/AlleKe00","8","14.4","86","10.8","0","","6.7","1","7","46.0","1","0","12","1.5","98","15","LAC",,,
"8974",":stat_player_game_rec_adv","201909090nor","201909090nor_2","Duke Johnson","J/JohnDu00","4","1.2","4","1.0","0","","0.0","0","1","94.2","0","0","29","7.3","33","5","HOU",,,
"8975",":stat_player_game_rec_adv","201909150htx","201909150htx_2","Chris Conley","C/ConlCh00","4","14.6","62","15.5","1","4.0","20.0","1","4","118.7","0","0","11","2.8","73","5","JAX",,,
"8977",":stat_player_game_rec_adv","201909220cle","201909220cle_3","Robert Woods","W/WoodRo02","3","15.5","37","12.3","0","","0.0","0","2","14.6","1","0","3","1.0","40","8","LAR",,,
"8979",":stat_player_game_rec_adv","201909150det","201909150det_2","Austin Ekeler","E/EkelAu00","6","2.2","13","2.2","1","6.0","0.0","0","2","113.2","0","0","54","9.0","67","6","LAC",,,
"8981",":stat_player_game_rec_adv","201909050chi","201909050chi_1","Davante Adams","A/AdamDa01","4","7.9","17","4.3","1","4.0","0.0","0","3","62.5","0","0","19","4.8","36","8","GNB",,,
"8982",":stat_player_game_rec_adv","201909150det","201909150det_3","Mike Williams","W/WillMi07","3","18.2","77","25.7","0","","20.0","1","3","104.2","0","0","6","2.0","83","5","LAC",,,
"8983",":stat_player_game_rec_adv","201909150htx","201909150htx_3","Leonard Fournette","F/FourLe00","4","2.2","-10","-2.5","0","","0.0","0","2","85.4","0","0","50","12.5","40","6","JAX",,,
"8984",":stat_player_game_rec_adv","201909090nor","201909090nor_3","Kenny Stills","S/StilKe00","3","8.3","25","8.3","0","","0.0","0","2","157.6","0","1","12","4.0","37","3","HOU",,,
"8988",":stat_player_game_rec_adv","201909220cle","201909220cle_4","Gerald Everett","E/EverGe00","2","5.5","11","5.5","2","1.0","0.0","0","1","97.9","0","0","4","2.0","15","2","LAR",,,
"8989",":stat_player_game_rec_adv","201909050chi","201909050chi_2","Marquez Valdes-Scantling","V/ValdMa00","4","13.5","50","12.5","0","","0.0","0","2","93.7","0","0","2","0.5","52","6","GNB",,,
"8990",":stat_player_game_rec_adv","201909080car","201909080car_1","Robert Woods","W/WoodRo02","8","7.4","24","3.0","1","8.0","7.7","1","3","43.7","1","0","46","5.8","70","13","LAR",,,
"8991",":stat_player_game_rec_adv","201909090nor","201909090nor_4","Will Fuller","F/FullWi01","2","37.0","65","32.5","0","","0.0","0","2","70.1","1","0","4","2.0","69","3","HOU",,,
"8992",":stat_player_game_rec_adv","201909150htx","201909150htx_4","James O'Shaughnessy","O/O'ShJa00","4","0.8","3","0.8","0","","0.0","0","1","95.8","0","0","25","6.3","28","4","JAX",,,
"8996",":stat_player_game_rec_adv","201909080car","201909080car_2","Cooper Kupp","K/KuppCo00","7","5.0","24","3.4","0","","0.0","0","3","79.6","0","0","22","3.1","46","10","LAR",,,
"8998",":stat_player_game_rec_adv","201909050chi","201909050chi_3","Jimmy Graham","G/GrahJi00","3","11.6","13","4.3","0","","0.0","0","2","116.7","0","1","17","5.7","30","5","GNB",,,
"9000",":stat_player_game_rec_adv","201909150det","201909150det_4","Virgil Green","G/GreeVi00","1","3.5","3","3.0","0","","0.0","0","","62.5","0","0","6","6.0","9","2","LAC",,,
"9003",":stat_player_game_rec_adv","201909090nor","201909090nor_5","Jordan Akins","A/AkinJo00","1","2.5","4","4.0","1","1.0","0.0","0","1","79.2","0","0","13","13.0","17","2","HOU",,,
"9005",":stat_player_game_rec_adv","201909080car","201909080car_3","Tyler Higbee","H/HigbTy00","4","4.6","5","1.3","0","","0.0","0","2","122.9","0","1","15","3.8","20","5","LAR",,,
"9006",":stat_player_game_rec_adv","201909150det","201909150det_5","Dontrelle Inman","I/InmaDo00","1","12.5","18","18.0","0","","0.0","0","1","95.8","0","0","10","10.0","28","2","LAC",,,
"9007",":stat_player_game_rec_adv","201909220cle","201909220cle_5","Malcolm Brown","B/BrowMa03","0","3.0","0","","0","","100.0","1","","39.6","0","0","0","","0","1","LAR",,,
"9008",":stat_player_game_rec_adv","202001040htx","202001040htx_1","Devin Singletary","S/SingDe00","6","1.6","6","1.0","1","6.0","0.0","0","4","111.9","0","0","70","11.7","76","7","BUF",,,
"9009",":stat_player_game_rec_adv","201909150htx","201909150htx_5","Geoff Swaim","S/SwaiGe00","3","5.3","4","1.3","0","","0.0","0","","79.2","0","0","10","3.3","14","4","JAX",,,
"9012",":stat_player_game_rec_adv","201909090nor","201909090nor_6","DeAndre Carter","C/CartDe02","1","-4.0","-4","-4.0","0","","0.0","0","","79.2","0","0","3","3.0","-1","1","HOU",,,
"9013",":stat_player_game_rec_adv","201909080car","201909080car_4","Brandin Cooks","C/CookBr00","2","15.3","27","13.5","0","","0.0","0","2","56.9","0","0","12","6.0","39","6","LAR",,,
"9015",":stat_player_game_rec_adv","202001040htx","202001040htx_2","Cole Beasley","B/BeasCo00","4","3.0","13","3.3","0","","20.0","1","2","103.3","0","0","31","7.8","44","5","BUF",,,
"9016",":stat_player_game_rec_adv","201909220cle","201909220cle_6","Todd Gurley","G/GurlTo01","0","0.0","0","","0","","0.0","0","0","39.6","0","0","0","","0","1","LAR",,,
"9017",":stat_player_game_rec_adv","201909050chi","201909050chi_4","Marcedes Lewis","L/LewiMa00","2","7.0","6","3.0","0","","0.0","0","","77.1","0","0","8","4.0","14","3","GNB",,,
"9020",":stat_player_game_rec_adv","201909090nor","201909090nor_7","Carlos Hyde","H/HydeCa00","1","-2.0","-2","-2.0","1","1.0","0.0","0","0","79.2","0","0","4","4.0","2","1","HOU",,,
"9022",":stat_player_game_rec_adv","202001040htx","202001040htx_3","Duke Williams","W/WillDu01","4","15.2","44","11.0","0","","10.0","1","3","55.8","0","0","5","1.3","49","10","BUF",,,
"9023",":stat_player_game_rec_adv","201909150det","201909150det_6","Justin Jackson","J/JackJu01","1","-1.0","-1","-1.0","0","","0.0","0","0","87.5","0","0","6","6.0","5","1","LAC",,,
"9024",":stat_player_game_rec_adv","201909220cle","201909220cle_7","Josh Reynolds","R/ReynJo00","0","12.5","0","","0","","0.0","0","","39.6","0","0","0","","0","2","LAR",,,
"9025",":stat_player_game_rec_adv","201909050chi","201909050chi_5","Jamaal Williams","W/WillJa06","2","-3.0","-6","-3.0","1","2.0","0.0","0","1","97.9","0","0","21","10.5","15","2","GNB",,,
"9028",":stat_player_game_rec_adv","201909150htx","201909150htx_6","Dede Westbrook","W/WestDe00","1","5.8","-3","-3.0","1","1.0","0.0","0","","39.6","0","0","6","6.0","3","5","JAX",,,
"9029",":stat_player_game_rec_adv","202001040htx","202001040htx_4","Isaiah McKenzie","M/McKeIs00","4","2.8","-3","-0.8","0","","0.0","0","1","85.8","0","0","26","6.5","23","5","BUF",,,
"9031",":stat_player_game_rec_adv","201909090nor","201909090nor_8","Darren Fells","F/FellDa01","0","-1.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","HOU",,,
"9032",":stat_player_game_rec_adv","201909080car","201909080car_5","Gerald Everett","E/EverGe00","1","6.0","6","6.0","0","","0.0","0","1","95.8","0","0","1","1.0","7","1","LAR",,,
"9033",":stat_player_game_rec_adv","201909220cle","201909220cle_8","Odell Beckham Jr.","B/BeckOd00","6","5.7","41","6.8","1","6.0","0.0","0","3","83.6","0","0","15","2.5","56","9","CLE",,,
"9034",":stat_player_game_rec_adv","201909050chi","201909050chi_6","Trevor Davis","D/DaviTr03","1","18.0","18","18.0","0","","0.0","0","1","118.7","0","0","10","10.0","28","1","GNB",,,
"9036",":stat_player_game_rec_adv","201909080sdg","201909080sdg_1","T.Y. Hilton","H/HiltT.00","8","7.4","43","5.4","0","","0.0","0","3","146.5","0","2","44","5.5","87","9","IND",,,
"9038",":stat_player_game_rec_adv","201909150htx","201909150htx_7","DeAndre Hopkins","H/HopkDe00","5","11.3","34","6.8","0","","0.0","0","3","75.0","0","0","6","1.2","40","8","HOU",,,
"9039",":stat_player_game_rec_adv","201909090nor","201909090nor_9","Michael Thomas","T/ThomMi05","10","9.5","95","9.5","0","","7.7","1","6","105.6","0","0","28","2.8","123","13","NOR",,,
"9040",":stat_player_game_rec_adv","201909080car","201909080car_6","Todd Gurley","G/GurlTo01","1","4.0","4","4.0","0","","0.0","0","1","83.3","0","0","0","0.0","4","1","LAR",,,
"9042",":stat_player_game_rec_adv","201909050chi","201909050chi_7","Aaron Jones","J/JoneAa00","1","-1.0","-1","-1.0","0","","0.0","0","0","79.2","0","0","1","1.0","0","1","GNB",,,
"9043",":stat_player_game_rec_adv","201909150det","201909150det_7","Derek Watt","W/WattDe00","1","3.5","3","3.0","0","","50.0","1","","56.2","0","0","0","0.0","3","2","LAC",,,
"9044",":stat_player_game_rec_adv","201909080sdg","201909080sdg_2","Nyheim Hines","H/HineNy00","4","-4.8","-19","-4.8","1","4.0","0.0","0","0","79.2","0","0","23","5.8","4","4","IND",,,
"9046",":stat_player_game_rec_adv","201909090nor","201909090nor_10","Ted Ginn Jr.","G/GinnTe00","7","12.7","89","12.7","0","","0.0","0","5","118.7","0","0","12","1.7","101","7","NOR",,,
"9047",":stat_player_game_rec_adv","201909150htx","201909150htx_8","Will Fuller","F/FullWi01","4","18.9","33","8.3","0","","14.3","1","2","73.5","0","0","7","1.8","40","7","HOU",,,
"9048",":stat_player_game_rec_adv","201909080car","201909080car_7","Josh Reynolds","R/ReynJo00","0","1.0","0","","0","","100.0","2","","39.6","0","0","0","","0","2","LAR",,,
"9049",":stat_player_game_rec_adv","202001040htx","202001040htx_5","John Brown","B/BrowJo02","4","13.6","37","9.3","0","","12.5","1","2","69.8","0","0","13","3.3","50","8","BUF",,,
"9051",":stat_player_game_rec_adv","201909220cle","201909220cle_9","Nick Chubb","C/ChubNi00","4","-1.7","-2","-0.5","0","","0.0","0","1","70.5","0","0","37","9.3","35","7","CLE",,,
"9052",":stat_player_game_rec_adv","201909150det","201909150det_8","Travis Benjamin","B/BenjTr00","0","6.5","0","","0","","50.0","1","","39.6","0","0","0","","0","2","LAC",,,
"9054",":stat_player_game_rec_adv","201909050chi","201909050chi_8","Robert Tonyan","T/TonyRo00","1","19.0","19","19.0","0","","0.0","0","1","118.7","0","0","9","9.0","28","1","GNB",,,
"9055",":stat_player_game_rec_adv","201909080sdg","201909080sdg_3","Devin Funchess","F/FuncDe00","3","9.8","26","8.7","0","","20.0","1","2","78.7","0","0","6","2.0","32","5","IND",,,
"9056",":stat_player_game_rec_adv","201909150htx","201909150htx_9","Jordan Akins","A/AkinJo00","2","6.7","16","8.0","0","","0.0","0","1","92.4","0","0","9","4.5","25","3","HOU",,,
"9058",":stat_player_game_rec_adv","201909090nor","201909090nor_11","Alvin Kamara","K/KamaAl00","7","1.3","8","1.1","2","3.5","0.0","0","3","104.2","0","0","64","9.1","72","8","NOR",,,
"9059",":stat_player_game_rec_adv","201909220cle","201909220cle_10","Jarvis Landry","L/LandJa00","3","15.3","35","11.7","0","","0.0","0","3","58.6","0","0","27","9.0","62","9","CLE",,,
"9061",":stat_player_game_rec_adv","201909150det","201909150det_9","Kenny Golladay","G/GollKe00","8","14.8","106","13.3","0","","0.0","0","7","109.2","1","1","11","1.4","117","10","DET",,,
"9062",":stat_player_game_rec_adv","201909050chi","201909050chi_9","Tarik Cohen","C/CoheTa00","8","4.2","23","2.9","1","8.0","10.0","1","2","87.1","0","0","26","3.3","49","10","CHI",,,
"9063",":stat_player_game_rec_adv","201909080sdg","201909080sdg_4","Deon Cain","C/CainDe00","2","14.0","28","14.0","0","","0.0","0","2","118.7","0","0","7","3.5","35","2","IND",,,
"9064",":stat_player_game_rec_adv","201909150htx","201909150htx_10","Keke Coutee","C/CoutKe00","2","8.3","4","2.0","0","","0.0","0","","56.2","0","0","3","1.5","7","4","HOU",,,
"9066",":stat_player_game_rec_adv","201909220cle","201909220cle_11","Damion Ratley","R/RatlDa00","3","6.8","24","8.0","0","","0.0","0","3","34.2","1","0","2","0.7","26","5","CLE",,,
"9067",":stat_player_game_rec_adv","201909150det","201909150det_10","Marvin Jones","J/JoneMa02","5","15.2","40","8.0","0","","0.0","0","2","56.9","1","0","3","0.6","43","6","DET",,,
"9068",":stat_player_game_rec_adv","201909080jax","201909080jax_1","Sammy Watkins","W/WatkSa00","9","9.6","64","7.1","0","","0.0","0","5","158.3","0","3","134","14.9","198","11","KAN",,,
"9069",":stat_player_game_rec_adv","201909090nor","201909090nor_12","Jared Cook","C/CookJa02","2","13.0","22","11.0","0","","0.0","0","2","109.0","0","0","15","7.5","37","3","NOR",,,
"9070",":stat_player_game_rec_adv","202001040htx","202001040htx_6","Dawson Knox","K/KnoxDa00","1","6.0","7","7.0","0","","0.0","0","1","72.9","0","0","7","7.0","14","2","BUF",,,
"9071",":stat_player_game_rec_adv","201909080car","201909080car_8","Christian McCaffrey","M/McCaCh01","10","2.2","26","2.6","1","10.0","0.0","0","3","97.3","0","0","55","5.5","81","11","CAR",,,
"9072",":stat_player_game_rec_adv","201909050chi","201909050chi_10","Allen Robinson","R/RobiAl02","7","11.8","79","11.3","2","3.5","7.7","1","5","47.6","1","0","23","3.3","102","13","CHI",,,
"9073",":stat_player_game_rec_adv","201909150htx","201909150htx_11","Kenny Stills","S/StilKe00","2","15.0","35","17.5","0","","0.0","0","2","109.7","0","0","3","1.5","38","3","HOU",,,
"9074",":stat_player_game_rec_adv","201909080sdg","201909080sdg_5","Mo Alie-Cox","A/AlieMo00","1","3.0","3","3.0","0","","0.0","0","","79.2","0","0","0","0.0","3","1","IND",,,
"9075",":stat_player_game_rec_adv","201909080crd","201909080crd_1","Danny Amendola","A/AmenDa00","7","9.4","61","8.7","0","","0.0","0","5","105.9","0","1","43","6.1","104","13","DET",,,
"9076",":stat_player_game_rec_adv","201909080jax","201909080jax_2","Damien Williams","W/WillDa05","6","-3.0","-18","-3.0","2","3.0","0.0","0","3","93.7","0","0","57","9.5","39","6","KAN",,,
"9077",":stat_player_game_rec_adv","201909150det","201909150det_11","Jesse James","J/JameJe00","3","6.5","2","0.7","0","","0.0","0","1","83.3","0","0","16","5.3","18","4","DET",,,
"9078",":stat_player_game_rec_adv","201909220cle","201909220cle_12","Demetrius Harris","H/HarrDe03","1","3.0","2","2.0","0","","0.0","0","1","95.8","0","1","0","0.0","2","2","CLE",,,
"9079",":stat_player_game_rec_adv","202001040htx","202001040htx_7","Lee Smith","S/SmitLe00","1","1.0","1","1.0","0","","0.0","0","","100.0","0","0","7","7.0","8","1","BUF",,,
"9080",":stat_player_game_rec_adv","201909090nor","201909090nor_13","Latavius Murray","M/MurrLa00","2","-0.7","-9","-4.5","1","2.0","0.0","0","0","30.6","1","0","13","6.5","4","3","NOR",,,
"9081",":stat_player_game_rec_adv","201909080crd","201909080crd_2","T.J. Hockenson","H/HockTJ00","6","15.8","75","12.5","0","","0.0","0","4","146.8","0","1","56","9.3","131","9","DET",,,
"9082",":stat_player_game_rec_adv","201909050chi","201909050chi_11","Mike Davis","D/DaviMi01","6","0.4","-8","-1.3","0","","0.0","0","1","79.2","0","0","25","4.2","17","7","CHI",,,
"9083",":stat_player_game_rec_adv","201909080jax","201909080jax_3","Travis Kelce","K/KelcTr00","3","7.9","47","15.7","0","","12.5","1","2","79.2","0","0","41","13.7","88","8","KAN",,,
"9084",":stat_player_game_rec_adv","201909150htx","201909150htx_12","Darren Fells","F/FellDa01","1","10.0","2","2.0","0","","0.0","0","1","42.4","0","0","7","7.0","9","3","HOU",,,
"9085",":stat_player_game_rec_adv","201909150det","201909150det_12","Kerryon Johnson","J/JohnKe06","2","3.0","0","0.0","2","1.0","33.3","1","2","149.3","0","1","47","23.5","47","3","DET",,,
"9086",":stat_player_game_rec_adv","201909220cle","201909220cle_13","Ricky Seals-Jones","S/SealRi00","1","13.0","12","12.0","0","","0.0","0","","72.9","0","0","2","2.0","14","2","CLE",,,
"9087",":stat_player_game_rec_adv","201909090nor","201909090nor_14","Tre'Quan Smith","S/SmitTr03","2","13.0","26","13.0","0","","0.0","0","2","158.3","0","1","0","0.0","26","2","NOR",,,
"9088",":stat_player_game_rec_adv","202001040htx","202001040htx_8","Josh Allen","A/AlleJo02","1","12.0","12","12.0","0","","0.0","0","1","158.3","0","1","4","4.0","16","1","BUF",,,
"9089",":stat_player_game_rec_adv","201909050chi","201909050chi_12","Taylor Gabriel","G/GabrTa00","2","10.2","13","6.5","0","","0.0","0","1","55.4","0","0","11","5.5","24","5","CHI",,,
"9090",":stat_player_game_rec_adv","201909080jax","201909080jax_4","Tyreek Hill","H/HillTy00","2","8.0","16","8.0","0","","0.0","0","1","100.0","0","0","0","0.0","16","2","KAN",,,
"9091",":stat_player_game_rec_adv","201909080sdg","201909080sdg_6","Parris Campbell","C/CampPa00","1","-4.0","-4","-4.0","0","","0.0","0","","79.2","0","0","5","5.0","1","1","IND",,,
"9092",":stat_player_game_rec_adv","201909080car","201909080car_9","D.J. Moore","M/MoorD.00","7","10.3","61","8.7","0","","0.0","0","5","92.1","0","0","15","2.1","76","10","CAR",,,
"9093",":stat_player_game_rec_adv","201909080crd","201909080crd_3","Kenny Golladay","G/GollKe00","4","16.3","30","7.5","0","","11.1","1","3","95.6","0","1","12","3.0","42","9","DET",,,
"9094",":stat_player_game_rec_adv","201909150htx","201909150htx_13","Duke Johnson","J/JohnDu00","0","21.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","HOU",,,
"9095",":stat_player_game_rec_adv","201909050chi","201909050chi_13","David Montgomery","M/MontDa01","1","20.0","20","20.0","0","","0.0","0","1","118.7","0","0","7","7.0","27","1","CHI",,,
"9096",":stat_player_game_rec_adv","202001040htx","202001040htx_9","Patrick DiMarco","D/DiMaPa00","0","48.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","BUF",,,
"9097",":stat_player_game_rec_adv","201909080crd","201909080crd_4","Marvin Jones","J/JoneMa02","4","13.0","52","13.0","0","","0.0","0","3","118.7","0","0","4","1.0","56","4","DET",,,
"9098",":stat_player_game_rec_adv","201909080jax","201909080jax_5","LeSean McCoy","M/McCoLe01","1","4.0","4","4.0","0","","0.0","0","1","116.7","0","0","8","8.0","12","1","KAN",,,
"9099",":stat_player_game_rec_adv","201909150det","201909150det_13","Ty Johnson","J/JohnTy02","2","2.5","5","2.5","0","","0.0","0","0","79.2","0","0","1","0.5","6","2","DET",,,
"9100",":stat_player_game_rec_adv","201909080car","201909080car_10","Greg Olsen","O/OlseGr00","4","6.9","20","5.0","0","","11.1","1","2","16.2","1","0","16","4.0","36","9","CAR",,,
"9102",":stat_player_game_rec_adv","201909090nor","201909090nor_15","Josh Hill","H/HillJo02","1","-4.0","-4","-4.0","0","","0.0","0","","79.2","0","0","2","2.0","-2","1","NOR",,,
"9103",":stat_player_game_rec_adv","202001040htx","202001040htx_10","Frank Gore","G/GoreFr00","0","-1.0","0","","0","","100.0","1","0","39.6","0","0","0","","0","1","BUF",,,
"9104",":stat_player_game_rec_adv","201909050chi","201909050chi_14","Cordarrelle Patterson","P/PattCo00","1","10.0","-2","-2.0","0","","0.0","0","","42.4","0","0","5","5.0","3","3","CHI",,,
"9105",":stat_player_game_rec_adv","201909080crd","201909080crd_5","Kerryon Johnson","J/JohnKe06","2","2.0","4","2.0","0","","0.0","0","1","93.7","0","0","9","4.5","13","2","DET",,,
"9107",":stat_player_game_rec_adv","201909080jax","201909080jax_6","Darwin Thompson","T/ThomDa06","1","0.0","0","0.0","0","","0.0","0","","79.2","0","0","3","3.0","3","1","KAN",,,
"9108",":stat_player_game_rec_adv","201909080car","201909080car_11","Curtis Samuel","S/SamuCu00","3","9.5","8","2.7","1","3.0","0.0","0","2","97.9","0","0","24","8.0","32","4","CAR",,,
"9109",":stat_player_game_rec_adv","201909150det","201909150det_14","T.J. Hockenson","H/HockTJ00","1","6.7","7","7.0","0","","0.0","0","","42.4","0","0","0","0.0","7","3","DET",,,
"9110",":stat_player_game_rec_adv","201909080sdg","201909080sdg_7","Jack Doyle","D/DoylJa00","1","5.0","7","7.0","0","","50.0","1","1","85.4","0","0","13","13.0","20","2","IND",,,
"9111",":stat_player_game_rec_adv","201909090nor","201909090nor_16","Taysom Hill","H/HillTa00","1","4.5","9","9.0","0","","50.0","1","1","102.1","0","1","0","0.0","9","2","NOR",,,
"9113",":stat_player_game_rec_adv","202001040htx","202001040htx_11","Tyler Kroft","K/KrofTy00","0","9.5","0","","0","","0.0","0","","39.6","0","0","0","","0","2","BUF",,,
"9114",":stat_player_game_rec_adv","201909050chi","201909050chi_15","Adam Shaheen","S/ShahAd00","1","5.5","5","5.0","0","","0.0","0","","56.2","0","0","1","1.0","6","2","CHI",,,
"9115",":stat_player_game_rec_adv","201909080crd","201909080crd_6","J.D. McKissic","M/McKiJ.00","2","0.5","1","0.5","0","","0.0","0","","116.7","0","0","23","11.5","24","2","DET",,,
"9116",":stat_player_game_rec_adv","201909080jax","201909080jax_7","Anthony Sherman","S/SherAn00","1","-4.0","-4","-4.0","0","","0.0","0","1","118.7","0","0","19","19.0","15","1","KAN",,,
"9118",":stat_player_game_rec_adv","201909080car","201909080car_12","Jarius Wright","W/WrigJa02","1","10.0","10","10.0","0","","0.0","0","1","118.7","0","0","4","4.0","14","1","CAR",,,
"9119",":stat_player_game_rec_adv","201909150det","201909150det_15","Logan Thomas","T/ThomLo00","1","5.0","5","5.0","0","","0.0","0","","95.8","0","0","2","2.0","7","1","DET",,,
"9120",":stat_player_game_rec_adv","201909080sdg","201909080sdg_8","Eric Ebron","E/EbroEr00","1","8.0","8","8.0","0","","33.3","1","1","42.4","0","0","0","0.0","8","3","IND",,,
"9121",":stat_player_game_rec_adv","202001040htx","202001040htx_12","DeAndre Hopkins","H/HopkDe00","6","11.8","81","13.5","0","","0.0","0","4","111.5","0","0","9","1.5","90","8","HOU",,,
"9124",":stat_player_game_rec_adv","201909050chi","201909050chi_16","Javon Wims","W/WimsJa00","0","13.5","0","","0","","0.0","0","","39.6","0","0","0","","0","2","CHI",,,
"9125",":stat_player_game_rec_adv","201909080jax","201909080jax_8","Demarcus Robinson","R/RobiDe01","1","3.0","0","0.0","0","","0.0","0","","56.2","0","0","0","0.0","0","2","KAN",,,
"9126",":stat_player_game_rec_adv","201909080crd","201909080crd_7","Nick Bawden","B/BawdNi00","1","-1.0","-1","-1.0","0","","0.0","0","","79.2","0","0","1","1.0","0","1","DET",,,
"9127",":stat_player_game_rec_adv","201909080car","201909080car_13","Chris Hogan","H/HogaCh00","0","3.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","CAR",,,
"9128",":stat_player_game_rec_adv","201909150det","201909150det_16","Danny Amendola","A/AmenDa00","0","6.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","DET",,,
"9130",":stat_player_game_rec_adv","201909080sdg","201909080sdg_9","Keenan Allen","A/AlleKe00","8","10.9","97","12.1","0","","10.0","1","5","111.7","1","1","26","3.3","123","10","LAC",,,
"9131",":stat_player_game_rec_adv","202001040htx","202001040htx_13","Darren Fells","F/FellDa01","4","6.4","22","5.5","1","4.0","20.0","1","3","97.5","0","0","15","3.8","37","5","HOU",,,
"9133",":stat_player_game_rec_adv","201909050chi","201909050chi_17","Anthony Miller","M/MillAn02","0","29.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","CHI",,,
"9134",":stat_player_game_rec_adv","201909080jax","201909080jax_9","Blake Bell","B/BellBl00","1","7.0","7","7.0","0","","0.0","0","","95.8","0","0","0","0.0","7","1","KAN",,,
"9136",":stat_player_game_rec_adv","201909080crd","201909080crd_8","Jesse James","J/JameJe00","1","6.0","6","6.0","0","","0.0","0","1","118.7","0","0","9","9.0","15","1","DET",,,
"9138",":stat_player_game_rec_adv","202001040htx","202001040htx_14","Kenny Stills","S/StilKe00","4","15.4","40","10.0","0","","0.0","0","3","105.0","0","0","6","1.5","46","5","HOU",,,
"9139",":stat_player_game_rec_adv","201909080sdg","201909080sdg_10","Austin Ekeler","E/EkelAu00","6","-1.9","-15","-2.5","1","6.0","0.0","0","3","158.3","0","2","111","18.5","96","7","LAC",,,
"9140",":stat_player_game_rec_adv","201909080car","201909080car_14","Ian Thomas","T/ThomIa00","0","-2.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","CAR",,,
"9142",":stat_player_game_rec_adv","201909080jax","201909080jax_10","Mecole Hardman","H/HardMe00","0","0.0","0","","0","","100.0","1","","39.6","0","0","0","","0","1","KAN",,,
"9144",":stat_player_game_rec_adv","201909080crd","201909080crd_9","Larry Fitzgerald","F/FitzLa00","8","11.8","97","12.1","0","","0.0","0","3","115.2","0","1","16","2.0","113","13","ARI",,,
"9146",":stat_player_game_rec_adv","202001040htx","202001040htx_15","Duke Johnson","J/JohnDu00","3","2.3","7","2.3","0","","0.0","0","1","108.3","0","0","23","7.7","30","3","HOU",,,
"9147",":stat_player_game_rec_adv","201909080sdg","201909080sdg_11","Hunter Henry","H/HenrHu00","4","13.4","52","13.0","0","","0.0","0","3","116.7","0","0","8","2.0","60","5","LAC",,,
