"_id","_labels","game_code","label","player","player_code","rec","rec_adot","rec_air_yds","rec_air_yds_per_rec","rec_broken_tackles","rec_broken_tackles_per_rec","rec_drop_pct","rec_drops","rec_first_down","rec_pass_rating","rec_target_int","rec_td","rec_yac","rec_yac_per_rec","rec_yds","targets","team","_start","_end","_type"
"644",":stat_player_game_rec_adv","201909230was","201909230was_6","Javon Wims","W/WimsJa00","1","4.0","4","4.0","0","","0.0","0","1","100.0","0","0","4","4.0","8","1","CHI",,,
"645",":stat_player_game_rec_adv","201909080min","201909080min_7","Russell Gage","G/GageRu00","1","17.0","13","13.0","0","","0.0","0","1","70.8","0","0","0","0.0","13","2","ATL",,,
"646",":stat_player_game_rec_adv","201909220kan","201909220kan_8","Seth Roberts","R/RobeSe00","2","16.0","32","16.0","0","","0.0","0","2","118.7","0","0","5","2.5","37","2","BAL",,,
"647",":stat_player_game_rec_adv","201909290htx","201909290htx_9","Jordan Akins","A/AkinJo00","3","4.0","6","2.0","0","","0.0","0","1","86.5","0","0","15","5.0","21","4","HOU",,,
"649",":stat_player_game_rec_adv","201909150was","201909150was_10","Chris Thompson","T/ThomCh03","5","0.5","1","0.2","0","","0.0","0","1","79.2","0","0","47","9.4","48","8","WAS",,,
"650",":stat_player_game_rec_adv","201909220gnb","201909220gnb_14","Robert Tonyan","T/TonyRo00","1","16.3","1","1.0","0","","0.0","0","","42.4","0","0","3","3.0","4","3","GNB",,,
"651",":stat_player_game_rec_adv","201909300pit","201909300pit_12","JuJu Smith-Schuster","S/SmitJu00","3","2.3","3","1.0","0","","0.0","0","","80.2","0","0","12","4.0","15","4","PIT",,,
"652",":stat_player_game_rec_adv","201909290rav","201909290rav_6","Pharaoh Brown","B/BrowPh01","1","7.0","7","7.0","0","","0.0","0","","118.7","0","0","11","11.0","18","1","CLE",,,
"653",":stat_player_game_rec_adv","201909230was","201909230was_7","Adam Shaheen","S/ShahAd00","1","6.0","6","6.0","0","","0.0","0","","95.8","0","0","1","1.0","7","1","CHI",,,
"654",":stat_player_game_rec_adv","201909220kan","201909220kan_9","Miles Boykin","B/BoykMi00","0","21.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","BAL",,,
"655",":stat_player_game_rec_adv","201910060cin","201910060cin_7","Trent Sherfield","S/SherTr00","1","7.0","16","16.0","0","","0.0","0","1","61.8","0","0","7","7.0","23","3","ARI",,,
"656",":stat_player_game_rec_adv","201909290htx","201909290htx_10","Will Fuller","F/FullWi01","3","14.8","15","5.0","1","3.0","0.0","0","1","59.7","0","0","8","2.7","23","6","HOU",,,
"658",":stat_player_game_rec_adv","201909150was","201909150was_11","Trey Quinn","Q/QuinTr00","4","5.0","22","5.5","0","","0.0","0","2","71.1","0","0","14","3.5","36","7","WAS",,,
"659",":stat_player_game_rec_adv","201909300pit","201909300pit_13","Nick Vannett","V/VannNi00","2","13.5","27","13.5","0","","0.0","0","1","118.7","0","0","1","0.5","28","2","PIT",,,
"660",":stat_player_game_rec_adv","201909290rav","201909290rav_7","Damion Ratley","R/RatlDa00","1","20.3","5","5.0","0","","0.0","0","1","43.7","0","0","5","5.0","10","3","CLE",,,
"661",":stat_player_game_rec_adv","201909220gnb","201909220gnb_15","Danny Vitale","V/VitaDa00","1","18.0","18","18.0","0","","0.0","0","1","118.7","0","0","9","9.0","27","1","GNB",,,
"662",":stat_player_game_rec_adv","201909230was","201909230was_8","Cordarrelle Patterson","P/PattCo00","1","4.0","4","4.0","0","","0.0","0","","91.7","0","0","2","2.0","6","1","CHI",,,
"663",":stat_player_game_rec_adv","201909220kan","201909220kan_10","Justice Hill","H/HillJu00","0","1.3","0","","0","","0.0","0","","39.6","0","0","0","","0","3","BAL",,,
"664",":stat_player_game_rec_adv","201910060cin","201910060cin_8","Charles Clay","C/ClayCh00","1","20.0","20","20.0","0","","0.0","0","1","118.7","0","0","7","7.0","27","1","ARI",,,
"665",":stat_player_game_rec_adv","201909290htx","201909290htx_11","Duke Johnson","J/JohnDu00","2","6.7","3","1.5","1","2.0","0.0","0","2","88.2","0","0","19","9.5","22","3","HOU",,,
"667",":stat_player_game_rec_adv","201909150was","201909150was_12","Paul Richardson","R/RichPa01","3","3.7","11","3.7","0","","0.0","0","1","128.5","0","1","5","1.7","16","3","WAS",,,
"668",":stat_player_game_rec_adv","201909300pit","201909300pit_14","Benny Snell Jr.","S/SnelBe00","0","-3.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","PIT",,,
"669",":stat_player_game_rec_adv","201909080min","201909080min_8","Ito Smith","S/SmitIt00","1","1.0","1","1.0","1","1.0","0.0","0","0","104.2","0","0","8","8.0","9","1","ATL",,,
"670",":stat_player_game_rec_adv","201909220gnb","201909220gnb_16","Jimmy Graham","G/GrahJi00","0","2.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","GNB",,,
"671",":stat_player_game_rec_adv","201909290rav","201909290rav_8","Mark Andrews","A/AndrMa00","4","11.8","26","6.5","0","","12.5","1","2","59.9","2","1","5","1.3","31","8","BAL",,,
"672",":stat_player_game_rec_adv","201909230was","201909230was_9","Anthony Miller","M/MillAn02","1","4.7","0","0.0","0","","33.3","1","1","50.7","0","0","15","15.0","15","3","CHI",,,
"673",":stat_player_game_rec_adv","201909220clt","201909220clt_1","Julio Jones","J/JoneJu02","8","15.0","101","12.6","0","","0.0","0","7","155.8","0","1","27","3.4","128","9","ATL",,,
"674",":stat_player_game_rec_adv","201909220kan","201909220kan_11","Travis Kelce","K/KelcTr00","7","13.9","73","10.4","0","","0.0","0","5","113.0","0","0","16","2.3","89","8","KAN",,,
"675",":stat_player_game_rec_adv","201909300pit","201909300pit_15","James Washington","W/WashJa00","0","22.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","PIT",,,
"676",":stat_player_game_rec_adv","201909290htx","201909290htx_12","Kenny Stills","S/StilKe00","2","6.0","12","6.0","0","","0.0","0","2","116.7","0","0","12","6.0","24","2","HOU",,,
"677",":stat_player_game_rec_adv","201909150was","201909150was_13","Vernon Davis","D/DaviVe00","3","8.0","28","9.3","0","","0.0","0","1","94.8","0","0","1","0.3","29","4","WAS",,,
"678",":stat_player_game_rec_adv","201909290rav","201909290rav_9","Marquise Brown","B/BrowMa04","4","5.9","14","3.5","0","","14.3","1","2","62.8","0","0","8","2.0","22","7","BAL",,,
"679",":stat_player_game_rec_adv","201909080min","201909080min_9","Luke Stocker","S/StocLu00","0","3.0","0","","0","","0.0","0","","0.0","1","0","0","","0","1","ATL",,,
"680",":stat_player_game_rec_adv","201909230was","201909230was_10","Paul Richardson","R/RichPa01","8","8.8","67","8.4","0","","0.0","0","5","102.5","1","1","16","2.0","83","9","WAS",,,
"681",":stat_player_game_rec_adv","201909220clt","201909220clt_2","Mohamed Sanu","S/SanuMo00","6","10.2","61","10.2","0","","0.0","0","5","118.7","0","0","14","2.3","75","6","ATL",,,
"682",":stat_player_game_rec_adv","201910060cin","201910060cin_9","Tyler Boyd","B/BoydTy00","10","5.1","55","5.5","0","","0.0","0","5","122.0","0","1","68","6.8","123","14","CIN",,,
"683",":stat_player_game_rec_adv","201909220kan","201909220kan_12","Darrel Williams","W/WillDa10","5","-1.8","-9","-1.8","0","","0.0","0","2","105.8","0","0","56","11.2","47","5","KAN",,,
"684",":stat_player_game_rec_adv","201909290rav","201909290rav_10","Seth Roberts","R/RobeSe00","4","7.2","26","6.5","0","","0.0","0","3","96.7","0","0","10","2.5","36","5","BAL",,,
"685",":stat_player_game_rec_adv","201909080min","201909080min_10","Adam Thielen","T/ThieAd00","3","8.3","25","8.3","1","3.0","0.0","0","2","158.3","0","1","18","6.0","43","3","MIN",,,
"686",":stat_player_game_rec_adv","201909150was","201909150was_14","Adrian Peterson","P/PeteAd01","2","0.5","1","0.5","0","","0.0","0","1","81.2","0","0","6","3.0","7","2","WAS",,,
"688",":stat_player_game_rec_adv","201909230was","201909230was_11","Terry McLaurin","M/McLaTe00","6","11.4","65","10.8","0","","0.0","0","5","140.6","0","1","5","0.8","70","8","WAS",,,
"689",":stat_player_game_rec_adv","201909220clt","201909220clt_3","Austin Hooper","H/HoopAu00","6","6.9","32","5.3","1","6.0","0.0","0","4","145.5","0","2","34","5.7","66","7","ATL",,,
"690",":stat_player_game_rec_adv","201910060cin","201910060cin_10","Damion Willis","W/WillDa11","4","5.3","21","5.3","1","4.0","0.0","0","1","106.2","0","0","17","4.3","38","4","CIN",,,
"692",":stat_player_game_rec_adv","201909220kan","201909220kan_13","Sammy Watkins","W/WatkSa00","5","7.0","45","9.0","0","","12.5","1","2","87.5","0","0","19","3.8","64","8","KAN",,,
"693",":stat_player_game_rec_adv","201909080min","201909080min_11","Dalvin Cook","C/CookDa01","2","1.0","2","1.0","0","","0.0","0","0","85.4","0","0","7","3.5","9","2","MIN",,,
"694",":stat_player_game_rec_adv","201909290rav","201909290rav_11","Miles Boykin","B/BoykMi00","3","10.3","31","10.3","0","","0.0","0","2","150.7","0","1","1","0.3","32","3","BAL",,,
"695",":stat_player_game_rec_adv","201909150was","201909150was_15","Wendell Smallwood","S/SmalWe00","2","2.0","4","2.0","0","","0.0","0","1","85.4","0","0","5","2.5","9","2","WAS",,,
"696",":stat_player_game_rec_adv","201910060cin","201910060cin_11","Auden Tate","T/TateAu00","3","5.7","26","8.7","0","","33.3","2","2","101.4","0","1","0","0.0","26","6","CIN",,,
"697",":stat_player_game_rec_adv","201909230was","201909230was_12","Trey Quinn","Q/QuinTr00","5","5.1","14","2.8","0","","0.0","0","2","39.9","1","0","16","3.2","30","7","WAS",,,
"698",":stat_player_game_rec_adv","201909220clt","201909220clt_4","Luke Stocker","S/StocLu00","3","8.0","7","2.3","0","","0.0","0","","37.5","1","0","5","1.7","12","4","ATL",,,
"699",":stat_player_game_rec_adv","201909290htx","201909290htx_13","Keke Coutee","C/CoutKe00","1","8.0","6","6.0","1","1.0","0.0","0","0","45.1","0","0","5","5.0","11","3","HOU",,,
"701",":stat_player_game_rec_adv","201909220kan","201909220kan_14","Demarcus Robinson","R/RobiDe01","3","13.3","43","14.3","0","","0.0","0","2","149.0","0","1","0","0.0","43","4","KAN",,,
"702",":stat_player_game_rec_adv","201909080min","201909080min_12","Stefon Diggs","D/DiggSt00","2","14.5","29","14.5","0","","0.0","0","1","118.7","0","0","8","4.0","37","2","MIN",,,
"703",":stat_player_game_rec_adv","201909230was","201909230was_13","Chris Thompson","T/ThomCh03","4","-1.2","-5","-1.3","0","","0.0","0","3","118.7","0","0","84","21.0","79","5","WAS",,,
"704",":stat_player_game_rec_adv","201910060cin","201910060cin_12","Giovani Bernard","B/BernGi00","3","0.3","1","0.3","0","","0.0","0","2","88.9","0","0","15","5.0","16","3","CIN",,,
"705",":stat_player_game_rec_adv","201909290rav","201909290rav_12","Willie Snead","S/SneaWi00","2","8.0","16","8.0","0","","0.0","0","2","158.3","0","1","45","22.5","61","2","BAL",,,
"706",":stat_player_game_rec_adv","201909220clt","201909220clt_5","Devonta Freeman","F/FreeDe00","3","-1.0","-4","-1.3","0","","25.0","1","0","77.1","0","0","11","3.7","7","4","ATL",,,
"707",":stat_player_game_rec_adv","201909290htx","201909290htx_14","Darren Fells","F/FellDa01","1","1.0","1","1.0","0","","0.0","0","","116.7","0","0","11","11.0","12","1","HOU",,,
"927",":stat_player_game_rec_adv","201909220kan","201909220kan_15","LeSean McCoy","M/McCoLe01","3","-1.3","-4","-1.3","0","","0.0","0","1","142.4","0","1","30","10.0","26","3","KAN",,,
"928",":stat_player_game_rec_adv","201909080min","201909080min_13","Chad Beebe","B/BeebCh00","1","0.0","0","0.0","0","","0.0","0","1","104.2","0","0","9","9.0","9","1","MIN",,,
"929",":stat_player_game_rec_adv","201910060cin","201910060cin_13","Tyler Eifert","E/EifeTy00","2","2.5","5","2.5","0","","0.0","0","","58.3","0","0","9","4.5","14","4","CIN",,,
"930",":stat_player_game_rec_adv","201909230was","201909230was_14","Steven Sims","S/SimsSt00","2","-1.0","-2","-1.0","1","2.0","0.0","0","2","116.7","0","0","26","13.0","24","2","WAS",,,
"931",":stat_player_game_rec_adv","201909220clt","201909220clt_6","Kenjon Barner","B/BarnKe00","1","4.0","4","4.0","0","","0.0","0","","83.3","0","0","0","0.0","4","1","ATL",,,
"932",":stat_player_game_rec_adv","201909150was","201909150was_16","Steven Sims","S/SimsSt00","1","-3.0","-3","-3.0","0","","0.0","0","","79.2","0","0","6","6.0","3","1","WAS",,,
"933",":stat_player_game_rec_adv","201909290rav","201909290rav_13","Hayden Hurst","H/HursHa00","2","10.5","21","10.5","0","","0.0","0","1","118.7","0","0","18","9.0","39","2","BAL",,,
"935",":stat_player_game_rec_adv","201909220kan","201909220kan_16","Mecole Hardman","H/HardMe00","2","16.4","30","15.0","0","","0.0","0","2","127.1","0","1","67","33.5","97","5","KAN",,,
"936",":stat_player_game_rec_adv","201910060cin","201910060cin_14","C.J. Uzomah","U/UzomC.00","2","6.0","12","6.0","0","","0.0","0","","100.0","0","0","4","2.0","16","2","CIN",,,
"937",":stat_player_game_rec_adv","201909230was","201909230was_15","Jeremy Sprinkle","S/SpriJe00","2","8.8","13","6.5","0","","50.0","2","1","63.5","0","0","6","3.0","19","4","WAS",,,
"938",":stat_player_game_rec_adv","201909220clt","201909220clt_7","Calvin Ridley","R/RidlCa00","1","6.0","6","6.0","0","","0.0","0","1","91.7","0","0","0","0.0","6","1","ATL",,,
"939",":stat_player_game_rec_adv","201909080min","201909080min_14","Kyle Rudolph","R/RudoKy00","0","4.0","0","","0","","0.0","0","","39.6","0","0","0","","0","1","MIN",,,
"940",":stat_player_game_rec_adv","201909290rav","201909290rav_14","Justice Hill","H/HillJu00","2","0.0","0","0.0","0","","0.0","0","","85.4","0","0","9","4.5","9","2","BAL",,,
"941",":stat_player_game_rec_adv","201909150was","201909150was_17","Jeremy Sprinkle","S/SpriJe00","1","6.0","6","6.0","0","","0.0","0","1","112.5","0","0","5","5.0","11","1","WAS",,,
