"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","year","_start","_end","_type"
"308071",":stat_player_game_kick","3","1","199909260rai","199909260rai_1","Jeff Jaeger","J/jaegejef01","0","","0","","CHI","2","2","1999",,,
"308072",":stat_player_game_kick","3","1","199909120ram","199909120ram_1","Matt Stover","S/stovemat01","0","","0","","BAL","1","1","1999",,,
"308074",":stat_player_game_kick","","","199909260rai","199909260rai_2","Todd Sauerbrun","S/SaueTo20","4","55","192","48.0","CHI","","","1999",,,
"308075",":stat_player_game_kick","","","199909120ram","199909120ram_2","Kyle Richardson","R/RichKy20","6","63","287","47.8","BAL","","","1999",,,
"308076",":stat_player_game_kick","","","199909120was","199909120was_1","Richie Cunningham","C/cunniric01","0","","0","","DAL","5","5","1999",,,
"308078",":stat_player_game_kick","2","2","199909120ram","199909120ram_3","Jeff Wilkins","W/wilkijef01","0","","0","","STL","3","3","1999",,,
"308079",":stat_player_game_kick","1","1","199909260rai","199909260rai_3","Michael Husted","H/hustemic01","0","","0","","OAK","3","3","1999",,,
"308081",":stat_player_game_kick","","","199909120was","199909120was_2","Toby Gowin","G/gowintob01","4","52","168","42.0","DAL","","","1999",,,
"308082",":stat_player_game_kick","","","199909120ram","199909120ram_4","Rick Tuten","T/TuteRi20","4","49","148","37.0","STL","","","1999",,,
"308084",":stat_player_game_kick","2","2","199909120was","199909120was_3","Brett Conway","C/conwabre01","0","","0","","WAS","3","3","1999",,,
"308089",":stat_player_game_kick","","","199909260rai","199909260rai_4","Leo Araguz","A/AragLe20","3","52","115","38.3","OAK","","","1999",,,
"308092",":stat_player_game_kick","","","199909120was","199909120was_4","Matt Turk","T/TurkMa20","5","48","195","39.0","WAS","","","1999",,,
"308093",":stat_player_game_kick","1","","199909200dal","199909200dal_1","Morten Andersen","A/andermor01","0","","0","","ATL","1","1","1999",,,
"308096",":stat_player_game_kick","","","199909200dal","199909200dal_2","Dan Stryzinski","S/StryDa20","7","49","284","40.6","ATL","","","1999",,,
"308101",":stat_player_game_kick","2","1","199909200dal","199909200dal_3","Richie Cunningham","C/cunniric01","0","","0","","DAL","3","3","1999",,,
"308104",":stat_player_game_kick","","","199909200dal","199909200dal_4","Toby Gowin","G/gowintob01","6","51","221","36.8","DAL","","","1999",,,
"308110",":stat_player_game_kick","","","199909120clt","199909120clt_1","Chris Mohr","M/MohrCh20","6","44","206","34.3","BUF","","","1999",,,
"308112",":stat_player_game_kick","4","4","199909120phi","199909120phi_1","Chris Jacke","J/jackechr01","0","","0","","ARI","1","1","1999",,,
"308114",":stat_player_game_kick","2","2","199909120clt","199909120clt_2","Steve Christie","C/chrisste01","0","","0","","BUF","","","1999",,,
"308117",":stat_player_game_kick","","","199909120phi","199909120phi_2","Scott Player","P/PlaySc20","5","40","172","34.4","ARI","","","1999",,,
"308118",":stat_player_game_kick","2","1","199909120clt","199909120clt_3","Mike Vanderjagt","V/vandemik01","0","","0","","IND","4","4","1999",,,
"308119",":stat_player_game_kick","1","1","199909120phi","199909120phi_3","Norm Johnson","J/johnsnor01","0","","0","","PHI","3","3","1999",,,
"308121",":stat_player_game_kick","","","199909120clt","199909120clt_4","Hunter Smith","S/SmitHu21","3","53","132","44.0","IND","","","1999",,,
"308122",":stat_player_game_kick","","","199909120phi","199909120phi_4","Sean Landeta","L/LandSe20","7","55","298","42.6","PHI","","","1999",,,
"308135",":stat_player_game_kick","2","2","199909120oti","199909120oti_1","Doug Pelfrey","P/pelfrdou01","0","","0","","CIN","1","1","1999",,,
"308138",":stat_player_game_kick","","","199909120oti","199909120oti_2","Will Brice","B/BricWi20","3","72","189","63.0","CIN","","","1999",,,
"308139",":stat_player_game_kick","1","1","199909190kan","199909190kan_1","Jason Elam","E/elamxjas01","0","","0","","DEN","1","1","1999",,,
"308140",":stat_player_game_kick","2","2","199909120oti","199909120oti_3","Al Del Greco","D/delgralx01","0","","0","","TEN","4","4","1999",,,
"308141",":stat_player_game_kick","","","199909190kan","199909190kan_2","Tom Rouen","R/rouentom01","4","45","161","40.3","DEN","","","1999",,,
"308142",":stat_player_game_kick","","","199909120oti","199909120oti_4","Craig Hentrich","H/hentrcra01","2","47","93","46.5","TEN","","","1999",,,
"308143",":stat_player_game_kick","4","4","199909190kan","199909190kan_3","Pete Stoyanovich","S/stoyapet01","0","","0","","KAN","2","2","1999",,,
"308145",":stat_player_game_kick","","","199909190kan","199909190kan_4","Daniel Pope","P/PopeDa20","4","50","160","40.0","KAN","","","1999",,,
"308151",":stat_player_game_kick","2","1","199909120nor","199909120nor_1","John Kasay","K/kasayjoh01","0","","0","","CAR","1","1","1999",,,
"308154",":stat_player_game_kick","","","199909120nor","199909120nor_2","Ken Walter","W/WaltKe20","8","51","355","44.4","CAR","","","1999",,,
"308157",":stat_player_game_kick","2","2","199909120nor","199909120nor_3","Doug Brien","B/briendou01","0","","0","","NOR","2","1","1999",,,
"308159",":stat_player_game_kick","","","199909120nor","199909120nor_4","Tommy Barnhardt","B/BarnTo22","10","45","362","36.2","NOR","","","1999",,,
"308164",":stat_player_game_kick","","","199909190oti","199909190oti_1","Chris Gardocki","G/GardCh20","5","55","239","47.8","CLE","","","1999",,,
"308166",":stat_player_game_kick","1","1","199909190oti","199909190oti_2","Phil Dawson","D/dawsophi01","0","","0","","CLE","","","1999",,,
"308168",":stat_player_game_kick","2","1","199909190oti","199909190oti_3","Al Del Greco","D/delgralx01","0","","0","","TEN","3","3","1999",,,
"308169",":stat_player_game_kick","","","199909190oti","199909190oti_4","Craig Hentrich","H/hentrcra01","4","52","159","39.8","TEN","","","1999",,,
"308788",":stat_player_game_kick","","","199909260ram","199909260ram_1","Morten Andersen","A/andermor01","0","","0","","ATL","1","1","1999",,,
"308790",":stat_player_game_kick","","","199909260ram","199909260ram_2","Dan Stryzinski","S/StryDa20","4","47","157","39.3","ATL","","","1999",,,
"308794",":stat_player_game_kick","","","199909260ram","199909260ram_3","Jeff Wilkins","W/wilkijef01","0","","0","","STL","5","5","1999",,,
"308797",":stat_player_game_kick","","","199909260ram","199909260ram_4","Rick Tuten","T/TuteRi20","3","51","112","37.3","STL","","","1999",,,
"308810",":stat_player_game_kick","4","1","199910100min","199910100min_1","Jeff Jaeger","J/jaegejef01","0","","0","","CHI","3","3","1999",,,
"308811",":stat_player_game_kick","","","199910100min","199910100min_2","Todd Sauerbrun","S/SaueTo20","5","46","184","36.8","CHI","","","1999",,,
"308815",":stat_player_game_kick","5","5","199910100min","199910100min_3","Gary Anderson","A/andergar02","0","","0","","MIN","1","1","1999",,,
"308818",":stat_player_game_kick","","","199910100min","199910100min_4","Mitch Berger","B/BergMi20","3","49","142","47.3","MIN","","","1999",,,
"308819",":stat_player_game_kick","","","199909260car","199909260car_1","Will Brice","B/BricWi20","4","47","150","37.5","CIN","","","1999",,,
"308822",":stat_player_game_kick","4","1","199909260car","199909260car_2","Doug Pelfrey","P/pelfrdou01","0","","0","","CIN","","","1999",,,
"308826",":stat_player_game_kick","2","2","199909260car","199909260car_3","John Kasay","K/kasayjoh01","0","","0","","CAR","3","3","1999",,,
"308828",":stat_player_game_kick","3","2","199910030atl","199910030atl_1","Matt Stover","S/stovemat01","0","","0","","BAL","1","1","1999",,,
"308829",":stat_player_game_kick","","","199909260car","199909260car_4","Ken Walter","W/WaltKe20","3","56","128","42.7","CAR","","","1999",,,
"308832",":stat_player_game_kick","","","199910030atl","199910030atl_2","Kyle Richardson","R/RichKy20","7","49","256","36.6","BAL","","","1999",,,
"308837",":stat_player_game_kick","3","2","199910030atl","199910030atl_3","Morten Andersen","A/andermor01","0","","0","","ATL","1","1","1999",,,
"308838",":stat_player_game_kick","","","199910030atl","199910030atl_4","Dan Stryzinski","S/StryDa20","6","54","255","42.5","ATL","","","1999",,,
"308846",":stat_player_game_kick","3","3","199910040mia","199910040mia_1","Steve Christie","C/chrisste01","0","","0","","BUF","2","2","1999",,,
"308849",":stat_player_game_kick","","","199910040mia","199910040mia_2","Chris Mohr","M/MohrCh20","7","47","265","37.9","BUF","","","1999",,,
"308851",":stat_player_game_kick","4","3","199909190mia","199909190mia_1","Chris Jacke","J/jackechr01","0","","0","","ARI","1","1","1999",,,
"308853",":stat_player_game_kick","","","199910040mia","199910040mia_3","Tom Hutton","H/HuttTo20","5","52","196","39.2","MIA","","","1999",,,
"308856",":stat_player_game_kick","","","199909190mia","199909190mia_2","Scott Player","P/PlaySc20","5","49","201","40.2","ARI","","","1999",,,
"308857",":stat_player_game_kick","4","4","199910040mia","199910040mia_4","Olindo Mare","M/marexoli01","0","","0","","MIA","","","1999",,,
"308858",":stat_player_game_kick","5","4","199909190mia","199909190mia_3","Olindo Mare","M/marexoli01","1","36","36","36.0","MIA","1","1","1999",,,
"308861",":stat_player_game_kick","","","199909190mia","199909190mia_4","Brent Bartholomew","B/BartBr20","3","51","134","44.7","MIA","","","1999",,,
"308875",":stat_player_game_kick","1","1","199909260tam","199909260tam_1","Jason Elam","E/elamxjas01","0","","0","","DEN","1","1","1999",,,
"308876",":stat_player_game_kick","","","199909260tam","199909260tam_2","Tom Rouen","R/rouentom01","7","61","327","46.7","DEN","","","1999",,,
"308878",":stat_player_game_kick","2","2","199909260tam","199909260tam_3","Martin Gramatica","G/gramamar01","0","","0","","TAM","1","1","1999",,,
"308880",":stat_player_game_kick","","","199909260tam","199909260tam_4","Mark Royals","R/RoyaMa20","6","52","270","45.0","TAM","","","1999",,,
"308888",":stat_player_game_kick","1","1","199909260rav","199909260rav_1","Phil Dawson","D/dawsophi01","0","","0","","CLE","1","1","1999",,,
"308890",":stat_player_game_kick","","","199909260rav","199909260rav_2","Chris Gardocki","G/GardCh20","10","58","447","44.7","CLE","","","1999",,,
"308891",":stat_player_game_kick","4","3","199910030was","199910030was_1","John Kasay","K/kasayjoh01","0","","0","","CAR","3","3","1999",,,
"308892",":stat_player_game_kick","","","199910030dal","199910030dal_1","Chris Jacke","J/jackechr01","0","","0","","ARI","1","1","1999",,,
