"_id","_labels","fga","fgm","game_code","label","player","player_code","punt","punt_long","punt_yds","punt_yds_per_punt","team","xpa","xpm","year","_start","_end","_type"
"16693",":stat_player_game_kick","1","1","201409140cin","201409140cin_1","Matt Bryant","B/bryanmat01","0","","0","","ATL","1","1","2014",,,
"16710",":stat_player_game_kick","","","201409140cin","201409140cin_2","Matthew Bosher","B/BoshMa00","6","57","266","44.3","ATL","","","2014",,,
"16716",":stat_player_game_kick","4","1","201409140cin","201409140cin_3","Mike Nugent","N/nugenmik01","0","","0","","CIN","3","3","2014",,,
"16722",":stat_player_game_kick","","","201409140cin","201409140cin_4","Kevin Huber","H/HubeKe20","4","49","171","42.8","CIN","","","2014",,,
"16731",":stat_player_game_kick","","","201409140sfo","201409140sfo_1","Robbie Gould","G/gouldrob01","0","","0","","CHI","4","4","2014",,,
"16740",":stat_player_game_kick","","","201409140sfo","201409140sfo_2","Pat O'Donnell","O/ODonPa00","5","52","238","47.6","CHI","","","2014",,,
"16747",":stat_player_game_kick","2","2","201409140sfo","201409140sfo_3","Phil Dawson","D/dawsophi01","0","","0","","SFO","2","2","2014",,,
"16763",":stat_player_game_kick","","","201409140sfo","201409140sfo_4","Andy Lee","L/LeexAn20","1","54","54","54.0","SFO","","","2014",,,
"16767",":stat_player_game_kick","1","1","201409210sea","201409210sea_1","Brandon McManus","M/McMaBr01","0","","0","","DEN","1","1","2014",,,
"16769",":stat_player_game_kick","2","2","201409070pit","201409070pit_1","Billy Cundiff","C/cundibil01","0","","0","","CLE","3","3","2014",,,
"16772",":stat_player_game_kick","","","201409070rav","201409070rav_1","Kevin Huber","H/HubeKe20","4","50","151","37.8","CIN","","","2014",,,
"16774",":stat_player_game_kick","","","201409070pit","201409070pit_2","Spencer Lanning","L/LannSp00","7","57","314","44.9","CLE","","","2014",,,
"16775",":stat_player_game_kick","","","201409210sea","201409210sea_2","Britton Colquitt","C/ColqBr00","8","58","378","47.3","DEN","","","2014",,,
"16779",":stat_player_game_kick","3","3","201409070chi","201409070chi_1","Dan Carpenter","C/CarpDa44","0","","0","","BUF","2","2","2014",,,
"16780",":stat_player_game_kick","3","3","201409070pit","201409070pit_3","Shaun Suisham","S/suishsha01","0","","0","","PIT","3","3","2014",,,
"16784",":stat_player_game_kick","1","1","201409280htx","201409280htx_1","Dan Carpenter","C/CarpDa44","0","","0","","BUF","2","2","2014",,,
"16785",":stat_player_game_kick","3","2","201409210sea","201409210sea_3","Stephen Hauschka","H/HausSt00","0","","0","","SEA","2","2","2014",,,
"16786",":stat_player_game_kick","3","2","201409070tam","201409070tam_1","Graham Gano","G/GanoGr44","0","","0","","CAR","2","2","2014",,,
"16787",":stat_player_game_kick","","","201409070chi","201409070chi_2","Colton Schmidt","S/SchmCo00","5","54","215","43.0","BUF","","","2014",,,
"16788",":stat_player_game_kick","2","2","201409220nyj","201409220nyj_1","Robbie Gould","G/gouldrob01","0","","0","","CHI","3","3","2014",,,
"16789",":stat_player_game_kick","","","201409280htx","201409280htx_2","Colton Schmidt","S/SchmCo00","9","61","413","45.9","BUF","","","2014",,,
"16790",":stat_player_game_kick","","","201409070pit","201409070pit_4","Brad Wing","W/WingBr00","6","56","262","43.7","PIT","","","2014",,,
"16791",":stat_player_game_kick","4","4","201409140nyg","201409140nyg_1","Chandler Catanzaro","C/CataCh00","0","","0","","ARI","1","1","2014",,,
"16793",":stat_player_game_kick","","","201409210sea","201409210sea_4","Jon Ryan","R/RyanJo21","6","66","301","50.2","SEA","","","2014",,,
"16794",":stat_player_game_kick","6","5","201409070rav","201409070rav_2","Mike Nugent","N/nugenmik01","0","","0","","CIN","","","2014",,,
"16795",":stat_player_game_kick","","","201409070tam","201409070tam_2","Brad Nortman","N/NortBr00","6","54","282","47.0","CAR","","","2014",,,
"16796",":stat_player_game_kick","2","2","201409070chi","201409070chi_3","Robbie Gould","G/gouldrob01","0","","0","","CHI","2","2","2014",,,
"16797",":stat_player_game_kick","","","201409140nyg","201409140nyg_2","Drew Butler","B/ButlDr00","4","51","164","41.0","ARI","","","2014",,,
"16798",":stat_player_game_kick","3","3","201409280htx","201409280htx_3","Randy Bullock","B/BullRa00","0","","0","","HOU","2","2","2014",,,
"16799",":stat_player_game_kick","","","201409220nyj","201409220nyj_2","Pat O'Donnell","O/ODonPa00","5","49","213","42.6","CHI","","","2014",,,
"16801",":stat_player_game_kick","2","1","201409070rav","201409070rav_3","Justin Tucker","T/TuckJu00","0","","0","","BAL","1","1","2014",,,
"16802",":stat_player_game_kick","","","201409070chi","201409070chi_4","Pat O'Donnell","O/ODonPa00","4","45","160","40.0","CHI","","","2014",,,
"16803",":stat_player_game_kick","","","201409280htx","201409280htx_4","Shane Lechler","L/LechSh20","6","51","250","41.7","HOU","","","2014",,,
"16804",":stat_player_game_kick","","","201409070tam","201409070tam_3","Patrick Murray","M/MurrPa01","0","","0","","TAM","2","2","2014",,,
"16805",":stat_player_game_kick","","","201409070rav","201409070rav_4","Sam Koch","K/KochSa20","4","52","169","42.3","BAL","","","2014",,,
"16809",":stat_player_game_kick","","","201409140nyg","201409140nyg_3","Josh Brown","B/brownjos01","0","","0","","NYG","2","2","2014",,,
"16810",":stat_player_game_kick","4","4","201409220nyj","201409220nyj_3","Nick Folk","F/FolkNi20","0","","0","","NYJ","1","1","2014",,,
"16817",":stat_player_game_kick","","","201409140nyg","201409140nyg_4","Steve Weatherford","W/WeatSt20","4","47","177","44.3","NYG","","","2014",,,
"16818",":stat_player_game_kick","","","201409220nyj","201409220nyj_4","Ryan Quigley","Q/QuigRy00","3","54","145","48.3","NYJ","","","2014",,,
"16819",":stat_player_game_kick","","","201409070tam","201409070tam_4","Michael Koenen","K/koenemic01","5","56","220","44.0","TAM","","","2014",,,
"17396",":stat_player_game_kick","","","201409280min","201409280min_1","Matt Bryant","B/bryanmat01","0","","0","","ATL","4","4","2014",,,
"17406",":stat_player_game_kick","1","1","201409280rav","201409280rav_1","Graham Gano","G/GanoGr44","0","","0","","CAR","1","1","2014",,,
"17407",":stat_player_game_kick","2","2","201410050den","201410050den_1","Chandler Catanzaro","C/CataCh00","0","","0","","ARI","2","2","2014",,,
"17410",":stat_player_game_kick","4","4","201409140oti","201409140oti_1","Dan Bailey","B/BailDa00","0","","0","","DAL","2","2","2014",,,
"17412",":stat_player_game_kick","","","201409280min","201409280min_2","Matthew Bosher","B/BoshMa00","5","59","250","50.0","ATL","","","2014",,,
"17414",":stat_player_game_kick","3","3","201409210cle","201409210cle_1","Justin Tucker","T/TuckJu00","0","","0","","BAL","2","2","2014",,,
"17415",":stat_player_game_kick","5","4","201409280min","201409280min_3","Blair Walsh","W/WalsBl00","0","","0","","MIN","3","3","2014",,,
"17417",":stat_player_game_kick","","","201409140oti","201409140oti_2","Chris Jones","J/JoneCh02","4","62","220","55.0","DAL","","","2014",,,
"17418",":stat_player_game_kick","","","201409280rav","201409280rav_2","Brad Nortman","N/NortBr00","4","58","194","48.5","CAR","","","2014",,,
"17421",":stat_player_game_kick","","","201410050den","201410050den_2","Dave Zastudil","Z/ZastDa20","11","53","487","44.3","ARI","","","2014",,,
"17423",":stat_player_game_kick","1","1","201409140oti","201409140oti_3","Ryan Succop","S/SuccRy44","0","","0","","TEN","1","1","2014",,,
"17424",":stat_player_game_kick","2","1","201409280rav","201409280rav_3","Justin Tucker","T/TuckJu00","0","","0","","BAL","5","5","2014",,,
"17426",":stat_player_game_kick","3","2","201410050den","201410050den_3","Brandon McManus","M/McMaBr01","0","","0","","DEN","5","5","2014",,,
"17429",":stat_player_game_kick","","","201409280min","201409280min_4","Jeff Locke","L/LockJe00","2","62","86","43.0","MIN","","","2014",,,
"17431",":stat_player_game_kick","","","201409140oti","201409140oti_4","Brett Kern","K/KernBr20","5","54","225","45.0","TEN","","","2014",,,
"17432",":stat_player_game_kick","","","201409210cle","201409210cle_2","Sam Koch","K/KochSa20","3","58","152","50.7","BAL","","","2014",,,
"17434",":stat_player_game_kick","","","201409280rav","201409280rav_4","Sam Koch","K/KochSa20","1","39","39","39.0","BAL","","","2014",,,
"17436",":stat_player_game_kick","","","201410050den","201410050den_4","Britton Colquitt","C/ColqBr00","4","60","199","49.8","DEN","","","2014",,,
"17437",":stat_player_game_kick","2","2","201409210ram","201409210ram_1","Dan Bailey","B/BailDa00","0","","0","","DAL","4","4","2014",,,
"17439",":stat_player_game_kick","","","201410050det","201410050det_1","Colton Schmidt","S/SchmCo00","8","61","345","43.1","BUF","","","2014",,,
"17442",":stat_player_game_kick","","","201409210ram","201409210ram_2","Chris Jones","J/JoneCh02","2","45","78","39.0","DAL","","","2014",,,
"17446",":stat_player_game_kick","2","","201409210cle","201409210cle_3","Billy Cundiff","C/cundibil01","0","","0","","CLE","3","3","2014",,,
"17448",":stat_player_game_kick","1","1","201409210ram","201409210ram_3","Greg Zuerlein","Z/ZuerGr00","0","","0","","STL","4","4","2014",,,
"17453",":stat_player_game_kick","","","201409210cle","201409210cle_4","Spencer Lanning","L/LannSp00","4","52","180","45.0","CLE","","","2014",,,
"17456",":stat_player_game_kick","","","201409210ram","201409210ram_4","Johnny Hekker","H/HekkJo00","1","24","24","24.0","STL","","","2014",,,
"17458",":stat_player_game_kick","2","2","201410050clt","201410050clt_1","Justin Tucker","T/TuckJu00","0","","0","","BAL","1","1","2014",,,
"17459",":stat_player_game_kick","4","3","201410050det","201410050det_2","Dan Carpenter","C/CarpDa44","0","","0","","BUF","","","2014",,,
"17465",":stat_player_game_kick","","","201410050clt","201410050clt_2","Sam Koch","K/KochSa20","5","69","242","48.4","BAL","","","2014",,,
"17469",":stat_player_game_kick","3","","201410050det","201410050det_3","Alex Henery","H/HeneAl00","0","","0","","DET","2","2","2014",,,
"17471",":stat_player_game_kick","2","1","201410050nwe","201410050nwe_1","Mike Nugent","N/nugenmik01","0","","0","","CIN","2","2","2014",,,
"17472",":stat_player_game_kick","","","201410050det","201410050det_4","Sam Martin","M/MartSa01","7","60","330","47.1","DET","","","2014",,,
"17473",":stat_player_game_kick","2","2","201410050clt","201410050clt_3","Adam Vinatieri","V/vinatada01","0","","0","","IND","2","2","2014",,,
"17475",":stat_player_game_kick","2","2","201410050oti","201410050oti_1","Billy Cundiff","C/cundibil01","0","","0","","CLE","3","3","2014",,,
"17476",":stat_player_game_kick","","","201410050nwe","201410050nwe_2","Kevin Huber","H/HubeKe20","4","51","166","41.5","CIN","","","2014",,,
"17477",":stat_player_game_kick","","","201410050clt","201410050clt_4","Pat McAfee","M/McAfPa44","3","56","143","47.7","IND","","","2014",,,
"17479",":stat_player_game_kick","","","201410050oti","201410050oti_2","Spencer Lanning","L/LannSp00","3","55","147","49.0","CLE","","","2014",,,
"17480",":stat_player_game_kick","5","5","201410050nwe","201410050nwe_3","Stephen Gostkowski","G/GostSt20","0","","0","","NWE","4","4","2014",,,
"17482",":stat_player_game_kick","","","201410050oti","201410050oti_3","Ryan Succop","S/SuccRy44","0","","0","","TEN","4","4","2014",,,
"17483",":stat_player_game_kick","","","201410050nwe","201410050nwe_4","Ryan Allen","A/AlleRy01","3","46","121","40.3","NWE","","","2014",,,
"17484",":stat_player_game_kick","","","201410050oti","201410050oti_4","Brett Kern","K/KernBr20","4","54","188","47.0","TEN","","","2014",,,
"18038",":stat_player_game_kick","1","1","201410120nyj","201410120nyj_1","Brandon McManus","M/McMaBr01","0","","0","","DEN","4","4","2014",,,
"18047",":stat_player_game_kick","","","201410120nyj","201410120nyj_2","Britton Colquitt","C/ColqBr00","8","53","352","44.0","DEN","","","2014",,,
"18055",":stat_player_game_kick","1","1","201410120nyj","201410120nyj_3","Nick Folk","F/FolkNi20","0","","0","","NYJ","2","2","2014",,,
"18061",":stat_player_game_kick","","","201410190jax","201410190jax_1","Spencer Lanning","L/LannSp00","7","59","353","50.4","CLE","","","2014",,,
"18063",":stat_player_game_kick","","","201410120nyj","201410120nyj_4","Ryan Quigley","Q/QuigRy00","7","60","319","45.6","NYJ","","","2014",,,
"18072",":stat_player_game_kick","2","2","201410050nyg","201410050nyg_1","Matt Bryant","B/bryanmat01","0","","0","","ATL","2","2","2014",,,
"18074",":stat_player_game_kick","3","3","201410120sea","201410120sea_1","Dan Bailey","B/BailDa00","0","","0","","DAL","3","3","2014",,,
"18075",":stat_player_game_kick","2","2","201410190jax","201410190jax_2","Billy Cundiff","C/cundibil01","0","","0","","CLE","","","2014",,,
"18076",":stat_player_game_kick","2","2","201410120atl","201410120atl_1","Robbie Gould","G/gouldrob01","0","","0","","CHI","2","1","2014",,,
"18077",":stat_player_game_kick","4","3","201410120cin","201410120cin_1","Graham Gano","G/GanoGr44","0","","0","","CAR","4","4","2014",,,
"18078",":stat_player_game_kick","","","201410050nyg","201410050nyg_2","Matthew Bosher","B/BoshMa00","5","43","163","32.6","ATL","","","2014",,,
"18082",":stat_player_game_kick","1","1","201410190jax","201410190jax_3","Josh Scobee","S/scobejos01","0","","0","","JAX","3","3","2014",,,
"18083",":stat_player_game_kick","","","201410120atl","201410120atl_2","Pat O'Donnell","O/ODonPa00","5","46","201","40.2","CHI","","","2014",,,
"18085",":stat_player_game_kick","","","201410120cin","201410120cin_2","Brad Nortman","N/NortBr00","1","38","38","38.0","CAR","","","2014",,,
"18088",":stat_player_game_kick","","","201410120sea","201410120sea_2","Chris Jones","J/JoneCh02","2","35","65","32.5","DAL","","","2014",,,
"18090",":stat_player_game_kick","2","2","201410120atl","201410120atl_3","Matt Bryant","B/bryanmat01","0","","0","","ATL","1","1","2014",,,
"18091",":stat_player_game_kick","3","3","201410120sea","201410120sea_3","Stephen Hauschka","H/HausSt00","0","","0","","SEA","2","2","2014",,,
"18092",":stat_player_game_kick","3","3","201410050nyg","201410050nyg_3","Josh Brown","B/brownjos01","0","","0","","NYG","3","3","2014",,,
