"_id","_labels","blitzes","def_air_yds","def_cmp","def_cmp_perc","def_cmp_td","def_cmp_yds","def_int","def_pass_rating","def_targets","def_tgt_yds_per_att","def_yac","def_yds_per_cmp","def_yds_per_target","game_code","label","player","player_code","pressures","qb_hurry","qb_knockdown","sacks","tackles_combined","tackles_missed","tackles_missed_pct","team","year","_start","_end","_type"
"129129",":stat_player_game_def_adv","0","85","6","66.7%","1","111","0","146.1","9","17.6","26","18.5","12.3","202010290car","202010290car_1","AJ Terrell","T/TerrAJ00","0","0","0","0.0","5","1","16.7%","ATL","2020",,,
"129136",":stat_player_game_def_adv","1","42","9","75.0%","0","84","0","93.7","12","8.3","42","9.3","7.0","202010190dal","202010190dal_1","Byron Murphy","M/MurpBy00","0","0","0","0.0","8","1","11.1%","ARI","2020",,,
"129143",":stat_player_game_def_adv","4","11","4","100.0%","0","23","0","90.6","4","2.8","12","5.8","5.8","202010290car","202010290car_2","Isaiah Oliver","O/OlivIs00","1","0","0","1.0","3","0","0.0%","ATL","2020",,,
"129151",":stat_player_game_def_adv","10","-8","6","60.0%","0","26","0","64.6","10","1.5","34","4.3","2.6","202010190dal","202010190dal_2","Jordan Hicks","H/HickJo00","0","0","0","0.0","10","0","0.0%","ARI","2020",,,
"129162",":stat_player_game_def_adv","3","-1","3","42.9%","0","16","0","50.3","7","3.1","17","5.3","2.3","202010290car","202010290car_3","Keanu Neal","N/NealKe01","1","0","1","0.0","7","0","0.0%","ATL","2020",,,
"129169",":stat_player_game_def_adv","9","5","4","80.0%","0","30","1","52.1","5","4.4","25","7.5","6.0","202010190dal","202010190dal_3","Budda Baker","B/BakeBu00","2","0","1","1.0","7","1","12.5%","ARI","2020",,,
"129170",":stat_player_game_def_adv","0","106","13","81.3%","0","162","0","108.9","16","12.3","56","12.5","10.1","202010040dal","202010040dal_1","Terrance Mitchell","M/MitcTe00","0","0","0","0.0","12","1","7.7%","CLE","2020",,,
"129173",":stat_player_game_def_adv","0","41","3","100.0%","0","63","0","118.7","3","13.7","22","21.0","21.0","202009170cle","202009170cle_1","Mackensie Alexander","A/AlexMa01","0","0","0","0.0","4","0","0.0%","CIN","2020",,,
"129175",":stat_player_game_def_adv","2","21","4","100.0%","0","68","0","118.7","4","5.3","47","17.0","17.0","202010040dal","202010040dal_2","Sione Takitaki","T/TakiSi00","0","0","0","0.0","4","1","20.0%","CLE","2020",,,
"129176",":stat_player_game_def_adv","0","3","2","50.0%","0","4","1","16.7","4","8.8","1","2.0","1.0","202010290car","202010290car_4","Blidi Wreh-Wilson","W/WrehBl00","0","0","0","0.0","4","0","0.0%","ATL","2020",,,
"129181",":stat_player_game_def_adv","0","25","4","66.7%","0","38","0","84.0","6","9.8","13","9.5","6.3","202010190dal","202010190dal_4","Patrick Peterson","P/PetePa00","0","0","0","0.0","8","0","0.0%","ARI","2020",,,
"129183",":stat_player_game_def_adv","0","10","2","66.7%","0","27","0","95.1","3","5.7","17","13.5","9.0","202010290car","202010290car_5","Kendall Sheffield","S/ShefKe00","0","0","0","0.0","1","0","0.0%","ATL","2020",,,
"129186",":stat_player_game_def_adv","4","21","3","100.0%","0","38","0","118.7","3","7.0","17","12.7","12.7","202009170cle","202009170cle_2","Vonn Bell","B/BellVo00","0","0","0","0.0","8","1","11.1%","CIN","2020",,,
"129187",":stat_player_game_def_adv","1","19","4","66.7%","0","49","1","52.1","6","7.5","30","12.3","8.2","202010190dal","202010190dal_5","Dre Kirkpatrick","K/KirkDr00","0","0","0","0.0","4","1","20.0%","ARI","2020",,,
"129192",":stat_player_game_def_adv","0","56","4","100.0%","2","60","0","158.3","4","14.0","4","15.0","15.0","202010040dal","202010040dal_3","Andrew Sendejo","S/SendAn00","0","0","0","0.0","4","0","0.0%","CLE","2020",,,
"129196",":stat_player_game_def_adv","1","68","2","50.0%","1","71","0","135.4","4","22.3","3","35.5","17.8","202010290car","202010290car_6","Ricardo Allen","A/AlleRi00","0","0","0","0.0","1","0","0.0%","ATL","2020",,,
"129197",":stat_player_game_def_adv","1","32","4","44.4%","1","51","1","60.2","9","8.4","19","12.8","5.7","202010040dal","202010040dal_4","Denzel Ward","W/WardDe02","0","0","0","0.0","4","2","33.3%","CLE","2020",,,
"129200",":stat_player_game_def_adv","2","11","3","100.0%","0","20","0","94.4","3","3.7","9","6.7","6.7","202009170cle","202009170cle_3","Josh Bynes","B/ByneJo00","0","0","0","0.0","8","1","11.1%","CIN","2020",,,
"129202",":stat_player_game_def_adv","1","8","2","50.0%","0","10","0","56.2","4","6.0","2","5.0","2.5","202010190dal","202010190dal_6","Isaiah Simmons","S/SimmIs00","0","0","0","0.0","4","0","0.0%","ARI","2020",,,
"129209",":stat_player_game_def_adv","3","9","2","66.7%","0","10","0","71.5","3","3.0","1","5.0","3.3","202010190dal","202010190dal_7","De'Vondre Campbell","C/CampDe00","0","0","0","0.0","7","0","0.0%","ARI","2020",,,
"129213",":stat_player_game_def_adv","0","46","3","60.0%","1","49","1","92.9","5","20.4","3","16.3","9.8","202009170cle","202009170cle_4","William Jackson III","J/JackWi02","0","0","0","0.0","5","1","16.7%","CIN","2020",,,
"129214",":stat_player_game_def_adv","2","4","3","75.0%","0","34","0","100.0","4","2.8","30","11.3","8.5","202010040dal","202010040dal_5","Jacob Phillips","P/PhilJa01","1","1","0","0.0","2","0","0.0%","CLE","2020",,,
"129215",":stat_player_game_def_adv","0","2","1","100.0%","0","4","0","83.3","1","2.0","2","4.0","4.0","202010290car","202010290car_7","Dante Fowler","F/FowlDa00","3","2","0","1.0","2","0","0.0%","ATL","2020",,,
"129220",":stat_player_game_def_adv","0","34","6","85.7%","0","70","1","68.7","7","9.4","36","11.7","10.0","202010040car","202010040car_1","Patrick Peterson","P/PetePa00","0","0","0","0.0","5","1","16.7%","ARI","2020",,,
"129221",":stat_player_game_def_adv","2","7","2","100.0%","0","23","0","114.6","2","3.5","16","11.5","11.5","202009170cle","202009170cle_5","Germaine Pratt","P/PratGe00","0","0","0","0.0","2","1","33.3%","CIN","2020",,,
"129223",":stat_player_game_def_adv","1","21","3","60.0%","0","21","0","69.6","5","11.8","0","7.0","4.2","202010040dal","202010040dal_6","Tavierre Thomas","T/ThomTa01","0","0","0","0.0","7","0","0.0%","CLE","2020",,,
"129224",":stat_player_game_def_adv","5","0","1","50.0%","0","3","0","56.2","2","2.5","3","3.0","1.5","202010290car","202010290car_8","Foyesade Oluokun","O/OluoFo00","1","1","0","0.0","5","1","16.7%","ATL","2020",,,
"129229",":stat_player_game_def_adv","11","4","1","100.0%","0","6","0","91.7","1","4.0","2","6.0","6.0","202010190dal","202010190dal_8","Haason Reddick","R/ReddHa00","3","1","0","2.0","5","0","0.0%","ARI","2020",,,
"129230",":stat_player_game_def_adv","7","5","2","100.0%","0","30","0","118.7","2","2.5","25","15.0","15.0","202010040dal","202010040dal_7","M.J. Stewart","S/StewM.00","2","1","0","1.0","3","0","0.0%","CLE","2020",,,
"129231",":stat_player_game_def_adv","1","9","1","100.0%","0","9","0","104.2","1","9.0","0","9.0","9.0","202009170cle","202009170cle_6","Carlos Dunlap","D/DunlCa99","0","0","0","0.0","3","0","0.0%","CIN","2020",,,
"129235",":stat_player_game_def_adv","1","27","2","40.0%","1","32","0","101.7","5","12.4","5","16.0","6.4","202010040dal","202010040dal_8","Karl Joseph","J/JoseKa00","0","0","0","0.0","6","3","33.3%","CLE","2020",,,
"129236",":stat_player_game_def_adv","0","11","1","50.0%","0","13","0","70.8","2","6.5","2","13.0","6.5","202009170cle","202009170cle_7","Darius Phillips","P/PhilDa02","0","0","0","0.0","2","0","0.0%","CIN","2020",,,
"129238",":stat_player_game_def_adv","4","-2","5","83.3%","0","19","0","79.9","6","1.2","21","3.8","3.2","202010040car","202010040car_2","Jordan Hicks","H/HickJo00","0","0","0","0.0","12","1","7.7%","ARI","2020",,,
"129239",":stat_player_game_def_adv","0","8","1","25.0%","0","12","0","39.6","4","12.8","4","12.0","3.0","202010190dal","202010190dal_9","Deionte Thompson","T/ThomDe06","0","0","0","0.0","4","2","33.3%","ARI","2020",,,
"129243",":stat_player_game_def_adv","0","0","1","100.0%","0","7","0","95.8","1","0.0","7","7.0","7.0","202009170cle","202009170cle_8","Carl Lawson","L/LawsCa00","0","0","0","0.0","2","1","33.3%","CIN","2020",,,
"129245",":stat_player_game_def_adv","4","-1","2","66.7%","0","18","0","82.6","3","2.3","19","9.0","6.0","202010040dal","202010040dal_9","Malcolm Smith","S/SmitMa02","0","0","0","0.0","4","1","20.0%","CLE","2020",,,
"129246",":stat_player_game_def_adv","2","40","3","42.9%","0","47","0","65.8","7","14.9","7","15.7","6.7","202010040car","202010040car_3","Byron Murphy","M/MurpBy00","0","0","0","0.0","4","0","0.0%","ARI","2020",,,
"129248",":stat_player_game_def_adv","5","","0","","","","0","","0","","","","","202010290car","202010290car_9","Deion Jones","J/JoneDe01","4","1","2","1.0","6","0","0.0%","ATL","2020",,,
"129249",":stat_player_game_def_adv","1","1","1","50.0%","1","1","0","95.8","2","1.0","0","1.0","0.5","202010190dal","202010190dal_10","Kevin Peterson","P/PeteKe01","0","0","0","0.0","1","0","0.0%","ARI","2020",,,
"129251",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202009170cle","202009170cle_9","Amani Bledsoe","B/BledAm01","1","1","0","0.0","2","0","0.0%","CIN","2020",,,
"129252",":stat_player_game_def_adv","0","67","6","60.0%","0","81","0","85.8","10","10.5","14","13.5","8.1","202010110atl","202010110atl_1","Rasul Douglas","D/DougRa00","0","0","0","0.0","8","1","11.1%","CAR","2020",,,
"129255",":stat_player_game_def_adv","1","-8","3","100.0%","0","28","0","105.6","3","-2.7","36","9.3","9.3","202010040car","202010040car_4","De'Vondre Campbell","C/CampDe00","0","0","0","0.0","9","2","18.2%","ARI","2020",,,
"129256",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010290car","202010290car_10","Grady Jarrett","J/JarrGr00","1","1","0","0.0","5","0","0.0%","ATL","2020",,,
"129257",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","202010190dal","202010190dal_11","Dennis Gardeck","G/GardDe01","2","1","1","0.0","1","0","0.0%","ARI","2020",,,
"129260",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202009170cle","202009170cle_10","Christian Covington","C/CoviCh00","1","1","0","0.0","3","0","0.0%","CIN","2020",,,
"129262",":stat_player_game_def_adv","0","-6","1","100.0%","0","5","0","87.5","1","-6.0","11","5.0","5.0","202010040dal","202010040dal_10","Sheldon Richardson","R/RichSh00","1","1","0","0.0","3","1","25.0%","CLE","2020",,,
"129263",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010290car","202010290car_11","Steven Means","M/MeanSt00","1","1","0","0.0","1","0","0.0%","ATL","2020",,,
"129264",":stat_player_game_def_adv","0","33","3","100.0%","0","55","0","118.7","3","11.0","22","18.3","18.3","202010040car","202010040car_5","Dre Kirkpatrick","K/KirkDr00","0","0","0","0.0","3","1","25.0%","ARI","2020",,,
"129265",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010190dal","202010190dal_12","Jordan Phillips","P/PhilJo01","2","0","2","0.0","2","0","0.0%","ARI","2020",,,
"129267",":stat_player_game_def_adv","0","33","5","83.3%","0","45","0","97.9","6","8.5","12","9.0","7.5","202009270atl","202009270atl_1","Buster Skrine","S/SkriBu00","0","0","0","0.0","6","1","14.3%","CHI","2020",,,
"129270",":stat_player_game_def_adv","5","2","1","50.0%","0","6","0","56.2","2","3.0","4","6.0","3.0","202010040dal","202010040dal_11","B.J. Goodson","G/GoodB.00","0","0","0","0.0","7","0","0.0%","CLE","2020",,,
"129271",":stat_player_game_def_adv","5","5","3","75.0%","1","23","0","128.1","4","1.8","18","7.7","5.8","202010040car","202010040car_6","Curtis Riley","R/RileCu00","0","0","0","0.0","6","1","14.3%","ARI","2020",,,
"129272",":stat_player_game_def_adv","1","13","5","83.3%","0","37","0","92.4","6","2.7","24","7.4","6.2","202010110atl","202010110atl_2","Shaq Thompson","T/ThomSh01","0","0","0","0.0","10","0","0.0%","CAR","2020",,,
"129274",":stat_player_game_def_adv","1","41","4","44.4%","0","51","0","62.7","9","19.4","10","12.8","5.7","202009270atl","202009270atl_2","Jaylon Johnson","J/JohnJa13","0","0","0","0.0","4","0","0.0%","CHI","2020",,,
"129276",":stat_player_game_def_adv","1","","0","","","","0","","0","","","","","202009170cle","202009170cle_11","Akeem Davis-Gaither","D/DaviAk01","1","1","0","0.0","0","0","","CIN","2020",,,
"129277",":stat_player_game_def_adv","3","0","1","100.0%","0","10","0","108.3","1","0.0","10","10.0","10.0","202010040dal","202010040dal_12","Mack Wilson","W/WilsMa03","0","0","0","0.0","1","0","0.0%","CLE","2020",,,
"129280",":stat_player_game_def_adv","0","50","3","75.0%","0","56","0","116.7","4","14.8","6","18.7","14.0","202010110atl","202010110atl_3","Troy Pride Jr.","P/PridTr00","0","0","0","0.0","6","0","0.0%","CAR","2020",,,
"129281",":stat_player_game_def_adv","1","-3","2","66.7%","1","26","0","133.3","3","2.7","29","13.0","8.7","202010040car","202010040car_7","Deionte Thompson","T/ThomDe06","0","0","0","0.0","9","1","10.0%","ARI","2020",,,
"129282",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","5.0","","","0.0","202010290car","202010290car_12","Charles Harris","H/HarrCh03","0","0","0","0.0","0","0","","ATL","2020",,,
"129283",":stat_player_game_def_adv","4","-2","2","33.3%","0","24","0","46.5","6","4.8","26","12.0","4.0","202009270atl","202009270atl_3","Roquan Smith","S/SmitRo07","1","1","0","0.0","5","0","0.0%","CHI","2020",,,
"129284",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040dal","202010040dal_13","Olivier Vernon","V/VernOl00","4","4","0","0.0","3","0","0.0%","CLE","2020",,,
"129285",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","-2.0","","","0.0","202010190dal","202010190dal_13","Corey Peters","P/PeteCo00","1","1","0","0.0","2","1","33.3%","ARI","2020",,,
"129287",":stat_player_game_def_adv","0","85","6","75.0%","0","105","1","77.1","8","15.5","20","17.5","13.1","202010290car","202010290car_13","Donte Jackson","J/JackDo02","0","0","0","0.0","3","0","0.0%","CAR","2020",,,
"129289",":stat_player_game_def_adv","1","29","2","25.0%","0","29","0","42.2","8","7.4","0","14.5","3.6","202009270atl","202009270atl_4","Kyle Fuller","F/FullKy00","0","0","0","0.0","4","0","0.0%","CHI","2020",,,
"129290",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","2","11.5","","","0.0","202009170cle","202009170cle_12","Jessie Bates III","B/BateJe00","0","0","0","0.0","10","4","28.6%","CIN","2020",,,
"129291",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040dal","202010040dal_14","Myles Garrett","G/GarrMy00","3","1","0","2.0","3","0","0.0%","CLE","2020",,,
"129292",":stat_player_game_def_adv","6","","0","","","","0","","0","","","","","202010190dal","202010190dal_14","Devon Kennard","K/KennDe00","1","0","1","0.0","2","0","0.0%","ARI","2020",,,
"129294",":stat_player_game_def_adv","1","-7","2","100.0%","0","5","0","79.2","2","-3.5","12","2.5","2.5","202010110atl","202010110atl_4","Tre Boston","B/BostTr00","0","0","0","0.0","3","2","40.0%","CAR","2020",,,
"129295",":stat_player_game_def_adv","2","48","2","66.7%","0","65","0","109.7","3","25.3","17","32.5","21.7","202009270atl","202009270atl_5","Eddie Jackson","J/JackEd01","0","0","0","0.0","7","1","12.5%","CHI","2020",,,
"129296",":stat_player_game_def_adv","2","28","5","71.4%","0","62","0","98.5","7","3.3","34","12.4","8.9","202010290car","202010290car_14","Corn Elder","E/EldeCo00","0","0","0","0.0","3","1","25.0%","CAR","2020",,,
"129297",":stat_player_game_def_adv","11","2","1","100.0%","0","5","0","87.5","1","2.0","3","5.0","5.0","202010040car","202010040car_8","Chandler Jones","J/JoneCh03","1","0","1","0.0","4","1","20.0%","ARI","2020",,,
"129298",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040dal","202010040dal_15","Joe Jackson","J/JackJo02","1","1","0","0.0","1","0","0.0%","CLE","2020",,,
"129302",":stat_player_game_def_adv","6","39","9","90.0%","0","71","0","96.2","10","3.9","32","7.9","7.1","202009170cle","202009170cle_13","Tavierre Thomas","T/ThomTa01","0","0","0","0.0","9","0","0.0%","CLE","2020",,,
"129303",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010190dal","202010190dal_15","Angelo Blackson","B/BlacAn00","0","0","0","0.0","2","1","33.3%","ARI","2020",,,
"129304",":stat_player_game_def_adv","0","-2","2","100.0%","0","10","0","87.5","2","-1.0","12","5.0","5.0","202010110atl","202010110atl_5","Tahir Whitehead","W/WhitTa00","0","0","0","0.0","4","3","42.9%","CAR","2020",,,
"129305",":stat_player_game_def_adv","2","8","2","66.7%","0","20","0","85.4","3","3.3","12","10.0","6.7","202009270atl","202009270atl_6","Danny Trevathan","T/TrevDa00","0","0","0","0.0","5","0","0.0%","CHI","2020",,,
"129306",":stat_player_game_def_adv","2","2","1","50.0%","0","3","0","56.2","2","7.0","1","3.0","1.5","202010040car","202010040car_9","Charles Washington","W/WashCh01","0","0","0","0.0","4","0","0.0%","ARI","2020",,,
"129309",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040dal","202010040dal_16","Larry Ogunjobi","O/OgunLa00","1","1","0","0.0","2","0","0.0%","CLE","2020",,,
"129310",":stat_player_game_def_adv","6","36","7","77.8%","1","51","0","127.3","9","5.4","15","7.3","5.7","202009170cle","202009170cle_14","B.J. Goodson","G/GoodB.00","2","1","1","0.0","7","1","12.5%","CLE","2020",,,
"129311",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","202010190dal","202010190dal_16","Reggie Walker","W/WalkRe01","0","0","0","0.0","1","0","0.0%","ARI","2020",,,
"129312",":stat_player_game_def_adv","2","16","2","40.0%","0","16","0","48.7","5","13.4","0","8.0","3.2","202010110atl","202010110atl_6","Jeremy Chinn","C/ChinJe00","0","0","0","0.0","9","0","0.0%","CAR","2020",,,
"129313",":stat_player_game_def_adv","2","3","1","100.0%","0","3","0","79.2","1","3.0","0","3.0","3.0","202009270atl","202009270atl_7","James Vaughters","V/VaugJa01","0","0","0","0.0","2","0","0.0%","CHI","2020",,,
"129316",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040dal","202010040dal_17","Jordan Elliott","E/ElliJo02","1","1","0","0.0","1","0","0.0%","CLE","2020",,,
"129317",":stat_player_game_def_adv","7","24","2","100.0%","0","29","0","118.7","2","12.0","5","14.5","14.5","202010290car","202010290car_15","Jeremy Chinn","C/ChinJe00","2","1","1","0.0","10","0","0.0%","CAR","2020",,,
"129318",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040car","202010040car_10","Angelo Blackson","B/BlacAn00","1","0","1","0.0","1","0","0.0%","ARI","2020",,,
"129319",":stat_player_game_def_adv","2","17","6","85.7%","0","40","0","90.5","7","3.7","23","6.7","5.7","202009170cle","202009170cle_15","Malcolm Smith","S/SmitMa02","1","1","0","0.0","9","0","0.0%","CLE","2020",,,
"129321",":stat_player_game_def_adv","2","7","2","50.0%","0","17","0","61.5","4","13.5","10","8.5","4.3","202010190dal","202010190dal_17","Anthony Brown","B/BrowAn02","1","0","0","1.0","3","0","0.0%","DAL","2020",,,
"129322",":stat_player_game_def_adv","1","4","1","50.0%","0","20","1","45.8","2","4.5","16","20.0","10.0","202010110atl","202010110atl_7","Juston Burris","B/BurrJu00","0","0","0","0.0","3","1","25.0%","CAR","2020",,,
"129324",":stat_player_game_def_adv","0","1","1","100.0%","1","1","0","118.7","1","1.0","0","1.0","1.0","202009270atl","202009270atl_8","Joel Iyiegbuniwe","I/IyieJo00","0","0","0","0.0","1","0","0.0%","CHI","2020",,,
"129326",":stat_player_game_def_adv","0","44","6","50.0%","1","46","0","87.5","12","13.2","2","7.7","3.8","202009170cle","202009170cle_16","Denzel Ward","W/WardDe02","0","0","0","0.0","3","0","0.0%","CLE","2020",,,
"129328",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202009270atl","202009270atl_9","Akiem Hicks","H/HickAk00","7","2","3","1.5","4","0","0.0%","CHI","2020",,,
"129329",":stat_player_game_def_adv","1","","0","0.0%","","","0","39.6","1","17.0","","","0.0","202010040dal","202010040dal_18","Ronnie Harrison","H/HarrRo02","0","0","0","0.0","0","0","","CLE","2020",,,
"129330",":stat_player_game_def_adv","0","8","1","25.0%","0","8","0","39.6","4","10.0","0","8.0","2.0","202010110atl","202010110atl_8","Corn Elder","E/EldeCo00","0","0","0","0.0","3","0","0.0%","CAR","2020",,,
"129331",":stat_player_game_def_adv","0","28","2","66.7%","0","29","0","97.9","3","13.7","1","14.5","9.7","202010290car","202010290car_16","Tre Boston","B/BostTr00","0","0","0","0.0","8","0","0.0%","CAR","2020",,,
"129332",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040car","202010040car_11","Corey Peters","P/PeteCo00","1","0","1","0.0","0","0","","ARI","2020",,,
"129334",":stat_player_game_def_adv","0","29","5","38.5%","1","56","0","77.7","13","11.6","27","11.2","4.3","202009170cle","202009170cle_17","Terrance Mitchell","M/MitcTe00","0","0","0","0.0","2","2","50.0%","CLE","2020",,,
"129335",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","202009270atl","202009270atl_10","Khalil Mack","M/MackKh00","4","2","1","0.5","5","0","0.0%","CHI","2020",,,
"129336",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010110atl","202010110atl_9","Stephen Weatherly","W/WeatSt00","3","3","0","0.0","3","1","25.0%","CAR","2020",,,
"129337",":stat_player_game_def_adv","0","2","2","66.7%","1","11","0","112.5","3","6.7","9","5.5","3.7","202010190dal","202010190dal_18","Jaylon Smith","S/SmitJa05","1","1","0","0.0","10","0","0.0%","DAL","2020",,,
"129338",":stat_player_game_def_adv","3","17","2","66.7%","0","29","0","97.9","3","6.7","12","14.5","9.7","202010290car","202010290car_17","Tahir Whitehead","W/WhitTa00","0","0","0","0.0","6","0","0.0%","CAR","2020",,,
"129339",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040dal","202010040dal_19","Vincent Taylor","T/TaylVi00","0","0","0","0.0","1","1","50.0%","CLE","2020",,,
"129341",":stat_player_game_def_adv","1","49","11","68.8%","0","118","0","90.1","16","6.5","69","10.7","7.4","202009200dal","202009200dal_1","Darqueze Dennard","D/DennDa00","0","0","0","0.0","7","3","30.0%","ATL","2020",,,
"129342",":stat_player_game_def_adv","0","37","4","57.1%","0","47","0","77.7","7","14.1","10","11.8","6.7","202010040dal","202010040dal_20","Trevon Diggs","D/DiggTr00","1","0","0","1.0","8","1","11.1%","DAL","2020",,,
"129343",":stat_player_game_def_adv","0","17","2","25.0%","0","73","0","65.1","8","10.4","56","36.5","9.1","202010190dal","202010190dal_19","Trevon Diggs","D/DiggTr00","0","0","0","0.0","3","0","0.0%","DAL","2020",,,
"129344",":stat_player_game_def_adv","0","9","2","100.0%","0","13","0","93.7","2","4.5","4","6.5","6.5","202010290car","202010290car_18","Stantley Thomas-Oliver","T/ThomSt00","0","0","0","0.0","1","0","0.0%","CAR","2020",,,
"129346",":stat_player_game_def_adv","1","76","5","100.0%","0","121","0","118.7","5","15.2","45","24.2","24.2","202009200dal","202009200dal_2","Keanu Neal","N/NealKe01","0","0","0","0.0","8","0","0.0%","ATL","2020",,,
"129347",":stat_player_game_def_adv","1","6","3","75.0%","0","35","0","101.0","4","3.0","29","11.7","8.8","202009170cle","202009170cle_18","Sione Takitaki","T/TakiSi00","0","0","0","0.0","5","2","28.6%","CLE","2020",,,
"129348",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202009270atl","202009270atl_11","Roy Robertson-Harris","R/RobeRo00","1","0","1","0.0","2","0","0.0%","CHI","2020",,,
"129349",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010040car","202010040car_12","Leki Fotu","F/FotuLe00","1","1","0","0.0","1","1","50.0%","ARI","2020",,,
"129351",":stat_player_game_def_adv","3","10","2","66.7%","0","19","0","84.0","3","3.3","9","9.5","6.3","202010290car","202010290car_19","Shaq Thompson","T/ThomSh01","0","0","0","0.0","6","0","0.0%","CAR","2020",,,
"129352",":stat_player_game_def_adv","2","1","1","33.3%","0","1","0","42.4","3","16.0","0","1.0","0.3","202010190dal","202010190dal_20","Xavier Woods","W/WoodXa00","1","1","0","0.0","3","0","0.0%","DAL","2020",,,
"129354",":stat_player_game_def_adv","1","","0","","","","0","","0","","","","","202010040car","202010040car_13","Kylie Fitts","F/FittKy00","0","0","0","0.0","1","0","0.0%","ARI","2020",,,
"129355",":stat_player_game_def_adv","0","53","4","57.1%","0","61","0","86.0","7","14.1","8","15.3","8.7","202009200dal","202009200dal_3","Isaiah Oliver","O/OlivIs00","0","0","0","0.0","5","1","16.7%","ATL","2020",,,
"129356",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","6.0","","","0.0","202010110atl","202010110atl_10","Marquis Haynes","H/HaynMa01","3","2","0","1.0","1","0","0.0%","CAR","2020",,,
"129357",":stat_player_game_def_adv","0","28","2","50.0%","0","36","0","81.2","4","13.5","8","18.0","9.0","202010290car","202010290car_20","Troy Pride Jr.","P/PridTr00","0","0","0","0.0","4","0","0.0%","CAR","2020",,,
"129358",":stat_player_game_def_adv","1","","0","0.0%","","","1","0.0","1","20.0","","","0.0","202009270atl","202009270atl_12","Tashaun Gipson","G/GipsTa00","0","0","0","0.0","6","1","14.3%","CHI","2020",,,
"129360",":stat_player_game_def_adv","0","4","1","100.0%","0","6","0","91.7","1","4.0","2","6.0","6.0","202010190dal","202010190dal_21","Darian Thompson","T/ThomDa05","0","0","0","0.0","1","0","0.0%","DAL","2020",,,
"129361",":stat_player_game_def_adv","0","31","6","66.7%","1","75","0","129.4","9","8.4","44","12.5","8.3","202010110rav","202010110rav_1","LeShaun Sims","S/SimsLe00","0","0","0","0.0","2","2","50.0%","CIN","2020",,,
"129362",":stat_player_game_def_adv","1","1","3","75.0%","0","27","0","92.7","4","0.3","26","9.0","6.8","202009200dal","202009200dal_4","Foyesade Oluokun","O/OluoFo00","0","0","0","0.0","6","1","14.3%","ATL","2020",,,
"129363",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010110atl","202010110atl_11","Brian Burns","B/BurnBr00","1","0","0","1.0","4","0","0.0%","CAR","2020",,,
"129364",":stat_player_game_def_adv","1","34","3","60.0%","0","34","0","80.4","5","14.6","0","11.3","6.8","202009170cle","202009170cle_19","Andrew Sendejo","S/SendAn00","0","0","0","0.0","10","0","0.0%","CLE","2020",,,
"129365",":stat_player_game_def_adv","0","","0","0.0%","","","0","39.6","1","0.0","","","0.0","202009270atl","202009270atl_13","Bilal Nichols","N/NichBi00","0","0","0","0.0","1","0","0.0%","CHI","2020",,,
"129366",":stat_player_game_def_adv","2","","0","","","","0","","0","","","","","202010040car","202010040car_14","Isaiah Simmons","S/SimmIs00","0","0","0","0.0","1","0","0.0%","ARI","2020",,,
"129367",":stat_player_game_def_adv","3","13","3","100.0%","0","16","0","88.9","3","4.3","3","5.3","5.3","202010040dal","202010040dal_21","Joe Thomas","T/ThomJo04","1","1","0","0.0","6","1","14.3%","DAL","2020",,,
"129368",":stat_player_game_def_adv","0","2","1","100.0%","0","12","0","116.7","1","2.0","10","12.0","12.0","202010290car","202010290car_21","Brian Burns","B/BurnBr00","3","3","0","0.0","5","0","0.0%","CAR","2020",,,
"129369",":stat_player_game_def_adv","0","","0","","","","0","","0","","","","","202010190dal","202010190dal_22","Dorance Armstrong Jr.","A/ArmsDo00","1","1","0","0.0","1","0","0.0%","DAL","2020",,,
